Строка поиска	Translation
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Bilmədi dən verilən parametrləri JSON müəyyən kataloq hesabat jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Tapa bilmədi məlumat üçün əlaqə profili müştərinin test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Tapa bilmədi kodu modul forması fayl ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Tapa bilmədi açıq configurator.
Не смог найти сохранненное значение по переменой <%1>	Tapa bilmədi сохранненное əhəmiyyət üzrə переменой <%1>
Не смог обработать XML в UILogToScript.	Bilmədi emal XML bu UİLogToScript.
Не смог обработать параметры в строке <%1>	Bilmədi emal variantları bar <%1>
Не смог определить длительность у файла: %1	Bilmədi müəyyən müddəti var fayl: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Bilmədi müəyyən СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Bilmədi müəyyən növbəti addımı yerinə yetirmək üçün.
Не смог определить тип значения для строки: %1	Bilmədi növü müəyyən dəyərlər üçün satır: %1
Не смог перейти к строке фильтра <%1>	Bilmədi getmək bar filter <%1>
Не смог по переменной <%1> найти сохраненное значение.	Bilmədi üzrə dəyişən <%1> tapa saxlanılır əhəmiyyət kəsb edir.
Не смог подключить TestClient.	Bilmədi qoşa TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Bilmədi qoşa TestClient. Fasilə ilə таймауту <%1>
Не смог подключить обработку <%1>	Bilmədi qoşa emal <%1>
Не смог подключить профиль TestClient <%1>	Bilmədi əlaqə profili TestClient <%1>
Не смог подставить в строку параметры: <%1>	Bilmədi əvəz xətt seçimləri: <%1>
Не смог получить данные файла <%1>	Bilmədi məlumat almaq fayl <%1>
Не смог получить значение из строки запуска	Ala bilmədim əhəmiyyət sıra çalıştırmak
Не смог получить значение поля <%1> у таблицы <%2>.%3	Ala bilmədim əhəmiyyət sahələri <%1> biz masa <%2>.%3
Не смог получить значение таблицы <%1>	Ala bilmədim əhəmiyyəti cədvəl <%1>
Не смог получить значение табличного документа <%1>	Ala bilmədim əhəmiyyət табличного sənədin <%1>
Не смог получить количество строк у таблицы <%1>	Ala bilmədim sayı xətləri var cədvəl <%1>
Не смог получить макет %1	Ala bilmədim layout %1
Не смог получить состяние таблицы <%1>	Ala bilmədim состяние masa <%1>
Не смог получить строки таблицы <%1>	Ala bilmədim masa sıra <%1>
Не смог получить строки таблицы.	Ala bilmədim masa sıra.
Не смог получить строки ТЧ <%1>	Ala bilmədim satır ТЧ <%1>
Не смог получить строку сценария.	Ala bilmədim simli ssenari.
Не смог получить строку таблицы %1	Ala bilmədim simli masa %1
Не смог получить форму текущего окна.	Ala bilmədim forması cari pəncərə.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Bilmədi ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Bilmədi parametrləri dəyişdirmək addım yerlərdə <%1>
Не смог преобразовать к числу PID=%1	Bilmədi çevirmək sırasına PID=%1
Не смог распаковать %1	Bilmədi açın %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Bilmədim nə seçmək siyahıdan seçim <%1> simli <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Bilmədi surəti script %1, t. k. baş verərdi зацикливание.
Не смог создать базу по строке: %1. Статус возврата: %2	Bilmədi bazası yaratmaq üzrə xətt: %1. Statusu geri: %2
Не смог создать каталог для отчета Allure: %1	Bilmədi kataloq yaratmaq üçün hesabatının Məlumat: %1
Не смог создать каталог для отчета CucumberJson: %1	Bilmədi kataloq yaratmaq üçün hesabat CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Bilmədi kataloq yaratmaq üçün hesabat jUnit: %1
Не смог создать объект сравнения файлов.	Bilmədi yaratmaq obyekt müqayisə faylları.
Не смог создать сервисные базы. Статус=%1	Bilmədi yaratmaq xidmət bazası. Statusu=%1
Не смог удалить файл %1	Bilmədi aradan qaldırılması fayl %1
Не смогли найти таблицу <%1> в активном окне.	Tapa bilmədilər masa <%1> fəal pəncərə.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Oldu, download фичу: %1, t. k. orada aşkar tags filtreler.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Oldu, download фичу: %1, t. k. aşkar tag istisna edilir: %2
Не удалось авторизоваться в базе.	Uğursuz giriş verilənlər bazası.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Uğursuz gözləmək hadisələr başa dövrü ərzində <%1> saniyə.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Tapa bilmədi üzrə sənəd nömrəsinə <%1>. Növü Sənəd.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Uğursuz getmək istədiyiniz bar cədvəldə <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Uğursuz qoşa COM obyekt <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Uğursuz qoşa COM obyekt <WScript."Shell">
Не удалось подключить клиент тестирования. %1	Uğursuz qoşulmaq üçün müştəri test. %1
Не удалось подключить форма %1 по причине:%2	Uğursuz əlaqə forması %1 səbəbdən:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Ala bilmədi fasilə salmaq üçün TestClient biri dəyərlər %1. İstifadə default dəyəri: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Ala bilmədi fasilə iş üçün asinxron addımlar. Verilib dəyəri: %1
Не указан каталог для формирования видео инструкции.	Unknown kataloq yaratmaq üçün video təlimat.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Unknown kataloq ilə istədiyiniz versiyası platforma 8.3.10 və ya daha yüksək.
Не указана команада для выполнения скриншотов. Например <%1>	Heç göstərilib команада yerinə yetirmək üçün ekran. Məsələn, <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Müəyyən deyil fayl adı лога bu параметре <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Müəyyən deyil fayl adı лога bu параметре <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Müəyyən deyil çərçivəsində sayı.
Не установлен ffmpeg.	Müəyyən deyil ffmpeg.
Не установлен ImageMagic (convert.exe)	Müəyyən deyil İmageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Müəyyən deyil İmageMagic (convert.exe).
Не установлен oscript.	Müəyyən deyil oscript.
Не установлен VLC 2.1.5.	Müəyyən deyil VLC 2.1.5.
Не установлен ГолосовойДвижок.	Müəyyən deyil ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Yalan verilib layout. Yanlış sütun birinci bar. Heç göstərilib məcburi sütun adı ilə [%1]
Неверное число параметров в строке табилцы. Должно быть <	Səhv sayı parametrləri bar табилцы. Olmalıdır <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Səhv sayı parametrləri bar masa. Olmalıdır <%1> parametrlər isə bar aşkar <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Səhv axtarış rejimi: Heç bir dəstək axtarış rejimi. Rekvizit <%1>: Axtarırdılar əhəmiyyət <%2>
Неверный формат области <%1>	Səhv format sahəsində <%1>
Невидима	Görünməz
Недоступна	Mövcud
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра bu ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Naməlum version təchizatı Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Naməlum bir səhv ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Naməlum ıd plugin: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Naməlum КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Naməlum КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Naməlum meneceri reyestrinin %1.%2 . Dəyişən %3
Неизвестный тип вывода данных по изменению формы.	Naməlum növü çıxarılması üzrə məlumatları dəyişməsinə formaları.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Naməlum Növü: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Olmaz dəyişdirmək cari sahəsində var зарезервированного qoşulmaq <Bu müştəri>.
Нельзя получить состав колонок для пустой таблицы.	Almaq olmaz tərkibi sütun üçün boş masa.
Необрабатываемый корневой тип <%1>	Необрабатываемый kök növü <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Proqram yüklemek üçün lazımdır. Ətraflı burada: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Yox bağlı TestClient.
Обнаружено несколько полей с заголовком <%1>	Aşkar bir neçə sahələri ilə başlığı <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Adi фича saylı%1 %2. РаннерİD=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Bir və ya bir neçə sətir etalon masa tapılmadı cədvəldə formaları%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная фича saylı%1 %2. РаннерİD=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Gözləyirdik <%1> elementləri kitabı <%2>, tapıb <%3> elementləri.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Gözləyirdik ərzində <%1> saniyə mövcudluğu sahələri <%2>. Amma belə bir element bir formada tapılmadı.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Gözləyirdik ərzində <%1> saniyə mövcudluğu sahələri <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Gözləyirdik ərzində <%1> saniyə meydana sahələri <%2>. Amma belə bir element bir formada tapılmadı.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Gözləyirdik ərzində <%1> saniyə meydana sahələri <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Gözləyirdik ərzində <%1> saniyə var sahələri <%2> dəyərlər <%3>. Cari dəyəri <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Gözləyirdik ərzində <%1> saniyə var cədvəl <%2> xətləri sayı %3 %4. Cari satır <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Gözləyirdik ərzində <%1> saniyə ki, закроется pəncərə başlığı <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Gözləyirdik ərzində <%1> saniyə ki, açılacaq pəncərə başlığı <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Gözləyirdik ərzində <%1> saniyə sahəsində <%2> dolu olacaq.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Gözləyirdik заполненность links isə əldə boş link.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Gözləyirdik şəxsiyyət faylları isə var ki, onlar müxtəlifdir.%1
Ожидали получить только одну строку таблицы.	Gözləyirdik əldə yalnız bir sıra masa.
Ожидали статус <%1>, а получили <%2>	Gözləyirdik statusu <%1>, var <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Gözləyirdik mövcudluğu obyektin İT isə əldə obyekt tapılmayıb <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Gözləyirdik var cədvəl <%1> ərzində <%2> saniyə var sahələri <%3> dəyərlər <%4>. Cari dəyəri <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Gözləyirdik ki, %1 %2 выбросит istisna %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Gözləyirdik ki, aktiv pəncərə olacaq <%1>, tapıb <%2>. Fasilə axtarış pəncərə: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Gözləyirdik ki, bu mesajlar istifadəçi edəcək подстрока <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Gözləyirdik ki, ikinci parametr veriləcək bir sıra parametrləri üçün üsul <%1> isə var, digər obyekt növü <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Gözləyirdik ki, ikinci parametr təqdim ediləcək struktur parametrləri üçün üsul <СоздатьДанныеПоТабличномуДокументу> isə var, digər obyekt növü <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Gözlənilir ki, məbləğ satır masa <%1> bərabər olacaq dəyişən <%2>. Dəyişən dəyəri <%3>. Satır <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Gözləyirdik ki, pəncərə mesaj istifadəçi edəcək boş və orada %1 mesaj.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Gözləyirdik ki, dəyişən <%1> edəcək bərabərdir <%2>. Cari dəyəri <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Gözləyirdik ki, sahə <%1> bərabər olacaq dəyişən <%2>. Dəyişən dəyəri <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Gözləyirdik ki, bir sahə ilə başlığı <%1> dolu olacaq, amma bu, boş.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Gözləyirdik ki, проверяемое əhəmiyyəti (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Gözləyirdik ki, üçüncü parametr veriləcək bir sıra parametrləri üçün üsul <%1> isə var, digər obyekt növü <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Gözləyirdik ki, biz qrupunun <%1>, cari səhifəni olacaq <%2>, oldu <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Gözləyirdik ki, табличного sənədin <%1> hüceyrə ilə ünvanı <%2> edəcək əhəmiyyət <%3> isə var <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Gözləyirdik ki, табличного sənədin <%1> hüceyrə ilə ünvanı <%2> edəcək əhəmiyyət <%3> isə var <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Gözləyirdik ki, табличного sənədin <%1> hüceyrə ilə ünvanı <%2> edəcək əhəmiyyət <%3> isə var <%4>
Ожидали, что ячейка <%1> будет заполнена.	Gözləyirdik ki, özəyi <%1> dolu olacaqdır.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Gözləyirdik чтов cədvəldə <%1> sahəsində <%2> bərabər olacaq dəyişən <%3>. Dəyişən dəyəri <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Pəncərə başlığı <%1> tapılmadı.
Описание ошибки: %1	Təsviri səhvlər: %1
Остановка на брейкпоинте.	Stop брейкпоинте.
Ошибка в %1. %2	Səhv % - 1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Səhv ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Səhv ПолучитьУжеСуществующиеСнипетыИзобработок(). Fayl/kataloqu %1 mövcud deyil.
Ошибка в файле %1, снипет %2 уже был в %3	Səhv fayl %1, снипет %artıq 2 idi %3
Ошибка перегенерации EPF. Файл %1 не найден.	Səhv перегенерации EPF. Fayl %1 tapılmadı.
Ошибка при выгрузке набора записей регистра: %1	Zaman səhv boşaldılması sıra qeydlər reyestrinin: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Səhv zamanı obyektin boşaldılması: %1. Növü: %2
Ошибка при закрытии всех окон Testclient.	Səhv bağlanması bütün windows Testclient.
Ошибка при поиске значений в макете %1:	Səhv axtarış zamanı dəyərlər maketin %1:
Ошибка при получении активной формы.	Səhv alarkən fəal formaları.
Ошибка при получении списка процессов 1С.	Səhv alarkən siyahısı proseslərin 1C.
Ошибка при получении текста фичи:	Səhv alarkən mətn фичи:
Ошибка при построении дерева из файла <%1>%2%3	Səhv qurulmasında ağac faylı <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Səhv yaradılması zamanı məlumatların layout. Неуникальное dəyişən adı: [%1]
Ошибка проверки значения таблицы <%1>. %2	Səhv yoxlama dəyərlər masa <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Səhv yaradılması müvəqqəti fayl подкаталоге %1.
Ошибка создания скриншота:%1 команда:%2	Səhv yaradılması скриншота:%1 komanda:%2
Ошибка создания файла %1.	Səhv faylın yaradılması %1.
Ошибка чтения JSON. Неизвестный символ %1	Səhv oxumaq JSON. Naməlum simvolu %1
Ошибка чтения структуры JSON пропускаем чтение	Səhv oxumaq qurumlar JSON пропускаем oxu
Ошибка чтения структуры JSON.	Səhv oxumaq qurumlar JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Bir səhv. Bu фиче %1 tapılmışdır, bir neçə ssenari adı ilə %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Bir səhv. Tapılmadı daha 1 dəyərlər cache МетаданныеИмя [%1] tərəfindən göstərilən parametrlərə axtarış %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Seçimi <Запускаемая emal> göstərir несуществующий fayl.
Параметр <Имя подключения> является обязательным.	Seçimi <Adı qoşulmaq> məcburidir.
Параметр <Логин> не задан	Seçimi <Adı> verilib
Параметр %1 не найден в таблице параметров.	Parametr %1 tapılmadı cədvəldə parametrləri.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Birinci parametri (%1) az ikinci (%2) isə istəyirdik ki, daha çox idi ya bərabərdir.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Birinci parametri (%1) kiçik və ya bərabərdir ikinci (%2) isə istəyirdik ki, daha çox idi.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Təhvil boş yol proseduru <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Etdiyi tarixi (%1) bərabərdir tarix (%2) dəqiqliyi ilə qədər 2-ci saniyə isə istəyirdik ki, onlar равнялись. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Переданный parametr (%1) daxil deyil dövründə %2 isə istəyirdik ki, olmuşdur. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Переданный parametr (%1) deyil, Haqq isə istəyirdik ki, olmuşdur. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Переданный parametr (%1) heç bir Yalan isə istəyirdik ki, olmuşdur. %2
Передвижение курсора мышки - OK	Hərəkət kursor siçan - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Keçid ilə başlığı <%1> tapılmadı.
Переключатель с именем <%1> не найден.	Keçid adı ilə <%1> tapılmadı.
Переменная <%1> не найдена.	Dəyişən <%1> tapılmadı.
Переменная <%1> ранее не была сохранена	Dəyişən <%1> əvvəllər saxlandı
Пересоздан %1	Пересоздан %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 tapa bilmədi təyin element/qrup [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 uğursuz yaratmaq, yeni bir qrup.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 bilmədi yeni maddə yaratmaq.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 tapa bilmədi təyin element/qrup [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 uğursuz yaratmaq, yeni bir qrup.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 bilmədi yeni maddə yaratmaq.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 ala bilmədi node bu İT.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 bilmədi yeni node yaratmaq.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 tapa bilmədi təyin element/qrup [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 uğursuz yaratmaq, yeni bir qrup.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 bilmədi yeni maddə yaratmaq.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Qoşulma adı ilə <%1> перезаполнено cədvəldə əlaqələri
Подключили для отладки форма %1	Əyri ayıklama üçün forma %1
Подключились к сеансу TESTCLIENT.	Qoşulublar seansa TESTCLİENT.
Подсвет рамки - OK	Подсвет çərçivə - OK
Поле <%1> в данный момент невидимо пользователю.	Sahə <%1> anda görünməz istifadəçi.
Поле <%1> существует, а ожидали, что его нет.	Sahə <%1> var isə gözləyirdik ki, onun yoxdur.
Поле с заголовком <%1> не найдено.	Sahəsində başlığı <%1> tapılmadı.
Поле с именем <%1> не найдено.	Sahə adı ilə <%1> tapılmadı.
Получить изменения формы	Əldə formasının dəyişdirilməsi
Получить состояние всей формы	Almaq üçün dövlət bütün formaları
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Unknown КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Tələb növü ТабличныйДокумент və ya ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Пометка üçün addım quraşdırılıb.
Пометка снята.	Пометка həvalə.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 məşğuldur və ya kənarda göstərilən üçündür, port əlaqə dəyişdirilə %2
Построение дерева.	Qurulması ağac.
Превышение таймаутуа ожидания завершения фонового задания.	Artıq таймаутуа gözləmə başa fon vəzifələri.
Предупреждение с текстом %1 не найдено.	Xəbərdarlıq mətn %1 tapılmadı.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Əvvəlki səhv: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Qoşulma zamanı TestClient yarandı mesaj:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: İkinci parametr-masa üstündeki deyil
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Birinci parametr-masa üstündeki deyil
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: İkinci parametr-cədvəl deyil табличным sənəd
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Birinci parametr-cədvəl deyil табличным sənəd
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Növü dəyərlər aktiv ТипИлиИмяТипа olmalıdır <Tip> və ya <Line> isə var <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Yoxlama upload obyektlərin İT biri layout məlumatların uğurla icra edir.
Проверьте работу команды <%1>	Yoxlayın komanda <%1>
Профиль с именем <%1> не найден.	Profil adı ilə <%1> tapılmadı.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Boş ünvan снипета var addım: %1
ПутьКФиче=Неопределено	ПутьКФиче=Неопределено
Работа с ключами для %1 пока не поддерживается	İş düymələri üçün %1 qədər dəstəklənmir
Работаю по сценарию	Çalışıram ssenari üzrə
Работаю по фиче: %1	İş üzrə фиче: %1
равно	onsuz da
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Fərqlər masalar:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Раннер <%1> bağlı deyil.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekvizit <%1> tapılmadı.
с длиной	uzunluğu ilə
Сеанс должен быть запущен с ключом TESTMANAGER.	Sessiya çalışan olmalıdır açarı ilə TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> rast gəlinir %2 dəfə.
содержащее текст <%1>, а был текст <%2>	olan mətn <%1>, bəs idi mətn <%2>
содержит	edir
Создан %1	Yaradılıb %1
Создан файл: %1	Yaradılıb fayl: %1
Создание epf по фичам закончено.	Yaradılması epf üzrə фичам başa çatıb.
Создать тестовый mp3 - OK	Yaratmaq test mp3 - OK
Создаю %1	Yaratmaq %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Directory.%1 tapa bilmədi təyin element/qrup [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Directory.%1 uğursuz yaratmaq, yeni bir qrup.%2
Справочник.%1 не удалось создать новый элемент.%2	Directory.%1 bilmədi yeni maddə yaratmaq.%2
Справочник.%1.%2 - получен пустой элемент.	Directory.%1.%2 - əldə boş element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Сравниваемые dəyərlər (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Сравниваемые dəyərlər (%1
Странный параметр в логе инструкции HTML: %1	Qəribə bir seçimi логе təlimat HTML: %1
Странный параметр в логе инструкции Markdown: %1	Qəribə bir seçimi логе təlimat Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	String <%1> fayl <%2> tapılmadı fayl <%3>
Строка <%1> найдена в окне сообщений пользователю.	String <%1> aşkar qutusuna mesaj istifadəçi.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	String <%1> aşkar olaraq, son məlumatda istifadəçi. Tapıldı: %2
Строка <%1> не найдена в окне сообщений пользователю.	String <%1> tapılmadı qutusuna mesaj istifadəçi.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	String <%1> tapılmadı son məlumatında istifadəçi. Tapıldı: %2
Строка %1 не найдена в реквизите %2	String %1 tapılmadı də реквизите %2
Строка №%1 не найдена в табличном документе на форме	Sıra № - li%1 tapılmadı də табличном sənəddə formada azn
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Sıra № - li%1, aşkar xarakter <|>, baxmayaraq ki, yox idi, bir söz <Nümunələri>.
