Строка поиска	Translation
Не получилось сделать выбор в поле <%1> значения <%2>. %3	Чадахгүй нь сонголт хийх чиглэлээр <%1> <%2>. %3
Не получилось создать тестовый MP3	Чадаагүй бий болгох туршилтын MP3
Не реализовано.	Хэрэгжүүлж чадахгүй байна.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	Чадахгүй хүснэгтэд <%1> болгох сонгох жагсаалтыг сонголт <%2> <%3>
Не смог выделить все строки в таблице <%1>. %2	Болох болохгүй бүгдийг нь сонгоно rows <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Чадахгүй гүйцэтгэх тушаал олж авах координат дэлгэц дээр бүх Цонх 1S-д taskbar.
Не смог выполнить команду. <%1>	Чадахгүй гүйцэтгэх тушаал. <%1>
Не смог вычислить выражение: %1	Амжилтгүй болсон шийдвэрлэхийн тулд үзэл бодлоо илэрхийлэх: %1
Не смог загрузить %1. %2	Could not load %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Чадахгүй ачаалал мэдээллийн сан, дт: %1. ПутьКDT: %2. Буцах байдал: %3
Не смог загрузить снипеты из %1	Чадаагүй ачаалал хайчилбаруудыг-аас %1
Не смог закрыть окно %1	Чадахгүй цонхыг хаах %1
Не смог закрыть окно повторно %1	Чадахгүй цонхыг хаах, дахин %1
Не смог запустить конфигуратор. <%1>	Үгүй ажиллуулах боломжтой Configurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Чадахгүй нь өнгөрч JSON параметрүүдийг тодорхойлох сан Зүйлсээр тайлан.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Чадахгүй нь өнгөрч JSON параметрүүдийг тодорхойлох санд тайлан CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Чадахгүй нь өнгөрч JSON параметрүүдийг тодорхойлох сан jUnit тайлан.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Олж чадахгүй мэдээллийг холбогдож хэрэглэгчийн хувийн тест <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Олж чадахгүй модуль код хэлбэрээр файл, Emailform.
Не смог найти открытый конфигуратор.	Олж чадахгүй нь нээлттэй Configurator.
Не смог найти сохранненное значение по переменой <%1>	Олж чадахгүй sohranenie үнэ цэнийг хувьсагч <%1>
Не смог обработать XML в UILogToScript.	Чадаагүй боловсруулах XML-д UILogToScript.
Не смог обработать параметры в строке <%1>	Чадахгүй байсан үйл явц параметрүүдийг мөрөн дээр нь <%1>
Не смог определить длительность у файла: %1	Чадахгүй тодорхойлох хугацаа file: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Чадахгүй тодорхойлох Sledujuschaja: %1
Не смог определить следующий шаг для выполнения.	Чадахгүй тодорхойлох дараагийн алхам хийж байна.
Не смог определить тип значения для строки: %1	Чадахгүй тодорхойлох утга төрөл мөр: %1
Не смог перейти к строке фильтра <%1>	Чадахгүй явж шугам <%1>
Не смог по переменной <%1> найти сохраненное значение.	Чадаагүй дээр хувьсагч <%1> олох хадгалсан үнэ цэнэ.
Не смог подключить TestClient.	Could not connect TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Could not connect TestClient. Таслах хугацаа <%1>
Не смог подключить обработку <%1>	Could not connect боловсруулах <%1>
Не смог подключить профиль TestClient <%1>	Could not connect хувийн TestClient <%1>
Не смог подставить в строку параметры: <%1>	Тогтоож чадаагүй мөр үзүүлэлтүүд: <%1>
Не смог получить данные файла <%1>	Авч чадаагүй өгөгдлийн файл <%1>
Не смог получить значение из строки запуска	Авч чадаагүй утга нь мөр эхлэх
Не смог получить значение поля <%1> у таблицы <%2>.%3	Авч чадаагүй үнэ цэнийг талбар <%1> хүснэгт <%2>.%3
Не смог получить значение таблицы <%1>	Авч чадахгүй үнэ цэнийг хүснэгт <%1>
Не смог получить значение табличного документа <%1>	Авч чадаагүй үнэ цэнийг хүснэгт, баримт бичиг <%1>
Не смог получить количество строк у таблицы <%1>	Чадаагүй авах мөрийн тоог хүснэгт <%1>
Не смог получить макет %1	Авч чадахгүй зохион байгуулалт %1
Не смог получить состяние таблицы <%1>	Чадаагүй авах улсын оюун хүснэгт <%1>
Не смог получить строки таблицы <%1>	Авч чадаагүй дараалан хүснэгт <%1>
Не смог получить строки таблицы.	Авч чадаагүй дараалан хүснэгт.
Не смог получить строки ТЧ <%1>	Авч чадаагүй, шугамын ЦАГ <%1>
Не смог получить строку сценария.	Авч чадаагүй нь мөрийг бичиг.
Не смог получить строку таблицы %1	Авч чадахгүй нь хүснэгт хэрүүл %1
Не смог получить форму текущего окна.	Авч чадахгүй хэлбэр харилцах цонх.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Чадахгүй ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Чадахгүй тохиргоог өөрчлөх алхам газар нь <%1>
Не смог преобразовать к числу PID=%1	Чадахгүй хөрвүүлэх тоо PID=%1
Не смог распаковать %1	Чадахгүй задлах %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Хийж чадахгүй сонгох сонгон шалгаруулах жагсаалт <%1> - мөр <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Чадахгүй хуулах бичиг %1, учир нь тэнд байх болно, хязгааргүй давталт.
Не смог создать базу по строке: %1. Статус возврата: %2	Couldn ' t create database for line: %1. Буцах байдал: %2
Не смог создать каталог для отчета Allure: %1	Чадахгүй үүсгэх сан Зүйлсээр тайлан: %1
Не смог создать каталог для отчета CucumberJson: %1	Чадахгүй үүсгэх санд тайлан CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Чадахгүй үүсгэх сан jUnit тайлан: %1
Не смог создать объект сравнения файлов.	Чадахгүй үүсгэх обьект файлын харьцуулалт.
Не смог создать сервисные базы. Статус=%1	Чадаагүй бий болгох, үйлчилгээний суурь. Status=%1
Не смог удалить файл %1	Чадахгүй устгах файл %1
Не смогли найти таблицу <%1> в активном окне.	Олж чадахгүй хүснэгт <%1> идэвхтэй цонх.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Биш үү ачаалал онцлог %1 нь олж чадаагүй tag шүүлтүүр.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Биш үү ачаалал онцлог: %1, хойш нээсэн tag мөн адил: %2
Не удалось авторизоваться в базе.	Failed to log in the database.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Чадаагүй хүлээх үйл явдал дууссаны мөчлөг нь <%1> секундын.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Олж чадахгүй баримт бичгийн тоо <%1>. Төрөл Баримт Бичиг.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Чадахгүй явахад хүссэн дараалан хүснэгт <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Холбогдож чадсангүй COM object <Бүрхүүл.Програм>
Не удалось подключить COM объект <WScript.Shell>	Холбогдож чадсангүй COM object <WScript.Бүрхүүл>
Не удалось подключить клиент тестирования. %1	Холбогдож чадсангүй үйлчлүүлэгч шинжилгээ. %1
Не удалось подключить форма %1 по причине:%2	Чадахгүй холбох хэлбэр %1 шалтгаан:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Чадаагүй авах хугацаа ажиллуулах TestClient нь үнэ цэнийг %1. Ашиглалтын үнэ цэнийг default: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Чадаагүй авах хугацаа нь асинхрон алхам. Өнгөрсөн утга байсан: %1
Не указан каталог для формирования видео инструкции.	Биш зааж сан үүсэх видео заавар.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Биш зааж сан нь хүссэн хувилбар тавцан 8.3.10 буюу түүнээс дээш.
Не указана команада для выполнения скриншотов. Например <%1>	Тодорхой бус багийн гүйцэтгэх дэлгэцийн. Жишээ нь: <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Заасан бүртгэлийн файл нь нэр, параметр <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Заасан бүртгэлийн файл нь нэр, параметр <Kapileshwaraswami>
Не указано количество кадров.	Тодорхой бус тооны жааз.
Не установлен ffmpeg.	Та суулгаагүй ffmpeg.
Не установлен ImageMagic (convert.exe)	Суулгаагүй ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Суулгаагүй ImageMagic (convert.exe).
Не установлен oscript.	Биш юм багц oscript.
Не установлен VLC 2.1.5.	Суулгаагүй НСВК 2.1.5.
Не установлен ГолосовойДвижок.	Биш юм багц Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Буруу заасан загвар. Буруу багана эхний эгнээний. Алга болсон нь шаардлагатай багана нь нэр [%1]
Неверное число параметров в строке табилцы. Должно быть <	Хүчин төгөлдөр бус хэд хэдэн үзүүлэлт дээр шугам tablicy. Байх естой <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Буруу тоо параметрүүдийг хүснэгт эгнээний. Байх естой <%1> параметрүүдийг, мөн шугам <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Хүчин төгөлдөр бус хайх горим: дэмжихгүй хайлтын горим. Таяг <%1>: Хайж <%2>
Неверный формат области <%1>	Хүчин төгөлдөр бус хэлбэр нь бүс нутгийн <%1>
Невидима	Үл үзэгдэгч
Недоступна	Боломжгүй
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny нь Theparameter д ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Үл мэдэгдэх хувилбар хүргэх Vanessa-Автоматжуулалт: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Үл мэдэгдэх алдаа ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	Үл мэдэгдэх залгаас ID: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Үл Мэдэгдэх Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Үл Мэдэгдэх Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Тодорхойгүй Менежер бүртгүүлэх %1.%2 . Хувьсагч %3
Неизвестный тип вывода данных по изменению формы.	Үл мэдэгдэх төрлийн бүтээгдэхүүний өөрчлөх хэлбэр.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Үл Мэдэгдэх Төрөл: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Та өөрчилж чадахгүй одоогийн талбар нь хуулиар хамгаалагдсан холболт <үйлчлүүлэгч>.
Нельзя получить состав колонок для пустой таблицы.	Та авч чадахгүй багана хоосон хүснэгт.
Необрабатываемый корневой тип <%1>	Uncultivated үндэс, төрөл <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Та суулгах хэрэгтэй програм. Дэлгэрэнгүй мэдээллийг энд: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Ямар ч холбогдсон TestClient.
Обнаружено несколько полей с заголовком <%1>	Олон толгой талбай нь <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Ердийн боломж тоо %1 %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Нэг буюу түүнээс олон эгнээ лавлах хүснэгт биш юм олж хүснэгт хэлбэрээр%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Ганц урсгалтай боломж тоо %1 %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Хүлээгдэж <%1> элемент лавлах <%2>, олсон <%3> элемент.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Хүлээгдэж буй <%1> секундын дотор бэлэн талбар <%2>. Харин энэ элемент хэлбэрээр олж чадаагүй байна.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Хүлээгдэж буй <%1> секундын дотор бэлэн талбар <%2>. Ekusadasi.цэвэр=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Хүлээгдэж буй <%1> секундын төрхийг хээрийн <%2>. Харин энэ элемент хэлбэрээр олж чадаагүй байна.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Хүлээгдэж буй <%1> секундын төрхийг хээрийн <%2>. Takomabibelot=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Хүлээгдэж буй <%1> секундын салбарт <%2> <%3>. Одоогийн утга нь <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Хүлээгдэж буй <%1> секунд нь хүснэгт <%2> тоог эгнээ %3% 4. Одоогийн хэд хэдэн эгнээ <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Хүлээгдэж буй <%1> секундын хаадаг цонх нь гарчиг <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Хүлээгдэж буй <%1> секунд, нь нээгдэнэ цонх нь гарчиг <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Хүлээгдэж буй <%1> секундын хээрийн <%2> дүүрэн байх естой.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Хүлээгдэж эзэмших, холбоос, авсан хоосон лавлах.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Хүлээгдэж буй хэн файл, авсан, тэд өөр өөр байдаг.%1
Ожидали получить только одну строку таблицы.	Хүлээж авахын тулд зөвхөн нэг эгнээнд хүснэгт.
Ожидали статус <%1>, а получили <%2>	Хүлээгдэж буй байдал <%1>, харин авсан <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Хүлээж оршин обьект-д IB, хүлээн авсан обьект олж чадаагүй <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Хүлээгдэж хүснэгт <%1> <%2> секунд үед талбаруудыг <%3> <%4>. Одоогийн утга нь <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Хүлээгдэж %1% 2 хаях онцгой %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Хүлээгдэж буй идэвхтэй цонхны <%1>, харин олсон <%2>. Хугацааны хувьд хайлтын цонх: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Хүлээгдэж буй гэсэн мессеж хэрэглэгчийн байх болно substring <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Хүлээж байсан хоер дахь параметр баталсан байх нь массив үзүүлэлтүүдийг арга <%1>, харин авсан янз бүрийн объектын төрөл <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Хүлээж байсан хоер дахь параметр баталсан байх параметрийн бүтэц, зохион байгуулалт, арга <СоздатьДанныеПоТабличномуДокументу> , болсон, өөр объект төрөл <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Хүлээгдэж буй number of rows <%1> тэнцүү байна хувьсагч <%2>. Үнэ цэнийг хувьсагч <%3>. Тоо эгнээ <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Хүлээгдэж буй зурвас хайрцаг хэрэглэгчийн хоосон байна, %1 мэдээний.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Хүлээгдэж буй хувьсагч <%1> тэнцүү <%2>. Одоогийн утга нь <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Хүлээгдэж <%1> тэнцүү байна хувьсагч <%2>. Үнэ цэнийг хувьсагч <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Хүлээж толгой талбай нь <%1> дүүрэн байдаг, гэхдээ энэ нь хоосон байна.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Хүлээгдэж буй шалгах үнэ цэнэ (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Хүлээж гурав дахь параметр баталсан байх нь массив үзүүлэлтүүдийг арга <%1>, харин авсан янз бүрийн объектын төрөл <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Би юу хүлээгдэж бүлэг <%1> одоогийн хуудас нь <%2> ч <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Би юу хүлээгдэж нь хүснэгтэн баримт бичиг <%1> гар нь хаяг <%2> <%3>, авсан <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Би юу хүлээгдэж нь хүснэгтэн баримт бичиг <%1> гар нь хаяг <%2> <%3>, авсан <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Би юу хүлээгдэж нь хүснэгтэн баримт бичиг <%1> гар нь хаяг <%2> <%3>, авсан <%4>
Ожидали, что ячейка <%1> будет заполнена.	Хүлээгдэж буй гар нь <%1> дүүрэн байх естой.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Хүлээж thatin хүснэгт <%1> талбайд нь <%2> тэнцүү байна хувьсагч <%3>. Үнэ цэнийг хувьсагч <%4>. Znacheniya <%5>
Окно с заголовком <%1> не найдено.	Цонх нь гарчиг <%1> олж байсан юм.
Описание ошибки: %1	Тодорхойлолт алдаа: %1
Остановка на брейкпоинте.	Зогсоол дээр breakpoint.
Ошибка в %1. %2	Алдаа %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Алдаа ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Алдаа ПолучитьУжеСуществующиеСнипетыИзобработок(). Файл/directory %1 байхгүй.
Ошибка в файле %1, снипет %2 уже был в %3	Алдаа файл %1, snippet %байсан 2 %3
Ошибка перегенерации EPF. Файл %1 не найден.	Алдаа нөхөн сэргээх EPF. Файлын %1 олдсонгүй.
Ошибка при выгрузке набора записей регистра: %1	Алдаа үед буулгах багц бүртгэх бичилт нь: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Алдаа бол буулгах объект: %1. Төрөл: %2
Ошибка при закрытии всех окон Testclient.	Алдаа хаах үед бүх Цонх Testclient.
Ошибка при поиске значений в макете %1:	Алдаа хайх үед үнэт зохион байгуулалт %1:
Ошибка при получении активной формы.	Алдаа болж идэвхтэй хэлбэр юм.
Ошибка при получении списка процессов 1С.	Алдаа авах жагсаалт, үйл явц 1C.
Ошибка при получении текста фичи:	Алдаа авах бичвэр:
Ошибка при построении дерева из файла <%1>%2%3	Алдаа барьж байх үед мод нь файл <%1> %2% 3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Алдаа үед бий өгөгдлийг загвар. Бус өвөрмөц нэрийг хувьсагч: [%1]
Ошибка проверки значения таблицы <%1>. %2	Алдаа шалгах үнэ цэнэ хүснэгт <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Алдаа бий болгох түр зуурын файлыг дэд санг %1.
Ошибка создания скриншота:%1 команда:%2	Алдаа бий болгох дэлгэцийн дүрслэлийг:%1 command:%2
Ошибка создания файла %1.	Алдаа үүсгэх файл %1.
Ошибка чтения JSON. Неизвестный символ %1	Алдаа унших JSON. Үл мэдэгдэх тэмдэгт %1
Ошибка чтения структуры JSON пропускаем чтение	Алдаа унших JSON бүтэц алгасаж унших
Ошибка чтения структуры JSON.	Алдаа унших JSON бүтэц.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Алдаа. Онцлог %1 олсон хэдэн скриптүүд нь нэрийг %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Алдаа. Олсон 1-ээс дээш үнэ цэнэ кэш Mataranyika [%1] дээр заасан хайх сонголтууд %2
ОшибкаПроверки	Olivepomace
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Параметр <эхлэх боловсруулах> оноо нь огт байхгүй файл.
Параметр <Имя подключения> является обязательным.	Сонголт <холболт Нэр> зайлшгүй шаардлагатай юм.
Параметр <Логин> не задан	Параметр <Хэрэглэгчийн нэр> нь тодорхой бус
Параметр %1 не найден в таблице параметров.	Сонголт %1 биш юм олж хүснэгт.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Эхний параметр (%1) бага хоер дахь (%2) хүссэн байсан ээс их буюу тэнцүү байна.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Эхний параметр (%1) - ээс бага эсвэл тэнцүү хоер дахь (%2) , илүү их зүйлийг хүсч байв.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Хоосон зам өнгөрч, өдөр тутмын <Astaticlullaby>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Шилжүүлсэн огноо (%1) is not equal to date (%2) - ийн нарийвчлалтайгаар 2 секунд, мөн тэднийг хүссэн тэнцүү байх. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Өнгөрсөн параметр (%1) - д ороогүй компани %2, хүссэн байсан. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Өнгөрсөн параметр (%1) Үнэн биш юм, мөн хүссэн байсан. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Өнгөрсөн параметр (%1) нь Худал биш юм, мөн хүссэн байсан. %2
Передвижение курсора мышки - OK	Хөдөлгөөн нь хулгана курсорыг. OK
ПередВыполнениемШага: %1	Perevypolneniem: %1
Переключатель с заголовком <%1> не найден.	Сольж нэр нь <%1> олж байсан юм.
Переключатель с именем <%1> не найден.	Switch нь нэр нь <%1> олж байсан юм.
Переменная <%1> не найдена.	Хувьсагч <%1> олж байсан юм.
Переменная <%1> ранее не была сохранена	Хувьсагч <%1> has not been saved өмнө
Пересоздан %1	Тохижуулах %1
Пересоздаю %1	Үүсгэх %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	Plannedorbit.%1 чадаагүй олж тодорхойлсон элемент/бүлэгт [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	Plannedorbit.%1 чадаагүй бий болгох шинэ бүлэг.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	Plannedorbit.%1 чадаагүй бий болгох шинэ элемент.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	Provideguarantees.%1 чадаагүй олж тодорхойлсон элемент/бүлэгт [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	Provideguarantees.%1 чадаагүй бий болгох шинэ бүлэг.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	Provideguarantees.%1 чадаагүй бий болгох шинэ элемент.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	Planaltina.%1 чадаагүй авах цэг энэ IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	Planaltina.%1 чадаагүй бий болгох шинэ цэг.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	Planscheap.%1 чадаагүй олж тодорхойлсон элемент/бүлэгт [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	Planscheap.%1 чадаагүй бий болгох шинэ бүлэг.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	Planscheap.%1 чадаагүй бий болгох шинэ элемент.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Холбогдох нэр нь <%1> petesaporito холбогдуулан хүснэгт
Подключили для отладки форма %1	Холбогдсон нь дибаг хийх хэлбэр %1
Подключились к сеансу TESTCLIENT.	Нэгдсэн хуралдаан TESTCLIENT.
Подсвет рамки - OK	Illumin хүрээ - OK
Поле <%1> в данный момент невидимо пользователю.	Хээрийн <%1> агшинд, хэрэглэгчид үл үзэгдэгч.
Поле <%1> существует, а ожидали, что его нет.	Хээрийн <%1> байгаа гэж үзэж, энэ нь биш юм.
Поле с заголовком <%1> не найдено.	Хайрцаг нь нэр нь <%1> олж байсан юм.
Поле с именем <%1> не найдено.	Талбайн нэр нь <%1> олж байсан юм.
Получить изменения формы	Өөрчлөх хэлбэр
Получить состояние всей формы	Авах бүх хэлбэр
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Үл Мэдэгдэх Corneoscleral <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Шаардлагатай төрөл Tablecellelement эсвэл Payableondeath
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Тэмдэг алхам суулгасан.
Пометка снята.	Марк арилгасан.
порт <%1>	порт <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Порт %1 завгүй, эсвэл гадуур заасан хүрээ, холболтын порт нь өөрчлөгдсөн %2
Построение дерева.	Барилгын мод.
Превышение таймаутуа ожидания завершения фонового задания.	Илүүдэл timucua хүлээж дуусах цаана нь ажлын байр.
Предупреждение с текстом %1 не найдено.	Анхааруулга мессеж текст %1 олдсонгүй.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Өмнөх алдаа: %1. Timeoutidle=%2
При подключении TestClient возникло сообщение:	Холбох үед TestClient байсан мэдээ:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	Proerythroleukemic: Хоер дахь параметр хүснэгт хүснэгт биш юм
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	Proerythroleukemic: Эхний параметр нь хүснэгт хүснэгт биш юм
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Хоер дахь параметр хүснэгт нь хүснэгтэн баримт бичиг
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Эхний параметр хүснэгт нь хүснэгтэн баримт бичиг
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	Proveriti: Төрөл параметрийн утга Tielieketi байх естой <Төрөл> эсвэл <String> авсан <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Шалгах, татаж авах хуудас аас зохион байгуулалт мэдээллийг амжилттай дууссан.
Проверьте работу команды <%1>	Туршилтын тушаалын <%1>
Профиль с именем <%1> не найден.	Хувийн мэдээллийг vзэх нэрийг нь <%1> олж байсан юм.
ПрочитатьПеременныеСреды:%1	Proceratiinae:%1
Пустой адрес снипета у шага: %1	Хоосон хаяг snippet алхам: %1
ПутьКФиче=Неопределено	Potection=Тодорхойгүй
Работа с ключами для %1 пока не поддерживается	Хамтран ажиллах гол %1 хараахан дэмжигдсэн
Работаю по сценарию	Ажил дээр бичиг
