Строка поиска	Translation
Не смог подключить профиль TestClient <%1>	Ei suutnud ühendada profiili TestClient <%1>
Не смог подставить в строку параметры: <%1>	Ei suutnud asendada string parameetrid: <%1>
Не смог получить данные файла <%1>	Ei saanud andmed faili <%1>
Не смог получить значение из строки запуска	Ei saanud väärtus rida käivitada
Не смог получить значение поля <%1> у таблицы <%2>.%3	Ei saanud välja väärtus <%1> tabelid <%2>.%3
Не смог получить значение таблицы <%1>	Ei saanud tabeli väärtus <%1>
Не смог получить значение табличного документа <%1>	Ei saanud väärtus laud dokumendi <%1>
Не смог получить количество строк у таблицы <%1>	Ei saanud ridade arv on tabelis <%1>
Не смог получить макет %1	Ei saanud paigutus %1
Не смог получить состяние таблицы <%1>	Ei saanud состяние tabeli <%1>
Не смог получить строки таблицы <%1>	Ei saanud tabeli rida <%1>
Не смог получить строки таблицы.	Ei saanud tabeli rida.
Не смог получить строки ТЧ <%1>	Ei saanud rea PM <%1>
Не смог получить строку сценария.	Ei saanud rea skripti.
Не смог получить строку таблицы %1	Ei saanud tabeli rea %1
Не смог получить форму текущего окна.	Ei suutnud saada vormi aktiivse akna.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Ei suutnud ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Ei saanud vahetada seaded sammu kohati <%1>
Не смог преобразовать к числу PID=%1	Ei suutnud teisendada arvu PID=%1
Не смог распаковать %1	Ei suutnud unzip %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Ei suutnud valida loendist valida <%1> rea <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Ei suutnud kopeerida skripti %1, t. juhtunud зацикливание.
Не смог создать базу по строке: %1. Статус возврата: %2	Ei suutnud luua baasi rida: %1. Toetuse staatus: %2
Не смог создать каталог для отчета Allure: %1	Ei suutnud luua kataloogi aruande Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Ei suutnud luua kataloogi aruande CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Ei suutnud luua kataloogi aruande rongid: %1
Не смог создать объект сравнения файлов.	Ei suutnud luua objekti võrrelda faile.
Не смог создать сервисные базы. Статус=%1	Ei suutnud luua teenuste andmebaasi. Status=%1
Не смог удалить файл %1	Ei suutnud eemaldada faili %1
Не смогли найти таблицу <%1> в активном окне.	Ei suutnud leida tabeli <%1> aktiivses aknas.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Ei saanud alla laadida фичу: %1, t., seda ei leitud tag filtrid.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Ei saanud alla laadida фичу: %1, t. avastatud silt erand: %2
Не удалось авторизоваться в базе.	Ei suutnud olema sisse logitud andmebaasi.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Ei suutnud oodata sündmused lõpule tsükli jooksul <%1> sekundit.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Ei suutnud leida dokumendi numbril <%1>. Tüüp Dokument.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Ei suutnud liikuda soovitud rea tabelis <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Ei suutnud ühendada COM objekt <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Ei suutnud ühendada COM objekt <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Ei suutnud ühendada klient katsetamine. %1
Не удалось подключить форма %1 по причине:%2	Ei suutnud ühendada vorm %1 põhjusel:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Ei ole õnnestunud saada timeout joosta TestClient väärtused %1. Kasutatakse vaikeväärtust: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Ei ole õnnestunud saada timeout töö asünkroonne samme. Kanti väärtus: %1
Не указан каталог для формирования видео инструкции.	Ei ole määratud kataloogi moodustamine video juhiseid.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Ei ole määratud kataloogis vajaliku versioon platvorm 8.3.10 või kõrgem.
Не указана команада для выполнения скриншотов. Например <%1>	Ei ole määratud команада teha pilte. Näiteks <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Ei ole määratud faili nimi лога parameeter <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Ei ole määratud faili nimi лога parameeter <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Ei ole määratud kaadrite arv.
Не установлен ffmpeg.	Ei ole paigaldatud ffmpeg.
Не установлен ImageMagic (convert.exe)	Ei ole määratud ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Ei ole määratud ImageMagic (convert.exe).
Не установлен oscript.	Ei ole määratud oscript.
Не установлен VLC 2.1.5.	Ei ole installitud VLC 2.1.5.
Не установлен ГолосовойДвижок.	Ei ole määratud ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Valesti määratud paigutus. Vale veerg esimeses reas. Ei ole määratud kohustuslik veerg nimega [%1]
Неверное число параметров в строке табилцы. Должно быть <	Vale number parameetrite reas табилцы. Peaks olema <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Vale number parameetrite tabeli rida. Peaks olema <%1> parameetrid ja real leitud <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Vale otsing: Ei toetatud otsing. Rekvisiidid <%1>: Otsin väärtus <%2>
Неверный формат области <%1>	Vorming on vale ala <%1>
Невидима	Pole nähtaval
Недоступна	Pole saadaval
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра on ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Tundmatu versioon pakkumise Vanessa-Automaatika: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Tundmatu viga ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Tundmatu plug-id: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Tundmatu КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Tundmatu КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Tundmatu juht registri %1.%2 . Muutuja %3
Неизвестный тип вывода данных по изменению формы.	Tundmatu tüüp väljund andmete muutmise vorm.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Tundmatu Tüüp: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Te ei saa muuta praegust väli on reserveeritud ühenduse <klient>.
Нельзя получить состав колонок для пустой таблицы.	Ei saa koostis veergu tühja tabeli.
Необрабатываемый корневой тип <%1>	Необрабатываемый root tüüp <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Vaja paigaldada tarkvara. Detailid siin: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Ei ole ühendatud TestClient.
Обнаружено несколько полей с заголовком <%1>	Avastati mõned väljad, mille teemaks on <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Tavaline фича nr%1 %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Üks või mitu rida reference tabelit ei leitud tabeli vormi%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная фича nr%1 %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Ootasime <%1> elementide käsiraamat <%2> ja leidnud <%3> elemente.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Ootasime üle <%1> sekundit jalutuskäigu väljad <%2>. Kuid selline element kujul ei leitud.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Ootasime üle <%1> sekundit jalutuskäigu väljad <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Ootasime üle <%1> sekundit tekkimist välja <%2>. Kuid selline element kujul ei leitud.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Ootasime üle <%1> sekundit tekkimist välja <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Ootasime üle <%1> sekundit on välja <%2> väärtus <%3>. Praegune väärtus <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Ootasime üle <%1> sekundit tabelil <%2> ridade arv %3 %4. Praegune ridade arv <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Ootasime üle <%1> sekundit, mis sulgub aken, mille teemaks on <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Ootasime üle <%1> sekundit, mis avaneb aken pealkirjaga <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Ootasime üle <%1> sekundit, et välja <%2> on täidetud.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Ootasime заполненность lingid ja saanud tühja lingil.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Ootasime identiteet faili, kuid on saanud, et nad on erinevad.%1
Ожидали получить только одну строку таблицы.	Oodata, et saada ainult üks rida tabelist.
Ожидали статус <%1>, а получили <%2>	Ootasime staatuse <%1> ja said <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Ootasime olemasolu objekti ИБ, ja said objekti ei leitud <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Oodata on tabeli <%1> üle <%2> sekundit on välja <%3> väärtus <%4>. Praegune väärtus <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Lootsime, et %1 %2 viskavad erand %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Lootsime, et aktiivne aken on <%1> ja leidnud <%2>. Timeout otsingu aken: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Oodata, et proovivad kasutaja on substr <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Ootasid, et teine parameeter on üle array parameetrite meetod <%1> ja sai teise objekti tüüp <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Ootasid, et teine parameeter antakse struktuuri parameetrid meetod <СоздатьДанныеПоТабличномуДокументу> ja sai teise objekti tüüp <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Lootsime, et ridade arv tabelis <%1> on võrdne muutuja <%2>. Muutuja väärtus on <%3>. Ridade arv <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Lootsime, et aken sõnumi kasutajal on tühi, aga seda %1 sõnum.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Lootsime, et muutuja <%1> on võrdne <%2>. Praegune väärtus <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Lootsime, et väli <%1> on võrdne muutuja <%2>. Muutuja väärtus on <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Lootsime, et alal, mille teemaks on <%1> on täidetud, kuid see on tühi.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Lootsime, et testitav väärtus (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Lootsime, et kolmas parameeter on üle array parameetrite meetod <%1> ja sai teise objekti tüüp <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Lootsime, et kontsernis <%1> lehega, millega on <%2> ja on osutunud <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Lootsime, et laud dokumendi <%1> lahtri aadressiga <%2> väärtus <%3> ja said <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Lootsime, et laud dokumendi <%1> lahtri aadressiga <%2> väärtus <%3> ja said <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Lootsime, et laud dokumendi <%1> lahtri aadressiga <%2> väärtus <%3> ja said <%4>
Ожидали, что ячейка <%1> будет заполнена.	Lootsime, et lahter <%1> on täis.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Ootasime, midaon tabelis <%1> välja <%2> on võrdne muutuja <%3>. Muutuja väärtus on <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Aken pealkirjaga <%1> ei leitud.
Описание ошибки: %1	Vea kirjeldus: %1
Остановка на брейкпоинте.	Peatus брейкпоинте.
Ошибка в %1. %2	Viga %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Viga ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Viga ПолучитьУжеСуществующиеСнипетыИзобработок(). Faili/kataloogi %1) ei ole olemas.
Ошибка в файле %1, снипет %2 уже был в %3	Viga faili %1, снипет %2 oli juba %3
Ошибка перегенерации EPF. Файл %1 не найден.	Viga перегенерации EPF. Faili %1 ei leitud.
Ошибка при выгрузке набора записей регистра: %1	Viga kui maha kogum registrist: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Viga kui maha objekt: %1. Tüüp: %2
Ошибка при закрытии всех окон Testclient.	Viga, kui sulgete kõik aknad Testclient.
Ошибка при поиске значений в макете %1:	Viga otsides väärtuste paigutuses %1:
Ошибка при получении активной формы.	Viga saamisel aktiivse vormi.
Ошибка при получении списка процессов 1С.	Viga saamisel nimekirja protsesse 1S.
Ошибка при получении текста фичи:	Viga saamisel teksti фичи:
Ошибка при построении дерева из файла <%1>%2%3	Viga ehitamisel puu failist <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Viga luues andmete paigutusest. Неуникальное muutuja nimi: [%1]
Ошибка проверки значения таблицы <%1>. %2	Viga kontrollimise väärtused tabeli <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Viga luua ajutist faili alamkataloogis %1.
Ошибка создания скриншота:%1 команда:%2	Viga luua скриншота:%1 command:%2
Ошибка создания файла %1.	Viga faili loomise %1.
Ошибка чтения JSON. Неизвестный символ %1	Loe viga JSON. Tundmatu sümbol %1
Ошибка чтения структуры JSON пропускаем чтение	Loe viga struktuuri JSON vahele lugemine
Ошибка чтения структуры JSON.	Loe viga struktuuri JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Viga. On фиче %1 leiti mitu skripti nimega %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Viga. Leiti rohkem kui 1 väärtus vahemälu МетаданныеИмя [%1] nimetatud parameetrid otsida %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parameeter <Запускаемая töötlemine> näitab olematut faili.
Параметр <Имя подключения> является обязательным.	Parameeter <Kasutajanimi> on kohustuslik.
Параметр <Логин> не задан	Parameeter <Kasutajanimi> puudub
Параметр %1 не найден в таблице параметров.	Parameeter %1 ei leitud tabelis parameetrid.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Esimene parameeter (%1) väiksem kui teine (%2) ja tahaks, et oleks suurem või võrdne.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Esimene parameeter (%1) on väiksem või võrdne teise väärtusega (%2) ja tahaks, et oleks rohkem.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Üle tühja tee protseduuri <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Esitatakse kuupäev (%1) ei ole võrdne kuupäev (%2) täpsusega kuni 2-x sekundit ja tahtsid, et nad равнялись. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Toimetatakse parameeter (%1) ei kuulu perioodil %2, ja tahtsid, et oli. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Toimetatakse parameeter (%1) ei ole Tõde, vaid tahtsid, et oli. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Toimetatakse parameeter (%1) ei ole Vale, vaid tahtsid, et oli. %2
Передвижение курсора мышки - OK	Liikumine kursori hiire - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Lüliti, mille teemaks on <%1> ei leitud.
Переключатель с именем <%1> не найден.	Lüliti nimega <%1> ei leitud.
Переменная <%1> не найдена.	Muutuja <%1> ei leitud.
Переменная <%1> ранее не была сохранена	Muutuja <%1> varem ei ole salvestatud
Пересоздан %1	Reinstantiated %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 ei suutnud leida eelnevalt element/rühma [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 ei ole suutnud luua uue rühma.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 ei ole suutnud luua uus element.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 ei suutnud leida eelnevalt element/rühma [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 ei ole suutnud luua uue rühma.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 ei ole suutnud luua uus element.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 ei ole õnnestunud saada sõlm selle ИБ.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 ei ole suutnud luua uus sõlm.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 ei suutnud leida eelnevalt element/rühma [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 ei ole suutnud luua uue rühma.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 ei ole suutnud luua uus element.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Ühendus nimega <%1> перезаполнено tabelis ühendused
Подключили для отладки форма %1	Püüdsin siluda vorm %1
Подключились к сеансу TESTCLIENT.	Liitunud ühinemiseks TESTCLIENT.
Подсвет рамки - OK	Подсвет raamid - OK
Поле <%1> в данный момент невидимо пользователю.	Väli <%1> hetkel on nähtamatu kasutaja.
Поле <%1> существует, а ожидали, что его нет.	Väli <%1> olemas, ja ootasid, et teda ei ole.
Поле с заголовком <%1> не найдено.	Väli pealkiri <%1> ei leitud.
Поле с именем <%1> не найдено.	Väli nimega <%1> ei leitud.
Получить изменения формы	Saada kuju muutused
Получить состояние всей формы	Saada seisund kogu vormi
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Tundmatu КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Vajab tüüp ТабличныйДокумент või ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Lisa lipp samm on paigaldatud.
Пометка снята.	Lipp maha võetud.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 on kinni või asub väljaspool nimetatud vahemikku, port ühenduse muudetud %2
Построение дерева.	Hoone puidust.
Превышение таймаутуа ожидания завершения фонового задания.	Liigne таймаутуа ootusi täita taustal ülesanded.
Предупреждение с текстом %1 не найдено.	Hoiatus tekstiga %1 ei leitud.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Eelmine viga: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Kui ühendate TestClient tekkis sõnum:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Teine parameeter-tabel tabeliks ei ole
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Esimene parameeter-tabel tabeliks ei ole
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Teine parameeter-tabel ei ole табличным dokument
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Esimene parameeter-tabel ei ole табличным dokument
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tüüp parameetri ТипИлиИмяТипа peab olema <Tüüp> või <Rida> ja said <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Kontrollimine laadida objektide ИБ paigutuse andmed on edukalt lõpule viidud.
Проверьте работу команды <%1>	Kontrollige, et meeskond <%1>
Профиль с именем <%1> не найден.	Profiili nimi <%1> ei leitud.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Tühi aadress снипета on samm: %1
ПутьКФиче=Неопределено	ПутьКФиче=Määratlemata Väljend
Работа с ключами для %1 пока не поддерживается	Töö võtmed %1 kuni ei toetata
Работаю по сценарию	Töötan stsenaariumi järgi
Работаю по фиче: %1	Töötan üle фиче: %1
равно	võrdne
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Erinevused tabelites:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Jooksja <%1> ei ole ühendatud.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekvisiidid <%1> ei leitud.
с длиной	pikkus
Сеанс должен быть запущен с ключом TESTMANAGER.	Vestlus peab töötama koos võtmega TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> esineb %2 korda.
содержащее текст <%1>, а был текст <%2>	milles on tekst <%1> ja oli tekst <%2>
содержит	sisaldab
Создан %1	Loodud %1
Создан файл: %1	Loodud faili: %1
Создание epf по фичам закончено.	Loo epf poolt фичам on lõppenud.
Создать тестовый mp3 - OK	Luua test mp3 - OK
Создаю %1	Loon %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Käsiraamat.%1 ei suutnud leida eelnevalt element/rühma [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Käsiraamat.%1 ei ole suutnud luua uue rühma.%2
Справочник.%1 не удалось создать новый элемент.%2	Käsiraamat.%1 ei ole suutnud luua uus element.%2
Справочник.%1.%2 - получен пустой элемент.	Käsiraamat.%1.%2 - saadud tühi element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Võrreldavad väärtused (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Võrreldavad väärtused (%1
Странный параметр в логе инструкции HTML: %1	Kummaline valik apache juhised HTML: %1
Странный параметр в логе инструкции Markdown: %1	Kummaline valik apache juhised Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Rida <%1> faili <%2> ei leitud faili <%3>
Строка <%1> найдена в окне сообщений пользователю.	Rida <%1> leitud aknas sõnumite kasutaja.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Rida <%1> leitud viimases sõnumis kasutaja. Leitud: %2
Строка <%1> не найдена в окне сообщений пользователю.	Rida <%1> ei leitud aknas sõnumite kasutaja.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Rida <%1> ei leitud viimases sõnumis kasutaja. Leitud: %2
Строка %1 не найдена в реквизите %2	Rida %1 ei leitud реквизите %2
Строка №%1 не найдена в табличном документе на форме	Rida nr%1 ei leitud tabeli dokumendi vormis
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Rida nr%1 avastada sümbol <|>, kuigi ei olnud märksõna <Näited>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Rida nr%1, oodatud (%2) ja leitud (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	String peab olema kirjeldatud tabelis kahe reaga.
Строка с фича-файлом не найдена.	Rida фича-faili ei leitud.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	olemas
Сценарий <%1> не загружен.	Skript <%1> ei laetud.
Сценарий: %1	Stsenaarium: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabel <%1> ei vasta эталону. Ootasime <%2> rida ja see <%3> rida.
Таблица <%1> не стала равной за <%2> секунд. %3	Tabel <%1> ei saanud võrdse <%2> sekundit. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabel <%1>. Rida nr<%2>. Veerg <%3>. Ootasime <%4> ja said <%5>
Таблица формы с именем <%1> не найдена.	Tabel vormi nimega <%1> ei leitud.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Kogus()=%2
Таблицы должны совпадать, а они различны.%1	Tabelid peavad olema võrdsed, kuid nad on erinevad%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Tabelina dokument <%1> osutunud неравен <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabelina dokument ei sisalda ridu <%1>
Табличный документ содержит ненужные строки <%1>	Tabelina dokument sisaldab mittevajalikud read <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> mitte lahti ja pidi avanema
ТестПропущен	ТестПропущен
Технические данные	Tehnilised andmed
тип	tüüp
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Tüüpi väärtusi <%1> on <%2> ja võib tüüp <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Vajalik dokument, äri protsessi või ülesanne. Tundmatu juht %1.%2 . Muutuja %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 ei vasta эталону. Ootasime %2 rida ning teda %3 rida.
ТЧ с именем <%1> не найдена.	PM nimega <%1> ei leitud.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Akna <%1> ei leitud ühtegi elemendi tüüp <ТестируемоеПолеФормы>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Kas väljad <%1> ootasid pealkiri <%2> ja said <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Kas väljad <%1> ootasid kuvatav tekst <%2> ja said <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Kas väljad <%1> ootasid kohtspikri tekst <%2> ja said <%3>
