Строка поиска	Translation
Не смог определить длительность у файла: %1	Nu a putut determina durata de la un fișier: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Nu a reușit să determine СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Nu a putut determina următorul pas pentru a efectua.
Не смог определить тип значения для строки: %1	Nu a putut determina tipul de valoare pentru siruri de caractere: %1
Не смог перейти к строке фильтра <%1>	Nu a putut trece la bara de filtru <%1>
Не смог по переменной <%1> найти сохраненное значение.	Nu este în stare să variabila <%1> pentru a găsi valoarea stocată.
Не смог подключить TestClient.	Nu a reușit să vă conectați TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Nu a reușit să vă conectați TestClient. Întrerupere de таймауту <%1>
Не смог подключить обработку <%1>	Nu a reușit să vă conectați de prelucrare <%1>
Не смог подключить профиль TestClient <%1>	Nu a reușit să vă conectați profilul TestClient <%1>
Не смог подставить в строку параметры: <%1>	Nu a reușit să pună într-un șir de parametri: <%1>
Не смог получить данные файла <%1>	Nu a putut obține fișierul de date <%1>
Не смог получить значение из строки запуска	Nu a putut obține o valoare dintr-un șir de pornire
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nu a putut obține valoarea câmpului <%1> tabel <%2>.%3
Не смог получить значение таблицы <%1>	Nu a putut obține valoarea din tabelul <%1>
Не смог получить значение табличного документа <%1>	Nu a putut obține valoarea de tabele a documentului <%1>
Не смог получить количество строк у таблицы <%1>	Nu a putut obține numărul de rânduri la tabel <%1>
Не смог получить макет %1	Nu a putut obține aspectul %1
Не смог получить состяние таблицы <%1>	Nu a putut obține состяние tabel <%1>
Не смог получить строки таблицы <%1>	Nu a putut obține un rând de tabel <%1>
Не смог получить строки таблицы.	Nu a putut obține un rând de tabel.
Не смог получить строки ТЧ <%1>	Nu a putut obține de comandă PM <%1>
Не смог получить строку сценария.	Nu a putut obține linia de script-ul.
Не смог получить строку таблицы %1	Nu a putut obține un rând de tabel %1
Не смог получить форму текущего окна.	Nu a putut obține forma ferestrei curente.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Nu a putut ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Nu a fost capabil de a schimba setările de pași pe alocuri <%1>
Не смог преобразовать к числу PID=%1	Nu a putut converti la numărul de PID=%1
Не смог распаковать %1	Nu a putut dezarhiva %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Nu a reușit să facă alege dintr-o listă de selectare <%1> bara <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Nu a putut să copiați script - %1, așa cum s-ar fi întâmplat cicluri de pre-dependențe.
Не смог создать базу по строке: %1. Статус возврата: %2	Nu a putut crea o bază de comandă: %1. Starea de restituire: %2
Не смог создать каталог для отчета Allure: %1	Nu a putut crea directorul pentru raportul Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Nu a putut crea directorul pentru raportul CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Nu a putut crea directorul pentru raportul jUnit: %1
Не смог создать объект сравнения файлов.	Nu a putut crea un obiect de comparație fișier.
Не смог создать сервисные базы. Статус=%1	Nu a fost capabil de a crea servicii de bază. Statutul=%1
Не смог удалить файл %1	Nu a putut șterge fișierul %1
Не смогли найти таблицу <%1> в активном окне.	Nu a putut găsi un tabel <%1> din fereastra activă.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Nu a încărca фичу: %1, deoarece în ea nu s-a găsit de tag-uri de filtre.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Nu a încărca фичу: %1, t. a descoperit de tag-ul excepție: %2
Не удалось авторизоваться в базе.	Nu a reușit să treceți datele în baza de date.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Nu a reușit să așteptați un eveniment de terminarea ciclului, în termen de <%1> secunde.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Nu a reușit să găsească documentul de numărul de <%1>. Tip De Document.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Nu s-a reușit trecerea la o linie în tabelul <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Nu a reușit să vă conectați COM obiect <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Nu a reușit să vă conectați COM obiect <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Nu a reușit să vă conectați clientul de testare. %1
Не удалось подключить форма %1 по причине:%2	Nu a reușit să vă conectați forma %1 motiv:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nu a reușit să obțină timeout pentru a rula TestClient din valori %1. Valoarea implicită: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Nu a reușit să obțină timeout pentru a lucra asincrone de pași. A fost transferat valoare: %1
Не указан каталог для формирования видео инструкции.	Nu este specificat directorul pentru formarea instrucțiunile video.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Nu este specificat directorul cu aceeași versiune a platformei 8.3.10 sau mai mare.
Не указана команада для выполнения скриншотов. Например <%1>	Nu este indicată команада pentru a efectua capturi de ecran. De exemplu, <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Nu se specifică un nume de fișier jurnal în parametrul <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Nu se specifică un nume de fișier jurnal în parametrul <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Nu se specifică numărul de cadre.
Не установлен ffmpeg.	Nu este instalat ffmpeg.
Не установлен ImageMagic (convert.exe)	Nu este instalat ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Nu este instalat ImageMagic (convert.exe).
Не установлен oscript.	Nu este instalat oscript.
Не установлен VLC 2.1.5.	Nu este instalat VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nu este instalat ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Este incorect setat aspect. Incorectă coloană de pe prima linie. Nu este obligatorie coloana cu numele [%1]
Неверное число параметров в строке табилцы. Должно быть <	Un număr incorect de parametri în linia de табилцы. Ar trebui să fie <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Un număr incorect de parametri în linia de tabel. Ar trebui să fie <%1> setări, iar în bara de găsit <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Este incorect modul de căutare: Nu este acceptat în modul de căutare. Recuzita <%1>: Cautat valoare <%2>
Неверный формат области <%1>	Un format invalid domeniul <%1>
Невидима	Invizibilă
Недоступна	Nu este disponibilă
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра în ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Necunoscută versiune de livrare Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Eroare necunoscută în ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Necunoscut id-ul plug-in: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Necunoscut КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Necunoscut КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Necunoscut manager al registrului %1.%2 . Variabila %3
Неизвестный тип вывода данных по изменению формы.	Tip necunoscut de date de ieșire de modificare a formei.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Tip necunoscut: %1 în ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Nu se poate modifica câmpul curent au rezervate de conectare <Acest client>.
Нельзя получить состав колонок для пустой таблицы.	Nu se poate obține o compoziție coloane pentru tabel gol.
Необрабатываемый корневой тип <%1>	Необрабатываемый rădăcină de tip <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Trebuie să instalați software-ul. Detalii aici: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nu conectate TestClient.
Обнаружено несколько полей с заголовком <%1>	Există mai multe câmpuri cu titlul <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Normal onestitate nr%1 din %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Una sau mai multe linii de referință de masă nu a fost găsit în tabelul de forma%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная onestitate nr%1 din %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Așteptat <%1> elemente de referință <%2>, și-au găsit <%3> elemente.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	De așteptat în termen de <%1> secunde disponibilitate de câmp <%2>. Dar un astfel de element în formă nu a fost găsit.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	De așteptat în termen de <%1> secunde disponibilitate de câmp <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	De așteptat în termen de <%1> secunde apariția câmpului <%2>. Dar un astfel de element în formă nu a fost găsit.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	De așteptat în termen de <%1> secunde apariția câmpului <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	De așteptat în termen de <%1> secunde de la câmp <%2> valori <%3>. Valoarea curentă a <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	De așteptat în termen de <%1> secunde de la masă <%2> numărul de rânduri %3 %4. Numărul actual de linii de <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	De așteptat în termen de <%1> secunde, că se va închide fereastra cu titlul <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	De așteptat în termen de <%1> de secunde, se deschide fereastra cu titlul <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	De așteptat în termen de <%1> secunde, că câmpul <%2> va fi completat.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Așteptat gradul de ocupare link-uri, dar au primit gol link.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Așteptat identitatea de fișiere, și au primit, că acestea sunt diferite.%1
Ожидали получить только одну строку таблицы.	De așteptat pentru a obține o singură linie a tabelului.
Ожидали статус <%1>, а получили <%2>	Așteptat statutul de <%1>, a primit un <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Așteptat existența obiectului în IB, și a primit un obiect nu a fost găsit <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Se așteptau la masă <%1>, în termen de <%2> de secunde de la câmp <%3> valori <%4>. Valoarea curentă a <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Era de așteptat că %1 %2 va arunca o excepție %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Se așteptau ca fereastra activă va <%1> și a găsit <%2>. Depășirea timpului de căutare a ferestrei: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Se așteaptă ca în mesajele utilizatorului va substr <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Așteaptă cel de-al doilea parametru va fi transmis serie de parametri pentru a metodei <%1>, și a primit un alt obiect de tip <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Așteaptă cel de-al doilea parametru va fi transmisă structura parametrilor pentru metoda de <СоздатьДанныеПоТабличномуДокументу> și a primit un alt obiect de tip <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Se așteptau ca numărul de rânduri de tabel <%1> va fi egal cu variabila <%2>. Valoarea variabilei <%3>. Numărul de rânduri <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Era de așteptat că fereastra de mesaje a utilizatorului va fi gol, iar ea %1 mesaje.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Era de așteptat că variabila <%1> va fi egal cu <%2>. Valoarea curentă a <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Se așteaptă că, câmpul <%1> va fi egal cu variabila <%2>. Valoarea variabilei <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Se așteaptă că, câmpul cu titlul <%1> va fi completat, dar este gol.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Se așteaptă că valoarea проверяемое (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Se așteptau ca al treilea parametru va fi transmis serie de parametri pentru a metodei <%1>, și a primit un alt obiect de tip <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Se asteptau la un grup de <%1> pagina curentă va fi <%2>, dar s-a dovedit <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Așteptat la masă de document <%1> în celula cu adresa <%2> valoare <%3>, a primit <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Așteptat la masă de document <%1> în celula cu adresa <%2> valoare <%3>, a primit <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Așteptat la masă de document <%1> în celula cu adresa <%2> valoare <%3>, a primit <%4>
Ожидали, что ячейка <%1> будет заполнена.	Era de așteptat că o celulă <%1> va fi umplut.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	De așteptat, căîn tabelul <%1> caseta <%2> va fi egal cu variabila <%3>. Valoarea variabilei <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Fereastra cu titlul <%1> nu a fost găsit.
Описание ошибки: %1	Descriere bug: %1
Остановка на брейкпоинте.	Oprire pe брейкпоинте.
Ошибка в %1. %2	Eroare în %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Eroare în ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Eroare în ПолучитьУжеСуществующиеСнипетыИзобработок(). Fișierul/directorul %1 nu există.
Ошибка в файле %1, снипет %2 уже был в %3	Eroare în fișierul %1, снипет %2 a fost deja pe %3
Ошибка перегенерации EPF. Файл %1 не найден.	Eroare de re-generarea de EPF. Fisierul %1 nu a fost găsit.
Ошибка при выгрузке набора записей регистра: %1	Eroare atunci când descărcarea unui set de înregistrări registrului: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Eroare atunci când descărcarea de obiect: %1. Tip: %2
Ошибка при закрытии всех окон Testclient.	Eroare la închiderea tuturor ferestrelor Testclient.
Ошибка при поиске значений в макете %1:	Eroare la căutarea valorilor în structura %1:
Ошибка при получении активной формы.	Eroare la obținerea formei active.
Ошибка при получении списка процессов 1С.	Eroare la primirea listei de procese 1C.
Ошибка при получении текста фичи:	Eroare la primirea textului фичи:
Ошибка при построении дерева из файла <%1>%2%3	Eroare în construcția de lemn din fișierul <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Eroare la crearea de date din layout. Неуникальное nume de variabilă: [%1]
Ошибка проверки значения таблицы <%1>. %2	Eroare de verificare tabelul cu valori <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Eroare la crearea unui fișier temporar într-un subdirector %1.
Ошибка создания скриншота:%1 команда:%2	Eroare la crearea poza:%1 echipa:%2
Ошибка создания файла %1.	Eroare la crearea unui fișier %1.
Ошибка чтения JSON. Неизвестный символ %1	Eroare de citire JSON. Necunoscut simbolul %1
Ошибка чтения структуры JSON пропускаем чтение	Eroare de citire de structură JSON treci de lectură
Ошибка чтения структуры JSON.	Eroare de citire de structură JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Eroare. În фиче %1 au fost găsite mai multe scenarii cu numele %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Eroare. S-au găsit mai mult de 1 valori în cache МетаданныеИмя [%1] specificate de parametrii de căutare %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parametrul <Запускаемая de prelucrare a> indică un fișier inexistent.
Параметр <Имя подключения> является обязательным.	Parametrul <Nume conexiune> este obligatorie.
Параметр <Логин> не задан	Parametrul <Login> nu este setat
Параметр %1 не найден в таблице параметров.	Parametrul %1 nu a fost găsit în tabelul de parametri.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Primul parametru (%1) este mai mică de-al doilea (%2) a vrut să fie mai mare sau egal cu.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Primul parametru (%1) este mai mică sau egală cu cea de-a doua (%2) a vrut să fie mai mult.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Transmis gol calea procedurii <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Transmisă în data de (%1) nu este egal cu data de (%2) cu o precizie de 2 secunde, și a vrut să-acestea au fost. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	A trecut un parametru (%1) nu intră într-o perioadă de 2%, și a vrut să-era. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	A trecut un parametru (%1) nu este Adevărul, ci au vrut, a fost. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	A trecut un parametru (%1) nu este o Minciună, și a vrut să-era. %2
Передвижение курсора мышки - OK	Deplasarea cursorului mouse-ului - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Comutator cu titlul <%1> nu a fost găsit.
Переключатель с именем <%1> не найден.	Comutator cu numele <%1> nu a fost găsit.
Переменная <%1> не найдена.	Variabila <%1> nu a fost găsit.
Переменная <%1> ранее не была сохранена	Variabila <%1> anterior nu a fost salvat
Пересоздан %1	Reinstantiated acest lucru face %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 nu a reușit să găsească elementul predefinit/grup [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 nu s-a putut crea un nou grup.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 nu s-a putut crea un element nou.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 nu a reușit să găsească elementul predefinit/grup [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 nu s-a putut crea un nou grup.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 nu s-a putut crea un element nou.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 nu a reușit să obțină un nod de acest IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 nu s-a putut crea un nod nou.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 nu a reușit să găsească elementul predefinit/grup [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 nu s-a putut crea un nou grup.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 nu s-a putut crea un element nou.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Conectare cu numele de <%1> перезаполнено în tabelul de conexiuni
Подключили для отладки форма %1	Cuplat pentru depanare forma %1
Подключились к сеансу TESTCLIENT.	Conectat la o sesiune de TESTCLIENT.
Подсвет рамки - OK	Lumin - cadru OK
Поле <%1> в данный момент невидимо пользователю.	Câmpul <%1> în acest moment este invizibil pentru utilizator.
Поле <%1> существует, а ожидали, что его нет.	Câmpul <%1> există, și s-au așteptat că nu.
Поле с заголовком <%1> не найдено.	Caseta cu titlul <%1> nu a fost găsit.
Поле с именем <%1> не найдено.	Câmpul cu numele <%1> nu a fost găsit.
Получить изменения формы	Pentru a obține modificări de formă
Получить состояние всей формы	Pentru a obține starea de întregul formular
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Necunoscut КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: este Necesar un tip de ТабличныйДокумент sau ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Etichetarea pentru pasul instalat.
Пометка снята.	Etichetarea perceput.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 este ocupat sau nu este în intervalul specificat, portul de conectare schimbat pe %2
Построение дерева.	Rețeaua de lemn.
Превышение таймаутуа ожидания завершения фонового задания.	Excesul de таймаутуа de așteptare a completa imaginea de locuri de muncă.
Предупреждение с текстом %1 не найдено.	De avertizare cu textul %1 nu a fost găsit.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Anterioară eroare: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Atunci când vă conectați TestClient a apărut un mesaj:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: al Doilea parametru este identificat tabelului nu este
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Primul parametru este identificat tabelului nu este
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: al Doilea parametru este identificat nu este табличным document
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Primul parametru este identificat nu este табличным document
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tip valoare parametru ТипИлиИмяТипа trebuie să fie <Tip> sau <Linie>, și a primit <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Verificarea de descărcare a obiectelor în IB din dispunerea de date efectuată cu succes.
Проверьте работу команды <%1>	Verificați funcționarea echipei <%1>
Профиль с именем <%1> не найден.	Profil cu numele <%1> nu a fost găsit.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Gol adresa снипета la pas: %1
ПутьКФиче=Неопределено	ПутьКФиче=Sir Nedefinit
Работа с ключами для %1 пока не поддерживается	Lucrul cu cheile pentru %1 nu este încă acceptată
Работаю по сценарию	Lucrez la un scenariu
Работаю по фиче: %1	Lucrez de фиче: %1
равно	oricum
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Diferențele în tabele:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Runner <%1> nu este conectat.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Recuzita <%1> nu a fost găsit.
с длиной	cu o lungime de
Сеанс должен быть запущен с ключом TESTMANAGER.	Sesiunea trebuie să fi pornit cu cheia de TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> apare %de 2 ori.
содержащее текст <%1>, а был текст <%2>	care conține text <%1>, iar textul a fost <%2>
содержит	conține
Создан %1	Creat %1
Создан файл: %1	Creat de fișier: %1
Создание epf по фичам закончено.	Crearea epf de фичам terminat.
Создать тестовый mp3 - OK	Pentru a crea un test de mp3 - OK
Создаю %1	Crea %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	De referință.%1 nu a reușit să găsească elementul predefinit/grup [%2].%3
Справочник.%1 не удалось создать новую группу.%2	De referință.%1 nu s-a putut crea un nou grup.%2
Справочник.%1 не удалось создать новый элемент.%2	De referință.%1 nu s-a putut crea un element nou.%2
Справочник.%1.%2 - получен пустой элемент.	De referință.%1.%2 - primit-un element gol.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Compara valorile (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Compara valorile (%1
Странный параметр в логе инструкции HTML: %1	Ciudat parametru în jurnalul de instrucțiuni HTML: %1
Странный параметр в логе инструкции Markdown: %1	Ciudat parametru în jurnalul instrucțiuni Continua: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Linia <%1> din fișierul <%2> nu a fost găsit în fișierul <%3>
Строка <%1> найдена в окне сообщений пользователю.	Linia <%1> a fost găsit în fereastra de mesaje a utilizatorului.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Linia <%1> a fost găsit în ultimul mesaj utilizatorului. Găsit: %2
Строка <%1> не найдена в окне сообщений пользователю.	Linia <%1> nu a fost găsit în fereastra de mesaje a utilizatorului.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Linia <%1> nu a fost găsit în ultimul mesaj utilizatorului. Găsit: %2
Строка %1 не найдена в реквизите %2	Linie %1 nu a fost găsit în реквизите %2
Строка №%1 не найдена в табличном документе на форме	Linie nr%1 nu a fost găsită în documentul tabelar în formă
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Linie nr%1, descoperit simbolul <|>, deși nu a fost un cuvânt cheie <Exemple de>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Linie nr%1, era de așteptat (%2), și s-a găsit (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Linie trebuie să fie descrisă în tabel cu două linii.
Строка с фича-файлом не найдена.	Linie cu onestitate fișierul nu a fost găsit.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	există
Сценарий <%1> не загружен.	Script-ul <%1> nu este încărcat.
Сценарий: %1	Scenariu: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabelul <%1> nu corespunde simplă apăsare. Așteptat <%2> rânduri, iar în ea <%3> rânduri.
Таблица <%1> не стала равной за <%2> секунд. %3	Tabelul <%1> nu a devenit egal cu <%2> de secunde. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabelul <%1>. Linia nr. <%2>. Coloana <%3>. Așteptat <%4>, și a primit <%5>
Таблица формы с именем <%1> не найдена.	Tabelul formular cu numele <%1> nu a fost găsit.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Numărul()=%2
Таблицы должны совпадать, а они различны.%1	Tabele trebuie să fie identice, dar ele sunt diferite%1
ТаблицыСовпадают	ТаблицыСовпадают
