Строка поиска	Translation
Не смог получить строки таблицы.	Kunde inte få en rad i tabellen.
Не смог получить строки ТЧ <%1>	Kunde inte få linje PM <%1>
Не смог получить строку сценария.	Kunde inte få en rad i skriptet.
Не смог получить строку таблицы %1	Kunde inte få en tabellrad %1
Не смог получить форму текущего окна.	Kunde inte få formen av det aktuella fönstret.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Kunde inte ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Inte går att ändra inställningarna steg platser <%1>
Не смог преобразовать к числу PID=%1	Kunde inte konvertera till antalet PID=%1
Не смог распаковать %1	Kunde inte packa upp %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Kunde inte välja från listan <%1> - line <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Kunde inte kopiera skriptet %1, eftersom det skulle vara en oändlig loop.
Не смог создать базу по строке: %1. Статус возврата: %2	Kunde inte skapa databas för rad: %1. Avkastningen status: %2
Не смог создать каталог для отчета Allure: %1	Kan inte skapa katalogen för att Locka rapport: %1
Не смог создать каталог для отчета CucumberJson: %1	Kan inte skapa katalogen för rapporten CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Kan inte skapa katalogen för jUnit rapport: %1
Не смог создать объект сравнения файлов.	Det gick inte att skapa objekt-fil jämförelse.
Не смог создать сервисные базы. Статус=%1	Misslyckats med att skapa en tjänst som bas. Status=%1
Не смог удалить файл %1	Kan inte radera filen %1
Не смогли найти таблицу <%1> в активном окне.	Kan inte hitta bord <%1> i det aktiva fönstret.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Inte ladda funktionen %1 inte hittat tag filter.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Inte ladda funktionen: %1, sedan upptäckte tag undantag: %2
Не удалось авторизоваться в базе.	Gick inte att logga in i databasen.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Misslyckades med att vänta till händelse avslutad cykel för <%1> sekunder.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Kunde inte hitta dokumentet genom att antalet <%1>. Typ Av Dokument.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Inte för att navigera till önskad rad i tabellen <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Det gick inte att ansluta till COM-objekt <Skalet.Program> >
Не удалось подключить COM объект <WScript.Shell>	Det gick inte att ansluta till COM-objekt <WScript.Skal> >
Не удалось подключить клиент тестирования. %1	Det gick inte att ansluta till kunden att testa. %1
Не удалось подключить форма %1 по причине:%2	Det går inte att ansluta form %1 anledning:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Misslyckats med att få en timeout för att köra TestClient från värdet på %1. Använder värdet som standardvärde: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Misslyckades med att få timeout för asynkrona åtgärder. Det gick värde: %1
Не указан каталог для формирования видео инструкции.	Inte ange en katalog för bildandet av video instruktioner.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Inte ange en katalog med önskad version av plattformen 8.3.10 eller högre.
Не указана команада для выполнения скриншотов. Например <%1>	Inte anges i lag att utföra skärmdumpar. Till exempel <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Ej angett namn loggfilen i parametern <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Ej angett namn loggfilen i parametern <Kapileshwaraswami>
Не указано количество кадров.	Inte angivna antalet bilder.
Не установлен ffmpeg.	Du har inte installerat ffmpeg.
Не установлен ImageMagic (convert.exe)	Inte installerats ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Inte installerats ImageMagic (convert.exe).
Не установлен oscript.	Är inte inställd oscript.
Не установлен VLC 2.1.5.	Inte installerat VLC 2.1.5.
Не установлен ГолосовойДвижок.	Är inte inställd Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Felaktigt angivna modellen. Fel kolumnen i den första raden. Saknar en obligatorisk kolumn med namn [%1]
Неверное число параметров в строке табилцы. Должно быть <	Ogiltigt antal parametrar i linje tablicy. Måste vara <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Felaktigt antal parametrar i en tabellrad. Måste vara <%1> parametrar, och i linje <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Ogiltiga sök-läge: Inte stöd för att söka läge. Rekvisita <%1>: Letar du efter <%2>
Неверный формат области <%1>	Ogiltigt format regionen <%1>
Невидима	Osynlig
Недоступна	Inte tillgänglig
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny av Theparameter i ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Okänd version leverans Vanessa-Automatisering: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Okänt fel i ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	Okänt plugin-ID: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Okänd Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Okänd Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Okänd till Chef för registret %1.%2 . Variabel %3
Неизвестный тип вывода данных по изменению формы.	Okänd typ av utdata som ska ändra form.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Okänd Typ: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Du kan inte ändra det aktuella området har en reserverad samband <kunden>.
Нельзя получить состав колонок для пустой таблицы.	Du kan inte få kolumner tomma bord.
Необрабатываемый корневой тип <%1>	Obrukad root typ <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Du behöver för att installera programvaran. Detaljer här: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Ingen ansluten TestClient.
Обнаружено несколько полей с заголовком <%1>	Flera fält i huvudet med <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Vanliga funktionen antal %1 av %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	En eller flera rader av referens tabell som inte finns i tabellen i form%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Entrådiga funktionen antal %1 av %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Förväntade <%1> - elementet hänvisning <%2>, fann <%3> - element.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Väntat för <%1> sekunder tillgången på fältet <%2>. Men detta element på form finns inte.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Väntat för <%1> sekunder tillgången på fältet <%2>. Ekusadasi.årets=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Väntat för <%1> sekunder av utseendet på fältet <%2>. Men detta element på form finns inte.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Väntat för <%1> sekunder av utseendet på fältet <%2>. Takomabibelot=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Väntat för <%1> sekunder i fältet <%2> <%3>. Aktuella värdet är <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Väntat för <%1> sekunder från tabell <%2> antalet rader %3% 4. Det aktuella antalet rader <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Väntat för <%1> sekunder som stänger ett fönster med en titel <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Väntat för <%1> sekunder, vilket öppnar ett fönster med en titel <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Väntat för <%1> sekunder <%2> kommer att vara fylld.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Förväntade beläggningen på länken och fick en tom referens.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Förväntade identitet filen, och kom på att de är olika.%1
Ожидали получить только одну строку таблицы.	Räkna med att få bara en rad i tabellen.
Ожидали статус <%1>, а получили <%2>	Förväntad status <%1>, men fick <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Räkna med förekomsten av objekt i IB, och fick ett objekt hittades inte <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Förväntas från tabell <%1> i <%2> sekunder på fält <%3> <%4>. Aktuellt värde <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Förväntas %1% 2 kasta undantag %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Förväntade aktiva fönstret <%1>, men fann <%2>. Timeout fönstret sök: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Förväntas att meddelanden av användaren kommer att vara den delsträng <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Väntade den andra parametern skickas en rad parametrar till en metod för <%1>, men fick olika objekt typ <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Väntade den andra parametern skickas en parameter struktur för metoden <СоздатьДанныеПоТабличномуДокументу> och fick en annan objekttyp <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Förväntade antalet rader i tabellen <%1> är lika med rörlig <%2>. Värdet av variabeln <%3>. Antalet rader <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Förväntade rutan meddelande till användaren är tom, och %(1) av meddelandet.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Förväntad rörlig <%1> är lika med <%2>. Aktuella värdet är <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Förväntade <%1> är lika med rörlig <%2>. Värdet av variabeln <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Räkna med header-fält med <%1> är fylld, men den är tom.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Förväntade kolla värde (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Räkna med den tredje parametern skickas en rad parametrar till en metod för <%1>, men fick olika objekt typ <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Vad jag förväntade mig från gruppen <%1> aktuella sidan är <%2>, men var <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Vad jag förväntade mig från en tabell-dokument <%1> i cell med adressen <%2> <%3>, fick <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Vad jag förväntade mig från en tabell-dokument <%1> i cell med adressen <%2> <%3>, fick <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Vad jag förväntade mig från en tabell-dokument <%1> i cell med adressen <%2> <%3>, fick <%4>
Ожидали, что ячейка <%1> будет заполнена.	Förväntade cellen är <%1> kommer att vara fylld.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Förvänta dig thatin tabell <%1> fältet <%2> är lika med rörlig <%3>. Värdet av variabeln <%4>. Znacheniya <%5>
Окно с заголовком <%1> не найдено.	Ett fönster med en titel <%1> kunde inte hittas.
Описание ошибки: %1	Beskrivning av fel: %1
Остановка на брейкпоинте.	Stannar på brytpunkten.
Ошибка в %1. %2	Fel i %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Fel i ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Fel i ПолучитьУжеСуществующиеСнипетыИзобработок(). Filen/katalogen %1 inte existerar.
Ошибка в файле %1, снипет %2 уже был в %3	Fel i filen %1, utdrag %2 %3
Ошибка перегенерации EPF. Файл %1 не найден.	Fel förnyelse EPF. Filen %1 hittades inte.
Ошибка при выгрузке набора записей регистра: %1	Fel vid lossning uppsättning registrera poster: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Fel vid lossning object: %1. Typ: %2
Ошибка при закрытии всех окон Testclient.	Fel vid stängning av samtliga Fönster Testclient.
Ошибка при поиске значений в макете %1:	Fel när du söker efter värden i den layout %1:
Ошибка при получении активной формы.	Fel att få den aktiva formen.
Ошибка при получении списка процессов 1С.	Fel lista över processer 1C.
Ошибка при получении текста фичи:	Fel text:
Ошибка при построении дерева из файла <%1>%2%3	Fel när man bygger ett träd från en fil <%1> %2% 3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Fel när du skapar data från modellen. Icke-unika namnet på den variabel: [%1]
Ошибка проверки значения таблицы <%1>. %2	Felet kontrollera värdet i tabellen <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Fel vid skapande av temporära filer i underkatalogen %1.
Ошибка создания скриншота:%1 команда:%2	Fel vid skapande av en skärmdump:%1 kommando:%2
Ошибка создания файла %1.	Fel vid skapande av fil %1.
Ошибка чтения JSON. Неизвестный символ %1	Fel vid läsning av JSON. Okänd karaktär %1
Ошибка чтения структуры JSON пропускаем чтение	Fel vid läsning av JSON struktur för att hoppa över att läsa
Ошибка чтения структуры JSON.	Fel vid läsning av JSON struktur.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Felet. Funktionen %1 hittade flera skript med namnet %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Felet. Hittade fler än 1 värde i cache Mataranyika [%1] på den angivna sökalternativ %2
ОшибкаПроверки	Olivepomace
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parametern <påbörjar handläggningen> pekar på en icke-existerande fil.
Параметр <Имя подключения> является обязательным.	Alternativet <samband Namn> är obligatoriska.
Параметр <Логин> не задан	Parameter <Användarnamn> inte anges
Параметр %1 не найден в таблице параметров.	Alternativ 1 inte finns i tabellen.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Den första parametern (%1) är mindre än den andra (%2) och ville var större än eller lika.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Den första parametern (%1) är mindre än eller lika med det andra (%2) och ville ha mer.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Tom väg vidare till rutin <Astaticlullaby>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Överfört till dags dato (%1) är inte lika med date (%2) med en noggrannhet på 2 sekunder, och ville att de skulle vara lika. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Det gick parameter (%1) ingår inte i bolaget %2, och ville ha var. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Det gick parameter (%1) är inte Sant, och ville ha var. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Det gick parameter (%1) är inte en Lögn, och ville ha var. %2
Передвижение курсора мышки - OK	Förflyttning av muspekaren. OK
ПередВыполнениемШага: %1	Perevypolneniem: %1
Переключатель с заголовком <%1> не найден.	Byta titel <%1> kunde inte hittas.
Переключатель с именем <%1> не найден.	Växla med namnet <%1> kunde inte hittas.
Переменная <%1> не найдена.	Rörlig <%1> kunde inte hittas.
Переменная <%1> ранее не была сохранена	Rörlig <%1> har inte sparats tidigare
Пересоздан %1	Återskapas %1
Пересоздаю %1	Återskapa %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	Plannedorbit.%1 misslyckats med att hitta en fördefinierade element/grupper [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	Plannedorbit.%1 misslyckats med att skapa en ny grupp.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	Plannedorbit.%1 misslyckades med att skapa ett nytt element.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	Provideguarantees.%1 misslyckats med att hitta en fördefinierade element/grupper [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	Provideguarantees.%1 misslyckats med att skapa en ny grupp.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	Provideguarantees.%1 misslyckades med att skapa ett nytt element.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	Planaltina.%1 misslyckades med att få nod i detta IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	Planaltina.%1 misslyckades med att skapa den nya noden.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	Planscheap.%1 misslyckats med att hitta en fördefinierade element/grupper [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	Planscheap.%1 misslyckats med att skapa en ny grupp.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	Planscheap.%1 misslyckades med att skapa ett nytt element.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Anslut med namnet <%1> petesaporito i samband tabellen
Подключили для отладки форма %1	Ansluten för att felsöka form %1
Подключились к сеансу TESTCLIENT.	Gick sessionen TESTCLIENT.
Подсвет рамки - OK	Illumin ram - OK
Поле <%1> в данный момент невидимо пользователю.	<%1> i det ögonblick, osynliga för användaren.
Поле <%1> существует, а ожидали, что его нет.	<%1> finns, som förväntat, att det är det inte.
Поле с заголовком <%1> не найдено.	Rutan med rubriken <%1> kunde inte hittas.
Поле с именем <%1> не найдено.	Fält med namnet <%1> kunde inte hittas.
Получить изменения формы	För att ändra formen
Получить состояние всей формы	För att få hela formen
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Okänd Corneoscleral <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: typ Tablecellelement eller Payableondeath
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Mark för steg installerat.
Пометка снята.	Markera bort.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 är upptagen eller är utanför det angivna intervallet, anslutning ändras till %2
Построение дерева.	Byggandet av trädet.
Превышение таймаутуа ожидания завершения фонового задания.	Utöver timucua i avvaktan på bakgrunden jobb.
Предупреждение с текстом %1 не найдено.	Ett varningsmeddelande sms: a %1 hittades inte.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Tidigare fel: %1. Timeoutidle=%2
При подключении TestClient возникло сообщение:	När du ansluter TestClient det var ett budskap:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	Proerythroleukemic: den Andra parametern tabellen är inte
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	Proerythroleukemic: den Första parametern är bordet med tabellen är inte
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: den Andra parametern tabell är en tabell-dokument
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: den Första parametern tabell är en tabell-dokument
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	Proveriti: Typ av parameter värde Tielieketi måste vara <Typ> eller <String> och fick <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Kontrollera ladda ner nyhetsbrevet från layout data slutförts.
Проверьте работу команды <%1>	Testa kommandot <%1>
Профиль с именем <%1> не найден.	Den profil med namnet <%1> kunde inte hittas.
ПрочитатьПеременныеСреды:%1	Proceratiinae:%1
Пустой адрес снипета у шага: %1	Tom adressen till kodavsnittet längst steg: %1
ПутьКФиче=Неопределено	Potection=Undefined
Работа с ключами для %1 пока не поддерживается	Genom att arbeta med viktiga %1 som ännu inte stöds
Работаю по сценарию	Arbetet med manuset
Работаю по фиче: %1	Arbete på funktionen: %1
равно	samma
РазличаютсяКолонки	Razlichayutsya
Различия в таблицах:	Skillnaderna i tabeller:
РазноеКоличествоСтрок	Ethnoecologists
Раннер <%1> не подключен.	Löpare <%1> inte är ansluten.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekvisita <%1> kunde inte hittas.
с длиной	längd
Сеанс должен быть запущен с ключом TESTMANAGER.	Passet måste startas med den nyckel TESTMANAGER.
Снипет <%1> встречается %2 раз.	Utdrag <%1> fann %2 gånger.
содержащее текст <%1>, а был текст <%2>	innehåller texten <%1>, och texten var <%2>
содержит	innehåller
Создан %1	Skapat på %1
Создан файл: %1	Skapade filen: %1
Создание epf по фичам закончено.	Skapandet av epf efter att den har avslutats.
Создать тестовый mp3 - OK	Skapa ett test mp3 - OK
Создаю %1	Skapa %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Referens.%1 misslyckats med att hitta en fördefinierade element/grupper [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Referens.%1 misslyckats med att skapa en ny grupp.%2
Справочник.%1 не удалось создать новый элемент.%2	Referens.%1 misslyckades med att skapa ett nytt element.%2
Справочник.%1.%2 - получен пустой элемент.	Referens.%1.%2 - ett tomt element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Jämför värden (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Jämför värden (%1
Странный параметр в логе инструкции HTML: %1	Konstiga alternativ i loggen för användaren HTML: %1
Странный параметр в логе инструкции Markdown: %1	Konstiga alternativ i loggen för användaren Wiki: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Raden <%1> i filen <%2> hittades inte i <%3>
Строка <%1> найдена в окне сообщений пользователю.	Raden <%1> som finns i rutan meddelande till användaren.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Raden <%1> hittades i den sista meddelande till användaren. Finns i: %2
Строка <%1> не найдена в окне сообщений пользователю.	Raden <%1> hittades inte i meddelandefönstret till användaren.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Raden <%1> hittades inte i sista meddelande till användaren. Finns i: %2
Строка %1 не найдена в реквизите %2	På rad %1 inte finns i rekvisita %2
Строка №%1 не найдена в табличном документе на форме	Rad antal %1 hittades inte i tabellform dokument på form
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Rad antal %1 upptäckts <|>, även om det var nyckelorden <Exempel>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Rad antal %1, vänta (%2), fann (%3) Predyduschaya=%4
Строка должна быть описана таблицей с двумя строками.	Strängen måste beskrivas med en tabell med två rader.
Строка с фича-файлом не найдена.	String har-filen kunde inte hittas.
СтрокаЗапуска=%1	Strikesapose=%1
существует	det är
Сценарий <%1> не загружен.	Skriptet <%1> den laddas inte.
Сценарий: %1	Manus: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabell <%1> inte stämmer med standarden. Förväntade <%2> rader, och det är <%3> rader.
Таблица <%1> не стала равной за <%2> секунд. %3	Tabell <%1> inte lika med <%2> sekunder. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabell <%1>. Linje Nr.<%2>. Kolumn <%3>. Förväntade <%4>, fick <%5>
Таблица формы с именем <%1> не найдена.	Formen tabell med namnet <%1> kunde inte hittas.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	Tabletseasy.Kolichestvennom()=%1, Tableresults.Den kvantitet ()=%2
Таблицы должны совпадать, а они различны.%1	Tabellen måste sammanfalla, och de är olika%1
ТаблицыСовпадают	Tabletirovaniju
Табличный документ <%1> оказался неравен <%2>.%3	Tabell dokument <%1> var ojämlik <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabell dokument inte innehåller den sträng <%1>
Табличный документ содержит ненужные строки <%1>	Tabellen dokumentet innehåller onödiga rader <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	Masterweaver <%1> inte öppna och var tvungen att öppna
ТестПропущен	Testproposed
Технические данные	Tekniska data
тип	typ
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Värdetyp <%1> är <%2>, men den förväntade typen är <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Dokument som krävs, ett företag eller en uppgift. Okänd Manager %1.%2 . Variabel %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 inte stämmer med standarden. Förväntas %2 rader, och det %3 rader.
ТЧ с именем <%1> не найдена.	PM med namn <%1> kunde inte hittas.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Fönster <%1> kan inte hitta något element av typen <Testirovanie>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	Fältet <%1> förväntas titel <%2>, fick <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	Fältet <%1> förväntas den text som ska visas <%2>, fick <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	Fältet <%1> förväntades tooltip text <%2>, fick <%3>
У текущего окна найдено %1 форм.	Det aktuella fönstret fann % - 1 former.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Den del av formuläret <%1> den nuvarande redigering av text <%2>, förväntas <%3>
Удаляю элемент %1	Ta bort objektet %1
Удаляю элемент справочника <%1> : <%2>	Tar bort ordlistan element <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Offentlig TestClient redan är ansluten till %1 port.
Указан неверный диапазон портов: <%1>	Ogiltiga portintervall: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	Den angivna kolumnen Namn substitution [%1] finns inte i layouten.
Установлен флаг "Остановка при возникновении ошибки". Выполнение следующих сценариев отменено.	Ange flaggan "Sluta när fel uppstår". Följande scenarier annulleras.
Установлен флаг <Остановка при возникновении ошибки>. Выполнение следующих сценариев отменено.	Ange flaggan < - Stopp vid fel uppstår>. Följande scenarier annulleras.
Утверждение "ИмеетДлину" не умеет работать с типом <%1>.%2	Uttalandet "Meatline" inte kan fungera på typ <%1>.%2
Утверждение "ПроверитьВхождениеВКоллекцию" не умеет работать с типом коллекции <%1>.%2	Uttalandet "Prioritypaydayloans" inte kunde arbeta med en samling typ <%1>.%2
Утверждение "Содержит" не умеет работать с типом <%1>.%2	Det uttalande som "Innehåller" inte fungerar med typ <%1>.%2
Утверждение <ИмеетДлину> не умеет работать с типом <%1>.%2	Godkännandet <Emaldona> kan arbeta på typ <%1>.%2
Утверждение <ПроверитьВхождениеВКоллекцию> не умеет работать с типом коллекции <%1>.%2	Godkännandet <Prioritypaydayloans> inte kunde arbeta med en samling typ <%1>.%2
Утверждение <Содержит> не умеет работать с типом <%1>.%2	Godkännandet <Innehåller> > kan arbeta på typ <%1>.%2
Утверждение ПроверитьРавенствоФайлов можно использовать только в толстом клиенте.	Godkännande av Prioritering kan endast användas i den tjocka klienten.
Файл <%1> не найден.	Filen <%1> kunde inte hittas.
Файл <%1> не существует.	Filen <%1> existerar inte.
