Строка поиска	Translation
Не смог выделить все строки в таблице <%1>. %2	Không thể chia tách tất cả các dòng trong bảng <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	Không thể thực hiện lệnh nhận tọa độ trên màn hình tất cả các cửa sổ của 1C trong thanh nhiệm vụ.
Не смог выполнить команду. <%1>	Không thể thực hiện lệnh. <%1>
Не смог вычислить выражение: %1	Không thể tính toán biểu thức: %1
Не смог загрузить %1. %2	Không thể kết nhập %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	Không thể kết nhập dữ liệu từ dt: %1. ПутьКDT: %2. Trạng thái trả lại: %3
Не смог загрузить снипеты из %1	Thất bại để kết nhập đoạn từ %1
Не смог закрыть окно %1	Không thể đóng cửa sổ %1
Не смог закрыть окно повторно %1	Không thể đóng lại cửa sổ %1
Не смог запустить конфигуратор. <%1>	Không thể khởi động Bộ thiết kế. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Không thể xác định thư mục báo cáo Allure từ các tham số JSON đã truyền.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Không thể xác định thư mục báo cáo CucumberJson từ các tham số JSON đã truyền.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Không thể xác định thư mục báo cáo jUnit từ các tham số JSON đã truyền.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Không thể tìm thấy dữ liệu để kết nối hồ sơ Client thử nghiệm <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Không thể tìm thấy mã mô-đun của biểu mẫu trong tệp ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Không thể tìm thấy Bộ thiết kế đang mở.
Не смог найти сохранненное значение по переменой <%1>	Không thể tìm thấy giá trị đã lưu theo biến <%1>
Не смог обработать XML в UILogToScript.	Không thể xử lý XML trong UILogToScript.
Не смог обработать параметры в строке <%1>	Không thể xử lý các tham số tại dòng <%1>
Не смог определить длительность у файла: %1	Không thể xác định thời lượng của tệp: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Không thể xác định СледующееОжидаемоеКлючевое theo: %1
Не смог определить следующий шаг для выполнения.	Không thể xác định bước tiếp theo để thực hiện.
Не смог определить тип значения для строки: %1	Không thể xác định kiểu giá trị đối với dòng: %1
Не смог перейти к строке фильтра <%1>	Không thể chuyển đến dòng của bộ lọc <%1>
Не смог по переменной <%1> найти сохраненное значение.	Không thể tìm thấy giá trị đã lưu theo biến <%1>.
Не смог подключить TestClient.	Không thể kết nối TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Không thể kết nối TestClient. Gián đoạn thời gian chờ <%1>
Не смог подключить обработку <%1>	Không thể kết nối bộ xử lý <%1>
Не смог подключить профиль TestClient <%1>	Không thể kết nối hồ sơ TestClient <%1>
Не смог подставить в строку параметры: <%1>	Không thể chèn vào dòng tham số: <%1>
Не смог получить данные файла <%1>	Không thể nhận dữ liệu của tệp <%1>
Не смог получить значение из строки запуска	Không thể nhận giá trị từ dòng khởi động
Не смог получить значение поля <%1> у таблицы <%2>.%3	Không thể nhận giá trị của trường <%1> trong bảng <%2>.%3
Не смог получить значение таблицы <%1>	Không thể nhận giá trị của bảng <%1>
Не смог получить значение табличного документа <%1>	Không thể nhận giá trị của văn bản dạng bảng <%1>
Не смог получить количество строк у таблицы <%1>	Không thể nhận số lượng dòng trong bảng <%1>
Не смог получить макет %1	Không thể nhận khuôn in %1
Не смог получить состяние таблицы <%1>	Không thể nhận trạng thái bảng <%1>
Не смог получить строки таблицы <%1>	Không thể nhận các dòng của bảng <%1>
Не смог получить строки таблицы.	Không thể nhận các dòng của bảng.
Не смог получить строки ТЧ <%1>	Không thể nhận các dòng của phần bảng <%1>
Не смог получить строку сценария.	Không thể nhận dòng của kịch bản.
Не смог получить строку таблицы %1	Không thể nhận dòng của bảng %1
Не смог получить форму текущего окна.	Không thể nhận biểu mẫu cửa sổ hiện tại.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Không thể ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Không thể thay đổi tham số của bước bởi các chỗ <%1>
Не смог преобразовать к числу PID=%1	Không thể chuyển đổi sang chữ số PID=%1
Не смог распаковать %1	Không thể giải nén %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Không thể chọn từ danh sách chọn <%1> theo dòng <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Không thể sao chép kịch bản %1, bởi vì đó sẽ là một vòng lặp vô hạn.
Не смог создать базу по строке: %1. Статус возврата: %2	Không thể tạo ra cơ sở dữ liệu theo dòng: %1. Trạng thái trả lại: %2
Не смог создать каталог для отчета Allure: %1	Không thể tạo thư mục đối với báo cáo Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Không thể tạo thư mục đối với báo cáo CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Không thể tạo thư mục đối với báo cáo jUnit: %1
Не смог создать объект сравнения файлов.	Không thể tạo ra đối tượng so sánh tệp.
Не смог создать сервисные базы. Статус=%1	Không thể tạo cơ sở dịch vụ. Trạng thái=%1
Не смог удалить файл %1	Không thể xóa tệp %1
Не смогли найти таблицу <%1> в активном окне.	Không thể tìm thấy bảng <%1> trong các cửa sổ đang hoạt động.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Không thể kết nhập tính năng: %1, bởi vì trong đó không tìm thấy nhãn bộ lọc.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Không thể kết nhập tính năng: %1, bởi vì đã tìm thấy nhãn ngoại lệ: %2
Не удалось авторизоваться в базе.	Không thể đăng nhập vào cơ sở dữ liệu.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Không thể đợi sự kiện hoàn thành chu kỳ trong <%1> giây.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Không thể tìm thấy chứng từ theo số <%1>. Kiểu Chứng từ.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Không thể chuyển đến dòng cần thiết trong bảng <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Không thể kết nối với đối tượng COM <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Không thể kết nối với đối tượng COM <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Không thể kết nối với Client thử nghiệm. %1
Не удалось подключить форма %1 по причине:%2	Không thể kết nối biểu mẫu %1 theo nguyên nhân:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Không thể nhận thời gian chờ để khởi động TestClient từ giá trị %1. Đang sử dụng giá trị theo mặc định: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Không thể nhận thời gian chờ đối với các bước không đồng bộ. Đã chuyển sang giá trị: %1
Не указан каталог для формирования видео инструкции.	Chưa chỉ ra thư mục để tạo Video hướng dẫn.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Chưa chỉ ra thư mục có phiên bản nền tảng 8.3.10 hoặc cao hơn cần thiết.
Не указана команада для выполнения скриншотов. Например <%1>	Chưa chỉ ra lệnh để thực hiện chụp ảnh màn hình. Ví dụ <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Chưa chỉ ra tên tệp nhật ký trong tham số <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Chưa chỉ ra tên tệp nhật ký trong tham số <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Chưa chỉ ra số lượng khung hình.
Не установлен ffmpeg.	Chưa cài đặt ffmpeg.
Не установлен ImageMagic (convert.exe)	Chưa cài đặt ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Chưa cài đặt ImageMagic (convert.exe).
Не установлен oscript.	Chưa cài đặt oscript.
Не установлен VLC 2.1.5.	Chưa cài đặt VLC 2.1.5.
Не установлен ГолосовойДвижок.	Chưa cài đặt ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Đã đặt sai khuôn in. Cột sai tại dòng đầu tiên. Chưa chỉ ra cột bắt buộc với tên gọi [%1]
Неверное число параметров в строке табилцы. Должно быть <	Chữ số không hợp lệ trong tham số tại dòng của bảng. Phải là <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Chữ số không hợp lệ trong tham số tại dòng của bảng. Phải là <%1> tham số, còn trong dòng đã tìm thấy <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Chế độ tìm kiếm không hợp lệ: Chế độ tìm kiếm không hỗ trợ. Mục tin <%1>: Đã tìm giá trị <%2>
Неверный формат области <%1>	Sai định dạng vùng <%1>
Невидима	Không hiện hình
Недоступна	Không khả dụng
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Không xác định ТипПараметра trong ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Chưa xác định phiên bản cài đặt Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Lỗi không xác định trong ПолучитьРезультатПрохожденияТестовСценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Không xác định tên (ID) trình cắm: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Không xác định КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Không xác định КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Không xác định bộ quản lý ghi nhận %1.%2 . Biến %3
Неизвестный тип вывода данных по изменению формы.	Không xác định kiểu hiển thị dữ liệu thay đổi biểu mẫu.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Không xác định Kiểu: %1 trong ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Không thể thay đổi trường này trong kết nối dự phòng <This Client>
Нельзя получить состав колонок для пустой таблицы.	Không thể nhận thành phần cột đối với bảng rỗng.
Необрабатываемый корневой тип <%1>	Kiểu gốc chưa xử lý <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Cần cài đặt phần mềm. Chi tiết tại đây: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Không có kết nối TestClient.
Обнаружено несколько полей с заголовком <%1>	Tìm thấy nhiều trường với tiêu đề <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Tính năng thông thường số%1 trong số%2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Không tìm thấy một hoặc nhiều dòng của bảng tham khảo trong bảng của biểu mẫu%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Tính năng đơn luồng số%1 trong số %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Dự kiến có <%1> phần tử danh mục <%2>, nhưng đã tìm thấy <%3> phần tử.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Dự kiến trong <%1> giây khả dụng của trường <%2>. Nhưng không tìm thấy phần tử này trên biểu mẫu.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Dự kiến trong <%1> giây khả dụng của trường <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Dự kiến trong <%1> giây xuất hiện của trường <%2>. Nhưng không tìm thấy phần tử này trên biểu mẫu.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Dự kiến trong <%1> giây xuất hiện của trường <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Dự kiến trong <%1> giây trường <%2> có giá trị <%3>. Giá trị hiện tại là <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Dự kiến trong <%1> giây bảng <%2> có số lượng dòng %3 %4. Số lượng dòng hiện tại <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Dự kiến trong <%1> giây sẽ đóng cửa sổ với tiêu đề <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Dự kiến trong <%1> giây sẽ mở cửa sổ với tiêu đề <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Dự kiến trong <%1> giây trường <%2> sẽ được điền.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Dự kiến điền tham chiếu, nhưng đã nhận được tham chiếu rỗng.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Mong muốn sự đồng nhất giữa các tệp, nhưng kết quả các tệp khác nhau.%1
Ожидали получить только одну строку таблицы.	Dự kiến chỉ nhận một dòng của bảng.
Ожидали статус <%1>, а получили <%2>	Trạng thái mong muốn <%1>, nhưng kết quả nhận được là <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Mong muốn đối tượng có trong CSDL, nhưng kết quả là không tìm thấy đối tượng <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Dự kiến bảng <%1> trong <%2> giây trường <%3> có giá trị <%4>. Giá trị hiện tại <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Dự kiến %1 %2 sẽ bỏ qua ngoại lệ %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Dự kiến cửa sổ hoạt động sẽ là <%1>, nhưng đã tìm thấy <%2>. Thời gian chờ tìm kiếm cửa sổ: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Dự kiến trong thông báo cho người sử dụng sẽ có xâu ký tự <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Dự kiến bằng tham số thứ hai sẽ chuyển mảng tham số đối với phương thức <%1>, nhưng đã nhận đối tượng khác có kiểu <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Dự kiến bằng tham số thứ hai sẽ chuyển cấu trúc tham số đối với phương thức <СоздатьДанныеПоТабличномуДокументу>, nhưng đã nhận đối tượng khác có kiểu <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Dự kiến số lượng dòng của bảng <%1> sẽ bằng biến <%2>. Giá trị biến <%3>. Số lượng dòng <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Dự kiến cửa sổ thông báo cho người sử dụng sẽ là rỗng, nhưng trong đó có %1 tin nhắn.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Dự kiến biến <%1> sẽ bằng <%2>. Giá trị hiện tại <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Dự kiến trường <%1> sẽ bằng biến <%2>. Giá trị biến <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Dự kiến trường có tiêu đề <%1> sẽ được điền, nhưng trường đó đang trống.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Dự kiến giá trị kiểm tra (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Dự kiến bằng tham số thứ ba sẽ chuyển mảng tham số đối với phương thức <%1>, nhưng đã nhận đối tượng khác có kiểu <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Dự kiến trong nhóm <%1> trang hiện tại sẽ là <%2>, nhưng thực tế là <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Dự kiến trong văn bản dạng bảng <%1> tại ô có địa chỉ <%2> sẽ là giá trị <%3>, nhưng đã nhận được <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Dự kiến trong văn bản dạng bảng <%1> tại ô có địa chỉ <%2> sẽ là giá trị <%3>, nhưng đã nhận được <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Dự kiến trong văn bản dạng bảng <%1> tại ô có địa chỉ <%2> sẽ là giá trị <%3>, nhưng đã nhận được <%4>
Ожидали, что ячейка <%1> будет заполнена.	Dự kiến ô <%1> sẽ được điền.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Dự kiến trong bảng <%1> trường <%2> sẽ bằng biến <%3>. Giá trị biến <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Không tìm thấy cửa sổ có tiêu đề <%1>.
Описание ошибки: %1	Mô tả lỗi: %1
Остановка на брейкпоинте.	Dừng lại tại điểm dừng.
Ошибка в %1. %2	Lỗi trong %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Lỗi trong ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Lỗi trong ПолучитьУжеСуществующиеСнипетыИзОбработок(). Tệp/thư mục %1 không tồn tại.
Ошибка в файле %1, снипет %2 уже был в %3	Lỗi trong tệp %1, đoạn %2 đã có trong %3
Ошибка перегенерации EPF. Файл %1 не найден.	Lỗi khởi tạo lại EPF. Không tìm thấy tệp %1.
Ошибка при выгрузке набора записей регистра: %1	Lỗi khi kết xuất tập hợp bản ghi của biểu ghi: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Lỗi khi kết xuất đối tượng: %1. Kiểu: %2
Ошибка при закрытии всех окон Testclient.	Lỗi khi đóng tất cả các cửa Sổ Testclient.
Ошибка при поиске значений в макете %1:	Lỗi khi tìm kiếm giá trị trong khuôn in %1:
Ошибка при получении активной формы.	Lỗi khi nhận biểu mẫu đang hoạt động.
Ошибка при получении списка процессов 1С.	Lỗi khi nhận danh sách các quy trình của 1C
Ошибка при получении текста фичи:	Lỗi khi nhận nội dung tính năng:
Ошибка при построении дерева из файла <%1>%2%3	Lỗi khi xây dựng cây từ tệp <%1>%2%3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Lỗi khi tạo dữ liệu từ khuôn in. Tên biến không đơn trị: [%1]
Ошибка проверки значения таблицы <%1>. %2	Lỗi kiểm tra giá trị của bảng <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Lỗi tạo tệp tạm thời trong thư mục con %1.
Ошибка создания скриншота:%1 команда:%2	Lỗi tạo ra ảnh chụp màn hình:%1 lệnh:%2
Ошибка создания файла %1.	Lỗi tạo tệp %1.
Ошибка чтения JSON. Неизвестный символ %1	Lỗi đọc JSON. Không xác định ký tự %1
Ошибка чтения структуры JSON пропускаем чтение	Lỗi đọc cấu trúc JSON để bỏ qua đọc
Ошибка чтения структуры JSON.	Lỗi đọc cấu trúc JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Lỗi. Trong tính năng %1 đã tìm thấy nhiều kịch bản với tên gọi %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Lỗi. Đã tìm thấy hơn 1 giá trị trong bộ nhớ cache МетаданныеИмя [%1] theo các tham số tìm kiếm đã chỉ ra %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Tham số <Bộ xử lý khởi động> chỉ ra trong tệp không tồn tại.
Параметр <Имя подключения> является обязательным.	Tham số <Tên gọi kết nối> là bắt buộc.
Параметр <Логин> не задан	Tham số <Tên đăng nhập> không xác định
Параметр %1 не найден в таблице параметров.	Không tìm thấy tham số %1 trong bảng tham số.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Tham số đầu tiên (%1) nhỏ hơn tham số thứ hai (%2), nhưng mong muốn lớn hơn hoặc bằng.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Tham số đầu tiên (%1) nhỏ hơn hoặc bằng tham số thứ hai (%2), nhưng mong muốn lớn hơn.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Đã truyền đường dẫn rỗng vào thủ tục <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Ngày chuyển (%1) không trùng ngày (%2) với độ chính xác đến 2 giây, nhưng mong muốn hai ngày này bằng nhau. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Tham số truyền (%1) không nằm trong kỳ %2, nhưng mong muốn tham số nằm trong đó. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Tham số truyền (%1) không phải là True, nhưng mong muốn tham số như vậy. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Tham số truyền (%1) không phải là False, nhưng mong muốn tham số như vậy. %2
Передвижение курсора мышки - OK	Di chuyển con trỏ chuột - Đồng ý
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Không tìm thấy nút gạt với tiêu đề <%1>.
Переключатель с именем <%1> не найден.	Không tìm thấy nút gạt với tên gọi <%1>.
Переменная <%1> не найдена.	Không tìm thấy biến <%1>.
Переменная <%1> ранее не была сохранена	Biến <%1> chưa được lưu từ trước
Пересоздан %1	Tạo lại %1
Пересоздаю %1	Tạo lại %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 không thể tìm thấy phần tử/nhóm định trước [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 không thể tạo mới nhóm.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 không thể tạo mới phần tử.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 không thể tìm thấy phần tử/nhóm định trước [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 không thể tạo mới nhóm.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 không thể tạo mới phần tử.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 không thể nhận nút của CSDL này.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 không thể tạo nút mới.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 không thể tìm thấy phần tử/nhóm định trước [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 không thể tạo nhóm mới.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 không thể tạo mới phần tử.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Đã điền lại kết nối có tên gọi <%1> trong bảng kết nối
Подключили для отладки форма %1	Đã kết nối để gỡ rối biểu mẫu %1
Подключились к сеансу TESTCLIENT.	Đã kết nối đến phiên làm việc TESTCLIENT.
Подсвет рамки - OK	Làm sáng khung - Đồng ý
Поле <%1> в данный момент невидимо пользователю.	Hiện tại trường <%1> không hiện hình đối với người sử dụng.
Поле <%1> существует, а ожидали, что его нет.	Đang tồn tại trường <%1>, nhưng mong muốn không có trường đó.
Поле с заголовком <%1> не найдено.	Không tìm thấy trường có tiêu đề <%1>.
Поле с именем <%1> не найдено.	Không tìm thấy trường có tên gọi <%1>.
Получить изменения формы	Nhận thay đổi biểu mẫu
Получить состояние всей формы	Nhận trạng thái toàn bộ biểu mẫu
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногоДокумента: Yêu cầu kiểu ТабличныйДокумент hoặc ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзОбработок:%1
Пометка для шаг установлена.	Đã đặt dấu đối với bước.
Пометка снята.	Đã bỏ dấu.
порт <%1>	cổng <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Cổng %1 đang bận hoặc nằm ngoài khoảng đã chỉ ra, cổng kết nối đã thay đổi sang %2
Построение дерева.	Tạo dựng cây.
Превышение таймаутуа ожидания завершения фонового задания.	Vượt quá thời gian chờ kết thúc nhiệm vụ nền.
Предупреждение с текстом %1 не найдено.	Không tìm thấy cảnh báo có nội dung %1.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Lỗi trước: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Khi kết nối TestClient đã xuất hiện thông báo:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Tham số-bảng thứ hai không phải là bảng
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Tham số-bảng thứ nhất không phải là bảng
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Tham số-bảng thứ hai không phải là văn bản dạng bảng
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Tham số-bảng thứ nhất không phải là văn bản dạng bảng
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Kiểu giá trị tham số ТипИлиИмяТипа phải là <Type> hoặc <String>, nhưng đã nhận được <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Đã kiểm tra thành công việc kết nhập đối tượng vào CSDL từ khuôn in dữ liệu.
Проверьте работу команды <%1>	Hãy kiểm tra hoạt động của lệnh <%1>
Профиль с именем <%1> не найден.	Không tìm thấy hồ sơ có tên gọi <%1>.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Địa chỉ đoạn trống trong bước: %1
ПутьКФиче=Неопределено	ПутьКФиче=Неопределено
Работа с ключами для %1 пока не поддерживается	Hiện không hỗ trợ làm việc với khóa đối với %1
Работаю по сценарию	Tôi đang làm việc theo kịch bản
Работаю по фиче: %1	Tôi đang làm việc theo tính năng: %1
равно	bằng
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Sự khác biệt trong các bảng:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Không kết nối thanh trượt <%1>.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Không tìm thấy mục tin <%1>.
с длиной	với chiều dài
Сеанс должен быть запущен с ключом TESTMANAGER.	Cần khởi động phiên làm việc với khóa TESTMANAGER.
Снипет <%1> встречается %2 раз.	Đã gặp đoạn <%1> %2 lần.
содержащее текст <%1>, а был текст <%2>	có chứa nội dung <%1>, còn nội dung cũ là <%2>
содержит	có chứa
Создан %1	Đã tạo %1
Создан файл: %1	Đã tạo tệp: %1
Создание epf по фичам закончено.	Đã kết thúc tạo epf theo tính năng.
Создать тестовый mp3 - OK	Tạo thử mp3 - Đồng ý
