Строка поиска	Translation
Не смог подключить TestClient. Прерывание по таймауту <%1>	Veremiyor TestClient. Kesme ve таймауту <%1>
Не смог подключить обработку <%1>	Veremiyor tedavi <%1>
Не смог подключить профиль TestClient <%1>	Veremiyor profili TestClient <%1>
Не смог подставить в строку параметры: <%1>	Yapamadım sübstitüe satırı parametreleri: <%1>
Не смог получить данные файла <%1>	Alamadı dosya veri <%1>
Не смог получить значение из строки запуска	Alamadı değeri satır başlatmak
Не смог получить значение поля <%1> у таблицы <%2>.%3	Alamıyorum alan değeri <%1> tablo <%2>.%3
Не смог получить значение таблицы <%1>	Almak için başarısız tablonun değerini <%1>
Не смог получить значение табличного документа <%1>	Alamadı değeri tablo, belge <%1>
Не смог получить количество строк у таблицы <%1>	Alamadı satır sayısı bir tablo var <%1>
Не смог получить макет %1	Alamadı düzeni %1
Не смог получить состяние таблицы <%1>	Alamadı состяние tablo <%1>
Не смог получить строки таблицы <%1>	Almak için başarısız bir tablo satırı <%1>
Не смог получить строки таблицы.	Alamadı tablo satırları.
Не смог получить строки ТЧ <%1>	Alamadı satır PM <%1>
Не смог получить строку сценария.	Alamadı satırı komut dosyası.
Не смог получить строку таблицы %1	Almak için başarısız bir tablo satırına %1
Не смог получить форму текущего окна.	Alamadı formu, geçerli pencere.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Yapamadım ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Mümkün değil, ayarları değiştirmek, adım oranı <%1>
Не смог преобразовать к числу PID=%1	Dönüştüremiyor arasında PİD=%1
Не смог распаковать %1	Yapamadım açmak %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Yapamadığı için seçim seçim listesi <%1> satır <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Yapamadım kopyalamak için bir komut dosyası %1, t. k. oldu ... döngü.
Не смог создать базу по строке: %1. Статус возврата: %2	Başarısız bir temel oluşturmak için bir satırda: %1. Durumu iade: %2
Не смог создать каталог для отчета Allure: %1	Başarısız bir katalog oluşturmak için rapor Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Başarısız bir katalog oluşturmak için rapor CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Başarısız bir katalog oluşturmak için rapor jUnit: %1
Не смог создать объект сравнения файлов.	Mümkün değil nesnesi oluşturmak için bir dosya karşılaştırma.
Не смог создать сервисные базы. Статус=%1	Oluşturamadı servis tabanı. Durumu=%1
Не смог удалить файл %1	Yapamadım dosyayı kaldırmak için %1
Не смогли найти таблицу <%1> в активном окне.	Başarısız bir tablo bulmak için <%1> etkin pencere.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Oldu yükle фичу: %1, çünkü onunla bulunamadı etiketleri filtreler.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Oldu yükle фичу: %1, t. k. tespit etiketi özel durum: %2
Не удалось авторизоваться в базе.	Başarısız giriş veritabanı.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Başarısız beklemeniz olay döngüsünü tamamlamak boyunca <%1> saniye.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Bulamadı belge numarasına göre <%1>. Belge Türü.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Başarısız gitmek istediğiniz tablodaki bir satıra <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Başarısız bağlamak için COM nesnesi <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Başarısız bağlamak için COM nesnesi <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Başarısız bağlamak için bir müşteri test. %1
Не удалось подключить форма %1 по причине:%2	Başarısız bağlamak formu %1, sebep:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Almak için başarısız zaman aşımı için başlangıç TestClient değerinden %1. Varsayılan değer: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Almak için başarısız zaman aşımı çalışmak için zaman uyumsuz adımlar. Rivayet edilmiştir değeri: %1
Не указан каталог для формирования видео инструкции.	Belirtilmedi katalog oluşturmak için video talimatları.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Belirtilmedi katalog ile ilgili sürümün platformu 8.3.10 veya daha yüksek.
Не указана команада для выполнения скриншотов. Например <%1>	Belirtilmemiş команада gerçekleştirmek için ekran görüntüleri. Örneğin <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Belirtilen dosya adı, kayıt parametresi <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Belirtilen dosya adı, kayıt parametresi <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Belirtilen kare sayısı.
Не установлен ffmpeg.	Yüklü değil ffmpeg.
Не установлен ImageMagic (convert.exe)	Yüklü değil İmageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Yüklü değil İmageMagic (convert.exe).
Не установлен oscript.	Yüklü değil oscript.
Не установлен VLC 2.1.5.	Yüklü VLC 2.1.5.
Не установлен ГолосовойДвижок.	Yüklü değil ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Yanlış ayarlanmış bir düzen. Geçersiz sütun ilk satırı. Belirtilmemiş zorunlu bir sütun adı ile [%1]
Неверное число параметров в строке табилцы. Должно быть <	Yanlış sayıda parametre satırında табилцы. Olmalıdır <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Geçersiz parametre sayısı tablo satır. Olmalıdır <%1> parametre satırında bulundu <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Yanlış arama modu: Yok desteklenen arama modu. Sahne <%1>: Aranan değer <%2>
Неверный формат области <%1>	Geçersiz alanı <%1>
Невидима	Görünmez
Недоступна	Kullanılamaz
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра içinde ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Bilinmeyen sürüm teslimat Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Bilinmeyen bir hata ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Kimliği bilinmeyen eklenti: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Bilinmeyen КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Bilinmeyen КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Bilinmeyen yöneticisi büyük küçük harf duyarlı %1.%2 . Değişken %3
Неизвестный тип вывода данных по изменению формы.	Bilinmeyen bir tür çıktı ve şeklini değiştirmek için.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Bilinmeyen: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Değiştirilemez, geçerli bir alan ayrılmış bağlantı <istemci>.
Нельзя получить состав колонок для пустой таблицы.	Alamazsınız kompozisyon sütun için boş bir tablo.
Необрабатываемый корневой тип <%1>	Необрабатываемый kök türü <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Yazılımı yüklemeniz gerekir. Ayrıntılar burada: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Hayır bağlı TestClient.
Обнаружено несколько полей с заголовком <%1>	Birden fazla alan başlık ile <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Normal ficha no%1, %2. РаннерİD=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Bir veya daha fazla satır, bir referans tablo bulunamadı tabloda form%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная ficha no%1, %2. РаннерİD=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Beklenen <%1> öğeleri anahat <%2> buldum <%3> öğeleri.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Beklenen boyunca <%1> saniye kullanılabilirlik alanının <%2>. Ama böyle bir madde formunda bulunamadı.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Beklenen boyunca <%1> saniye kullanılabilirlik alanının <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Beklenen boyunca <%1> saniyede çıkması alanlar <%2>. Ama böyle bir madde formunda bulunamadı.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Beklenen boyunca <%1> saniyede çıkması alanlar <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Beklenen boyunca <%1> saniyede alan <%2> değerleri <%3>. Geçerli değeri <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Beklenen boyunca <%1> saniye tablo <%2> satır sayısı %3 %4. Geçerli satır sayısı <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Beklenen boyunca <%1> saniye kapanır pencere başlığı <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Beklenen boyunca <%1> saniye açılır pencere başlığı <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Beklenen boyunca <%1> saniyede alanı <%2> dolu.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Beklenen bir tamlık bağlantılar, aldı, boş bir başvuru.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Beklenen kimlik dosya var, onlar farklıdır.%1
Ожидали получить только одну строку таблицы.	Beklenen sadece bir satır tablo.
Ожидали статус <%1>, а получили <%2>	Beklenen durum <%1> var <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Beklenen bir varlığı, bir nesneyi IB ve alınan nesne bulunamadı <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Beklenen tablo <%1> boyunca <%2> saniye alan <%3> değerleri <%4>. Geçerli değeri <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Beklenen %1 %2 bir kenara atar bir özel durum %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Beklenen etkin pencere olacak <%1> buldum <%2>. Arama zaman aşımı pencere: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Beklenen mesajlar, kullanıcıya alt dize <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Beklenen ikinci parametre olarak geçilecek parametre dizisi için bir yöntem <%1> var başka bir nesne türü ile <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Beklenen ikinci parametre olarak aktarılır yapısı yöntemi için parametre <СоздатьДанныеПоТабличномуДокументу> var başka bir nesne türü ile <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Beklenen satır sayısını tablo <%1> eşit olacak değişken <%2>. Değişken değeri <%3>. Satır sayısı <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Beklenen mesaj kutusu, kullanıcı, boş, %1 mesaj.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Beklenen değişken <%1> eşit olacak <%2>. Geçerli değeri <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Beklenen golf <%1> eşit olacak değişken <%2>. Değişken değeri <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Beklenen golf başlığı ile <%1> ile dolu olacak, ama boş.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Beklenen sınanacak değer (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Beklenen üçüncü parametre geçilecek parametre dizisi için bir yöntem <%1> var başka bir nesne türü ile <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Beklenen grup <%1> sayfaya <%2> çıktı <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Beklenen, tablo, belge <%1> hücre adresi ile <%2> değeri <%3> var <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Beklenen, tablo, belge <%1> hücre adresi ile <%2> değeri <%3> var <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Beklenen, tablo, belge <%1> hücre adresi ile <%2> değeri <%3> var <%4>
Ожидали, что ячейка <%1> будет заполнена.	Beklenen hücre <%1> dolu olacak.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Beklenen чтов tablo <%1> golf <%2> eşit olacak değişken <%3>. Değişken değeri <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Pencere başlığı <%1> bulundu.
Описание ошибки: %1	Hata açıklaması: %1
Остановка на брейкпоинте.	Durağı брейкпоинте.
Ошибка в %1. %2	Hata %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Hata ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Hata ПолучитьУжеСуществующиеСнипетыИзобработок(). Dosya/dizin %1 yoktur.
Ошибка в файле %1, снипет %2 уже был в %3	Hata dosyası %1, снипет %2 zaten %3
Ошибка перегенерации EPF. Файл %1 не найден.	Hata перегенерации EPF. '%1 ' dosyası bulunamadı.
Ошибка при выгрузке набора записей регистра: %1	Kaldırılırken hata recordset büyük / küçük harf duyarlı: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Kaldırılırken hata nesne: %1. Türü: %2
Ошибка при закрытии всех окон Testclient.	Hata, tüm pencereler kapatıldığında Testclient.
Ошибка при поиске значений в макете %1:	Hata ararken değerler düzeninde %1:
Ошибка при получении активной формы.	Hata aldığınızda aktif formlar.
Ошибка при получении списка процессов 1С.	Alınırken bir hata oluştu işlem 1C.
Ошибка при получении текста фичи:	Hata aldığınızda, metin özellikleri:
Ошибка при построении дерева из файла <%1>%2%3	Hata ağacı oluşturulurken dosya <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Hata oluşturduğunuzda, veri düzeni. Неуникальное değişken adı: [%1]
Ошибка проверки значения таблицы <%1>. %2	Doğrulama hatası değerleri tablo <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Hata geçici bir dosya oluşturmak alt %1.
Ошибка создания скриншота:%1 команда:%2	Hata oluşturmak için ekran görüntüsü:%1 takım:%2
Ошибка создания файла %1.	Dosya oluşturma hatası %1.
Ошибка чтения JSON. Неизвестный символ %1	Okuma hatası JSON. Bilinmeyen karakter %1
Ошибка чтения структуры JSON пропускаем чтение	Okuma hatası yapısı JSON özledim okuma
Ошибка чтения структуры JSON.	Okuma hatası JSON yapısı.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Hata. Bu фиче %1 bulundu birkaç komut adı, %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Hata. Bulundu 1'den fazla değer önbellekte МетаданныеИмя [%1] belirtilen arama parametreleri %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	<Tetikleyen işleme> varolmayan bir dosyaya işaret eden.
Параметр <Имя подключения> является обязательным.	<Bağlantı Adı> zorunluluktur.
Параметр <Логин> не задан	<Giriş> belirtilmemiş
Параметр %1 не найден в таблице параметров.	Parametre %1 bulunamadı tablo ayarları.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	İlk parametre (%1) daha az ikinci (%2) ve istedim oldu, daha fazla veya eşit.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	İlk parametre (%1) daha az veya eşit ikinci (%2) ve istiyorum daha fazla oldu.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Geçirilen boş bir yol, bir yordam, bir <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Argüman olarak verilen tarih (%1) eşit değildir tarih (%2) ile doğru, 2 saniye, ve istedim onlar равнялись. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Geçirilen parametre (%1) dahil değildir döneminde %2, istedim oldu. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Geçirilen parametre (%1), Hak istediği için oldu. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Geçirilen parametre (%1), Yalan, istedim oldu. %2
Передвижение курсора мышки - OK	İmleç ve fare - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Anahtarı başlığı ile <%1> bulunamadı.
Переключатель с именем <%1> не найден.	Anahtarı adı ile <%1> bulunamadı.
Переменная <%1> не найдена.	Değişken <%1> bulunamadı.
Переменная <%1> ранее не была сохранена	Değişken <%1> daha önce kaydedildi
Пересоздан %1	Пересоздан %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 bulunamıyor, önceden tanımlanmış öğe/grup [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 başarısız yeni bir grup oluşturmak.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 başarısız oldu, yeni bir öğe oluşturun.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 bulunamıyor, önceden tanımlanmış öğe/grup [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 başarısız yeni bir grup oluşturmak.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 başarısız oldu, yeni bir öğe oluşturun.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 alınamadı sitesi bu IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 başarısız yeni bir site oluşturun.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 bulunamıyor, önceden tanımlanmış öğe/grup [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 başarısız yeni bir grup oluşturmak.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 başarısız oldu, yeni bir öğe oluşturun.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Bağlantı ismi <%1> перезаполнено tabloda bağlantıları
Подключили для отладки форма %1	Bağladım hata ayıklama şekli %1
Подключились к сеансу TESTCLIENT.	Katılan oturumuna TESTCLİENT.
Подсвет рамки - OK	Подсвет çerçeve - OK
Поле <%1> в данный момент невидимо пользователю.	Alanı <%1> şu anda görünmez kullanıcı.
Поле <%1> существует, а ожидали, что его нет.	Alanı <%1> var, ama beklenen değil.
Поле с заголовком <%1> не найдено.	Golf başlığı ile <%1> bulundu.
Поле с именем <%1> не найдено.	Alan adı ile <%1> bulundu.
Получить изменения формы	Değişiklik olsun form
Получить состояние всей формы	Bir devlet olsun tüm formu
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Bilinmeyen КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: türü Gerekli ТабличныйДокумент veya ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	İşaretleme için adım yüklü.
Пометка снята.	İşaretleme tahsil edilecektir.
порт <%1>	bağlantı noktası <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 meşgul veya belirtilen aralık dışında, bağlantı noktası olarak değiştirildi %2
Построение дерева.	Yapı ahşap.
Превышение таймаутуа ожидания завершения фонового задания.	Aşırı таймаутуа bekleme tamamlamak arka plan iş.
Предупреждение с текстом %1 не найдено.	Uyarı metni ile %1 bulundu.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Bir önceki hata: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Bağlandığında TestClient oluştu mesajı:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: İkinci parametre, tablo, tablo değildir
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: İlk parametre tablo tablo değil
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: İkinci parametre, tablo, tablo değerli bir belge
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: İlk parametre tablo, tablo değerli bir belge
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Türü parametre değeri ТипИлиИмяТипа olmalıdır <Tür> veya <Dize> var <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Kontrol nesneleri, yükleme, IB, veri düzeni başarılı.
Проверьте работу команды <%1>	Kontrol çalışma ekibi <%1>
Профиль с именем <%1> не найден.	Profil adı <%1> bulunamadı.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Boş bir adres снипета adım: %1
ПутьКФиче=Неопределено	ПутьКФиче=Неопределено
Работа с ключами для %1 пока не поддерживается	İle çalışma tuşları için %1 desteklenmiyor
Работаю по сценарию	Çalışıyorum senaryo
Работаю по фиче: %1	Çalışıyorum фиче: %1
равно	eşit
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Farklılıklar tablolar:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Runner <%1> bağlı değil.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Sahne <%1> bulunamadı.
с длиной	uzun
Сеанс должен быть запущен с ключом TESTMANAGER.	Oturumu ile çalıştırılmalıdır anahtar TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> karşılar %2 kere.
содержащее текст <%1>, а был текст <%2>	içeren bir metin <%1>, bir metin <%2>
содержит	içerir
Создан %1	%1 tarihinde oluşturuldu
Создан файл: %1	Oluşturulan dosya: %1
Создание epf по фичам закончено.	Oluşturma epf ve фичам bitti.
Создать тестовый mp3 - OK	Yeni test mp3 - OK
Создаю %1	Kanımca %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	El kitabı.%1 bulunamıyor, önceden tanımlanmış öğe/grup [%2].%3
Справочник.%1 не удалось создать новую группу.%2	El kitabı.%1 başarısız yeni bir grup oluşturmak.%2
Справочник.%1 не удалось создать новый элемент.%2	El kitabı.%1 başarısız oldu, yeni bir öğe oluşturun.%2
Справочник.%1.%2 - получен пустой элемент.	El kitabı.%1.%2 - alındı, boş bir öğe.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Karşılaştırılan değerler (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Karşılaştırılan değerler (%1
Странный параметр в логе инструкции HTML: %1	Garip bir parametre log talimatları HTML: %1
Странный параметр в логе инструкции Markdown: %1	Garip bir parametre log talimatları Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Satır <%1> dosya <%2> bulunamadı dosyasında <%3>
Строка <%1> найдена в окне сообщений пользователю.	Satır <%1> bulunursa, bir ileti kutusunda bir kullanıcı.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Satır <%1> bulunamadı gönderilen son mesajda bir kullanıcı. Bulundu: %2
Строка <%1> не найдена в окне сообщений пользователю.	Satır <%1> bulunamadı mesaj penceresinde kullanıcıya.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Satır <%1> bulunamadı gönderilen son mesajda bir kullanıcı. Bulundu: %2
Строка %1 не найдена в реквизите %2	Satır %1 bulunamadı dekorları %2
Строка №%1 не найдена в табличном документе на форме	Satır no. %1 bulunamadı sekmeli belge formu
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Satır numarası %1, tespit sembolü < | a>, olmamasına rağmen anahtar kelime <Örnekler>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Satır numarası %1, beklenen (%2), bulundu (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Satır olmalıdır açıklanan tablo ile iki satır.
Строка с фича-файлом не найдена.	Bir dize özellik dosyası bulunamadı.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	var
Сценарий <%1> не загружен.	Komut dosyası <%1> yüklü değil.
Сценарий: %1	Senaryo: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tablo <%1> uygun tek dokunuşla. Beklenen <%2> satır ve <%3> satır.
Таблица <%1> не стала равной за <%2> секунд. %3	Tablo <%1> eşit oldu <%2> saniye. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tablo <%1>. Satır # <%2>. Sütun <%3>. Beklenen <%4> var <%5>
Таблица формы с именем <%1> не найдена.	Tablo, form adı ile <%1> bulunamadı.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Sayısı()=%2
Таблицы должны совпадать, а они различны.%1	Tablo eşleşmesi gerekir, ve onlar farklı%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Sekmeli belge <%1> çıktı неравен <%2>.%3
Табличный документ не содержит нужные строки <%1>	Sekmeli belge, istediğiniz satır <%1>
Табличный документ содержит ненужные строки <%1>	Sekmeli belge, gereksiz satır <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> açıldı, ve gerekiyordu açmak
ТестПропущен	ТестПропущен
Технические данные	Teknik veriler
тип	türü
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Değer türü <%1> <%2> ve beklenen tipi <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Gerekli belge, iş akışı, ya da bir görev. Bilinmeyen yöneticisi %1.%2 . Değişken %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 değil, uygun tek dokunuşla. Beklenen %2 satır ve %3 satır.
ТЧ с именем <%1> не найдена.	PM ile isim <%1> bulunamadı.
