Строка поиска	Translation
Не смог загрузить снипеты из %1	Konnte nicht geladen снипеты von %1
Не смог закрыть окно %1	Konnte nicht das Fenster zu schließen %1
Не смог закрыть окно повторно %1	Konnte nicht schließen Sie das Fenster erneut %1
Не смог запустить конфигуратор. <%1>	Konnte nicht starten Sie den Konfigurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	Konnte der übergebenen Parameter JSON bestimmen Katalog des Berichts Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Konnte der übergebenen Parameter JSON bestimmen Katalog des Berichts CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Konnte der übergebenen Parameter JSON bestimmen Katalog des Berichts jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Konnte keine Daten finden für den Anschluss Kundenprofil Test <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Nicht finden konnte der Code des Formulars in der Datei ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Nicht finden konnte Outdoor-Konfigurator.
Не смог найти сохранненное значение по переменой <%1>	Nicht finden konnte сохранненное Wert durch die Variable <%1>
Не смог обработать XML в UILogToScript.	Nicht verarbeiten von XML in UILogToScript.
Не смог обработать параметры в строке <%1>	Konnte nicht behandeln Sie in der Zeile <%1>
Не смог определить длительность у файла: %1	Nicht feststellen konnte die Dauer bei der Datei: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Konnte nicht erkennen СледующееОжидаемоеКлючевое durch: %1
Не смог определить следующий шаг для выполнения.	Nicht feststellen konnte der nächste Schritt zur Erfüllung.
Не смог определить тип значения для строки: %1	Nicht feststellen konnte die Art der Werte für die Zeile: %1
Не смог перейти к строке фильтра <%1>	Konnte nicht gehen Sie zu der Zeile Filter <%1>
Не смог по переменной <%1> найти сохраненное значение.	Konnte nicht auf die Variable <%1> gespeicherten Wert zu finden.
Не смог подключить TestClient.	Konnte nicht verbinden von Testclient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Konnte nicht verbinden von Testclient. Interrupt Timeout <%1>
Не смог подключить обработку <%1>	Konnte nicht verbinden Bearbeitung <%1>
Не смог подключить профиль TestClient <%1>	Konnte nicht verbinden Profil von Testclient <%1>
Не смог подставить в строку параметры: <%1>	Konnte nicht zu ersetzen in der Zeile Parameter: <%1>
Не смог получить данные файла <%1>	Konnte keine Daten für die Datei <%1>
Не смог получить значение из строки запуска	Konnte nicht an den Wert aus der Zeile starten
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nicht in der Lage, um den Wert des Feldes <%1> die Tabelle <%2>.%3
Не смог получить значение таблицы <%1>	Konnte nicht an den Wert der Tabelle <%1>
Не смог получить значение табличного документа <%1>	Konnte nicht an den Wert des tabellarischen Dokuments <%1>
Не смог получить количество строк у таблицы <%1>	Nicht konnte die Anzahl der Zeilen in der Tabelle <%1>
Не смог получить макет %1	Konnte keine Layout %1
Не смог получить состяние таблицы <%1>	Nicht erhalten könnte состяние Tabelle <%1>
Не смог получить строки таблицы <%1>	Konnte keine Zeile in der Tabelle <%1>
Не смог получить строки таблицы.	Konnte keine Zeile in der Tabelle.
Не смог получить строки ТЧ <%1>	Konnte keine Zeile PM <%1>
Не смог получить строку сценария.	Konnte keine Zeile des Skripts.
Не смог получить строку таблицы %1	Konnte keine Zeile %1
Не смог получить форму текущего окна.	Konnte keine Form des aktuellen Fensters.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Konnte nicht ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Konnte die Einstellungen Schritt stellenweise <%1>
Не смог преобразовать к числу PID=%1	Konnte nicht konvertieren zu den PID=%1
Не смог распаковать %1	Konnte nicht entpackt %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Ich konnte nicht machen wählen Sie in der Auswahlliste <%1> auf Zeile <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Konnte Sie das Skript %1, da würde es zu einem Looping.
Не смог создать базу по строке: %1. Статус возврата: %2	Nicht in der Lage, eine Basis für eine Zeile: %1. Status Rückgabe: %2
Не смог создать каталог для отчета Allure: %1	Konnte nicht erstellen Sie ein Verzeichnis für den Bericht Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Konnte nicht erstellen Sie ein Verzeichnis für den Bericht CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Konnte nicht erstellen Sie ein Verzeichnis für den Bericht jUnit: %1
Не смог создать объект сравнения файлов.	Konnte nicht das Objekt erstellen Dateivergleich.
Не смог создать сервисные базы. Статус=%1	Konnte nicht erstellen Service-Basis. Status=%1
Не смог удалить файл %1	Konnte es nicht löschen Sie die Datei %1
Не смогли найти таблицу <%1> в активном окне.	Konnten nicht finden eine Tabelle <%1> im aktiven Fenster.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Wurde nicht heruntergeladen Funktion: %1, weil es nicht gefunden Tags filtern.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Wurde nicht heruntergeladen Funktion: %1, da entdeckt Tag Ausnahme: %2
Не удалось авторизоваться в базе.	Konnte nicht in der Datenbank anmelden.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Konnte nicht warten, bis die Ereignisse der Abschluss des Zyklus innerhalb von <%1> Sekunden.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Das Dokument konnte nicht gefunden werden nach der Nummer <%1>. Typ Dokument.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Konnte nicht gehen Sie auf die gewünschte Zeile in der Tabelle <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Konnte nicht verbinden COM-Objekt <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Konnte nicht verbinden COM-Objekt <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Konnte nicht verbinden Client testen. %1
Не удалось подключить форма %1 по причине:%2	Konnte nicht verbinden die Form von %1 auf Grund:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nicht geschafft, ein Timeout für die Ausführung von Testclient aus dem Wert %1. Standardwert: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Nicht gelungen, einen Timeout für den Betrieb von asynchronen Schritten. Übergeben wurde der Wert ist: %1
Не указан каталог для формирования видео инструкции.	Ist kein Ordner für die Bildung von Video-Anleitungen.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Ist kein Ordner mit der gewünschten Version der Plattform 8.3.10 oder höher.
Не указана команада для выполнения скриншотов. Например <%1>	Nicht angegeben команада für die Durchführung von screenshots. Beispiel: <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Der Dateiname ist leer loga im Parameter <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Der Dateiname ist leer loga im Parameter <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Nicht die Anzahl der Frames angegeben.
Не установлен ffmpeg.	Nicht ffmpeg installiert ist.
Не установлен ImageMagic (convert.exe)	ImageMagic ist nicht installiert (convert.exe)
Не установлен ImageMagic (convert.exe).	ImageMagic ist nicht installiert (convert.exe).
Не установлен oscript.	Nicht installiert oscript.
Не установлен VLC 2.1.5.	Nicht installiert VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nicht installiert ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Falsch angegeben Layout. Eine falsche Spalte in der ersten Zeile. Nicht angegeben ist die obligatorische Spalte mit dem Namen [%1]
Неверное число параметров в строке табилцы. Должно быть <	Falsche Anzahl von Parametern in einer табилцы. Sollte <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Falsche Anzahl von Parametern in einer Tabelle. Sollte <%1> Parameter und in der Zeile gefunden <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Falsche Suchmodus: Nicht unterstützter Modus suchen. Props <%1>: Suche nach Wert <%2>
Неверный формат области <%1>	Falsches Format des Feldes <%1>
Невидима	Unsichtbar
Недоступна	Unzugänglich
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра in ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Unbekannte Version die Lieferung von Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Unbekannter Fehler in ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Unbekannte Plugin-id: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Unbekannte КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Unbekannte КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Unbekannte Manager des Registers %1.%2 . Die Variable %3
Неизвестный тип вывода данных по изменению формы.	Der unbekannte Art der Datenausgabe nach der vernderung der Form.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Unbekannter Typ: %1 in ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Nicht ändern das aktuelle Feld bei den reservierten Anschluss <Dieser Client>.
Нельзя получить состав колонок для пустой таблицы.	Nicht die Zusammensetzung der Spalten für eine leere Tabelle.
Необрабатываемый корневой тип <%1>	Необрабатываемый root-Typ <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Sie müssen die Software installieren. Details hier: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nein nachgeschalteter von Testclient.
Обнаружено несколько полей с заголовком <%1>	Wurden mehrere Felder mit der überschrift <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Die übliche Funktion Nummer%1 von %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Eine oder mehrere Zeilen der Master-Tabelle nicht gefunden in der Tabelle der Form%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Eine Single-Threaded-Feature No.%1 von %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Erwartet <%1> Elemente Handbook <%2>, und fanden <%3> - Elemente.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Erwartet innerhalb von <%1> Sekunden, ob Felder <%2>. Aber ein solches Element auf dem Formular nicht gefunden.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Erwartet innerhalb von <%1> Sekunden, ob Felder <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Erwartet innerhalb von <%1> Sekunden das Feld <%2>. Aber ein solches Element auf dem Formular nicht gefunden.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Erwartet innerhalb von <%1> Sekunden das Feld <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Erwartet innerhalb von <%1> Sekunden das Feld <%2> Werte <%3>. Der aktuelle Wert <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Erwartet innerhalb von <%1> Sekunden die Tabelle <%2> Anzahl Zeilen %3 %4. Die aktuelle Anzahl der Zeilen <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Erwartet innerhalb von <%1> Sekunden schließt sich das Fenster mit dem Titel <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Erwartet innerhalb von <%1> Sekunden, dass das Fenster mit der überschrift <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Erwartet innerhalb von <%1> Sekunden, dass das Feld <%2> gefüllt wird.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Erwarteten Füllgrad Links und bekam einen leeren Link.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Erwartet die Identität der Dateien zu bekommen, aber, dass Sie Verschieden sind.%1
Ожидали получить только одну строку таблицы.	Erwartest nur eine Zeile der Tabelle.
Ожидали статус <%1>, а получили <%2>	Erwarteten Status <%1> und erhalten <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Erwartet die Existenz des Objekts in der Informationssicherheit und haben das Objekt nicht gefunden <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Erwartet die Tabelle <%1> innerhalb von <%2> Sekunden das Feld <%3> Werte <%4>. Der aktuelle Wert <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Erwartet, dass %1 %2 wirft eine Ausnahme %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Erwartet, dass das aktive Fenster wird <%1> und gefunden <%2>. Timeout Suche Fenster: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Erwartet, dass in den Nachrichten wird dem Benutzer die Teilzeichenfolge <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Erwartet, dass der zweite Parameter wird ein array von Parametern für die Methode <%1> und bekam ein anderes Objekt mit dem Typ <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Erwartet, dass der zweite Parameter wird an die Struktur von Parametern für die Methode <СоздатьДанныеПоТабличномуДокументу> und bekam ein anderes Objekt mit dem Typ <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Erwartet, dass die Anzahl der Zeilen in der Tabelle <%1> wird noch die Variable <%2>. Der Wert der Variablen <%3>. Die Anzahl der Zeilen <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Erwartet, dass der Benutzer das Meldungsfenster wird leer, und darin %1 Nachrichten.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Erwartet, dass die Variable <%1> ist gleich <%2>. Der aktuelle Wert <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Erwartet, dass das Feld <%1> wird noch die Variable <%2>. Der Wert der Variablen <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Erwartet, dass das Feld mit der überschrift <%1> wird gefüllt, aber es ist leer.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Erwartet, dass der auszuwertende Wert (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Erwartet, dass der Dritte Parameter wird ein array von Parametern für die Methode <%1> und bekam ein anderes Objekt mit dem Typ <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Erwartet, dass bei der Gruppe <%1> aktuelle Seite <%2> und war <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Erwarten, dass bei der tabellarischen Dokuments <%1> in der Zelle mit der Adresse <%2> Wert <%3> und erhalten <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Erwarten, dass bei der tabellarischen Dokuments <%1> in der Zelle mit der Adresse <%2> Wert <%3> und erhalten <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Erwarten, dass bei der tabellarischen Dokuments <%1> in der Zelle mit der Adresse <%2> Wert <%3> und erhalten <%4>
Ожидали, что ячейка <%1> будет заполнена.	Erwartet, dass die Zelle <%1> gefüllt wird.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Erwartet, Dassin der Tabelle <%1> Feld <%2> wird noch die Variable <%3>. Der Wert der Variablen <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Das Fenster mit dem Titel <%1> nicht gefunden.
Описание ошибки: %1	Beschreibung der Fehler: %1
Остановка на брейкпоинте.	Halt auf брейкпоинте.
Ошибка в %1. %2	Fehler in %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Fehler in ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Fehler in ПолучитьУжеСуществующиеСнипетыИзобработок(). Die Datei/das Verzeichnis %1 existiert nicht.
Ошибка в файле %1, снипет %2 уже был в %3	Fehler in Datei %1, снипет %2 in %3
Ошибка перегенерации EPF. Файл %1 не найден.	Fehler перегенерации EPF. Die Datei %1 wurde nicht gefunden.
Ошибка при выгрузке набора записей регистра: %1	Fehler beim entladen des Recordset-Register: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Fehler beim entladen des Objekts: %1. Typ: %2
Ошибка при закрытии всех окон Testclient.	Fehler beim schließen aller Fenster von Testclient.
Ошибка при поиске значений в макете %1:	Fehler bei der Suche nach Werten im Layout %1:
Ошибка при получении активной формы.	Fehler beim abrufen der aktiven Form.
Ошибка при получении списка процессов 1С.	Fehler beim abrufen der Liste der Prozesse 1C.
Ошибка при получении текста фичи:	Fehler beim abrufen des Textes Features:
Ошибка при построении дерева из файла <%1>%2%3	Fehler beim erstellen des Baumes aus der Datei <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Fehler beim erstellen von Daten aus dem Layout. Nicht einzigartig der name der Variablen: [%1]
Ошибка проверки значения таблицы <%1>. %2	Fehler bei der überprüfung der Werte in der Tabelle <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Fehler beim erstellen der temporären Datei in das Unterverzeichnis %1.
Ошибка создания скриншота:%1 команда:%2	Fehler beim erstellen von einem Screenshot:%1 Befehl:%2
Ошибка создания файла %1.	Fehler beim erstellen der Datei %1.
Ошибка чтения JSON. Неизвестный символ %1	Fehler beim Lesen der JSON. Unbekannte Zeichen %1
Ошибка чтения структуры JSON пропускаем чтение	Fehler beim Lesen der JSON-Struktur vermissen Lesen
Ошибка чтения структуры JSON.	Fehler beim Lesen der JSON-Struktur.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Fehler. In fiche %1 gefunden wurden mehrere Szenarien mit dem Namen %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Fehler. Gefunden mehr als 1 Wert im Cache МетаданныеИмя [%1] die Suche nach den angegebenen Parametern %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Der Parameter <Gestartete Verarbeitung> verweist auf eine nicht vorhandene Datei.
Параметр <Имя подключения> является обязательным.	Der Parameter <Verbindungsname> ist Optional.
Параметр <Логин> не задан	Parameter <Login> nicht spezifiziert
Параметр %1 не найден в таблице параметров.	Die Option %1 nicht gefunden in der Tabelle.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Der erste Parameter (%1) kleiner als der zweite (%2) und sich, um größer oder gleich.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Der erste Parameter (%1) kleiner oder gleich dem zweiten (%2) und wollten mehr.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Leerer Pfad übergeben in Verfahren <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Übergebene Datum (%1) nicht gleich dem Datum (%2) mit einer Genauigkeit von bis zu 2 Sekunden, und wollten Sie gleich. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Übergebene Parameter (%1) nicht enthalten in Periode %2, und wollten, dass war. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Übergebene Parameter (%1) nicht wahr ist, und wollten, dass war. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Übergebene Parameter (%1) ist nicht die Lüge, sondern wollten war. %2
Передвижение курсора мышки - OK	Die Bewegung des Mauszeigers - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Der Schalter mit der überschrift <%1> nicht gefunden.
Переключатель с именем <%1> не найден.	Der Schalter mit dem Namen <%1> nicht gefunden.
Переменная <%1> не найдена.	Die Variable <%1> nicht gefunden.
Переменная <%1> ранее не была сохранена	Die Variable <%1> nicht vorher gespeichert wurde
Пересоздан %1	Nun neu erzeugt %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 konnte nicht gefunden vordefiniertes Element/Gruppe [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 konnte nicht erstellt eine neue Gruppe.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 konnte nicht erstellt ein neues Element.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 konnte nicht gefunden vordefiniertes Element/Gruppe [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 konnte nicht erstellt eine neue Gruppe.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 konnte nicht erstellt ein neues Element.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 nicht geschafft, den Knoten dieser IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 konnte nicht erstellt einen neuen Knoten.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 konnte nicht gefunden vordefiniertes Element/Gruppe [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 konnte nicht erstellt eine neue Gruppe.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 konnte nicht erstellt ein neues Element.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Verbindung mit dem Namen <%1> перезаполнено verbindungen in der Tabelle
Подключили для отладки форма %1	Angeschlossen zum Debuggen Form %1
Подключились к сеансу TESTCLIENT.	Die Verbindung zu einer Sitzung von Testclient.
Подсвет рамки - OK	Podsvet Rahmen - OK
Поле <%1> в данный момент невидимо пользователю.	Das Feld <%1> im Moment unsichtbar für den Benutzer.
Поле <%1> существует, а ожидали, что его нет.	Das Feld <%1> existiert, und erwarten, dass es nicht.
Поле с заголовком <%1> не найдено.	Das Feld mit der überschrift <%1> nicht gefunden.
Поле с именем <%1> не найдено.	Das Feld mit dem Namen <%1> nicht gefunden.
Получить изменения формы	Änderungen in der Form erhalten
Получить состояние всей формы	Erhalten Sie den Zustand der gesamten Form
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Unbekannte КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Erforderlich Typ ТабличныйДокумент oder ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Vermerk für Schritt installiert.
Пометка снята.	Markierung aufgehoben.
порт <%1>	Port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 ist belegt oder befindet sich außerhalb des angegebenen Bereichs, Konnektivität geändert auf %2
Построение дерева.	Die Konstruktion des Baumes.
Превышение таймаутуа ожидания завершения фонового задания.	Überschreitung таймаутуа Erwartungen Abschluss des Hintergrundjobs.
Предупреждение с текстом %1 не найдено.	Warnung mit dem Text %1 nicht gefunden.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Bisherige Fehler: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Beim Anschluss von Testclient entstand eine Nachricht:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: der Zweite Parameter-Tabelle die Tabelle ist nicht
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: der Erste Parameter-Tabelle die Tabelle ist nicht
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: der Zweite Parameter-Tabelle ist nicht tabellarischen Dokument
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: der Erste Parameter-Tabelle ist nicht tabellarischen Dokument
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Typ Wert des Parameters ТипИлиИмяТипа muss <Typ> oder <String> und erhalten <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Prüfung der Download von is in der Layout-Daten erfolgreich ist.
Проверьте работу команды <%1>	Überprüfen Sie die Arbeit des Teams <%1>
Профиль с именем <%1> не найден.	Profil mit dem Namen <%1> nicht gefunden.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Leere Adresse Schnipsel bei Schritt: %1
ПутьКФиче=Неопределено	ПутьКФиче=Undefiniert
Работа с ключами для %1 пока не поддерживается	Die Arbeit mit den Schlüsseln für %1 ist noch nicht unterstützt
Работаю по сценарию	Arbeite nach dem Skript
Работаю по фиче: %1	Arbeite auf fiche: %1
равно	gleich
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Die Unterschiede in den Tabellen:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Läufer <%1> nicht angeschlossen ist.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Props <%1> nicht gefunden.
с длиной	mit einer Länge von
Сеанс должен быть запущен с ключом TESTMANAGER.	Die Sitzung gestartet werden soll mit dem Schlüssel TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> trifft %2 mal.
содержащее текст <%1>, а был текст <%2>	mit Text <%1> und wurde der Text <%2>
содержит	enthält Sie
Создан %1	Erstellt von %1
Создан файл: %1	Datei erstellt: %1
Создание epf по фичам закончено.	Erstellen epf nach фичам beendet.
Создать тестовый mp3 - OK	Eine Test-mp3 - OK
Создаю %1	Erstelle %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Das Nachschlagewerk.%1 konnte nicht gefunden vordefiniertes Element/Gruppe [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Das Nachschlagewerk.%1 konnte nicht erstellt eine neue Gruppe.%2
Справочник.%1 не удалось создать новый элемент.%2	Das Nachschlagewerk.%1 konnte nicht erstellt ein neues Element.%2
Справочник.%1.%2 - получен пустой элемент.	Das Nachschlagewerk.%1.%2 - erhalten ein leeres Element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Die verglichenen Werte (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Die verglichenen Werte (%1
Странный параметр в логе инструкции HTML: %1	Eine seltsame Einstellung in der Loge HTML-Anweisungen: %1
