Строка поиска	Translation
Не смог получить данные файла <%1>	Nem kap az adatokat a fájl <%1>
Не смог получить значение из строки запуска	Nem az érték a string kezdő
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nem tudta, hogy a mező értéke <%1> a táblázat <%2>.%3
Не смог получить значение таблицы <%1>	Nem az érték a táblázat <%1>
Не смог получить значение табличного документа <%1>	Nem az érték táblázat a dokumentum <%1>
Не смог получить количество строк у таблицы <%1>	Sikertelen sorok számát a táblázat <%1>
Не смог получить макет %1	Nem az elrendezés %1
Не смог получить состяние таблицы <%1>	Sikertelen a lelkiállapot a táblázat <%1>
Не смог получить строки таблицы <%1>	Nem kerülhetett sor a táblázatban <%1>
Не смог получить строки таблицы.	Nem kerülhetett sor a táblázatban.
Не смог получить строки ТЧ <%1>	Nem tudott sort PM <%1>
Не смог получить строку сценария.	Nem is a szövegben.
Не смог получить строку таблицы %1	Nem egy tábla sor %1
Не смог получить форму текущего окна.	Nem a forma a jelenlegi ablak.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Nem ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Nem tudják megváltoztatni a beállításokat, lépjen helyek a <%1>
Не смог преобразовать к числу PID=%1	Nem lehet átalakítani, hogy számos PID=%1
Не смог распаковать %1	Nem lehet kicsomagolni %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Nem tudott választani a kiválasztási lista <%1> - line <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Nem sikerült átmásolni a script %1, mert lenne egy végtelen ciklus.
Не смог создать базу по строке: %1. Статус возврата: %2	Nem adatbázis létrehozása a sor: %1. Vissza állapot: %2
Не смог создать каталог для отчета Allure: %1	Nem könyvtár létrehozása az Allure jelentés: %1
Не смог создать каталог для отчета CucumberJson: %1	Nem könyvtár létrehozása a jelentés CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Nem könyvtár létrehozása a jUnit jelentés: %1
Не смог создать объект сравнения файлов.	Nem hozható létre objektum fájl összehasonlítása.
Не смог создать сервисные базы. Статус=%1	Nem sikerült létrehozni a szolgáltatást bázis. Status=%1
Не смог удалить файл %1	Nem lehet törölni a fájlt %1
Не смогли найти таблицу <%1> в активном окне.	Nem találja táblázat <%1> az aktív ablak.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Nem töltötte be a funkciót %1 nem található címke szűrő.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Nem terhelési funkció: %1, amióta felfedezte tag kivételével: %2
Не удалось авторизоваться в базе.	Nem sikerült bejelentkezni az adatbázisban.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Nem várni esemény befejezése ciklus <%1> másodperc.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Nem találja a dokumentum száma <%1>. Írja Be A Dokumentumot.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Nem tudja, hogy keresse meg a kívánt sort a táblázatban <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Nem sikerült csatlakozni a COM objektum <Shell.Alkalmazás>
Не удалось подключить COM объект <WScript.Shell>	Nem sikerült csatlakozni a COM objektum <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Nem sikerült kapcsolódni a kliens vizsgálat. %1
Не удалось подключить форма %1 по причине:%2	Nem tud csatlakozni a forma %1 ok:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nem egy timeout futni TestClient értéke a %1. Használja az alapértelmezett érték: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Sikertelen timeout aszinkron lépéseket. Az elmúlt érték: %1
Не указан каталог для формирования видео инструкции.	Nem ad meg könyvtárat a kialakulását videó utasításokat.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Nem ad meg könyvtárat a kívánt változat a platform 8.3.10 vagy magasabb.
Не указана команада для выполнения скриншотов. Например <%1>	Nem meghatározott, hogy a csapat végre screenshotok. Például a <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Nincs megadva a napló fájl nevét a paraméter <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Nincs megadva a napló fájl nevét a paraméter <Kapileshwaraswami>
Не указано количество кадров.	Nem meghatározott számú kép.
Не установлен ffmpeg.	Nem telepítette az ffmpeg.
Не установлен ImageMagic (convert.exe)	Nincs telepítve ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Nincs telepítve ImageMagic (convert.exe).
Не установлен oscript.	Nincs beállítva oscript.
Не установлен VLC 2.1.5.	Nincs telepítve a VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nincs beállítva Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Helytelenül megadott modell. A megfelelő oszlopban az első sorban. Hiányzik egy szükséges oszlopban a név [%1]
Неверное число параметров в строке табилцы. Должно быть <	Érvénytelen számú paraméter a vonal tablicy. Kell <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Helytelen paraméterek száma a táblázat sor. Kell <%1> beállítások, majd a sort a <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Érvénytelen keresési mód: Nem támogatja a keresési mód. Kellékek <%1>: <%2>
Неверный формат области <%1>	Érvénytelen formátum régió <%1>
Невидима	Láthatatlan
Недоступна	Nem elérhető
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny a Theparameter a ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Ismeretlen verzió szállítási Vanessa-Automatizálás: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Ismeretlen hiba ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	Ismeretlen plugin-ID: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Ismeretlen Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Ismeretlen Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Ismeretlen, hogy a Menedzser a nyilvántartás %1.%2 . Változó %3
Неизвестный тип вывода данных по изменению формы.	Ismeretlen típusú kimenet megváltoztatni az alakját.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Ismeretlen Típus: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Nem lehet változtatni a jelenlegi területen van egy fenntartott kapcsolat <ügyfél>.
Нельзя получить состав колонок для пустой таблицы.	Nem kapod meg az oszlopokat, hogy üres asztal.
Необрабатываемый корневой тип <%1>	Műveletlen root típus <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Meg kell telepíteni a szoftvert. Részletek itt: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nem csatlakoztatott TestClient.
Обнаружено несколько полей с заголовком <%1>	Több fejléc mezőt a <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Szokásos funkció száma %1% 2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Egy vagy több sor a referencia táblázat nem található a táblázatban, a forma%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	A single-menetes funkció száma %1% 2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Várható <%1> elem referencia <%2>, talált <%3> elemek.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Várható <%1> másodperc elérhetősége a mező <%2>. De ez az elem a formában nem találtam.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Várható <%1> másodperc elérhetősége a mező <%2>. Ekusadasi.nettó=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Várható <%1> másodperc a megjelenése a mező <%2>. De ez az elem a formában nem találtam.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Várható <%1> másodperc a megjelenése a mező <%2>. Takomabibelot=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Várható <%1> másodperc a mező <%2> <%3>. Jelenlegi érték <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Várható <%1> másodperc a táblázat <%2> a sorok száma %3% 4. A jelenlegi sorok száma <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Várható <%1> másodperc, hogy bezár egy ablakot a cím <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Várható <%1> másodperc, ami megnyílik egy ablak a cím <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Várható <%1> másodpercig, hogy a mező <%2> tele lesz.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Várható kihasználtság a link, illetve van egy üres hivatkozás.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Várható identitás fájl van, hogy ők más.%1
Ожидали получить только одну строку таблицы.	Várják, hogy csak egy sort a táblázatban.
Ожидали статус <%1>, а получили <%2>	Várható állapot <%1>, <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Vártam, hogy létezik a tárgy, IB, kapott egy objektum nem található <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Várható táblázat <%1>, a <%2> másodperc mezők <%3> <%4>. Az aktuális érték <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Várható %1% 2 dobja kivétel %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Várható aktív ablak <%1>, de nem talált <%2>. Időtúllépés a keresés ablak: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Várható, hogy az üzenetet a felhasználó a substring <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Arra számított, hogy a második paraméter adható át egy sor paramétert, hogy egy módszer <%1>, de van más objektum típus <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Arra számított, hogy a második paraméter adható át paraméterként szerkezet a módszer <СоздатьДанныеПоТабличномуДокументу> de van egy másik objektum típus <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Várható sorok száma a táblázatban <%1> egyenlő változó <%2>. Az érték a változó <%3>. A sorok száma <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Várható az üzenet mezőben a felhasználó üres, %1. az üzenet.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Várható, hogy a változó <%1> egyenlő <%2>. Jelenlegi érték <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Várható <%1> egyenlő változó <%2>. Az érték a változó <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Várom fejléc mezőt a <%1> tele van, de az üres.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Várható érték ellenőrzése (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Várom, hogy a harmadik paraméter adható át egy sor paramétert, hogy egy módszer <%1>, de van más objektum típus <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Mi várható a csoport <%1> aktuális oldal <%2>, de volt <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Mi várható a táblázatos dokumentumot <%1> a cellában a cím <%2> <%3>, <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Mi várható a táblázatos dokumentumot <%1> a cellában a cím <%2> <%3>, <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Mi várható a táblázatos dokumentumot <%1> a cellában a cím <%2> <%3>, <%4>
Ожидали, что ячейка <%1> будет заполнена.	Várható cella <%1> tele lesz.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Vártam volna, hogy a táblázat <%1> a mező <%2> egyenlő változó <%3>. Az érték a változó <%4>. Znacheniya <%5>
Окно с заголовком <%1> не найдено.	Egy ablak, egy cím <%1> nem található.
Описание ошибки: %1	Leírása a hiba: %1
Остановка на брейкпоинте.	Ne a töréspont.
Ошибка в %1. %2	Hiba történt %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Hiba ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Hiba ПолучитьУжеСуществующиеСнипетыИзобработок(). Fájl/könyvtár %1 nem létezik.
Ошибка в файле %1, снипет %2 уже был в %3	Hiba a fájl %1, részlet %2% 3
Ошибка перегенерации EPF. Файл %1 не найден.	Hiba regeneráció EPF. A fájl %1 nem találtam.
Ошибка при выгрузке набора записей регистра: %1	Hiba, ha a kirakodás a készlet nyilvántartás bejegyzés: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Hiba míg a kirakodás tárgy: %1. Típus: %2
Ошибка при закрытии всех окон Testclient.	Hiba, ha bezárása a Windows Testclient.
Ошибка при поиске значений в макете %1:	Hiba, ha keres értékek az elrendezés %1:
Ошибка при получении активной формы.	Hiba történt a aktív formában.
Ошибка при получении списка процессов 1С.	Hiba történt a folyamatok listája 1C.
Ошибка при получении текста фичи:	Hiba történt szöveg:
Ошибка при построении дерева из файла <%1>%2%3	Hiba, ha az épület egy fa, egy fájl <%1> %2% 3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Hiba, ha a generáló adatokat a modell. Nem egyedi neve a változó: [%1]
Ошибка проверки значения таблицы <%1>. %2	Hiba ellenőrizze az értéket a táblázat <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Hiba létre ideiglenes fájlt a könyvtárban %1.
Ошибка создания скриншота:%1 команда:%2	Hiba létrehozása screenshot:%1 parancs:%2
Ошибка создания файла %1.	Hiba létrehozása fájlt: %1.
Ошибка чтения JSON. Неизвестный символ %1	Hiba olvasás JSON. Ismeretlen karakter %1
Ошибка чтения структуры JSON пропускаем чтение	Hiba olvasás JSON szerkezet, hogy ne olvassam
Ошибка чтения структуры JSON.	Hiba olvasás JSON szerkezet.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Hiba. A funkció %1 talált több forgatókönyvet a név %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Hiba. Talált több, mint 1 érték a cache Mataranyika [%1] a megadott keresési opciók %2
ОшибкаПроверки	Olivepomace
Параметр <Запускаемая обработка> указывает на несуществующий файл.	A paraméter <start feldolgozás> rámutat arra, hogy egy nem létező fájlt.
Параметр <Имя подключения> является обязательным.	Lehetőség <kapcsolat Neve> kötelező.
Параметр <Логин> не задан	Paraméter <Felhasználónév> nem meghatározott
Параметр %1 не найден в таблице параметров.	Lehetőség %1 nem található a táblázatban.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Az első paraméter (%1) kevesebb, mint a második (%2) bekezdése, valamint akartam, hogy nagyobb vagy egyenlő.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Az első paraméter (%1) kisebb vagy egyenlő, mint a második (%2), de többet akart.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Üres az út át a rutin <Astaticlullaby>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Át dátuma (%1) nem egyenlő dátuma (%2) pontossággal 2 másodpercen belül, meg akartam őket egyenlő. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Az átadott paraméter (%1) nem szerepel a vállalat %2, akartam. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Az átadott paraméter (%1) nem Igaz, pedig akartam. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Az átadott paraméter (%1) nem Hazugság, pedig akartam. %2
Передвижение курсора мышки - OK	A mozgás az egér kurzort. OK
ПередВыполнениемШага: %1	Perevypolneniem: %1
Переключатель с заголовком <%1> не найден.	Kapcsoló cím <%1> nem található.
Переключатель с именем <%1> не найден.	Váltás a neve <%1> nem található.
Переменная <%1> не найдена.	Változó <%1> nem található.
Переменная <%1> ранее не была сохранена	Változó <%1> nem volt korábban elmentett
Пересоздан %1	Újra %1
Пересоздаю %1	Újra %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	Plannedorbit.%1 nem talált egy előre definiált elem/csoport [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	Plannedorbit.%1 nem, hozzon létre egy új csoportot.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	Plannedorbit.%1 nem sikerült létrehozni egy új elemet.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	Provideguarantees.%1 nem talált egy előre definiált elem/csoport [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	Provideguarantees.%1 nem, hozzon létre egy új csoportot.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	Provideguarantees.%1 nem sikerült létrehozni egy új elemet.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	Planaltina.%1 sikertelen csomópont ebben IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	Planaltina.%1 nem sikerült létrehozni az új csomópont.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	Planscheap.%1 nem talált egy előre definiált elem/csoport [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	Planscheap.%1 nem, hozzon létre egy új csoportot.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	Planscheap.%1 nem sikerült létrehozni egy új elemet.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Csatlakoztassa a neve <%1> petesaporito a kapcsolat táblázat
Подключили для отладки форма %1	Csatlakozik debug formában %1
Подключились к сеансу TESTCLIENT.	Csatlakozott az ülés TESTCLIENT.
Подсвет рамки - OK	Illumin keret - OK
Поле <%1> в данный момент невидимо пользователю.	Mező <%1> abban a pillanatban, hogy a felhasználó számára láthatatlan.
Поле <%1> существует, а ожидали, что его нет.	Mező <%1> létezik, ahogy az várható volt, hogy nem.
Поле с заголовком <%1> не найдено.	A doboz a cím <%1> nem található.
Поле с именем <%1> не найдено.	Mező neve <%1> nem található.
Получить изменения формы	Hogy megváltoztassuk
Получить состояние всей формы	A teljes űrlap
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Ismeretlen Corneoscleral <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Szükséges típusa Tablecellelement vagy Payableondeath
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Mark a lépés telepítve.
Пометка снята.	Mark távolítani.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 elfoglalt vagy, az kívül esik a megadott tartomány, a csatlakozó megváltozott %2
Построение дерева.	Az építőiparban a fa.
Превышение таймаутуа ожидания завершения фонового задания.	Felesleges timucua várja a befejezése háttér munkát.
Предупреждение с текстом %1 не найдено.	Egy figyelmeztető üzenet szöveges %1 nem találtam.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Előző hiba: %1. Timeoutidle=%2
При подключении TestClient возникло сообщение:	Ha a csatlakozás TestClient volt egy üzenet:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	Proerythroleukemic: a Második paraméter táblázat a táblázat nem
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	Proerythroleukemic: az Első paraméter a táblázat a táblázat nem
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: a Második paraméter az asztal egy táblázatos dokumentumot
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: az Első paraméter az asztal egy táblázatos dokumentumot
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	Proveriti: Írja be a paraméter értékét Tielieketi kell <Típus> vagy a <String> majd <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Ellenőrizze, töltse le a hírlevél az elrendezés adatok sikeresen befejeződött.
Проверьте работу команды <%1>	Teszt a parancs <%1>
Профиль с именем <%1> не найден.	A profil neve <%1> nem található.
ПрочитатьПеременныеСреды:%1	Proceratiinae:%1
Пустой адрес снипета у шага: %1	Üres a címet a kódrészletet lépés: %1
ПутьКФиче=Неопределено	Potection=Undefined
Работа с ключами для %1 пока не поддерживается	Dolgozik a kulcs %1 még nem támogatott
Работаю по сценарию	A munka a forgatókönyvet
Работаю по фиче: %1	A munka a téma: %1
равно	azonos
РазличаютсяКолонки	Razlichayutsya
Различия в таблицах:	A különbségek a táblázatokban:
РазноеКоличествоСтрок	Ethnoecologists
Раннер <%1> не подключен.	Futó <%1> nincs csatlakoztatva.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Kellékek <%1> nem található.
с длиной	hossza
Сеанс должен быть запущен с ключом TESTMANAGER.	Az ülésen kell kezdeni a kulcs TESTMANAGER.
Снипет <%1> встречается %2 раз.	Részlet <%1> találtam %2 alkalommal.
содержащее текст <%1>, а был текст <%2>	tartalmaz a szöveg <%1>, a szöveg <%2>
содержит	tartalmaz
Создан %1	Létre %1
Создан файл: %1	Létre a fájlt: %1
Создание epf по фичам закончено.	A teremtés, az epf szerint a funkciók kész.
Создать тестовый mp3 - OK	Hozzon létre egy teszt mp3 - OK
Создаю %1	Hozzon létre %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Referencia.%1 nem talált egy előre definiált elem/csoport [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Referencia.%1 nem, hozzon létre egy új csoportot.%2
Справочник.%1 не удалось создать новый элемент.%2	Referencia.%1 nem sikerült létrehozni egy új elemet.%2
Справочник.%1.%2 - получен пустой элемент.	Referencia.%1.%2 - egy üres elem.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Hasonlítsa össze az értékeket (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Hasonlítsa össze az értékeket (%1
Странный параметр в логе инструкции HTML: %1	Furcsa lehetőséget a napló a felhasználó HTML: %1
Странный параметр в логе инструкции Markdown: %1	Furcsa lehetőséget a napló a felhasználó Árleszállítás: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	A vonal <%1> a fájl <%2> nem található <%3>
Строка <%1> найдена в окне сообщений пользователю.	A vonal <%1> talált az üzenet mezőbe a felhasználó számára.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	A vonal <%1> találták meg az utolsó üzenetet a felhasználónak. Talált: %2
Строка <%1> не найдена в окне сообщений пользователю.	A vonal <%1> nem találták meg az üzenet ablakban a felhasználó számára.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	A vonal <%1> nem talált az utolsó üzenetet a felhasználónak. Talált: %2
Строка %1 не найдена в реквизите %2	Sor %1 nem található kellékek %2
Строка №%1 не найдена в табличном документе на форме	Sor-szám %1 nem található a táblázatos dokumentumot a forma
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Sor-szám %1 észlelt < | a>, bár voltak kulcsszavak <Példa>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Sor-szám %1, várható (%2), talált (%3) Predyduschaya=%4
Строка должна быть описана таблицей с двумя строками.	A string kell leírni, egy asztal, két sor.
Строка с фича-файлом не найдена.	String funkció-a fájl nem található.
СтрокаЗапуска=%1	Strikesapose=%1
существует	van
Сценарий <%1> не загружен.	A script <%1> nincs megtöltve.
Сценарий: %1	A forgatókönyvet: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Táblázat <%1> nem felel meg a szabványnak. Várható <%2> sor, <%3> sor.
Таблица <%1> не стала равной за <%2> секунд. %3	Táblázat <%1> nem egyenlő <%2> másodperc. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Táblázat <%1>. A Vonal Nem.<%2>. Oszlop <%3>. Várható <%4>, <%5>
Таблица формы с именем <%1> не найдена.	Alakú asztal a neve <%1> nem található.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	Tabletseasy.Kolichestvennom()=%1, Tableresults.A mennyiség ()=%2
Таблицы должны совпадать, а они различны.%1	A táblázatban kell esnie, más%1
ТаблицыСовпадают	Tabletirovaniju
Табличный документ <%1> оказался неравен <%2>.%3	A táblázat dokumentum <%1> volt egyenlőtlen <%2>.%3
Табличный документ не содержит нужные строки <%1>	Táblázat a dokumentum nem tartalmazza a szükséges string <%1>
Табличный документ содержит ненужные строки <%1>	A táblázat dokumentum tartalmazza a felesleges vonalak <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	Masterweaver <%1> nem nyitott volt megnyitásához
ТестПропущен	Testproposed
Технические данные	Műszaki adatok
тип	típus
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Érték típus <%1> <%2>, de a várható típus <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Szükséges dokumentum, egy üzleti folyamat, vagy feladat. Ismeretlen Menedzser %1.%2 . Változó %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 nem felel meg a szabványnak. Várható %2 sor, %3 sort.
ТЧ с именем <%1> не найдена.	PM a neve <%1> nem található.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Ablak <%1> nem található bármely eleme típus <Testirovanie>.
У поля <%1> ожидали заголовок <%2>, а получили <%3>	A mező <%1> várható cím <%2>, <%3>
У поля <%1> ожидали отображаемый текст <%2>, а получили <%3>	A mező <%1> várható volt, a szöveg jelenik meg <%2>, <%3>
У поля <%1> ожидали текст подсказки <%2>, а получили <%3>	A mező <%1> volt várható tooltip szövege <%2>, <%3>
У текущего окна найдено %1 форм.	Az aktuális ablak talált % - 1 formái.
У элемента формы <%1> текущий текст редактирования <%2>, а ожидали <%3>	Az elem a nyomtatvány <%1> a jelenlegi szöveg szerkesztése <%2>, várhatóan <%3>
Удаляю элемент %1	Távolítsa el az elemet %1
Удаляю элемент справочника <%1> : <%2>	Eltávolítja a szótár elem <%1> : <%2>
Уже открытый TestClient подключен на %1 порту.	Kültéri TestClient már csatlakozik %1 port.
Указан неверный диапазон портов: <%1>	Érvénytelen port tartomány: <%1>
Указанное Имя колонки замещения [%1] не существует в макете.	A megadott oszlop Neve helyettesítő [%1] nem létezik, az elrendezés.
