Строка поиска	Translation
Не найден элемент Статистика на форме VB.	ቅድሚያ የሚሰጡዋቸውን ስታቲስቲክስ በጣም ስሪቶች.
Не найден эталон макета <%1>. Пустой каталог проекта.	የሚሰጡዋቸውን ሰዎች መደበኛ አለብዎት <%1>. ቅድሚያ የታዘዘ.
Не найдена активная форма.	የሚሰጡዋቸውን የአሁን.
Не найдена группа командного интерфейса <%1>	ቡድን ሆኗል ትዕዛዝ በይነገጽ <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	አዳዲስ ይታያል ነበር የሚገኘው ሰንጠረዥ ነው Danielandamari ከሌሎች <ስም ቅድሚያ የሚሰጡዋቸውን አዳዲስ ግምገማዎች>
Не найдена строка примеров во вложенной структуре сценария. <%1>	በቀዳሚ ስምዎ ሕብረቁምፊ ነው ምሳሌዎች ውስጥ nested አወቃቀር ነው ስክሪፕት. <%1>
Не найдена строка сценария.	የሚሰጡዋቸውን ስክሪፕት.
Не найдена таблица для редактирования.	የሚሰጡዋቸውን. መገለጫዎ ጋር.
Не найдена установка VLC.	የሚሰጡዋቸውን ግምገማዎች አልተሰጠውም.
Не найдено ключевое слово <%1>  для языка <%2>	የሚሰጡዋቸውን <%1> ቋንቋ <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	በቀዳሚ ግምገማዎች አሁን መስኮት 1C. በቀዳሚ ግምገማዎች መደበኛ.
Не найдено ни одного сообщения пользователю.	የሚሰጡዋቸውን ማንኛውም መልዕክት ጋር.
Не найдено ни одного сценария. Запись видео невозможна.	አንድ ይታያል. የቪዲዮ ቀረጻ.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	የሚሰጡዋቸውን ማንኛውም በይፋ ደንበኛ ሠንጠረዥ ቅድሚያ የሚሰጡዋቸውን አዳዲስ ግምገማዎች በይፋ መጠቀም <የታዘዘ>
Не найдено окно VanessaAutomation в раннере %1	የሚሰጡዋቸውን መስኮት VanessaBehavior ጋር የታዘዘ %1
Не найдено окно VanessaAutomation.	የሚሰጡዋቸውን መስኮት VanessaBehavior.
Не найдено окно предупреждения.	የሚሰጡዋቸውን የማስጠንቀቂያ መስኮት.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	የሚሰጡዋቸውን ሰዎች requisite እሴት የሚሰጡዋቸውን ቀጥል: Kaspr ቅድሚያ የሚሰጡዋቸውን%1 ስም ቅድሚያ የሚሰጡዋቸውን%2, ስም ቅድሚያ የሚሰጡዋቸውን%3, Stratovista ቅድሚያ የሚሰጡዋቸውን%4
Не нашел колонку: %1	የሚሰጡዋቸውን ሰዎች ስፋት: %1
Не нашел профиля TestClient с именем <%1>	የሚሰጡዋቸውን TestClient መገለጫ ግንኙነት ስም <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	የሚሰጡዋቸውን TestClient መገለጫ ግንኙነት ስም <%1> በቀዳሚ ግምገማዎች የድርጊት.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	የሚሰጡዋቸውን TestClient መገለጫ ግንኙነት ስም <%1>.
Не нашел путь к 1cv8c.exe: %1	የሚሰጡዋቸውን መንገድ ጋር 1cv8c.exe: %1
Не нашли меню функций раздела.	አዳዲስ ግምገማዎች...
Не нашли окно с заголовком <%1>	በቀዳሚ ስምዎ መስኮት ግምገማ ርዕስ <%1>
Не нашли панель открытых окон.	የሚሰጡዋቸውን ቅድሚያ የሚሰጡዋቸውን ነው ግምገማዎች.
Не нашли панель разделов.	የሚሰጡዋቸውን ስምዎ.
Не нашли профиль <%1> в таблице TestClient.	የሚሰጡዋቸውን ሰዎች መገለጫ <%1> ውስጥ ሰንጠረዥ TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	የሚሰጡዋቸውን ሰዎች መገለጫ <%1> ውስጥ ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን አዳዲስ-ባህሪይ.
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, "Управляемое приложение"	የሚሰጡዋቸውን ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን <%1>. ግምገማ እንዳይሞላ ግምገማ ቅድሚያ ለምሳሌ ". የሚሰጡዋቸውን"
Не нашли режим запуска <%1>. Возможно, нужно указать с пробелом, например, <Управляемое приложение>	የሚሰጡዋቸውን ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን <%1>. ግምገማ እንዳይሞላ ግምገማ ቅድሚያ ለምሳሌ <በይፋ ማመልከቻ>
Не нашли таблицу с именем <%1>	የሚሰጡዋቸውን. ከሌሎች ስም <%1>
Не нашли элемент <%1> в коллекции, а хотели, чтобы он был в коллекции.%2	የሚሰጡዋቸውን <%1> ውስጥ ክምችት እና በይፋ ጋር ይገናኛሉ ግምገማዎች.%2
Не обнаружено активное окно.	የሚሰጡዋቸውን የአሁን.
Не ожиданное значение у переменной ТипСравнения: <%1>	በቀዳሚ የሚጠበቅ እሴት ግምገማዎች በይፋ ቅድሚያ Tipirovaniya: <%1>
Не описано действие для кнопки <%1>	ያልተገለጸው አቶ ድርጊትን አዝራር <%1>
Не определена фича для выполнения на раннере №0.	በቀዳሚ አልተሰጠም ጋር አንድ የሚሰጡዋቸውን በግራ የታዘዘ ቁጥር 0.
Не передан каталог фич для обработки. Используется %1\features	በቀዳሚ መተግበሪያዎችዎ ወደ አዳዲስ ግምገማዎች. በመጠቀም %1\ባህሪያት
Клиент тестирования не подключен.	የሚሰጡዋቸውን Testclient.
Не получилось закрыть активное окно. %1	መገለጫዎ ጋር ይገናኛሉ የአሁን. %1
Не получилось определить активное окно Клиента тестирования из Контекста.	አዳዲስ ግምገማዎች በይፋ ለመወሰን የአሁን መስኮት TestClient የወጣ ጽሑፍ ነው
Не получилось определить активное окно Клиента тестирования.	አዳዲስ ግምገማዎች በይፋ ለመወሰን የአሁን መስኮት TestClient.
Не получилось получить значение таблицы <%1>	አዳዲስ ግምገማዎች እሴት ነው ሠንጠረዥ <%1>
Не получилось прочитать параметр запуска.	ደረጃ በቀዳሚ ግምገማዎች ላይ ያለው ስምዎ አሁን እንደ parameter.
Не получилось сделать выбор в поле <%1> значения <%2>. %3	አዳዲስ ግምገማዎች ምርጫ ነው.<%1> <%2>. %3
Не получилось создать тестовый MP3	አልተሳካም ለመፍጠር ፈተና MP3
Не реализовано.	በቀዳሚ.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>	አሌቻሌሁም ውስጥ ሰንጠረዥ <%1> በቀዳሚ ግምገማዎች ጋር ይገናኛሉ ገና ይሰፋል <%2> <%3>
Не смог выделить все строки в таблице <%1>. %2	ን ሁሉንም በይፋ ሠንጠረዥ <%1>. %2
Не смог выполнить команду по получению координат на экране всех окон 1С в панели задач.	ፋይሉ ወደ ትዕዛዝ ደረጃ ለማግኘት ብቻ የሚጠቅም ይታያል በስክሪኑ ሁሉ መስኮቶች 1S ውስጥ taskbar.
Не смог выполнить команду. <%1>	ፋይሉ ወደ%. <%1>
Не смог вычислить выражение: %1	መገለጫዎ ጋር ይገናኛሉ አገላለጽ: %1
Не смог загрузить %1. %2	አልቻለም %1. %2
Не смог загрузить базу из dt: %1. ПутьКDT: %2. Статус возврата: %3	አልቻለም ቅድሚያ የሚሰጡዋቸውን ቅድሚያ: %1. ПутьКDT: %2. መመለስ ሁኔታ: %3
Не смог загрузить снипеты из %1	ግምገማዎች ይታያል ከ %1
Не смог закрыть окно %1	ግምገማዎች የመልእክት መስኮት %1
Не смог закрыть окно повторно %1	ግምገማዎች የመልእክት መስኮት, ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን 1
Не смог запустить конфигуратор. <%1>	የሚሰጡዋቸውን ቅድሚያ Configurator. <%1>
Не смог из переданных параметров JSON определить каталог отчета Allure.	ግምገማዎች ነው ስለጀመሩ ቅድሚያ ግቤቶች ለመወሰን ነው ዶሴ ነው Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	ግምገማዎች ነው ስለጀመሩ ቅድሚያ ግቤቶች ለመወሰን ነው ዶሴ ነው ሪፖርቱ CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	ግምገማዎች ነው ስለጀመሩ ቅድሚያ ግቤቶች ለመወሰን ነው ዶሴ ነው jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	በጣም ውሂብ ጋር ደንበኛ መገለጫ ቅድሚያ <%1>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	በጣም ይታያል ኮድ ነው ቅጽ ውስጥ ፋይል Emailform.
Не смог найти открытый конфигуратор.	ግምገማዎች በይፋ ግምገማዎች Configurator.
Не смог найти сохранненное значение по переменой <%1>	ሉያገኛት sohranenie እሴት ደረጃ አልተሰጠውም ቅድሚያ <%1>
Не смог обработать XML в UILogToScript.	ደረጃ ሂደት ይታያል ውስጥ UILogToScript.
Не смог обработать параметры в строке <%1>	ሆኗል ሂደት ውስጥ ግቤቶች በግራ መስመር <%1>
Не смог определить длительность у файла: %1	አዳዲስ ግምገማዎች አሁን የሚሰጡዋቸውን ፋይል: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	አዳዲስ ግምገማዎች አሁን Sledujuschaja ቅድሚያ የሚሰጡዋቸውን: %1
Не смог определить следующий шаг для выполнения.	አዳዲስ ግምገማዎች አሁን ቀጣዩ ለመፈጸም.
Не смог определить тип значения для строки: %1	አዳዲስ ግምገማዎች አሁን ዓይነት እሴት ጋር ሕብረቁምፊ: %1
Не смог перейти к строке фильтра <%1>	ግምገማዎች ጋር መስመር <%1>
Не смог по переменной <%1> найти сохраненное значение.	አዳዲስ ግምገማዎች ላይ ማተኮር ቅድሚያ <%1> ወደ መዳን.
Не смог подключить TestClient.	አዳዲስ ግምገማዎች TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	አዳዲስ ግምገማዎች TestClient. ተጠቃሚ ይገናኛሉ <%1>
Не смог подключить обработку <%1>	አዳዲስ ግምገማዎች ማቀነባበሪያ <%1>
Не смог подключить профиль TestClient <%1>	አዳዲስ ግምገማዎች መገለጫ TestClient <%1>
Не смог подставить в строку параметры: <%1>	አልተሳካም ጋር ሕብረቁምፊ ግቤቶች: <%1>
Не смог получить данные файла <%1>	አዳዲስ ግምገማዎች የባለ ፋይል <%1>
Не смог получить значение из строки запуска	አዳዲስ ግምገማዎች እሴት ሆነው ስምዎ ሕብረቁምፊ
Не смог получить значение поля <%1> у таблицы <%2>.%3	ደረጃ እሴት መስክ <%1> ሰንጠረዥ ውስጥ <%2>.%3
Не смог получить значение таблицы <%1>	ግምገማዎች ግምገማዎች እሴት ነው ሠንጠረዥ <%1>
Не смог получить значение табличного документа <%1>	አዳዲስ ግምገማዎች እሴት ሰንጠረዥ ነው ሰነድ <%1>
Не смог получить количество строк у таблицы <%1>	አዳዲስ ግምገማዎች ቅድሚያ የሚሰጡዋቸውን ነው ሠንጠረዥ <%1>
Не смог получить макет %1	ግምገማዎች አዳዲስ %1
Не смог получить состяние таблицы <%1>	መገለጫዎ ጋር ግምገማዎች. ነው. <%1>
Не смог получить строки таблицы <%1>	ደረጃ ዝቅ ያለ ነው. <%1>
Не смог получить строки таблицы.	ደረጃ ዝቅ ያለ ነው.
Не смог получить строки ТЧ <%1>	ደረጃ የመስመር ሊይ <%1>
Не смог получить строку сценария.	አዳዲስ ግምገማዎች ቅድሚያ ውስጥ ስክሪፕት.
Не смог получить строку таблицы %1	ግምገማዎች ሠንጠረዥ ይታያል %1
Не смог получить форму текущего окна.	ግምገማዎች ቅድሚያ የሚሰጡዋቸውን.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	ግምገማዎች ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	በቀዳሚ መገለጫዎ ጋር ይገናኛሉ ቅንብሮች ቅድሚያ የሚሰጡዋቸውን ሰዎች <%1>
Не смог преобразовать к числу PID=%1	ን ይታያል ጋር የሚሰጡዋቸውን ሰዎች የሚሰጡዋቸውን%1
Не смог распаковать %1	ን unpack %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	በቀዳሚ ግምገማዎች ይገናኛሉ ምርጫ የሚሰጡዋቸውን <%1> አካሂዷል <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	ግምገማዎች ቅጂ ይገናኛሉ %1 ምክንያቱም አንድ ቅድሚያ.
Не смог создать базу по строке: %1. Статус возврата: %2	ግምገማዎች በይፋ ቅድሚያ የሚሰጡዋቸውን: %1. መመለስ ሁኔታ: %2
Не смог создать каталог для отчета Allure: %1	አዳዲስ ግምገማዎች በይፋ ዶሴ ላይ Allure ሪፖርት: %1
Не смог создать каталог для отчета CucumberJson: %1	አዳዲስ ግምገማዎች በይፋ ዶሴ ግምገማ ሪፖርት CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	አዳዲስ ግምገማዎች በይፋ ዶሴ ላይ jUnit ሪፖርት: %1
Не смог создать объект сравнения файлов.	ግምገማዎች መፍጠር አልተቻለም ፋይል የሚሰጡዋቸውን.
Не смог создать сервисные базы. Статус=%1	አልተሳካም ለመፍጠር አገልግሎት ቅድሚያ. ቅድሚያ የሚሰጡዋቸውን%1
Не смог удалить файл %1	ን መሰረዝ ፋይል %1
Не смогли найти таблицу <%1> в активном окне.	አዳዲስ ግምገማዎች በይፋ ጋር ሠንጠረዥ <%1> ውስጥ ንቁ መስኮት.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	ያዩ.. %1 አይገኝም ላይ ማጣሪያዎች.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	ያዩ..: %1, በቀዳሚ ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን: %2
Не удалось авторизоваться в базе.	ደረጃ ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	መገለጫዎ ጋር ግምገማዎች ላይ ያለው ስምዎ ክስተት ይታያል ዑደት ላይ <%1>.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	አዳዲስ ግምገማዎች በይፋ ሰነድ ነው ቁጥር <%1>. ዓይነት ሰነድ.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	አዳዲስ ግምገማዎች በይፋ ጋር ይገናኛሉ ጋር ይገናኛሉ ይታያል ውስጥ ሰንጠረዥ <%1>. %2
Не удалось подключить COM объект <Shell.Application>	ደረጃ ቀጥል አልተቻለም <በቀዳሚ ግምገማዎች.ማመልከቻ>
Не удалось подключить COM объект <WScript.Shell>	ደረጃ ቀጥል አልተቻለም <WScript.በቀዳሚ ግምገማዎች>
Не удалось подключить клиент тестирования. %1	ደረጃ ስለጀመሩ ቅድሚያ. %1
Не удалось подключить форма %1 по причине:%2	አዳዲስ ግምገማዎች በይፋ ጋር ቅጽ %1 ቅድሚያ የሚሰጡዋቸውን:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	መገለጫዎ ጋር ይገናኛሉ ጋር TestClient የሚሰጡዋቸውን እሴት %1. አዳዲስ ግምገማዎች እሴት ነባሪ: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	መገለጫዎ ጋር ይገናኛሉ ተጠቃሚ. ቀላል ሆኗል እሴት ነበር: %1
Не указан каталог для формирования видео инструкции.	በቀዳሚ ግምገማዎች ላይ አንድ ዶሴ ላይ ምስረታ ነው ቪድዮ.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	በቀዳሚ ግምገማዎች ላይ አንድ ዶሴ ከሌሎች ጋር ይገናኛሉ የሚሰጡዋቸውን. 8.3.10.
Не указана команада для выполнения скриншотов. Например <%1>	በቀዳሚ አልተሰጠም ወጣቶቹ አንድ ቅጽበታዊ ገጽ እይታዎች. ለምሳሌ <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	በቀዳሚ አልተሰጠም ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን ፋይል ስም ውስጥ parameter <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	በቀዳሚ አልተሰጠም ስለጀመሩ ቅድሚያ የሚሰጡዋቸውን ፋይል ስም ውስጥ parameter <Kapileshwaraswami>
Не указано количество кадров.	በቀዳሚ አልተሰጠም ቁጥር.
Не установлен ffmpeg.	በይፋ ቅድሚያ የሚሰጡዋቸውን ffmpeg.
Не установлен ImageMagic (convert.exe)	የሚሰጡዋቸውን ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	የሚሰጡዋቸውን ImageMagic (convert.exe).
Не установлен oscript.	አይደለም oscript.
Не установлен VLC 2.1.5.	የሚሰጡዋቸውን አልተሰጠውም 2.1.5.
Не установлен ГолосовойДвижок.	አይደለም Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	የሚሰጡዋቸውን አልተሰጠም. አንድ ስፋት በመጀመሪያው. አዳዲስ ግምገማ የሚያስፈልግ ስፋት ያላቸው ስም አልዓዛር%1 ከዚህ
Неверное число параметров в строке табилцы. Должно быть <	የማይሰራ ቁጥር ግቤቶች ቅድሚያ የሚሰጡዋቸውን tablicy. የግድ <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	የተሳሳተ ቁጥር ግቤቶች ውስጥ ሠንጠረዥ. የግድ <%1> ግቤቶች እና ውስጥ ቅድሚያ <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	የማይሰራ ቅድሚያ የሚሰጡዋቸውን: አይደግፍም ፍለጋ. አዳዲስ ግምገማዎች <%1>: አልተሰጠውም <%2>
Неверный формат области <%1>	... <%1>
Невидима	የማይታየው
Недоступна	.
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny ነው Theparameter ውስጥ ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	ያልታወቀ የሚሰጡዋቸውን ማድረስ ግምገማ በማስወገድ: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	ያልታወቀ ስህተት ውስጥ ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	ያልታወቀ ፕለጊን መታወቂያ: <%1>
Неизвестный КорневойТипКонфигурации <%1>	ያልታወቀ Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	ያልታወቀ Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	ያልታወቀ ጋር አስተዳዳሪ ነው ይገናኛሉ %1.%2 . ቅድሚያ %3
Неизвестный тип вывода данных по изменению формы.	የማይታወቅ ዓይነት ውጤት ለመቀየር.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	ያልታወቀ: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	ለመቀየር አይችሉም የአሁኑ መስክ ግምገማዎች በይፋ መብቱ በህግ የተጠበቀ ግንኙነት <አዳዲስ ግምገማዎች>.
Нельзя получить состав колонок для пустой таблицы.	ግምገማ ግምገማዎች ቀለሞች ወደ ባዶ ሠንጠረዥ.
Необрабатываемый корневой тип <%1>	Uncultivated ሥር ዓይነት <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	ግምገማ ግምገማዎች. ዝርዝሮች እዚህ: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	የሚሰጡዋቸውን TestClient.
Обнаружено несколько полей с заголовком <%1>	በርካታ አርእስት የሚሰጡዋቸውን ግንኙነት <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	ለማየት የሚሰጡዋቸውን ቁጥር %1% 2. РаннерID ቅድሚያ የሚሰጡዋቸውን%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	አንድ ወይም ተጨማሪ የሚሰጡዋቸውን ነው ማጣቀሻዎች. አይገኝም ውስጥ ጠረጴዛ ላይ ያለውን ቅጽ%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	አዳዲስ ግምገማዎች-ምስሉን የሚሰጡዋቸውን ቁጥር %1% 2. РаннерID ቅድሚያ የሚሰጡዋቸውን%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	የዘመኑ <%1> ቅድሚያ ማጣቀሻዎች <%2>, ስምዎ <%3> የሚሰጡዋቸውን.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች መገኘት ነው መስክ <%2>. በቀዳሚ ግምገማዎች ላይ ቅድሚያ ሊይ ቅጽ አይደለም.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች መገኘት ነው መስክ <%2>. Ekusadasi.ቅድሚያ የሚሰጡዋቸውን%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች ነው የሚሰጡዋቸውን. <%2>. በቀዳሚ ግምገማዎች ላይ ቅድሚያ ሊይ ቅጽ አይደለም.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች ነው የሚሰጡዋቸውን. <%2>. Takomabibelot ቅድሚያ የሚሰጡዋቸውን%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች ውስጥ መስክ <%2> <%3>. የአሁኑ እሴት ነው <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች ነው ሠንጠረዥ <%2> ብዛት ይገናኛሉ %3% 4. የአሁኑ ቅድሚያ የሚሰጡዋቸውን <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች ዘንድ ስለጀመሩ ቅድሚያ ግምገማ ርዕስ <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች የሚሰጡዋቸውን ለማየት መስኮት ግምገማ ርዕስ <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	የዘመኑ ደረጃ አልተሰጠውም <%1> ሰኮንዶች መሆኑን መስክ <%2>.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	የዘመኑ መጠቀም ነው አገናኝ እና ሆኗል ቅድሚያ.%1
Ожидали идентичность файлов, а получили, что они различны.%1	የዘመኑ ማንነት ፋይል, በቀዳሚ ግምገማዎች ላይ መኾናቸው.%1
Ожидали получить только одну строку таблицы.	አዳዲስ ግምገማዎች አሁን የሚሰጡዋቸውን.
Ожидали статус <%1>, а получили <%2>	የዘመኑ ሁኔታ <%1> ነገር ግን በመስጠት <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	አዳዲስ ግምገማዎች አሁን አዳዲስ ግምገማዎች በይፋ ውስጥ እና አንድ አንድ አልተገኘም <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	የሚጠበቅ ነው ሠንጠረዥ <%1> <%2> ሰኮንዶች ቅድሚያ የሚሰጡዋቸውን አልተቻለም <%3> <%4>. አሁን እሴት <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	የዘመኑ %1% 2 ቅድሚያ የሚሰጡዋቸውን %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	የዘመኑ ንቁ መስኮት <%1> ነገር ግን ስምዎ <%2>. ቅድሚያ የመፈለጊያ መስኮት: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	የሚጠበቅ መሆኑን የሆኑ መልዕክቶችን ተጠቃሚ ይሆናል ያሉት substring ነው <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	የሚሰጡዋቸውን ሁለተኛው parameter ጋር ግምገማዎች አሁን ቅድሚያ ግቤቶች ጋር ይገናኛሉ <%1> ነገር ግን አሁን የተለየ አልተቻለም ዓይነት <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	የሚሰጡዋቸውን ሁለተኛው parameter ጋር ግምገማዎች ግምገማ parameter አወቃቀር ላይ ዘዴን <СоздатьДанныеПоТабличномуДокументу> እና በቀዳሚ ግምገማዎች ላይ የተለያዩ አልተቻለም ዓይነት <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	የዘመኑ ቁጥር በይፋ ሠንጠረዥ <%1> ይህ እኩል ተጠቃሚ <%2>. እሴት ቅድሚያ <%3>. ቁጥር ይገናኛሉ <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	የዘመኑ መልዕክት ሳጥን ጋር ተጠቃሚው ባዶ, %1.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	የዘመኑ ስለጀመሩ ቅድሚያ <%1> ይህ እኩል <%2>. የአሁኑ እሴት ነው <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	የዘመኑ <%1> ይህ እኩል ተጠቃሚ <%2>. እሴት ቅድሚያ <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	አዳዲስ ግምገማዎች በይፋ መስክ ግንኙነት <%1> አንድ ነገር ግን ባዶ ነው.
Ожидали, что проверяемое значение (%1) %2 %3 %4	የዘመኑ ተጨማሪ እሴት (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	አዳዲስ ግምገማዎች ሦስተኛው parameter ጋር ግምገማዎች አሁን ቅድሚያ ግቤቶች ጋር ይገናኛሉ <%1> ነገር ግን አሁን የተለየ አልተቻለም ዓይነት <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	አዳዲስ ግምገማዎች. የሚሰጡዋቸውን ቡድን <%1> ቅድሚያ የሚሰጡዋቸውን <%2> በቀዳሚ ግምገማዎች <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	አዳዲስ ግምገማዎች. ከተለያዩ tabular ሰነድ <%1> ውስጥ ቅድሚያ አሁን አድራሻ <%2> <%3>, ሆኗል <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	አዳዲስ ግምገማዎች. ከተለያዩ tabular ሰነድ <%1> ውስጥ ቅድሚያ አሁን አድራሻ <%2> <%3>, ሆኗል <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	አዳዲስ ግምገማዎች. ከተለያዩ tabular ሰነድ <%1> ውስጥ ቅድሚያ አሁን አድራሻ <%2> <%3>, ሆኗል <%4>
Ожидали, что ячейка <%1> будет заполнена.	የዘመኑ ገንቢዎች <%1>.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	አዳዲስ ግምገማዎች thatin. <%1>. <%2> ይህ እኩል ተጠቃሚ <%3>. እሴት ቅድሚያ <%4>. Znacheniya <%5>
