Строка поиска	Translation
Не смог по переменной <%1> найти сохраненное значение.	Ni na spremenljivko <%1>, da bi našli shranjeno vrednost.
Не смог подключить TestClient.	Ni mogel povezati TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Ni mogel povezati TestClient. Prekinitev timeout <%1>
Не смог подключить обработку <%1>	Ni mogel povezati obdelave <%1>
Не смог подключить профиль TestClient <%1>	Ni mogel povezati profil TestClient <%1>
Не смог подставить в строку параметры: <%1>	Ni nastavljeni parametri niza: <%1>
Не смог получить данные файла <%1>	Ni bilo mogoče dobiti podatkov o datoteki <%1>
Не смог получить значение из строки запуска	Ne bi mogel dobiti vrednosti iz niza zagon
Не смог получить значение поля <%1> у таблицы <%2>.%3	Ne bi dobili vrednost področju <%1> tabela <%2>.%3
Не смог получить значение таблицы <%1>	Ni mogel priti vrednost iz tabele <%1>
Не смог получить значение табличного документа <%1>	Ne bi dobili vrednost tabela dokumenta <%1>
Не смог получить количество строк у таблицы <%1>	Ni uspelo, da bi dobili število vrstic iz tabele <%1>
Не смог получить макет %1	Ni mogel priti postavitev %1
Не смог получить состяние таблицы <%1>	Ni uspelo, da bi dobili članica um tabela <%1>
Не смог получить строки таблицы <%1>	Ne bi mogel dobiti vrstico v tabeli <%1>
Не смог получить строки таблицы.	Ne bi mogel dobiti vrstico v tabeli.
Не смог получить строки ТЧ <%1>	Ne bi mogel dobiti skladu PM <%1>
Не смог получить строку сценария.	Ne bi mogel dobiti v skladu skript.
Не смог получить строку таблицы %1	Ne bi mogla priti v tabeli vrstica %1
Не смог получить форму текущего окна.	Ni mogel priti obliko trenutno okno.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Ni mogel ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Ne more spremeniti nastavitve korak mestih <%1>
Не смог преобразовать к числу PID=%1	Ne bi pretvori v število PID=%1
Не смог распаковать %1	Ne bi razpakiranju %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Mogel storiti, izberite iz seznama <%1> - line <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Ni mogel kopiranje skript %1, ker ne bi bilo neskončno zanko.
Не смог создать базу по строке: %1. Статус возврата: %2	Ni mogel ustvariti podatkovno bazo za vrstice: %1. Vrnitev status: %2
Не смог создать каталог для отчета Allure: %1	Ne bi ustvarite imenik za Vabiti poročilo: %1
Не смог создать каталог для отчета CucumberJson: %1	Ne bi ustvarite imenik za poročilo CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Ne bi ustvarite imenik za jUnit poročilo: %1
Не смог создать объект сравнения файлов.	Ni mogel ustvariti predmet primerjavo datotek.
Не смог создать сервисные базы. Статус=%1	Ni mogoče ustvariti storitev znanja. Status=%1
Не смог удалить файл %1	Ni mogel izbrisati datoteko %1
Не смогли найти таблицу <%1> в активном окне.	Ne najdete tabelo <%1> v aktivnem oknu.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Niso naložili funkcija %1 ni na voljo, bo tag filtri.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Niso naložili funkcija: %1, saj je odkril oznako izjema: %2
Не удалось авторизоваться в базе.	Ni uspelo, da se prijavite v bazo podatkov.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Ni počakajte dogodek zaključek cikla za <%1> sekund.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Ni mogel najti dokument s številko <%1>. Tip Dokumenta.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Ne more priti do želenih vrstic v tabeli <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Ni uspelo povezati z COM predmet <Shell.Uporaba>
Не удалось подключить COM объект <WScript.Shell>	Ni uspelo povezati z COM predmet <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Ni uspelo povezati z stranka testiranje. %1
Не удалось подключить форма %1 по причине:%2	Se ne more povezati v obliki %1 razlog:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Ni uspelo, da bi dobili nekaj časa za zagon TestClient od vrednosti v %1. Uporabite vrednost privzeto: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Ni uspelo, da bi dobili zakasnitev za asinhrono korake. Opravili bila vrednost: %1
Не указан каталог для формирования видео инструкции.	Ne določite mapo za nastanek video navodila.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Ne določite mapo z želeno različico platforme 8.3.10 ali višje.
Не указана команада для выполнения скриншотов. Например <%1>	Ni določena ekipa za opravljanje screenshots. Za primer <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Ni določeno dnevniške datoteke, ime parametra <Imagecollection>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Ni določeno dnevniške datoteke, ime parametra <Kapileshwaraswami>
Не указано количество кадров.	Ni določeno število posnetkov.
Не установлен ffmpeg.	Niste namestili ffmpeg.
Не установлен ImageMagic (convert.exe)	Ni nameščen ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Ni nameščen ImageMagic (convert.exe).
Не установлен oscript.	Ni nastavljena oscript.
Не установлен VLC 2.1.5.	Ni nameščen predvajalnik VLC 2.1.5.
Не установлен ГолосовойДвижок.	Ni nastavljena Grooveutil.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Napačno določen model. Napačno stolpcev v prvi vrstici. Manjka potrebno v stolpcu z imenom [%1]
Неверное число параметров в строке табилцы. Должно быть <	Neveljavno število parametrov na liniji tablicy. Mora biti <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Napačno število parametrov v tabeli vrstice. Mora biti <%1> parametrov, in v vrstici <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Neveljaven način iskanja: Ne podpirajo način iskanja. Rekviziti <%1>: iskanje <%2>
Неверный формат области <%1>	Neveljaven format regiji <%1>
Невидима	Nevidno
Недоступна	Ni na voljo
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Neizvestny od Theparameter v ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Neznana različica dostave Vanessa-Avtomatizacija: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Neznana napaka v ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	Neizvestnaya
Неизвестный идентификатор плагина: <%1>	Neznan plugin ID: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Neznan Corneoscleral <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Neznan Corneoscleral <%1> Corneoscleral()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Neznan Upravitelj registra %1.%2 . Spremenljivka %3
Неизвестный тип вывода данных по изменению формы.	Neznano vrsto izhodnega spremeniti obliko.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Neznana Vrsta: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Ne morete spremeniti trenutni področju, ki imajo zakupljene povezave <odjemalca>.
Нельзя получить состав колонок для пустой таблицы.	Ne morete dobiti stolpce za prazno mizo.
Необрабатываемый корневой тип <%1>	Neobdelanih root vnesite <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Morate namestiti programsko opremo. Podrobnosti tukaj: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Ni povezan TestClient.
Обнаружено несколько полей с заголовком <%1>	Več v poljih glave z <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Običajno funkcija število %1 %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Ena ali več vrstic referenčne tabele je ne najdemo v tabeli obrazca%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Enotni-navojni funkcija število %1 %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Pričakuje <%1> element referenčna <%2>, najdete <%3> elementi.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Pričakujemo <%1> sekund razpoložljivost področju <%2>. Vendar ta element na obrazcu, ki je ni mogoče najti.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Pričakujemo <%1> sekund razpoložljivost področju <%2>. Ekusadasi.neto=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Pričakujemo <%1> sekund videz področju <%2>. Vendar ta element na obrazcu, ki je ni mogoče najti.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Pričakujemo <%1> sekund videz področju <%2>. Takomabibelot=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Pričakujemo <%1> sekund na področju <%2> <%3>. Trenutna vrednost je <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Pričakujemo <%1> sekund iz tabele <%2> število vrstic %3% 4. Trenutno število vrstic <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Pričakujemo <%1> sekund, da zapre okno z naslova <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Pričakujemo <%1> sekund, ki se odpre okno z naslova <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Pričakujemo <%1> sekund, da na področju <%2> bo treba zapolniti.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Pričakovana zasedenost povezave in dobil prazno sklic.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Pričakuje identitete datoteko, in spoznal, da so različne.%1
Ожидали получить только одну строку таблицы.	Pričakujejo, da bodo dobili samo eno vrstico tabele.
Ожидали статус <%1>, а получили <%2>	Pričakovano stanje <%1>, vendar imam <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Pričakujemo obstoj predmeta v IB, in prejeti predmet, ni mogoče najti <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Pričakuje iz tabele <%1> v <%2> sekund na področju <%3> <%4>. Trenutno vrednost <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Pričakuje %1% 2 vrgel izjemo %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Pričakuje aktivno okno <%1>, vendar pa je mogoče najti <%2>. Timeout iskalno okno: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Pričakuje, da sporočila uporabnika bo podniz <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Pričakoval je drugi parameter sprejme niz parametrov na način, <%1>, vendar imam različne vrste predmeta <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Pričakoval je drugi parameter sprejme parameter, strukturo, metodo <СоздатьДанныеПоТабличномуДокументу> in dobili različne vrste predmeta <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Pričakovano število vrstic v tabeli <%1> je enaka spremenljivka <%2>. Vrednost spremenljivke <%3>. Število vrstic <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Pričakuje okence za sporočilo uporabnika je prazno in %1 sporočilo.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Pričakovane spremenljivke <%1> je enaka <%2>. Trenutna vrednost je <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Pričakuje <%1> je enaka spremenljivka <%2>. Vrednost spremenljivke <%3>. Znacheniya <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Pričakujejo polje glave z <%1> je napolnjena, vendar je prazna.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Pričakuje, preverite vrednost (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Pričakujejo, da bo tretji parameter sprejme niz parametrov na način, <%1>, vendar imam različne vrste predmeta <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Kaj sem pričakoval od skupine <%1> trenutno stran je <%2>, vendar je bila <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tisto, kar sem pričakoval od tabelaričnih dokumenta <%1> v celico z naslova <%2> <%3>, dobil <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tisto, kar sem pričakoval od tabelaričnih dokumenta <%1> v celico z naslova <%2> <%3>, dobil <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tisto, kar sem pričakoval od tabelaričnih dokumenta <%1> v celico z naslova <%2> <%3>, dobil <%4>
Ожидали, что ячейка <%1> будет заполнена.	Pričakuje celica <%1> bo treba zapolniti.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Pričakujejo thatin tabela <%1> polje <%2> je enaka spremenljivka <%3>. Vrednost spremenljivke <%4>. Znacheniya <%5>
Окно с заголовком <%1> не найдено.	Okno z naslova <%1> ni bilo mogoče najti.
Описание ошибки: %1	Opis napake: %1
Остановка на брейкпоинте.	Ustavi na prekinitveno točko.
Ошибка в %1. %2	Napaka v %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Napaka v ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Napaka v ПолучитьУжеСуществующиеСнипетыИзобработок(). Datoteka/imenik %1 ne obstaja.
Ошибка в файле %1, снипет %2 уже был в %3	Napaka v datoteko %1, delček %2 %3
Ошибка перегенерации EPF. Файл %1 не найден.	Napaka regeneracijo EPF. Datoteke %1, ni mogoče najti.
Ошибка при выгрузке набора записей регистра: %1	Napaka pri razkladanju nabor vpis: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Napake med odvzemom predmeta: %1. Vrsta: %2
Ошибка при закрытии всех окон Testclient.	Napaka, ko zaprete vsa Okna Testclient.
Ошибка при поиске значений в макете %1:	Napake pri iskanju vrednosti v postavitev %1:
Ошибка при получении активной формы.	Napaka pridobivanje aktivno obliko.
Ошибка при получении списка процессов 1С.	Napaka dobili seznam procesov 1C.
Ошибка при получении текста фичи:	Napaka pridobivanje besedilo:
Ошибка при построении дерева из файла <%1>%2%3	Napake pri gradnji drevesa iz datoteke <%1> %2% 3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Napaka pri pridobivanje podatkov od modela. Enolična ime spremenljivke: [%1]
Ошибка проверки значения таблицы <%1>. %2	Napaka preverite vrednost v tabeli <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Napaka ustvariti začasne datoteke v podimeniku %1.
Ошибка создания скриншота:%1 команда:%2	Napaka ustvarjanje sliki:%1 ukaz:%2
Ошибка создания файла %1.	Napaka pri ustvarjanju datoteke %1.
Ошибка чтения JSON. Неизвестный символ %1	Napaka pri branju JSON. Neznan znak %1
Ошибка чтения структуры JSON пропускаем чтение	Napaka pri branju JSON strukturo, da preskočite branje
Ошибка чтения структуры JSON.	Napaka pri branju JSON strukturo.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Napaka. Funkcija %1 našel več skriptov z imenom %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Napaka. Odkrili več kot 1 vrednost v predpomnilnik Mataranyika [%1] na določenem možnosti iskanja %2
ОшибкаПроверки	Olivepomace
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parameter <start obdelave> točke na neobstoječo datoteko.
Параметр <Имя подключения> является обязательным.	Možnost <Ime povezave> je obvezna.
Параметр <Логин> не задан	Parameter <uporabniško Ime> ni določeno
Параметр %1 не найден в таблице параметров.	Možnost %1 se ne nahajajo v tabeli.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Prvi parameter (%1) je manj kot sekundo (%2) in želel si je večje ali enako.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Prvi parameter (%1) je manjša ali enaka drugi (%2) in so si želeli še več.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Prazno pot opravili redni <Astaticlullaby>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Prenese na dan (v%1) ni enak datum (%2) z natančnostjo 2 sekundi, in jih je želel, da bi bila enakopravna. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Opravili parameter (%1) ni vključena v podjetju %2, in želel si je. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Opravili parameter (%1) ni Res, in želel si je. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Opravili parameter (%1) ni Laž, in želel si je. %2
Передвижение курсора мышки - OK	Gibanje kazalca miške. OK
ПередВыполнениемШага: %1	Perevypolneniem: %1
Переключатель с заголовком <%1> не найден.	Stikalo naslov <%1> ni bilo mogoče najti.
Переключатель с именем <%1> не найден.	Stikalo z imenom <%1> ni bilo mogoče najti.
Переменная <%1> не найдена.	Spremenljivka <%1> ni bilo mogoče najti.
Переменная <%1> ранее не была сохранена	Spremenljivka <%1> ni bilo shranjeno prej
Пересоздан %1	Ustvarjeni %1
Пересоздаю %1	Ponovno %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	Plannedorbit.%1 ni uspelo najti vnaprej določen element/skupino [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	Plannedorbit.%1 ni uspelo ustvariti novo skupino.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	Plannedorbit.%1 ni uspelo ustvariti nov element.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	Provideguarantees.%1 ni uspelo najti vnaprej določen element/skupino [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	Provideguarantees.%1 ni uspelo ustvariti novo skupino.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	Provideguarantees.%1 ni uspelo ustvariti nov element.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	Planaltina.%1 ni uspelo, da bi dobili vozlišče v tem IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	Planaltina.%1 ni uspelo ustvariti novo vozlišče.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	Planscheap.%1 ni uspelo najti vnaprej določen element/skupino [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	Planscheap.%1 ni uspelo ustvariti novo skupino.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	Planscheap.%1 ni uspelo ustvariti nov element.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Povezovanje z imenom <%1> petesaporito v povezavi tabela
Подключили для отладки форма %1	Povezani za razhroščevanje obrazec %1
Подключились к сеансу TESTCLIENT.	Pridružil seji TESTCLIENT.
Подсвет рамки - OK	Illumin okvir - OK
Поле <%1> в данный момент невидимо пользователю.	Polje <%1> v trenutku, nevidna za uporabnika.
Поле <%1> существует, а ожидали, что его нет.	Polje <%1> obstaja, kot je bilo pričakovano, da ni.
Поле с заголовком <%1> не найдено.	Polje z naslova <%1> ni bilo mogoče najti.
Поле с именем <%1> не найдено.	Polje z imenom <%1> ni bilo mogoče najti.
Получить изменения формы	Če želite spremeniti obliko
Получить состояние всей формы	Da bi dobili celoten obrazec
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Neznana Corneoscleral <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Zahtevana vrsta Tablecellelement ali Payableondeath
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Oznaka za korak nameščen.
Пометка снята.	Oznaka odstrani.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Vrata %1 zaposlen ali je zunaj določenega obsega, priključna vrata, se je spremenila %2
Построение дерева.	Gradnja drevesa.
Превышение таймаутуа ожидания завершения фонового задания.	Presežek timucua čakajo na zaključek ozadju delovnih mest.
Предупреждение с текстом %1 не найдено.	Opozorilo besedilo, %1, ni mogoče najti.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Prejšnji napaka: %1. Timeoutidle=%2
При подключении TestClient возникло сообщение:	Pri povezovanju TestClient je bilo sporočilo:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	Proerythroleukemic: Drugi parameter razpredelnica ni
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	Proerythroleukemic: Prvi parameter je tabela s tabelo, ki je ne
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Drugi parameter tabela je tabular dokument
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Prvi parameter tabela je tabular dokument
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	Proveriti: Tip vrednost parametra Tielieketi mora biti <Vrsta> ali <String> in dobili <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Preverite prenesete novice iz podatkov postavitve uspešno zaključen.
Проверьте работу команды <%1>	Test ukaz <%1>
Профиль с именем <%1> не найден.	Profil z imenom <%1> ni bilo mogoče najti.
ПрочитатьПеременныеСреды:%1	Proceratiinae:%1
Пустой адрес снипета у шага: %1	Prazno naslov delček na korak: %1
ПутьКФиче=Неопределено	Potection=Undefined
Работа с ключами для %1 пока не поддерживается	Delo s ključnimi %1, ki še niso podprte
Работаю по сценарию	Delo na scenarij
Работаю по фиче: %1	Delo na funkcijo: %1
равно	isto
РазличаютсяКолонки	Razlichayutsya
Различия в таблицах:	Razlike v tabelah:
РазноеКоличествоСтрок	Ethnoecologists
Раннер <%1> не подключен.	Tekač <%1> ni povezan.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekviziti <%1> ni bilo mogoče najti.
с длиной	dolžina
Сеанс должен быть запущен с ключом TESTMANAGER.	Seja mora biti začeli s tipko TESTMANAGER.
Снипет <%1> встречается %2 раз.	Delček <%1> našel %2 krat.
содержащее текст <%1>, а был текст <%2>	vsebuje besedilo <%1> in je bilo besedilo <%2>
содержит	vsebuje
Создан %1	Ustvarjen na %1
Создан файл: %1	Ustvaril datoteke: %1
Создание epf по фичам закончено.	Oblikovanje epf glede na lastnosti končal.
Создать тестовый mp3 - OK	Ustvarite preskusno mp3 - OK
Создаю %1	Ustvarite %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Sklic.%1 ni uspelo najti vnaprej določen element/skupino [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Sklic.%1 ni uspelo ustvariti novo skupino.%2
Справочник.%1 не удалось создать новый элемент.%2	Sklic.%1 ni uspelo ustvariti nov element.%2
Справочник.%1.%2 - получен пустой элемент.	Sklic.%1.%2 - prazen element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Primerjajte vrednosti (v%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Primerjajte vrednosti (v%1
Странный параметр в логе инструкции HTML: %1	Čudno možnost v dnevniku uporabnika HTML: %1
Странный параметр в логе инструкции Markdown: %1	Čudno možnost v dnevniku uporabnika Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Vrstica <%1> datoteke <%2> ni mogoče najti v <%3>
Строка <%1> найдена в окне сообщений пользователю.	Vrstica <%1> našel v okence za sporočilo uporabniku.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Vrstica <%1> je bilo ugotovljeno v zadnjih sporočila za uporabnika. Našel: %2
Строка <%1> не найдена в окне сообщений пользователю.	Vrstica <%1> ni bilo mogoče najti v oknu sporočila za uporabnika.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Vrstica <%1> ni bilo mogoče najti na zadnja sporočila za uporabnika. Našel: %2
Строка %1 не найдена в реквизите %2	Linija %1 ne najdemo v rekviziti %2
Строка №%1 не найдена в табличном документе на форме	Linija število %1 ni bilo mogoče najti v tabeli dokument, ki na obrazcu
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Linija število %1 odkrije <|>, čeprav je bilo ključne besede <Primeri>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Linija število %1, pričakovano (%2), najdemo (v%3) Predyduschaya=%4
Строка должна быть описана таблицей с двумя строками.	Niz, ki mora biti opisano s tabelo z dvema vrstic.
Строка с фича-файлом не найдена.	Niz funkcija-datoteke ni bilo mogoče najti.
СтрокаЗапуска=%1	Strikesapose=%1
существует	obstaja
Сценарий <%1> не загружен.	Scenarij <%1> ni naložen.
Сценарий: %1	Scenarij: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabela <%1> ne ustrezajo standardom. Pričakuje <%2> vrstic, in to <%3> vrstic.
Таблица <%1> не стала равной за <%2> секунд. %3	Tabela <%1> ni enako <%2> sekund. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabela <%1>. Linija Št.<%2>. Stolpec <%3>. Pričakuje <%4>, dobil <%5>
Таблица формы с именем <%1> не найдена.	Obliko tabele z imenom <%1> ni bilo mogoče najti.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	Tabletseasy.Kolichestvennom()=%1, Tableresults.Količina ()=%2
Таблицы должны совпадать, а они различны.%1	Tabela mora sovpadati, in so različnih%1
ТаблицыСовпадают	Tabletirovaniju
Табличный документ <%1> оказался неравен <%2>.%3	Tabela dokumenta <%1> neenako <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabela dokument ne vsebuje zahtevani niz <%1>
Табличный документ содержит ненужные строки <%1>	Tabela dokument vsebuje nepotrebne vrstice <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	Masterweaver <%1> ni odprlo in je odprta
ТестПропущен	Testproposed
Технические данные	Tehnični podatki
тип	vrsta
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Vrednost tipa <%1> je <%2>, vendar pričakuje, tip je <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Potrebne listine, poslovni proces ali naloga. Neznan Manager %1.%2 . Spremenljivka %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 ne ustrezajo standardom. Pričakuje %2 vrstic, in ga %3 vrstic.
ТЧ с именем <%1> не найдена.	PM z imenom <%1> ni bilo mogoče najti.
У окна <%1> не найдено ни одного элемента с типом <ТестируемоеПолеФормы>.	Okno <%1> ni bilo mogoče najti nobenih elementov tipa <Testirovanie>.
