Строка поиска	Translation
Не смог найти открытый конфигуратор.	Nie mogłem znaleźć odkryty konfigurator.
Не смог найти сохранненное значение по переменой <%1>	Nie mogłem znaleźć сохранненное wartość zmiennej <%1>
Не смог обработать XML в UILogToScript.	Nie mógł taktować XML w UILogToScript.
Не смог обработать параметры в строке <%1>	Nie mógł taktować parametry w wierszu <%1>
Не смог определить длительность у файла: %1	Nie mógł określić czas trwania pliku: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Nie udało się ustalić СледующееОжидаемоеКлючевое na: %1
Не смог определить следующий шаг для выполнения.	Nie udało się ustalić kolejny krok do wykonania.
Не смог определить тип значения для строки: %1	Nie mógł określić typ wartości do wiersza: %1
Не смог перейти к строке фильтра <%1>	Nie mógł przejść do wiersza filtra <%1>
Не смог по переменной <%1> найти сохраненное значение.	Nie mógł w zmiennej <%1> znaleźć zapisaną wartość.
Не смог подключить TestClient.	Nie mógł podłączyć TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Nie mógł podłączyć TestClient. Przerwanie таймауту <%1>
Не смог подключить обработку <%1>	Nie mógł podłączyć traktowanie <%1>
Не смог подключить профиль TestClient <%1>	Nie mógł podłączyć profil TestClient <%1>
Не смог подставить в строку параметры: <%1>	Nie mógł wrobić w ciąg parametry: <%1>
Не смог получить данные файла <%1>	Nie mógł uzyskać dane pliku <%1>
Не смог получить значение из строки запуска	Nie mógł uzyskać wartość z wiersza uruchomienia
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nie mógł uzyskać wartość pola <%1> tabela <%2>.%3
Не смог получить значение таблицы <%1>	Nie mógł uzyskać wartość z tabeli <%1>
Не смог получить значение табличного документа <%1>	Nie mógł uzyskać wartość tabelaryczna dokumentu <%1>
Не смог получить количество строк у таблицы <%1>	Nie udało się uzyskać liczbę wierszy tabela <%1>
Не смог получить макет %1	Nie udało się uzyskać układ, %1
Не смог получить состяние таблицы <%1>	Nie mógł uzyskać status tabeli <%1>
Не смог получить строки таблицы <%1>	Nie mógł uzyskać wiersza tabeli <%1>
Не смог получить строки таблицы.	Nie mógł uzyskać wiersze tabeli.
Не смог получить строки ТЧ <%1>	Nie mógł uzyskać wiersza PM <%1>
Не смог получить строку сценария.	Nie był w stanie uzyskać ciąg scenariusza.
Не смог получить строку таблицы %1	Nie był w stanie uzyskać ciąg tabeli %1
Не смог получить форму текущего окна.	Nie mógł uzyskać kształt bieżącego okna.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Nie mógł ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Nie mógł zmienić ustawienia kroku miejscami <%1>
Не смог преобразовать к числу PID=%1	Nie mógł przekształcić do liczby PID=%1
Не смог распаковать %1	Nie mógł rozpakować %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Nie mógł zrobić wybierz z listy wyboru <%1> w polu <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Nie mógł skopiować skrypt %1, ponieważ doszło do rozwiązania.
Не смог создать базу по строке: %1. Статус возврата: %2	Nie mógł utworzyć bazę w wierszu: %1. Status zwrotu: %2
Не смог создать каталог для отчета Allure: %1	Nie mógł utworzyć katalog do raportu Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Nie mógł utworzyć katalog do raportu CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Nie mógł utworzyć katalog do raportu jUnit: %1
Не смог создать объект сравнения файлов.	Nie mógł utworzyć obiekt porównania plików.
Не смог создать сервисные базы. Статус=%1	Nie mógł utworzyć serwisowe bazy. Status=%1
Не смог удалить файл %1	Nie mógł usunąć plik %1
Не смогли найти таблицу <%1> в активном окне.	Nie mogli znaleźć tabelę <%1> w aktywnym oknie.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Nie stał się pobierać funkcjonalność: %1, ponieważ w nią nie znaleziono żadnych tagów filtrów.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Nie stał się pobierać funkcjonalność: %1, ponieważ wykryto tag wyjątek: %2
Не удалось авторизоваться в базе.	Nie udało się zalogować w bazie danych.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Nie udało się doczekać zdarzenia zakończenia cyklu w ciągu <%1> sekund.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Nie udało się znaleźć dokument z numerem <%1>. Typ Dokumentu.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Nie udało się przejść do odpowiedniego wiersza w tabeli <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Nie udało się podłączyć COM <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Nie udało się podłączyć COM <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Nie udało się podłączyć klient testowania. %1
Не удалось подключить форма %1 по причине:%2	Nie udało się podłączyć kształt %1 z powodu:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nie udało się uzyskać limit czasu, aby uruchomić TestClient z wartości %1. Używana jest wartość domyślna: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Nie udało się uzyskać czas do pracy asynchronicznych kroków. Została przekazana wartość: %1
Не указан каталог для формирования видео инструкции.	Nie określono katalog dla kształtowania instrukcje wideo.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Nie określono katalog z odpowiednią wersją platformy 8.3.10 lub wyżej.
Не указана команада для выполнения скриншотов. Например <%1>	Nie podano команада do wykonywania zrzutów ekranu. Np. <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Nie podano nazwy pliku logu w parametrze <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Nie podano nazwy pliku logu w parametrze <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Nie podano liczbę klatek na sekundę.
Не установлен ffmpeg.	Nie zainstalowana ffmpeg.
Не установлен ImageMagic (convert.exe)	Nie zainstalowana ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Nie zainstalowana ImageMagic (convert.exe).
Не установлен oscript.	Nie zainstalowana oscript.
Не установлен VLC 2.1.5.	Nie jest zainstalowany VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nie zainstalowana ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Źle ustawiony układ. Nieprawidłowe kolumny w pierwszym wierszu. Nie podano obowiązkowa kolumna z nazwą [%1]
Неверное число параметров в строке табилцы. Должно быть <	Nieprawidłowa liczba parametrów w wierszu табилцы. Powinno być <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Nieprawidłowa liczba parametrów w wierszu tabeli. Powinno być <%1> ustawienia, a w wierszu znaleziono <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Nieprawidłowy tryb wyszukiwania: Nie obsługiwany tryb wyszukiwania. Rekwizyty <%1>: Szukali wartość <%2>
Неверный формат области <%1>	Nieprawidłowy format obszaru <%1>
Невидима	Niewidoczny
Недоступна	Jest niedostępna
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра w ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Nieznana wersja dostawy Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Nieznany błąd w ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Nieznany identyfikator wtyczki: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Nieznany КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Nieznany КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Nieznany menedżer rejestru %1.%2 . Zmienna %3
Неизвестный тип вывода данных по изменению формы.	Nieznany typ danych wyjściowych do zmiany kształtu.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Nieznany Typ: %1 w ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Nie można zmienić bieżące pole przy wybranej połączenia <klient>.
Нельзя получить состав колонок для пустой таблицы.	Nie można uzyskać skład kolumn do pustej tabeli.
Необрабатываемый корневой тип <%1>	Необрабатываемый główny typ <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Należy zainstalować oprogramowanie. Szczegóły tu: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nie podłączonych TestClient.
Обнаружено несколько полей с заголовком <%1>	Wykryto kilka pól z nagłówka <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Zwykła sztuczka nr%1 z %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Jedna lub kilka linii odniesienia tabeli nie znaleziono w tabeli formularza%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная sztuczka nr%1 z %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Oczekiwali <%1> elementy podręcznika <%2>, a zakładają <%3> elementów.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Spodziewali się w ciągu <%1> sekund dostępność pola <%2>. Ale taki element w postaci nie znaleziono.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Spodziewali się w ciągu <%1> sekund dostępność pola <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Spodziewali się w ciągu <%1> sekund na pojawienie się pola <%2>. Ale taki element w postaci nie znaleziono.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Spodziewali się w ciągu <%1> sekund na pojawienie się pola <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Spodziewali się w ciągu <%1> sekund, pola <%2> wartości <%3>. Aktualna wartość <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Spodziewali się w ciągu <%1> sekund tabela <%2> ilość wierszy %3 %4. Aktualna liczba wierszy <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Spodziewali się w ciągu <%1> sekund, co zamknie się okno z nagłówkiem <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Spodziewali się w ciągu <%1> sekund, co otworzy się okno z nagłówkiem <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Spodziewali się w ciągu <%1> sekund, że pole <%2> będzie wypełniony.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Spodziewaliśmy się napelnienia linki, a dostali pusty link.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Spodziewaliśmy się tożsamość plików, a dostali, że są one różne.%1
Ожидали получить только одну строку таблицы.	Spodziewali się uzyskać tylko jeden wiersz tabeli.
Ожидали статус <%1>, а получили <%2>	Spodziewaliśmy się status <%1>, a dostali <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Spodziewaliśmy się istnienie obiektu w IB, a otrzymałeś nie znaleziono obiektu <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Spodziewaliśmy się tabela <%1> w ciągu <%2> sekund, pola <%3> wartości <%4>. Aktualna wartość <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Spodziewaliśmy się, że %1 %2 wyrzuci wyjątek %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Spodziewaliśmy się, że aktywnym oknem będzie <%1>, a zakładają <%2>. Limit czasu wyszukiwania okna: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Spodziewali się, że w wiadomościach użytkownik będzie podciąg <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Spodziewaliśmy się, że drugim parametrem będzie przekazana tablica parametrów do metody <%1>, a otrzymałeś inny obiekt typu <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Spodziewaliśmy się, że drugim parametrem będzie przekazana struktura parametrów do metody <СоздатьДанныеПоТабличномуДокументу>, a otrzymałeś inny obiekt typu <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Spodziewali się, że liczba wierszy w tabeli, <%1> będzie równa zmiennej <%2>. Wartość zmiennej <%3>. Liczba wierszy <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Spodziewaliśmy się, że okno wiadomości użytkownik będzie puste, a w nim %1 wiadomości.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Spodziewaliśmy się, że zmienna <%1> będzie równa <%2>. Aktualna wartość <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Spodziewaliśmy się, że pole <%1> będzie równa zmiennej <%2>. Wartość zmiennej <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Spodziewaliśmy się, że pole nagłówka <%1> będzie puste, ale jest ono puste.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Spodziewaliśmy się, że badana wartość (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Spodziewaliśmy się, że trzecim parametrem będzie przekazana tablica parametrów do metody <%1>, a otrzymałeś inny obiekt typu <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Spodziewaliśmy się, że grupy <%1> bieżącą stroną będzie <%2>, a okazał <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Spodziewaliśmy się, że tabelarycznego dokumentu <%1> w komórce o adresie <%2> wartość <%3>, a dostali <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Spodziewaliśmy się, że tabelarycznego dokumentu <%1> w komórce o adresie <%2> wartość <%3>, a dostali <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Spodziewaliśmy się, że tabelarycznego dokumentu <%1> w komórce o adresie <%2> wartość <%3>, a dostali <%4>
Ожидали, что ячейка <%1> будет заполнена.	Spodziewaliśmy się, że komórka <%1> będzie wypełniona.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Spodziewaliśmy się, żew tabeli <%1> pole <%2> będzie równa zmiennej <%3>. Wartość zmiennej <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Okno z nagłówkiem <%1> nie znaleziono.
Описание ошибки: %1	Opis błędu: %1
Остановка на брейкпоинте.	Przystanek na брейкпоинте.
Ошибка в %1. %2	Błąd w %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Błąd w ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Błąd w ПолучитьУжеСуществующиеСнипетыИзобработок(). Plik/katalog %1 nie istnieje.
Ошибка в файле %1, снипет %2 уже был в %3	Błąd w pliku %1, снипет %2 już był w %3
Ошибка перегенерации EPF. Файл %1 не найден.	Błąd перегенерации EPF. Plik %1 nie został znaleziony.
Ошибка при выгрузке набора записей регистра: %1	Błąd po usunięciu zestawu rekordów rejestru: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Błąd podczas usuwania obiektu: %1. Typ: %2
Ошибка при закрытии всех окон Testclient.	Błąd podczas zamykania wszystkich okien Testclient.
Ошибка при поиске значений в макете %1:	Błąd podczas wyszukiwania wartości w układzie %1:
Ошибка при получении активной формы.	Błąd podczas pobierania aktywnej formy.
Ошибка при получении списка процессов 1С.	Błąd podczas pobierania listy procesów 1C.
Ошибка при получении текста фичи:	Błąd podczas pobierania tekstu cechy:
Ошибка при построении дерева из файла <%1>%2%3	Błąd podczas tworzenia drzewa z pliku <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Błąd podczas tworzenia danych z układu. Неуникальное nazwa zmiennej: [%1]
Ошибка проверки значения таблицы <%1>. %2	Błąd sprawdzania wartości w tabeli <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Błąd tworzenia pliku tymczasowego w katalogu %1.
Ошибка создания скриншота:%1 команда:%2	Błąd tworzenia zrzutu ekranu:%1 polecenie:%2
Ошибка создания файла %1.	Błąd tworzenia pliku %1.
Ошибка чтения JSON. Неизвестный символ %1	Błąd odczytu JSON. Nieznany symbol %1
Ошибка чтения структуры JSON пропускаем чтение	Błąd odczytu struktury JSON pomijamy czytanie
Ошибка чтения структуры JSON.	Błąd odczytu struktury JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Błąd. W fiche %1 znaleziono kilka skryptów o nazwie %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Błąd. Znaleziono więcej niż 1 wartości w buforze МетаданныеИмя [%1] na podstawie określonych kryteriów wyszukiwania %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parametr <Uruchamiana przetwarzanie> wskazuje na nieistniejący plik.
Параметр <Имя подключения> является обязательным.	Parametr <Nazwa połączenia> jest obowiązkowe.
Параметр <Логин> не задан	Parametr <Login> nie określono
Параметр %1 не найден в таблице параметров.	Parametr %1 nie znaleziono w tabeli ustawień.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Pierwszy parametr (%1) mniej niż drugiego (%2) a chcieliśmy, aby był większy lub równy.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Pierwszy parametr (%1) jest mniejsza lub równa drugiemu (%2) a chcieliśmy, aby był większy.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Przekazany pustą drogę w procedurę <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Przekazany data (%1) nie jest równa dacie (%2) z dokładnością do 2 sekund, a chcieli, aby oni byli równi. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Przekazany parametr (%1) nie wchodzi w okres %2, a chcieli, aby był. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Przekazany parametr (%1) nie jest Prawdą, a chcieli, aby był. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Przekazany parametr (%1) nie jest Kłamstwem, a chcieli, aby był. %2
Передвижение курсора мышки - OK	Ruch kursora myszy - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Przełącznik z nagłówkiem <%1> nie znaleziono.
Переключатель с именем <%1> не найден.	Przełącznik o nazwie <%1> nie znaleziono.
Переменная <%1> не найдена.	Zmienna <%1> nie znaleziono.
Переменная <%1> ранее не была сохранена	Zmienna <%1> wcześniej nie została zachowana
Пересоздан %1	Пересоздан %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 nie udało się znaleźć preferowany element/grupy [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 nie udało się utworzyć nową grupę.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 nie udało się utworzyć nowy element.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 nie udało się znaleźć preferowany element/grupy [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 nie udało się utworzyć nową grupę.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 nie udało się utworzyć nowy element.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 nie udało się uzyskać węzeł tej IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 nie udało się utworzyć nowy węzeł.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 nie udało się znaleźć preferowany element/grupy [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 nie udało się utworzyć nową grupę.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 nie udało się utworzyć nowy element.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Połączenie o nazwie <%1> перезаполнено w tabeli połączeń
Подключили для отладки форма %1	Podpięty do debugowania kształt %1
Подключились к сеансу TESTCLIENT.	Włączyli się do sesji TESTCLIENT.
Подсвет рамки - OK	Подсвет ramki - OK
Поле <%1> в данный момент невидимо пользователю.	Pole <%1> w tej chwili niewidoczny dla użytkownika.
Поле <%1> существует, а ожидали, что его нет.	Pole <%1> istnieje, a spodziewali się, że go nie ma.
Поле с заголовком <%1> не найдено.	Pole nagłówka <%1> nie znaleziono.
Поле с именем <%1> не найдено.	Pole z nazwą <%1> nie znaleziono.
Получить изменения формы	Zobacz zmiany formy
Получить состояние всей формы	Zobacz stan całej formy
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Nieznany КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Wymagany typ ТабличныйДокумент lub ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Nakładka na krok zainstalowany.
Пометка снята.	Oznaczanie pobrana.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Port %1 jest zajęty lub jest poza podanego zakresu, port połączenia zmieniony na %2
Построение дерева.	Budowanie drzewa.
Превышение таймаутуа ожидания завершения фонового задания.	Przekroczenie таймаутуа oczekiwania na zakończenie tle zadania.
Предупреждение с текстом %1 не найдено.	Ostrzeżenie z tekstem %1 nie istnieje.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Poprzedni błąd: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Po podłączeniu TestClient powstało komunikat:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Drugi parametr-tabela tabelą nie jest
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Pierwszy parametr-tabela tabelą nie jest
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Drugi parametr-tabela nie jest dokumentem widokiem tabeli
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Pierwszy parametr-tabela nie jest dokumentem widokiem tabeli
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Typ wartości parametru ТипИлиИмяТипа musi być <Typ> lub <Ciąg znaków>, a dostali <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Kontrola pobierania obiektów w IB z układu danych powiodła się.
Проверьте работу команды <%1>	Sprawdzić działanie polecenia <%1>
Профиль с именем <%1> не найден.	Profil o nazwie <%1> nie znaleziono.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Pusty adres снипета od kroku: %1
ПутьКФиче=Неопределено	ПутьКФиче=Abstrakt
Работа с ключами для %1 пока не поддерживается	Praca z kluczami do %1 nie jest jeszcze obsługiwany
Работаю по сценарию	Pracuję według scenariusza
Работаю по фиче: %1	Pracuję w fiche: %1
равно	równa
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Różnice w tabelach:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Biegacz <%1> nie jest podłączony.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekwizyty <%1> nie znaleziono.
с длиной	z długości
Сеанс должен быть запущен с ключом TESTMANAGER.	Sesja musi być uruchomiony z kluczem TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> spotyka %2 razy.
содержащее текст <%1>, а был текст <%2>	zawiera tekst <%1>, a był tekst <%2>
содержит	zawiera
Создан %1	Utworzono %1
Создан файл: %1	Utworzony plik: %1
Создание epf по фичам закончено.	Tworzenie epf w фичам koniec.
Создать тестовый mp3 - OK	Utworzyć testowy mp3 - OK
Создаю %1	Tworzę %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Kieszonkowy.%1 nie udało się znaleźć preferowany element/grupy [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Kieszonkowy.%1 nie udało się utworzyć nową grupę.%2
Справочник.%1 не удалось создать новый элемент.%2	Kieszonkowy.%1 nie udało się utworzyć nowy element.%2
Справочник.%1.%2 - получен пустой элемент.	Kieszonkowy.%1.%2 - otrzymany pusty element.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Porównywane wartości (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Porównywane wartości (%1
Странный параметр в логе инструкции HTML: %1	Dziwny parametr w logu instrukcje HTML: %1
Странный параметр в логе инструкции Markdown: %1	Dziwny parametr w logu instrukcje Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Wiersz <%1> z pliku <%2> nie znaleziono w pliku <%3>
Строка <%1> найдена в окне сообщений пользователю.	Wiersz <%1> znaleziono w oknie wiadomości do użytkownika.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Wiersz <%1> znaleziono w ostatnim komunikacie użytkownika. Znaleziono: %2
Строка <%1> не найдена в окне сообщений пользователю.	Wiersz <%1> nie znaleziono w oknie wiadomości do użytkownika.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Wiersz <%1> nie znaleziono w ostatnim komunikacie użytkownika. Znaleziono: %2
Строка %1 не найдена в реквизите %2	Wiersz "%1 " nie znaleziono w nosi rekwizyty %2
Строка №%1 не найдена в табличном документе на форме	Linia nr "%1 " nie znaleziono w tabeli dokumencie w formie
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Linia nr%1, wykryto symbol < | a>, choć nie było słowa kluczowego <Przykłady>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Linia nr%1, oczekiwano (%2), a znaleziono (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Linia powinna być opisana tabelą z dwoma wierszami.
Строка с фича-файлом не найдена.	Wiersz z funkcja plikiem nie znaleziono.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	istnieje
Сценарий <%1> не загружен.	Scenariusz <%1> nie jest załadowany.
