Строка поиска	Translation
Не смог подключить TestClient. Прерывание по таймауту <%1>	Non è riuscito a collegare TestClient. L'interruzione. <%1>
Не смог подключить обработку <%1>	Non sono riuscito a collegare il trattamento <%1>
Не смог подключить профиль TestClient <%1>	Non è in grado di collegare il profilo TestClient <%1>
Не смог подставить в строку параметры: <%1>	Non è riuscito a incastrare in una stringa di parametri: <%1>
Не смог получить данные файла <%1>	Non è stato in grado di ottenere i dati del file <%1>
Не смог получить значение из строки запуска	Non è stato in grado di ottenere il valore della riga di avvio
Не смог получить значение поля <%1> у таблицы <%2>.%3	Non è stato in grado di ottenere il valore del campo <%1> tabella <%2>.%3
Не смог получить значение таблицы <%1>	Non è stato in grado di ottenere il valore della tabella <%1>
Не смог получить значение табличного документа <%1>	Non è stato in grado di ottenere il valore di tabella del documento <%1>
Не смог получить количество строк у таблицы <%1>	Non è stato in grado di ottenere il numero di righe di una tabella <%1>
Не смог получить макет %1	Non è riuscito a ottenere il layout %1
Не смог получить состяние таблицы <%1>	Non è stato in grado di ottenere состяние tabella <%1>
Не смог получить строки таблицы <%1>	Non è stato in grado di ottenere le righe della tabella <%1>
Не смог получить строки таблицы.	Non è stato in grado di ottenere le righe della tabella.
Не смог получить строки ТЧ <%1>	Non è riuscito a ottenere il comando di PM <%1>
Не смог получить строку сценария.	Non è stato in grado di ottenere una riga di script.
Не смог получить строку таблицы %1	Non è stato in grado di ottenere una riga della tabella %1
Не смог получить форму текущего окна.	Non è riuscito a ottenere la forma della finestra corrente.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Non potrebbe ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Non è riuscito a cambiare le impostazioni di passaggio luoghi <%1>
Не смог преобразовать к числу PID=%1	Non è riuscito a convertire al numero PID=%1
Не смог распаковать %1	Non è riuscito a estrarre %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Non sono riuscito a fare di scegliere da un elenco di selezione <%1> riga <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Non è riuscito a copiare lo script %1, perché si sarebbe verificato un loop.
Не смог создать базу по строке: %1. Статус возврата: %2	Non è stato in grado di creare la base di una riga: %1. Lo stato di ritorno: %2
Не смог создать каталог для отчета Allure: %1	Non è riuscito a creare una directory per il report Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Non è riuscito a creare una directory per il report CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Non è riuscito a creare una directory per il report jUnit: %1
Не смог создать объект сравнения файлов.	Non è riuscito a creare un oggetto di confronto di file.
Не смог создать сервисные базы. Статус=%1	Non è riuscito a creare un servizio di base. Stato=%1
Не смог удалить файл %1	Non è riuscito a cancellare il file %1
Не смогли найти таблицу <%1> в активном окне.	Non sono riusciti a trovare una tabella <%1> nella finestra attiva.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Non è diventato caricare una feature: %1, perché in esso non si trovano tag filtri.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Non è diventato caricare una feature: %1, tk stata scoperta tag eccezione: %2
Не удалось авторизоваться в базе.	Non è riuscito ad accedere al database.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Non è riuscito attendere il completamento di un ciclo di eventi per <%1> secondi.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Non è riuscito a trovare un documento al numero <%1>. Tipo Di Documento.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Non è riuscito a passare alla riga corrispondente nella tabella <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Non è riuscito a collegare un oggetto COM <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Non è riuscito a collegare un oggetto COM <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Non sono riuscito a connettere il client di test. %1
Не удалось подключить форма %1 по причине:%2	Non sono riuscito a collegare il modulo %1 per un motivo:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Non è riuscito a ottenere il timeout per l'esecuzione TestClient dei valori di %1. Viene utilizzato il valore predefinito: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Non è riuscito a ottenere il timeout per il lavoro asincroni i passaggi. È stato trasmesso il valore: %1
Не указан каталог для формирования видео инструкции.	Non si specifica una directory per formare le istruzioni a video.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Non si specifica una directory con la versione di piattaforma 8.3.10 o superiore.
Не указана команада для выполнения скриншотов. Например <%1>	Non si команада per eseguire screenshot. Ad esempio <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Non viene specificato il nome del file di log nel parametro <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Non viene specificato il nome del file di log nel parametro <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Non è indicato il numero di fotogrammi.
Не установлен ffmpeg.	Non è installato ffmpeg.
Не установлен ImageMagic (convert.exe)	Non è installato ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Non è installato ImageMagic (convert.exe).
Не установлен oscript.	Non è installato oscript.
Не установлен VLC 2.1.5.	Non è installato VLC 2.1.5.
Не установлен ГолосовойДвижок.	Non è installato ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Correttamente impostato il layout. Errata colonna nella prima riga. Non si intende obbligatoria colonna con il nome di [%1]
Неверное число параметров в строке табилцы. Должно быть <	Errato il numero di parametri nella riga табилцы. Deve essere <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Errato il numero di parametri nella riga di una tabella. Deve essere <%1> opzioni e nella barra trovato <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Modalità errata di ricerca: Non è supportata la modalità di ricerca. Puntelli <%1>: alla ricerca di valore <%2>
Неверный формат области <%1>	Formato non valido <%1>
Невидима	Invisibile
Недоступна	Non è disponibile
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра in ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Sconosciuto versione di consegna Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Errore sconosciuto in ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Sconosciuto l'id del plugin: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Sconosciuto КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Sconosciuto КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Sconosciuto il gestore del registro %1.%2 . La variabile %3
Неизвестный тип вывода данных по изменению формы.	Sconosciuto il tipo di output di dati per cambiare la forma.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Sconosciuto: %1 in ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Non è possibile modificare lo campo si è riservato di connessione <Questo client>.
Нельзя получить состав колонок для пустой таблицы.	Non è possibile ottenere la composizione di colonne di una tabella vuota.
Необрабатываемый корневой тип <%1>	Необрабатываемый radice tipo <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	È necessario installare il software. I dettagli qui: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	No collegati TestClient.
Обнаружено несколько полей с заголовком <%1>	Scoperto un paio di campi con il titolo <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Normale funzione n ° %1 di %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Una o più righe di riferimento della tabella non trovato in forma di tabella%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Un singolo thread caratteristica n ° %1 di %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Aspettavamo <%1> elementi di riferimento <%2>, e trovato <%3> elementi.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Previsto per <%1> secondi da campo <%2>. Ma questo elemento sul modulo non è stato trovato.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Previsto per <%1> secondi da campo <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Previsto per <%1> secondi di apparizione campo <%2>. Ma questo elemento sul modulo non è stato trovato.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Previsto per <%1> secondi di apparizione campo <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Previsto per <%1> secondi il campo <%2> valore <%3>. Il valore corrente <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Previsto per <%1> secondi la tabella <%2> il numero di riga %3 %4. L'attuale numero di righe <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Previsto per <%1> secondi, che si chiude una finestra con il titolo <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Previsto per <%1> secondi, si aprirà una finestra con il titolo <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Previsto per <%1> secondi, che il campo <%2> sarà riempito.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Aspettavano un tasso di occupazione di link, e hanno ricevuto un riferimento null.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Aspettavamo l'identità di file, e ottenuto, che sono diversi.%1
Ожидали получить только одну строку таблицы.	Aspetta di ottenere solo una riga della tabella.
Ожидали статус <%1>, а получили <%2>	Si aspettavano di stato <%1> ricevuto <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Aspettavamo l'esistenza di un oggetto in IB, e ricevuto l'oggetto non è stato trovato <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Aspettavamo la tabella <%1> per <%2> secondi il campo <%3> valore <%4>. Il valore corrente <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Aspettavamo %1 %2 genera un'eccezione %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Si aspettavano che la finestra attiva è <%1>, e trovato <%2>. Il timeout di ricerca di windows: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Si aspettavano che nei messaggi all'utente sarà sottostringa <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Si aspettavano che il secondo parametro è un array di parametri per il metodo <%1>, e ha ricevuto un altro oggetto di tipo <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Si aspettavano che il secondo parametro sarà trasmessa la struttura dei parametri per il metodo <СоздатьДанныеПоТабличномуДокументу>, e ha ricevuto un altro oggetto di tipo <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Si aspettavano che il numero di righe della tabella <%1> è una variabile <%2>. Il valore della variabile <%3>. Il numero di righe <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Si aspettavano che la finestra di messaggio all'utente sarà vuoto, e in esso %1 messaggi.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Si aspettavano che la variabile <%1> sarà uguale a <%2>. Il valore corrente <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Si aspettavano che il campo <%1> è una variabile <%2>. Il valore della variabile <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Si aspettavano che il campo con il titolo <%1> sarà riempito, ma è vuoto.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Si aspettavano che il valore di test (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Si aspettavano che il terzo parametro è un array di parametri per il metodo <%1>, e ha ricevuto un altro oggetto di tipo <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Si aspettavano che il gruppo <%1> la pagina corrente è <%2>, e <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Si aspettavano che la tabella del documento <%1> nella cella con indirizzo <%2> valore <%3> ricevuto <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Si aspettavano che la tabella del documento <%1> nella cella con indirizzo <%2> valore <%3> ricevuto <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Si aspettavano che la tabella del documento <%1> nella cella con indirizzo <%2> valore <%3> ricevuto <%4>
Ожидали, что ячейка <%1> будет заполнена.	Si aspettavano che la cella <%1> sarà piena.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Si aspettavano che la tabella <%1> campo <%2> è una variabile <%3>. Il valore della variabile <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Una finestra con il titolo <%1> non è stato trovato.
Описание ошибки: %1	Descrizione dell'errore: %1
Остановка на брейкпоинте.	Fermata брейкпоинте.
Ошибка в %1. %2	Errore %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Errore ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Errore ПолучитьУжеСуществующиеСнипетыИзобработок(). Il file/directory "%1 " non esiste.
Ошибка в файле %1, снипет %2 уже был в %3	L'errore nel file %1, fare in modo che i %2 era già in %3
Ошибка перегенерации EPF. Файл %1 не найден.	Errore перегенерации EPF. Il file "%1 " non è stato trovato.
Ошибка при выгрузке набора записей регистра: %1	Errore durante lo scaricamento di un set di voci del registro: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Errore durante lo scaricamento di un oggetto: %1. Tipo: %2
Ошибка при закрытии всех окон Testclient.	Errore durante la chiusura di tutte le finestre Testclient.
Ошибка при поиске значений в макете %1:	Errore durante la ricerca di valori in un layout %1:
Ошибка при получении активной формы.	Errore durante il recupero della forma attiva.
Ошибка при получении списка процессов 1С.	Errore durante il recupero di un elenco di processi di 1S.
Ошибка при получении текста фичи:	Errore durante la ricezione di un testo caratteristiche:
Ошибка при построении дерева из файла <%1>%2%3	Errore durante la compilazione di un albero di file <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Errore durante la creazione dei dati di layout. Неуникальное il nome della variabile: [%1]
Ошибка проверки значения таблицы <%1>. %2	Errore di controllo i valori della tabella <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Errore nella creazione del file temporaneo nella sottodirectory %1.
Ошибка создания скриншота:%1 команда:%2	Errore nella creazione della schermata:%1 comando:%2
Ошибка создания файла %1.	Errore nella creazione del file %1.
Ошибка чтения JSON. Неизвестный символ %1	Errore di lettura JSON. Sconosciuto il simbolo %1
Ошибка чтения структуры JSON пропускаем чтение	Errore di lettura della struttura JSON manca la lettura
Ошибка чтения структуры JSON.	Errore di lettura della struttura JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Errore. In fiche %1 è stato trovato diversi script con il nome %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Errore. Trovato più di 1 valori nella cache МетаданныеИмя [%1] su questi parametri di ricerca %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Il parametro <Eseguito il trattamento> indica un file inesistente.
Параметр <Имя подключения> является обязательным.	Il parametro <Nome connessione> è un must.
Параметр <Логин> не задан	Il parametro <Login> non è specificato
Параметр %1 не найден в таблице параметров.	Il parametro %1 non è stato trovato in una tabella dati.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Il primo parametro (%1) in meno di un secondo (%2) e voleva era maggiore o uguale a.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Il primo parametro (%1) inferiore o uguale al secondo (%2) e voleva era più.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Consegnato vuoto percorso nella procedura <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Passata data (%1) non è uguale alla data (%2) con una precisione fino a 2 secondi, e voleva loro pari. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Il parametro passato (%1) non è in periodo di %2, e voleva era. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Il parametro passato (%1) non è la Verità, e voleva era. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Il parametro passato (%1) non è una Bugia, e voleva era. %2
Передвижение курсора мышки - OK	Il movimento del cursore del mouse - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Interruttore con il titolo <%1> non è stato trovato.
Переключатель с именем <%1> не найден.	Interruttore con il nome di <%1> non è stato trovato.
Переменная <%1> не найдена.	La variabile <%1> non trovato.
Переменная <%1> ранее не была сохранена	La variabile <%1> in precedenza, non è stata mantenuta
Пересоздан %1	Ricreato %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 non è riuscito a trovare predefinito elemento/gruppo [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 non è riuscito a creare un nuovo gruppo.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 non è riuscito a creare un nuovo elemento.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 non è riuscito a trovare predefinito elemento/gruppo [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 non è riuscito a creare un nuovo gruppo.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 non è riuscito a creare un nuovo elemento.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 non è riuscito a ottenere più comune di questa IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 non è riuscito a creare un nuovo nodo.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 non è riuscito a trovare predefinito elemento/gruppo [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 non è riuscito a creare un nuovo gruppo.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 non è riuscito a creare un nuovo elemento.%2
Подключение с именем <%1> перезаполнено в таблице подключений	La connessione con il nome di <%1> перезаполнено nella tabella delle connessioni
Подключили для отладки форма %1	Agganciato per eseguire il debug di forma %1
Подключились к сеансу TESTCLIENT.	Connessi alla sessione TESTCLIENT.
Подсвет рамки - OK	Retroilluminato struttura - OK
Поле <%1> в данный момент невидимо пользователю.	Il campo <%1> a questo punto invisibile all'utente.
Поле <%1> существует, а ожидали, что его нет.	Il campo <%1> c'è, e si aspettavano che il suo no.
Поле с заголовком <%1> не найдено.	Campo con il titolo <%1> non è stato trovato.
Поле с именем <%1> не найдено.	Il campo con nome <%1> non è stato trovato.
Получить изменения формы	Ottenere un cambiamento di forma
Получить состояние всей формы	Ottenere lo stato di forma intera
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Sconosciuto КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Richiesta tipo di ТабличныйДокумент o ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Contrassegna per passo installato.
Пометка снята.	Contrassegnare addebitato.
порт <%1>	porta <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Porta %1 occupato o si trova al di fuori di questo intervallo, la porta di connessione modificato in %2
Построение дерева.	La costruzione dell'albero.
Превышение таймаутуа ожидания завершения фонового задания.	Eccesso di таймаутуа attesa di completare il processo in background.
Предупреждение с текстом %1 не найдено.	Avviso con il testo "%1 " non è stato trovato.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Precedente errore: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Quando si collega TestClient sorto un messaggio:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: il Secondo parametro-tabella tabella non è
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: il Primo parametro tabella tabella non è
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: la Seconda opzione è la tabella non è una tabella di un documento
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: il Primo parametro è la tabella non è una tabella di un documento
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tipo di valore del parametro ТипИлиИмяТипа deve essere <Tipo> o <Stringa>, e hanno ricevuto <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Verifica il carico di oggetti in IB dal layout dei dati è stata eseguita correttamente.
Проверьте работу команды <%1>	Controllare il lavoro di squadra <%1>
Профиль с именем <%1> не найден.	Profilo con nome <%1> non è stato trovato.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Vuoto indirizzo снипета il punto: %1
ПутьКФиче=Неопределено	ПутьКФиче=Undefined
Работа с ключами для %1 пока не поддерживается	Il lavoro con le chiavi per %1 non è ancora supportato
Работаю по сценарию	Lavoro per lo scenario
Работаю по фиче: %1	Lavoro fiche: %1
равно	uguale
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Le differenze nelle tabelle:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Corridore <%1> non è collegato.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Puntelli <%1> non è stato trovato.
с длиной	con una lunghezza di
Сеанс должен быть запущен с ключом TESTMANAGER.	La sessione deve essere eseguito con la chiave TESTMANAGER.
Снипет <%1> встречается %2 раз.	Fare in modo che <%1> incontra %2 volte.
содержащее текст <%1>, а был текст <%2>	contenente il testo <%1>, è stato il testo <%2>
содержит	contiene
Создан %1	Generata %1
Создан файл: %1	Creato il file: %1
Создание epf по фичам закончено.	Creazione di epf per фичам finito.
Создать тестовый mp3 - OK	Creare un mp3 - OK
Создаю %1	Creo %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Guida di riferimento.%1 non è riuscito a trovare predefinito elemento/gruppo [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Guida di riferimento.%1 non è riuscito a creare un nuovo gruppo.%2
Справочник.%1 не удалось создать новый элемент.%2	Guida di riferimento.%1 non è riuscito a creare un nuovo elemento.%2
Справочник.%1.%2 - получен пустой элемент.	Guida di riferimento.%1.%2 - ricevuto un elemento vuoto.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Messi a confronto i valori (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Messi a confronto i valori (%1
Странный параметр в логе инструкции HTML: %1	Strano parametro nel registro istruzioni HTML: %1
Странный параметр в логе инструкции Markdown: %1	Strano parametro nel registro istruzioni Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	La stringa <%1> file <%2> non trovato nel file <%3>
Строка <%1> найдена в окне сообщений пользователю.	La stringa <%1> trovato nella finestra dei messaggi all'utente.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	La stringa <%1> trovato nell'ultimo messaggio per l'utente. Trovato: %2
Строка <%1> не найдена в окне сообщений пользователю.	La stringa <%1> non trovato nella finestra dei messaggi all'utente.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	La stringa <%1> non trovato nell'ultimo messaggio per l'utente. Trovato: %2
Строка %1 не найдена в реквизите %2	La stringa "%1 " non trovato in puntelli %2
Строка №%1 не найдена в табличном документе на форме	Riga n%1 non trovato nella tabella del documento in forma
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Riga n%1, rilevato il carattere < | a>, anche se non era la parola chiave <Esempi>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Riga n%1, previsto (%2), trovato (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	La stringa deve essere descritto tabella con due righe.
Строка с фича-файлом не найдена.	Stringa con la funzione file non trovato.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	esiste
Сценарий <%1> не загружен.	Lo script <%1> non caricato.
Сценарий: %1	Script: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Tabella <%1> non conforme al riferimento. Aspettavamo <%2> righe, e in essa <%3> righe.
Таблица <%1> не стала равной за <%2> секунд. %3	Tabella <%1> non è diventato uguale a <%2> secondi. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	Tabella <%1>. Stringa n.<%2>. Colonna <%3>. Aspettavamo <%4> ricevuto <%5>
Таблица формы с именем <%1> не найдена.	Tavolo di forma con il nome di <%1> non trovato.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Il numero di()=%2
Таблицы должны совпадать, а они различны.%1	Le tabelle devono corrispondere, e sono distinti%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Tabella documento <%1> era disuguale <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabella documento non contiene le righe <%1>
Табличный документ содержит ненужные строки <%1>	Tabella documento contiene inutili righe <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> non si aprì, e doveva apre
ТестПропущен	ТестПропущен
Технические данные	Dati tecnici
тип	tipo
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Tipo di valore <%1> è <%2>, mentre era previsto tipo <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	È richiesto un documento, il processo di business o attività. Sconosciuto manager di %1.%2 . La variabile %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	PM %1 non conforme al riferimento. Aspettavamo %2 righe, e in essa %3 righe.
ТЧ с именем <%1> не найдена.	PM con nome <%1> non trovato.
