Строка поиска	Translation
Не смог найти сохранненное значение по переменой <%1>	Nepavyko rasti сохранненное reikšmė pagal переменой <%1>
Не смог обработать XML в UILogToScript.	Ne, galėjo apdoroti XML UILogToScript.
Не смог обработать параметры в строке <%1>	Ne, galėjo apdoroti parametrai eilutėje <%1>
Не смог определить длительность у файла: %1	Negalėjo nustatyti, kiek iš failo: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Nepavyko nustatyti СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Nepavyko nustatyti kitas žingsnis yra atlikti.
Не смог определить тип значения для строки: %1	Nepavyko nustatyti, kokio tipo reikšmių eilutės: %1
Не смог перейти к строке фильтра <%1>	Negalėjo pereiti į eilutę filtro <%1>
Не смог по переменной <%1> найти сохраненное значение.	Negalėjo kintamasis <%1> rasti įrašytą reikšmę.
Не смог подключить TestClient.	Nepavyko prisijungti TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Nepavyko prisijungti TestClient. Nutraukti pagal таймауту <%1>
Не смог подключить обработку <%1>	Nepavyko prisijungti tvarkymo <%1>
Не смог подключить профиль TestClient <%1>	Nepavyko prisijungti profilis TestClient <%1>
Не смог подставить в строку параметры: <%1>	Negalėjo pakeisti į eilutę parametrai: <%1>
Не смог получить данные файла <%1>	Nepavyko gauti duomenų failo <%1>
Не смог получить значение из строки запуска	Nepavyko gauti reikšmę iš eilutės paleisti
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nepavyko gauti lauko reikšmė <%1> mes lentelės <%2>.%3
Не смог получить значение таблицы <%1>	Nepavyko gauti reikšmė lentelės <%1>
Не смог получить значение табличного документа <%1>	Nepavyko gauti reikšmė lentelės dokumento <%1>
Не смог получить количество строк у таблицы <%1>	Nepavyko gauti eilučių iš lentelės <%1>
Не смог получить макет %1	Nepavyko gauti maketą %1
Не смог получить состяние таблицы <%1>	Nepavyko gauti состяние lentelės <%1>
Не смог получить строки таблицы <%1>	Nepavyko gauti lentelės eilutės <%1>
Не смог получить строки таблицы.	Nepavyko gauti lentelės eilutėje.
Не смог получить строки ТЧ <%1>	Nepavyko gauti eilutės ТЧ <%1>
Не смог получить строку сценария.	Nepavyko gauti eilutę scenarijų.
Не смог получить строку таблицы %1	Nepavyko gauti lentelės eilutės %1
Не смог получить форму текущего окна.	Nepavyko gauti formą dabartinio lango.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Negalėjo ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Negalėjo pakeisti parametrus veiksmo vietomis <%1>
Не смог преобразовать к числу PID=%1	Negalėjo konvertuoti tarp PID=%1
Не смог распаковать %1	Negalėjo išspausti %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Negalėjo padaryti pasirinkti iš sąrašo pasirinkite <%1> pagal eilutę <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Nepavyko nukopijuoti scenarijų %1, t. k. būtų atsitikę зацикливание.
Не смог создать базу по строке: %1. Статус возврата: %2	Nepavyko sukurti duomenų bazę ir pagal eilutėje: %1. Statusas grįžti: %2
Не смог создать каталог для отчета Allure: %1	Nepavyko sukurti katalogą ataskaitos Vilioti: %1
Не смог создать каталог для отчета CucumberJson: %1	Nepavyko sukurti katalogą ataskaitos CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Nepavyko sukurti katalogą ataskaitos jUnit: %1
Не смог создать объект сравнения файлов.	Nepavyko sukurti objektą, palyginti failus.
Не смог создать сервисные базы. Статус=%1	Nepavyko sukurti techninės priežiūros bazę. Status= " %1
Не смог удалить файл %1	Nepavyko ištrinti failo %1
Не смогли найти таблицу <%1> в активном окне.	Negalėjome rasti lentelę <%1> aktyviame lange.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Ne tapo atsisiųsti фичу: %1, t. k. joje nerasta žymių filtrai.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Ne tapo atsisiųsti фичу: %1, t. k. aptiktas žymė išimtis: %2
Не удалось авторизоваться в базе.	Nepavyko авторизоваться bazėje.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Nepavyko laukti įvykių užbaigti ciklą per <%1> sekundžių.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Nepavyko rasti dokumentą numeriu <%1>. Tipas Dokumentą.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Nepavyko patekti į norimą eilutę lentelėje <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Nepavyko prisijungti COM objektas <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Nepavyko prisijungti COM objektas <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Nepavyko prisijungti klientas bandymai. %1
Не удалось подключить форма %1 по причине:%2	Nepavyko prisijungti forma %1 dėl:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nepavyko gauti osd paleisti TestClient iš reikšmes, %1. Naudojama numatytoji reikšmė: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Nepavyko gauti osd darbo asinchroninis žingsnių. Buvo perduotas, vertė: %1
Не указан каталог для формирования видео инструкции.	Nėra nurodyta kataloge forma video instrukcijos.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Nėra nurodyta kataloge norimą versija platforma 8.3.10 arba didesnis.
Не указана команада для выполнения скриншотов. Например <%1>	Nėra nurodyta команада atlikti vaizdus. Pvz., <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Nenurodyta failo pavadinimas лога parametro <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Nenurodyta failo pavadinimas лога parametro <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Nenurodyta kadrų skaičių.
Не установлен ffmpeg.	Nėra nustatytas ffmpeg.
Не установлен ImageMagic (convert.exe)	Nėra nustatytas ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Nėra nustatytas ImageMagic (convert.exe).
Не установлен oscript.	Nėra nustatytas oscript.
Не установлен VLC 2.1.5.	Nėra nustatytas VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nėra nustatytas ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Neteisingai nustatytas maketą. Neteisingas stulpelio pirmoje eilutėje. Nėra nurodyta privaloma skiltis pavadinimu " [%1]
Неверное число параметров в строке табилцы. Должно быть <	Neteisingas parametrų skaičius eilutėje табилцы. Turi būti <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Neteisingas parametrų skaičius lentelės eilutėje. Turi būti <%1> parametrai, ir eilutėje nerasta <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Neteisingas paieškos režimas: Ne palaikomos paieškos režimas. Rekvizitai <%1>: Ieškoma reikšmė <%2>
Неверный формат области <%1>	Neteisingas formatas srityje <%1>
Невидима	Невидима
Недоступна	Nėra
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра į ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Nežinoma versija pristatymo Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Nežinoma klaida ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Nežinomas id plug-in: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Nežinomas КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Nežinomas КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Nežinomas vadybininkas raidžių %1.%2 . Kintamasis %3
Неизвестный тип вывода данных по изменению формы.	Nežinomas išėjimo duomenų tipas pakeisti formos.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Nežinomas Tipas: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Negalima keisti esamą jūs saugomos prisijungti <Šis vartotojas>.
Нельзя получить состав колонок для пустой таблицы.	Negalima gauti sudėtis stulpelių tuščią lentelę.
Необрабатываемый корневой тип <%1>	Необрабатываемый root tipas <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Reikia įdiegti programinę įrangą. Išsami informacija čia: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nėra prisijungusių TestClient.
Обнаружено несколько полей с заголовком <%1>	Nustatyta, kad kelis laukus su antrašte <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Įprasta фича nr.%1 %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Viena ar kelias eilutes pavyzdinis lentelės nerastas lentelės forma%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная фича nr.%1 %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Tikėjomės <%1> elementų, reference manual <%2> rasti <%3> elementų.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Tikėjomės per <%1> sekundžių prieinamumo lauko <%2>. Tačiau toks elementas formoje nerastas.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Tikėjomės per <%1> sekundžių prieinamumo lauko <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Tikėjomės per <%1> sekundžių pasirodymo lauko <%2>. Tačiau toks elementas formoje nerastas.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Tikėjomės per <%1> sekundžių pasirodymo lauko <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Tikėjomės per <%1> sekundžių iš lauko <%2> reikšmės <%3>. Dabartinė vertė <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Tikėjomės per <%1> sekundžių jūs lentelės <%2> eilučių skaičius %3 %4. Dabartinė suma <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Tikėjomės per <%1> sekundžių, kad bus uždarytas langas su antrašte <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Tikėjomės per <%1> sekundžių, kad atsivers langas su antrašte <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Tikėjomės per <%1> sekundžių, kad lauke <%2> bus persmelktos.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Tikėjomės заполненность nuorodos, o gavo tuščią nuorodą.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Tikėjomės tapatybę failus, taip gavo, kad jie yra skirtingi.%1
Ожидали получить только одну строку таблицы.	Tikėjosi gauti tik vieną eilutę lentelėje.
Ожидали статус <%1>, а получили <%2>	Tikėjomės statusą, <%1>, o gavo <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Tikėjomės egzistavimą objekto ИБ, o gavo objektas nerastas <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Tikėjomės mes lentelės <%1> per <%2> sekundžių iš lauko <%3> reikšmės <%4 ir>. Dabartinė vertė <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Tikėjomės, kad %1 %2 выбросит išimtis %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Tikėjomės, kad aktyvus langas bus <%1>, o rado <%2>. Osd paieškos langą: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Tikėjomės, kad laiškuose vartotojui bus substr <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Tikėjomės, kad antras parametras bus perduotas masyvo parametrų metodas <%1>, o gavo kitą objektą, kurio <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Tikėjomės, kad antras parametras bus perkelta struktūra, parametrų metodas <СоздатьДанныеПоТабличномуДокументу>, o gavo kitą objektą, kurio <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Tikėjomės, kad eilučių skaičių lentelės <%1> bus dar kintamasis <%2>. Kintamojo reikšmė <%3>. Eilučių skaičius <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Tikėjomės, kad pranešimo langą vartotojui bus tuščias, o jame %1 pranešimų.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Tikėjomės, kad kintamasis <%1> bus lygi <%2>. Dabartinė vertė <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Tikėjomės, kad lauke <%1> bus dar kintamasis <%2>. Kintamojo reikšmė <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Tikėjomės, kad lauke su antrašte <%1> bus užpildyta, bet ji yra tuščia.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Tikėjomės, kad проверяемое reikšmė (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Tikėjomės, kad trečias parametras bus perduotas masyvo parametrų metodas <%1>, o gavo kitą objektą, kurio <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Tikėjomės, kad jūs grupė <%1> dabartinės puslapiu bus <%2>, o pasirodė, <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tikėjomės, kad jūs lentelės dokumento <%1> langelyje su adresu <%2> bus reikšmę <%3>, o gavo <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tikėjomės, kad jūs lentelės dokumento <%1> langelyje su adresu <%2> bus reikšmę <%3>, o gavo <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Tikėjomės, kad jūs lentelės dokumento <%1> langelyje su adresu <%2> bus reikšmę <%3>, o gavo <%4>
Ожидали, что ячейка <%1> будет заполнена.	Tikėjomės, kad langelis <%1> bus užimta.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Tikėjomės, чтов lentelėje <%1> laukas <%2> bus dar kintamasis <%3>. Kintamojo reikšmė <%4 ir>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Langas su antrašte <%1> nėra rasta.
Описание ошибки: %1	Klaidos aprašymas: %1
Остановка на брейкпоинте.	Sustojimas брейкпоинте.
Ошибка в %1. %2	Klaida %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Klaida ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Klaida ПолучитьУжеСуществующиеСнипетыИзобработок(). Failo/katalogas %1 neegzistuoja.
Ошибка в файле %1, снипет %2 уже был в %3	Klaida faile %1, снипет %2 jau buvo %3
Ошибка перегенерации EPF. Файл %1 не найден.	Klaida перегенерации EPF. Failas %1 nerastas.
Ошибка при выгрузке набора записей регистра: %1	Klaida iškrauti įrašų rinkinys raidžių: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Klaida iškrauti objektas: %1. Tipas: %2
Ошибка при закрытии всех окон Testclient.	Klaida uždarant visus langus Testclient.
Ошибка при поиске значений в макете %1:	Klaida ieškant reikšmių makete, %1:
Ошибка при получении активной формы.	Klaida gavus aktyvios formos.
Ошибка при получении списка процессов 1С.	Klaida gavus sąrašo procesai 1.
Ошибка при получении текста фичи:	Klaida gavus teksto фичи:
Ошибка при построении дерева из файла <%1>%2%3	Klaida apskaičiuojant medis iš failo <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Klaida kuriant duomenų išdėstymą. Неуникальное kintamojo pavadinimas: [%1]
Ошибка проверки значения таблицы <%1>. %2	Klaida patikrinti vertybes lentelės <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Klaida sukurti laikinąjį failą į pakatalogį %1.
Ошибка создания скриншота:%1 команда:%2	Klaida sukurti скриншота:%1 komanda:%2
Ошибка создания файла %1.	Klaida sukurti failą, %1.
Ошибка чтения JSON. Неизвестный символ %1	Skaitymo klaida JSON. Nežinomas simbolis " %1
Ошибка чтения структуры JSON пропускаем чтение	Skaitymo klaida struktūra JSON praleidžiame skaityti
Ошибка чтения структуры JSON.	Skaitymo klaida struktūra JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Klaida. Į фиче %1 buvo rasta keli scenarijai, pavadinimu " %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Klaida. Rasta daugiau nei 1 reikšmę į talpyklą МетаданныеИмя [%1] pagal nurodytus parametrus paieškos %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parametras <Запускаемая apdorojimas> nurodo į neegzistuojantį failą.
Параметр <Имя подключения> является обязательным.	Parametras <ryšio Pavadinimas> yra privalomas.
Параметр <Логин> не задан	Parametras <Login> nenurodytas
Параметр %1 не найден в таблице параметров.	Parametras %1 nerastas lentelės parametrus.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Pirmas parametras (%1) mažiau nei antrąjį (%2) ir norėjo, kad buvo didesnis ar lygus.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Pirmas parametras (%1) yra mažesnis arba lygus antrąją (%2) ir norėjo, kad buvo daugiau.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Perduodamas tuščias kelias į procedūrą <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Atsiųsta data (%1) nėra lygus datą (%2) su tikslumu iki 2-jų sekundžių, bet norėjo, kad jie равнялись. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Nurodytas parametras (%1) nėra įtrauktas į laikotarpis %2, o norėjo, kad buvo. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Nurodytas parametras (%1) yra ne Tiesa, o norėjo, kad buvo. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Nurodytas parametras (%1) yra ne Melas, o norėjo, kad buvo. %2
Передвижение курсора мышки - OK	Judėjimas pelės žymeklį - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Jungiklis su antrašte <%1> nerastas.
Переключатель с именем <%1> не найден.	Jungiklis su pavadinimu <%1> nerastas.
Переменная <%1> не найдена.	Kintamasis <%1> nėra rasta.
Переменная <%1> ранее не была сохранена	Kintamasis <%1> anksčiau neįrašoma
Пересоздан %1	Пересоздан %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 nepavyko rasti предопределенный elementas/grupę [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 nepavyko sukurti naują grupę.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 nepavyko sukurti naują elementą.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 nepavyko rasti предопределенный elementas/grupę [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 nepavyko sukurti naują grupę.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 nepavyko sukurti naują elementą.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 nepavyko gauti mazgas šios ИБ.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 nepavyko sukurti naują svetainę.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 nepavyko rasti предопределенный elementas/grupę [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 nepavyko sukurti naują grupę.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 nepavyko sukurti naują elementą.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Ryšys su pavadinimu <%1> перезаполнено lentelėje jungtys
Подключили для отладки форма %1	Užsikabinęs derinimo forma %1
Подключились к сеансу TESTCLIENT.	Prisijungę prie diskusijos TESTCLIENT.
Подсвет рамки - OK	Подсвет sistema - OK
Поле <%1> в данный момент невидимо пользователю.	Lauke <%1> šiuo metu yra nematomas vartotojui.
Поле <%1> существует, а ожидали, что его нет.	Lauke <%1> egzistuoja, ir tikėjosi, kad jo nėra.
Поле с заголовком <%1> не найдено.	Lauke su antrašte <%1> nėra rasta.
Поле с именем <%1> не найдено.	Lauke, su pavadinimu <%1> nėra rasta.
Получить изменения формы	Gauti pokyčiai formos
Получить состояние всей формы	Gauti būsena visos formos
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Nežinomas КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Reikia tipas ТабличныйДокумент arba ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Pažymėjimas, kad žingsnis įdėta.
Пометка снята.	Pažymėjimas panaikintas.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Uostas %1 užimtas ar esate ne nustatytose ribose, uosto prisijungti pakeistas į %2
Построение дерева.	Statyba iš medžio.
Превышение таймаутуа ожидания завершения фонового задания.	Viršija таймаутуа laukimo pabaigos, fono darbą.
Предупреждение с текстом %1 не найдено.	Įspėjimas su tekstu %1 nerasta.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Ankstesnis klaida: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Prijungus TestClient atsirado pranešimas:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Antrasis parametras-lentelė lentele nėra
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Pirmas parametras-lentelė lentele nėra
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Antrasis parametras-lentelė nėra табличным dokumentu
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Pirmas parametras-lentelė nėra табличным dokumentu
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tipas parametro ТипИлиИмяТипа turi būti <Tipas> arba <Str>, o gavo <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Tikrinimas parsisiųsti objektų ИБ makete duomenų pavyksta.
Проверьте работу команды <%1>	Patikrinkite, ar veikia komandas <%1>
Профиль с именем <%1> не найден.	Profilio pavadinimą <%1> nerastas.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Tuščias adresas снипета jūs žingsniai: %1
ПутьКФиче=Неопределено	ПутьКФиче=Neapibrėžta Eilutė
Работа с ключами для %1 пока не поддерживается	Darbas su raktais %1 kol nepalaikomas
Работаю по сценарию	Dirbu pagal scenarijų
Работаю по фиче: %1	Dirbu pagal фиче: %1
равно	tiek
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Skirtumai lentelėse:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Bausmė <%1> nėra prijungtas.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Rekvizitai <%1> nerastas.
с длиной	ilgio
Сеанс должен быть запущен с ключом TESTMANAGER.	Diskusija turėtų būti pradėtas raktas TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> susitinka %2 kartus.
содержащее текст <%1>, а был текст <%2>	kuriame tekstą <%1>, o buvo tekstas <%2>
содержит	yra
Создан %1	Sukurta %1
Создан файл: %1	Sukurtas failas: %1
Создание epf по фичам закончено.	Kurti epf pagal фичам baigtos.
Создать тестовый mp3 - OK	Sukurti bandymo mp3 - OK
Создаю %1	Sukurti %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Vadovas.%1 nepavyko rasti предопределенный elementas/grupę [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Vadovas.%1 nepavyko sukurti naują grupę.%2
Справочник.%1 не удалось создать новый элемент.%2	Vadovas.%1 nepavyko sukurti naują elementą.%2
Справочник.%1.%2 - получен пустой элемент.	Vadovas.%1.%2 - gautas tuščias elementas.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Сравниваемые verčių (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Сравниваемые verčių (%1
Странный параметр в логе инструкции HTML: %1	Keista parametras apache instrukcijos HTML: %1
Странный параметр в логе инструкции Markdown: %1	Keista parametras apache instrukcijos Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Eilutė <%1> iš failo <%2> nerastas faile <%3>
Строка <%1> найдена в окне сообщений пользователю.	Eilutė <%1> rasta pranešimo langas vartotojui.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Eilutė <%1> rasta pastaruoju pranešimu vartotojui. Iš viso: %2
Строка <%1> не найдена в окне сообщений пользователю.	Eilutė <%1> nėra rasta pranešimo langas vartotojui.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Eilutė <%1> nėra rasta pastaruoju pranešimu vartotojui. Iš viso: %2
Строка %1 не найдена в реквизите %2	Eilutės %1, rasta реквизите %2
Строка №%1 не найдена в табличном документе на форме	Eilutė nr.%1 nerastas stalo dokumente forma
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Eilutė nr.%1, rastas simbolis <|>, nors nebuvo raktinį žodį <Pavyzdžiai>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Eilutė nr.%1, tikėtasi (%2), o rasti (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	Eilutė turi būti aprašyta lentele su dviem tuščių.
Строка с фича-файлом не найдена.	Juosta su фича-failu nerasta.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	yra
Сценарий <%1> не загружен.	Scenarijus <%1> nėra įkeltas.
Сценарий: %1	Scenarijus: %1
