Строка поиска	Translation
Не смог по переменной <%1> найти сохраненное значение.	No pudo variable <%1> encontrar el valor almacenado.
Не смог подключить TestClient.	No fue capaz de conectar TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	No fue capaz de conectar TestClient. Interrupción programada <%1>
Не смог подключить обработку <%1>	No fue capaz de conectar el procesamiento de la <%1>
Не смог подключить профиль TestClient <%1>	No fue capaz de conectar el perfil de TestClient <%1>
Не смог подставить в строку параметры: <%1>	No pudo ponerla en la cadena de parámetros: <%1>
Не смог получить данные файла <%1>	No fue capaz de obtener los datos del archivo <%1>
Не смог получить значение из строки запуска	No se pudo obtener el valor de la fila de inicio
Не смог получить значение поля <%1> у таблицы <%2>.%3	No se pudo obtener el valor del campo <%1> tabla <%2>.%3
Не смог получить значение таблицы <%1>	No se pudo obtener el valor de la tabla <%1>
Не смог получить значение табличного документа <%1>	No se pudo obtener el valor de la tabla de un documento <%1>
Не смог получить количество строк у таблицы <%1>	No se pudo obtener el número de filas de la tabla <%1>
Не смог получить макет %1	No fue capaz de obtener el diseño de %1
Не смог получить состяние таблицы <%1>	No fue capaz de conseguir el estado de la tabla <%1>
Не смог получить строки таблицы <%1>	No fue capaz de obtener las filas de la tabla <%1>
Не смог получить строки таблицы.	No fue capaz de obtener las filas de la tabla.
Не смог получить строки ТЧ <%1>	No fue capaz de obtener de la cadena de pm <%1>
Не смог получить строку сценария.	No fue capaz de obtener la línea de comandos.
Не смог получить строку таблицы %1	No fue capaz de obtener la fila de la tabla %1
Не смог получить форму текущего окна.	No pudo conseguir la forma de la ventana actual.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	No pudo ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	No fue capaz de cambiar la configuración de paso de asientos <%1>
Не смог преобразовать к числу PID=%1	No podía convertir a un número de PID=%1
Не смог распаковать %1	No pudo descomprimir %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	No pudo hacer seleccionar de la lista de selección <%1> en la línea <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	No pude copiar la secuencia de comandos %1, ya que habría ocurrido el bucle.
Не смог создать базу по строке: %1. Статус возврата: %2	No se pudo crear la base de la cadena: %1. El estado de retorno: %2
Не смог создать каталог для отчета Allure: %1	No se pudo crear el directorio para el informe de Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	No se pudo crear el directorio para el informe CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	No se pudo crear el directorio para el informe de jUnit: %1
Не смог создать объект сравнения файлов.	No se pudo crear el objeto de comparación de archivos.
Не смог создать сервисные базы. Статус=%1	No pudo crear un servicio de base. Estado=%1
Не смог удалить файл %1	No se pudo eliminar el archivo %1
Не смогли найти таблицу <%1> в активном окне.	No pudimos encontrar una tabla <%1> en la ventana activa.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	No se volvió a subir фичу: %1, ya que en ella no se encuentra la etiqueta de los filtros.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	No se volvió a subir фичу: %1, ya que se encontró una etiqueta excepción: %2
Не удалось авторизоваться в базе.	No se pudo iniciar sesión en la base.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	No se puede esperar para el evento de finalización de un ciclo, en el plazo de <%1> segundos.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	No se pudo encontrar el documento al <%1>. Tipo De Documento.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	No pudo ir a la fila de la tabla <%1>. %2
Не удалось подключить COM объект <Shell.Application>	No se pudo montar el objeto COM <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	No se pudo montar el objeto COM <WScript.Shell>
Не удалось подключить клиент тестирования. %1	No se pudo montar el cliente de prueba. %1
Не удалось подключить форма %1 по причине:%2	No se pudo montar la forma %1 debido a:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	No se pudo obtener el tiempo de espera para iniciar el TestClient de los valores de %1. El valor predeterminado es: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	No se pudo obtener el tiempo de espera para la operación asincrónica pasos. Se pasó un valor: %1
Не указан каталог для формирования видео инструкции.	No se especifica el directorio para la formación de videos de instrucción.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	No se especifica el directorio con la versión de la plataforma de 8.3.10 o superior.
Не указана команада для выполнения скриншотов. Например <%1>	No se especifica команада para realizar capturas de pantalla. Por ejemplo: <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	No se especifica el nombre del archivo de log en el parámetro <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	No se especifica el nombre del archivo de log en el parámetro <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	No se especifica el número de fotogramas.
Не установлен ffmpeg.	No está instalado ffmpeg.
Не установлен ImageMagic (convert.exe)	No tiene ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	No tiene ImageMagic (convert.exe).
Не установлен oscript.	No tiene oscript.
Не установлен VLC 2.1.5.	No está instalado el VLC 2.1.5.
Не установлен ГолосовойДвижок.	No tiene ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Está mal definido el diseño. Es incorrecto columna en la primera fila. No se especifica obligatoria de la columna con el nombre de [%1]
Неверное число параметров в строке табилцы. Должно быть <	Un número incorrecto de parámetros en la línea de табилцы. Debe ser <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Un número incorrecto de parámetros en la línea de la tabla. Debe ser <%1> opciones y en la barra encontrado <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Modo incorrecto de la búsqueda: No es compatible con el modo de búsqueda. Prop <%1>: Buscando el valor de la <%2>
Неверный формат области <%1>	Formato incorrecto de la esfera de la <%1>
Невидима	Invisible
Недоступна	No está disponible
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра en ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Versión desconocida de la entrega de Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Error desconocido en ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Desconocido el identificador de plug-in: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Desconocido КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Desconocido КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Desconocido gerente de mayúsculas y minúsculas %1.%2 . La variable %3
Неизвестный тип вывода данных по изменению формы.	Desconocido el tipo de salida de datos de cambio de forma.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Tipo desconocido: %1 en ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	No se puede modificar el actual campo de el reservado de conexión <El cliente>.
Нельзя получить состав колонок для пустой таблицы.	No se puede obtener la composición de las columnas para una tabla vacía.
Необрабатываемый корневой тип <%1>	No interpretado por raíz el tipo de <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Debe instalar el software. Los detalles aquí: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	No hay conectados TestClient.
Обнаружено несколько полей с заголовком <%1>	Se han detectado varios campos con el título de <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Normal ficha nº%1 %2. РаннерID=%3. El 4 %
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Una o varias líneas de referencia de la tabla no se encuentra en la tabla de la forma%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Único subproceso ficha nº%1 %2. РаннерID=%3. El 4 %
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Se espera <%1> elementos del manual de <%2>, y han encontrado <%3> elementos.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Se espera en un plazo de <%1> segundos de la disponibilidad de los campos <%2>. Pero este elemento en el formulario no se ha encontrado.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Se espera en un plazo de <%1> segundos de la disponibilidad de los campos <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Se espera en un plazo de <%1> segundos de aparición de los campos <%2>. Pero este elemento en el formulario no se ha encontrado.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Se espera en un plazo de <%1> segundos de aparición de los campos <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Se espera en un plazo de <%1> segundos en el campo <%2> valores <%3>. El valor actual de la <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Se espera en un plazo de <%1> segundos de la tabla <%2> número de filas %3 % 4. El número actual de líneas <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Se espera en un plazo de <%1> segundos, para que se cierre la ventana con el título <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Se espera en un plazo de <%1> segundos, que se abrirá una ventana con el título <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Se espera en un plazo de <%1> segundos, que el campo de la <%2> se llena.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Esperaban el llenado de referencias, y han recibido una referencia.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Esperaban la identidad de los archivos, y han recibido, que son diferentes.%1
Ожидали получить только одну строку таблицы.	Esperaba recibir sólo una fila de la tabla.
Ожидали статус <%1>, а получили <%2>	Esperaban el estado de <%1>, y han recibido <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Esperaban la existencia de un objeto en el ib, y han recibido el objeto no se ha encontrado <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Esperaban la tabla <%1> <%2> segundos en el campo <%3> valores <%4>. El valor actual de la <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Esperaban que el %1 %2 genera una excepción de %3 % 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Esperaban que la ventana activa se <%1>, y han encontrado <%2>. El tiempo de espera de búsqueda de la ventana: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Esperaban que en los mensajes que el usuario se subcadena <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Esperaban que el segundo parámetro es transmitido a una matriz de parámetros para el método de <%1>, y tiene otro objeto con el tipo de <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Esperaban que el segundo parámetro será remitida a la estructura de parámetros para el método de <СоздатьДанныеПоТабличномуДокументу>, y tiene otro objeto con el tipo de <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Esperaban que el número de filas de la tabla <%1> será igual a la variable <%2>. El valor de la variable <%3>. El número de filas <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Esperaban que la ventana de mensajes, el usuario se encuentra en blanco, y en él %1 mensajes.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Esperaban que la variable <%1> será <%2>. El valor actual de la <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Esperaban que el campo <%1> será igual a la variable <%2>. El valor de la variable <%3>. Datosdel <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Esperaban que el cuadro con el título de <%1> se llena, pero está vacío.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Esperaban que el valor comprobado (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Esperaban que el tercer parámetro se le pasará una matriz de parámetros para el método <%1>, y tiene otro objeto con el tipo de <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Esperaban que el grupo de <%1> de la página actual se <%2>, y se encontraba <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Esperaban que el documento tabular <%1> en la celda con la dirección <%2> es el valor de la <%3>, y han recibido <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Esperaban que el documento tabular <%1> en la celda con la dirección <%2> es el valor de la <%3>, y han recibido <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Esperaban que el documento tabular <%1> en la celda con la dirección <%2> es el valor de la <%3>, y han recibido <%4>
Ожидали, что ячейка <%1> будет заполнена.	Esperaban que la celda <%1> se llena.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Esperaban чтов tabla <%1> el campo <%2> será igual a la variable <%3>. El valor de la variable <%4>. Datosdel <%5>
Окно с заголовком <%1> не найдено.	De diálogo con el título de <%1> no se encuentra.
Описание ошибки: %1	Descripción del error: %1
Остановка на брейкпоинте.	Parada en брейкпоинте.
Ошибка в %1. %2	Error en %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Error en ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Error en ПолучитьУжеСуществующиеСнипетыИзобработок(). El archivo/directorio %1 no existe.
Ошибка в файле %1, снипет %2 уже был в %3	El error en el archivo %1, снипет %2 ya estaba en %3
Ошибка перегенерации EPF. Файл %1 не найден.	Error перегенерации EPF. El archivo "%1 " no se ha encontrado.
Ошибка при выгрузке набора записей регистра: %1	Error en la descarga del conjunto de registros registro: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Error en la descarga del objeto: %1. Tipo: %2
Ошибка при закрытии всех окон Testclient.	Error al cerrar todas las ventanas de Testclient.
Ошибка при поиске значений в макете %1:	Error en la búsqueda de valores en el diseño de %1:
Ошибка при получении активной формы.	Error al obtener el formulario activo.
Ошибка при получении списка процессов 1С.	Error al obtener la lista de procesos 1S.
Ошибка при получении текста фичи:	Error al obtener el texto slave:
Ошибка при построении дерева из файла <%1>%2%3	Error al generar el árbol de archivo <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Error al crear los datos de diseño. Неуникальное el nombre de la variable: [%1]
Ошибка проверки значения таблицы <%1>. %2	Error en la comprobación de los valores de la tabla <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Error al crear el archivo temporal en el subdirectorio %1.
Ошибка создания скриншота:%1 команда:%2	Error en la creación de capturas de pantalla:%1 comando:%2
Ошибка создания файла %1.	Error al crear el archivo %1.
Ошибка чтения JSON. Неизвестный символ %1	Error de lectura de JSON. Desconocido el carácter %1
Ошибка чтения структуры JSON пропускаем чтение	Error de lectura de la estructura JSON saltamos la lectura
Ошибка чтения структуры JSON.	Error de lectura de la estructura JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Error. En fiche %1, se han encontrado algunas secuencias de comandos con el nombre %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Error. Encuentra más de 1 valores almacenados en caché МетаданныеИмя [%1] de los parámetros de búsqueda %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	La opción <se Ejecuta el procesamiento de> especifica un archivo que no existe.
Параметр <Имя подключения> является обязательным.	La opción de <Nombre de la conexión> es obligatorio.
Параметр <Логин> не задан	La opción de <nombre de Usuario> no se especifica
Параметр %1 не найден в таблице параметров.	El parámetro %1 no se ha encontrado en la tabla de parámetros.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	El primer parámetro (%1) es menor que el segundo (%2) y querían que fue mayor que o igual a.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	El primer parámetro (%1) menor o igual que el segundo (%2) y querían que fue más.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Entregado en blanco la ruta en el procedimiento de <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Dada la fecha (%1) no es igual a la fecha (%2) con una precisión de hasta 2 segundos, y querían que se consignó. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Se pasa el parámetro (%1) no se incluye en el período %2, mientras que querían era. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Se pasa el parámetro (%1) no es la Verdad, pero quería era. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Se pasa el parámetro (%1) no es una Mentira, y querían que era. %2
Передвижение курсора мышки - OK	El movimiento del cursor del ratón clic en aceptar
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	El interruptor con el título de <%1> no se ha encontrado.
Переключатель с именем <%1> не найден.	El interruptor con el nombre de <%1> no se ha encontrado.
Переменная <%1> не найдена.	La variable <%1> no se ha encontrado.
Переменная <%1> ранее не была сохранена	La variable <%1> no se ha guardado anteriormente
Пересоздан %1	Пересоздан %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 no se puede encontrar un elemento/grupo [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 no se puede crear un nuevo grupo.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 no se puede crear un nuevo elemento.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 no se puede encontrar un elemento/grupo [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 no se puede crear un nuevo grupo.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 no se puede crear un nuevo elemento.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 no se pudo obtener el nodo esta ib.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 no se puede crear un nuevo nodo.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 no se puede encontrar un elemento/grupo [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 no se puede crear un nuevo grupo.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 no se puede crear un nuevo elemento.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Conexión con el nombre <%1> перезаполнено en la tabla de conexiones
Подключили для отладки форма %1	Conectó para la depuración de la forma %1
Подключились к сеансу TESTCLIENT.	Conectado a la sesión de TESTCLIENT.
Подсвет рамки - OK	Подсвет marcos: OK
Поле <%1> в данный момент невидимо пользователю.	El campo <%1> en este momento es invisible para el usuario.
Поле <%1> существует, а ожидали, что его нет.	El campo <%1> existe y que esperaban, que no existe.
Поле с заголовком <%1> не найдено.	El cuadro con el título de <%1> no se encuentra.
Поле с именем <%1> не найдено.	El campo con el nombre de <%1> no se encuentra.
Получить изменения формы	Obtener el cambio de la forma de
Получить состояние всей формы	Obtener el estado de todo el formulario
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Desconocido КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Requiere que el tipo de ТабличныйДокумент o ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Marca de paso instalada.
Пометка снята.	La marca cargada.
порт <%1>	el puerto de <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	El puerto %1 está ocupado o fuera de un rango especificado, el puerto de conexión cambiado en %2
Построение дерева.	Construcción del árbol.
Превышение таймаутуа ожидания завершения фонового задания.	El exceso de таймаутуа espera completar el trabajo de fondo.
Предупреждение с текстом %1 не найдено.	Advertencia con el texto "%1 " no encontrados.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Anterior error: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Cuando se conecta TestClient se produjo el mensaje:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Segundo parámetro de la tabla a la tabla no es
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: el Primer parámetro de la tabla de la tabla no es
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Segundo parámetro de la tabla no es una tabla de un documento
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: la Primera opción, la tabla no es una tabla de un documento
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tipo de valor de la opción de ТипИлиИмяТипа debe ser <Tipo> o <Cadena>, y han recibido <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Comprobación de la carga de objetos en el ib de diseño de datos se ha realizado correctamente.
Проверьте работу команды <%1>	Compruebe el funcionamiento de los comandos <%1>
Профиль с именем <%1> не найден.	El perfil con el nombre de <%1> no se ha encontrado.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Vacía la dirección de снипета de el paso: %1
ПутьКФиче=Неопределено	ПутьКФиче=Indefinido
Работа с ключами для %1 пока не поддерживается	El trabajo con las llaves para %1 no es compatible con
Работаю по сценарию	Trabajo en el escenario
Работаю по фиче: %1	Trabajo de fiche: %1
равно	igual
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Las diferencias en las tablas:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Corredor <%1> no está conectado.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Prop <%1> no se ha encontrado.
с длиной	con una longitud de
Сеанс должен быть запущен с ключом TESTMANAGER.	La sesión debe ser iniciado con la clave TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> se reúne %2 veces.
содержащее текст <%1>, а был текст <%2>	el texto de la <%1>, y fue el texto <%2>
содержит	contiene
Создан %1	Fue creado por %1
Создан файл: %1	Creado el archivo: %1
Создание epf по фичам закончено.	La creación de la epf de фичам terminado.
Создать тестовый mp3 - OK	Crear un mp3 - OK
Создаю %1	Creo %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Guía de referencia rápida.%1 no se puede encontrar un elemento/grupo [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Guía de referencia rápida.%1 no se puede crear un nuevo grupo.%2
Справочник.%1 не удалось создать новый элемент.%2	Guía de referencia rápida.%1 no se puede crear un nuevo elemento.%2
Справочник.%1.%2 - получен пустой элемент.	Guía de referencia rápida.%1.%2 - recibe el elemento vacío.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Se comparan los valores de (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Se comparan los valores de (%1
Странный параметр в логе инструкции HTML: %1	Extraño opción en el loge de instrucciones HTML: %1
Странный параметр в логе инструкции Markdown: %1	Extraño opción en el loge de instrucciones de descuento: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	La cadena de <%1> del archivo <%2> no se encuentra en el archivo <%3>
Строка <%1> найдена в окне сообщений пользователю.	La cadena de <%1> se encuentra en la ventana de mensajes al usuario.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	La cadena de <%1> se ha encontrado en el último mensaje al usuario. Encontrados: %2
Строка <%1> не найдена в окне сообщений пользователю.	La cadena de <%1> no se encuentra en la ventana de mensajes al usuario.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	La cadena de <%1> no se encuentra en el último mensaje al usuario. Encontrados: %2
Строка %1 не найдена в реквизите %2	Línea %1 no se encuentra en monedero electrónico %2
Строка №%1 не найдена в табличном документе на форме	Línea nº%1 no se encuentra en la cuadrícula de documento en forma de
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	Línea nº%1, se detecta un carácter de < | a>, aunque no era la palabra clave <Ejemplos>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Línea nº%1, se esperaba (%2), y se ha encontrado (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	La cadena debe ser descrito de la tabla con dos filas.
Строка с фича-файлом не найдена.	La línea con la ficha-archivo no encontrado.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	existe
Сценарий <%1> не загружен.	La secuencia de comandos <%1> no se ha cargado.
Сценарий: %1	La secuencia de comandos: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	La tabla <%1> no coincide con el patrón. Se espera <%2> filas, y en ella <%3> filas.
Таблица <%1> не стала равной за <%2> секунд. %3	La tabla <%1> no fue por igual de la <%2> segundos. %3
Таблица <%1>. Строка №<%2>. Колонка <%3>. Ожидали <%4>, а получили <%5>	La tabla <%1>. Número de línea<%2>. La columna de la <%3>. Se espera <%4>, y han recibido <%5>
Таблица формы с именем <%1> не найдена.	Tabla de formulario con el nombre de <%1> no se ha encontrado.
ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.Количество()=%2	ТаблицаОжиданий.КоличествоСтрок()=%1, ТаблицаРезультатов.La cantidad de()=%2
Таблицы должны совпадать, а они различны.%1	Las tablas deben coincidir, y son%1
ТаблицыСовпадают	ТаблицыСовпадают
Табличный документ <%1> оказался неравен <%2>.%3	Tabular el documento <%1> resultó ser es distinto de <%2>.%3
Табличный документ не содержит нужные строки <%1>	Tabular el documento no contiene las cadenas de <%1>
Табличный документ содержит ненужные строки <%1>	Tabular el documento contiene las líneas innecesarias <%1>
ТестируемаяФорма <%1> не открылась, а должна была открыться	ТестируемаяФорма <%1> no se ha abierto, y tuvo que abrirse
ТестПропущен	ТестПропущен
Технические данные	Datos técnicos
тип	el tipo de
Типом значения <%1> является <%2>, а ожидался тип <%3>.%4	Tipo de valor de la <%1> es <%2>, y se esperaba un tipo de <%3>.%4
Требуется документ, бизнес-процесс или задача. Неизвестный менеджер %1.%2 . Переменная %3	Se requiere un documento, un proceso de negocio o tarea. Desconocido gerente de %1.%2 . La variable %3
ТЧ %1 не соответствует эталону. Ожидали %2 строк, а в ней %3 строк.	Pm %1 no coincide con el patrón. Esperaban %2 filas, y en ella %3 filas.
ТЧ с именем <%1> не найдена.	Pm con el nombre de <%1> no se ha encontrado.
