Строка поиска	Translation
Не смог из переданных параметров JSON определить каталог отчета Allure.	Nevarēja no nodoto parametru JSON noteikt direktoriju atskaites Allure.
Не смог из переданных параметров JSON определить каталог отчета CucumberJson.	Nevarēja no nodoto parametru JSON noteikt direktoriju atskaites CucumberJson.
Не смог из переданных параметров JSON определить каталог отчета jUnit.	Nevarēja no nodoto parametru JSON noteikt direktoriju atskaites jUnit.
Не смог найти данные для подключения профиля клиента тестирования <%1>	Nav izdevies atrast datus, lai savienotu klienta profila testēšanas <par 1%>
Не смог найти код модуля формы в файле ИмяФайлаФормаУФ.	Nevarēju atrast kodu moduļa formas failā ИмяФайлаФормаУФ.
Не смог найти открытый конфигуратор.	Nevarēja atrast, atklātais konfigurātors.
Не смог найти сохранненное значение по переменой <%1>	Nevarēja atrast сохранненное vērtību maiņu <par 1%>
Не смог обработать XML в UILogToScript.	Nespēja apstrādāt XML UILogToScript.
Не смог обработать параметры в строке <%1>	Nespēja apstrādāt opcijas rindā <par 1%>
Не смог определить длительность у файла: %1	Nevarēja noteikt ilgums pie failu: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	Nevarēja noteikt СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	Nevarēja noteikt nākamais solis, lai pabeigtu.
Не смог определить тип значения для строки: %1	Nevarēja noteikt, kāda veida vērtības rindas: %1
Не смог перейти к строке фильтра <%1>	Nevarēja doties uz rindas filtra <par 1%>
Не смог по переменной <%1> найти сохраненное значение.	Nevarēja mainīgo <%1> atrast saglabātā vērtība.
Не смог подключить TestClient.	Nevarēja savienot TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	Nevarēja savienot TestClient. Pārtraukt pēc таймауту <par 1%>
Не смог подключить обработку <%1>	Nevarēja savienot apstrādi <par 1%>
Не смог подключить профиль TestClient <%1>	Nevarēja savienot profilu TestClient <par 1%>
Не смог подставить в строку параметры: <%1>	Nevarēja aizpildīt rindu iestatījumi: <%1>
Не смог получить данные файла <%1>	Nevarēja iegūt datus faila <par 1%>
Не смог получить значение из строки запуска	Nevarēja iegūt vērtību no vienas rindas palaist
Не смог получить значение поля <%1> у таблицы <%2>.%3	Nevarēja saņemt vērtība laukā <%1> tabula <%2>.%3
Не смог получить значение таблицы <%1>	Nevarēja iegūt vērtību tabulas <par 1%>
Не смог получить значение табличного документа <%1>	Nevarēja iegūt vērtību tabulu dokumenta <par 1%>
Не смог получить количество строк у таблицы <%1>	Nevarēja iegūt skaits rindu pie galda <par 1%>
Не смог получить макет %1	Nevarēja iegūt izkārtojumu %1
Не смог получить состяние таблицы <%1>	Nevarēja saņemt состяние tabulas <par 1%>
Не смог получить строки таблицы <%1>	Nevarēja iegūt tabulas rindas <par 1%>
Не смог получить строки таблицы.	Nevarēja iegūt tabulas rindas.
Не смог получить строки ТЧ <%1>	Nevarēja iegūt rindas PM <par 1%>
Не смог получить строку сценария.	Nevarēja saņemt rindā skriptu.
Не смог получить строку таблицы %1	Nevarēja iegūt tabulas rindu %1
Не смог получить форму текущего окна.	Nevarēja iegūt formu pašreizējo logu.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	Nevarēja ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	Nevarēja mainīt iestatījumus soļi vietām <par 1%>
Не смог преобразовать к числу PID=%1	Nav spējis konvertēt starp PID=%1
Не смог распаковать %1	Nespēja atspiest %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	Nevarēju izdarīt izvēlēties no saraksta izvēlētos <%1> rindā <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	Nevarēja kopēt scenārijs par 1%, jo tā būtu noticis зацикливание.
Не смог создать базу по строке: %1. Статус возврата: %2	Nevarēja izveidot datu rindā: %1. Atgriešanas statusu: %2
Не смог создать каталог для отчета Allure: %1	Nevarēja izveidot direktoriju, atskaites Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	Nevarēja izveidot direktoriju, atskaites CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	Nevarēja izveidot direktoriju, atskaites jUnit: %1
Не смог создать объект сравнения файлов.	Nevarēja izveidot objekta failu salīdzināšanu.
Не смог создать сервисные базы. Статус=%1	Nav izdevies izveidot pakalpojumu bāzes. Statuss=%1
Не смог удалить файл %1	Nevarēja izdzēst failu %1
Не смогли найти таблицу <%1> в активном окне.	Nevarējām atrast tabulu <%1> aktīvajā logā.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	Nav kļuvusi lejupielādēt фичу: %1, tā kā tajā nav atrasts tagus filtru.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	Nav kļuvusi lejupielādēt фичу: %1, t. k. atklāts tag izņēmums: %2
Не удалось авторизоваться в базе.	Neizdevās autorizēties bāzē.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Nav izdevies sagaidīt pasākuma cikla beigām jau <%1> sekundes.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Nav izdevies atrast dokumentu, uz numuru <%1>. Tips Dokuments.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Neizdevās pāriet uz rindā tabulā <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Nav izdevies savienot COM objektu <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Nav izdevies savienot COM objektu <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Nav izdevies savienot klients pārbaudes. %1
Не удалось подключить форма %1 по причине:%2	Nav izdevies savienot forma %1 iemesla dēļ:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Nav izdevies iegūt taimautu, lai sāktu TestClient no vērtības par 1%. Noklusētā vērtība pēc noklusējuma: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Nav izdevies iegūt taimautu, lai darba asinhrono soļi. Tika nodota vērtība: %1
Не указан каталог для формирования видео инструкции.	Nav norādīts direktorijā, lai veidotu video instrukcijas.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	Nav norādīts katalogs ar pareizo versiju platforma 8.3.10 vai augstāka.
Не указана команада для выполнения скриншотов. Например <%1>	Nav norādīta команада veikt ekrānšāviņi. Piemēram, <par 1%>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Nav norādīts faila nosaukums log parametrā <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Nav norādīts faila nosaukums log parametrā <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	Nav norādīts kadru skaits.
Не установлен ffmpeg.	Nav noteikts ffmpeg.
Не установлен ImageMagic (convert.exe)	Nav noteikts ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	Nav noteikts ImageMagic (convert.exe).
Не установлен oscript.	Nav noteikts oscript.
Не установлен VLC 2.1.5.	Nav noteikts VLC 2.1.5.
Не установлен ГолосовойДвижок.	Nav noteikts ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	Nepareizi uzdots izkārtojumu. Nepareiza kolonnas pirmajā rindā. Nav norādīta obligātā aile ar nosaukumu [%1]
Неверное число параметров в строке табилцы. Должно быть <	Nepareiza parametru skaitu rindā табилцы. Jābūt <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Nepareizs numurs parametru tabulas rindā. Jābūt <%1> parametrus, bet rindā atrasts <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Nepareiza meklēšanas režīms: Nav piemērots meklēšanas režīms. Aksesuārus <%1>: Meklējāt vērtība <%2>
Неверный формат области <%1>	Nepareizs formāts jomā <par 1%>
Невидима	Neredzams
Недоступна	Nav pieejama
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра uz ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Nezināma versija piegādes Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Nezināma kļūda ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Nezināms identifikators spraudnis: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Nezināms КорневойТипКонфигурации <Par 1%>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Nezināms КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Nezināms vadītājs reģistra %1.%2 . Mainīgā %3
Неизвестный тип вывода данных по изменению формы.	Nezināms tips izejas datu izmaiņu veidlapas.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Nezināms Tips: %1 ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Nevar mainīt pašreizējo lauku pie rezervētajām savienojuma <klients>.
Нельзя получить состав колонок для пустой таблицы.	Nevar saņemt sastāvs kolonnas tukšu tabulu.
Необрабатываемый корневой тип <%1>	Необрабатываемый saknes tips <par 1%>
Необходимо установить программное обеспечение. Подробности тут: %1	Nepieciešams instalēt programmatūru. Sīkāk šeit: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Nav pievienoto TestClient.
Обнаружено несколько полей с заголовком <%1>	Atklāti vairāki lauku ar nosaukumu <par 1%>
Обычная фича №%1 из %2. РаннерID=%3. %4	Parastā фича №%1 no %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Viena vai vairākas rindas, pārskata tabulu nav atrasta tabulā formas%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Однопоточная фича №%1 no %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Gaidīts <%1> elementu katalogs <%2>, bet gan ņemot <%3> elementu.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Gaidīts jau <%1> sekundes pieejamību laukā <%2>. Bet tāds formā nav atrasts.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Gaidīts jau <%1> sekundes pieejamību laukā <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Gaidīts jau <%1> sekundēm parādās lauks <%2>. Bet tāds formā nav atrasts.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Gaidīts jau <%1> sekundēm parādās lauks <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Gaidīts jau <%1> sekundes pie lauka <%2> vērtības <%3>. Pašreizējā vērtība <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Gaidīts jau <%1> sekundes pie galda <%2> skaits rindu %3 %4. Pašreizējo rindu skaits <5% ir>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Gaidīts jau <%1> sekundēm, kas aizveras logs ar nosaukumu <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Gaidīts jau <%1> sekundēm, kas atveras logs ar nosaukumu <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Gaidīts jau <%1> sekundēm, ka lauks <%2>, tiks piepildīta.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Gaidīts piepildījums saites, un saņēma tukšu saites.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Gaidīts identitātes failus, bet sanāca, ka tie ir atšķirīgi.%1
Ожидали получить только одну строку таблицы.	Gaidīt, lai saņemtu tikai vienu tabulas rindu.
Ожидали статус <%1>, а получили <%2>	Gaidīts statuss <%1>, bet saņēmuši <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Gaidāms, ka pastāv objektu IB, un ir saņēmuši objekts nav atrasts <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Gaidīts pie galda <%1> dienas <%2> sekundes pie lauka <%3> vērtības <%4>. Pašreizējā vērtība <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Paredzams, ka %1 %2 выбросит izņēmums %3 %4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	Paredzams, ka aktīvais logs būs <par 1%>, bet gan ņemot <%2>. Man. meklēšanas logā: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Paredzams, ka ziņojumos lietotājam būs substr <par 1%>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Paredzams, ka otrais parametrs tiks nodots masīva parametru metodi <%1> un ir ieguvuši citu objektu ar tipu <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	Paredzams, ka otrais parametrs tiks nodota struktūra parametru metodi <СоздатьДанныеПоТабличномуДокументу> un ir ieguvuši citu objektu ar tipu <par 1%>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	Paredzams, ka vairākas tabulas rindas <%1> būs vienāds ar mainīgo <%2>. Mainīgā vērtība <%3>. Rindu skaits <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	Paredzams, ka logu ziņu lietotājam būs tukša, bet tajā %1 ziņas.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	Paredzams, ka mainīgais <%1> būs vienāds ar <%2>. Pašreizējā vērtība <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	Paredzams, ka laukā <%1> būs vienāds ar mainīgo <%2>. Mainīgā vērtība <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	Paredzams, ka laukā ar nosaukumu <%1> tiks ierakstīts, bet tas ir tukšs.
Ожидали, что проверяемое значение (%1) %2 %3 %4	Paredzams, ka pārbaudāmā vērtība (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	Paredzams, ka trešais parametrs tiks nodots masīva parametru metodi <%1> un ir ieguvuši citu objektu ar tipu <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	Gaidāms, ka grupas <%1> pašreizējās lapas būs <%2>, bet izrādījās <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Paredzams, ka pie galda dokumenta <%1> šūnā ar adresi <%2> ir iestatīts uz <%3> un ir ieguvuši <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Paredzams, ka pie galda dokumenta <%1> šūnā ar adresi <%2> ir iestatīts uz <%3> un ir ieguvuši <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Paredzams, ka pie galda dokumenta <%1> šūnā ar adresi <%2> ir iestatīts uz <%3> un ir ieguvuši <%4>
Ожидали, что ячейка <%1> будет заполнена.	Paredzams, ka šūna <%1> būs pilna.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Paredzams, koir tabulā <%1> laukā <%2> būs vienāds ar mainīgo <%3>. Mainīgā vērtība <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Logs ar nosaukumu <%1> nav atrasts.
Описание ошибки: %1	Apraksts kļūda: %1
Остановка на брейкпоинте.	Pietura брейкпоинте.
Ошибка в %1. %2	Kļūda, %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Kļūda ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Kļūda ПолучитьУжеСуществующиеСнипетыИзобработок(). Failu/direktoriju %1 neeksistē.
Ошибка в файле %1, снипет %2 уже был в %3	Kļūda failā %1, снипет %2 jau ir bijis %3
Ошибка перегенерации EPF. Файл %1 не найден.	Kļūda перегенерации EPF. Failu %1 nav atrasta.
Ошибка при выгрузке набора записей регистра: %1	Kļūda izlādējot kopas ierakstu reģistra: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Kļūda izlādējot objekts: %1. Tips: %2
Ошибка при закрытии всех окон Testclient.	Kļūda, aizverot visus logus Testclient.
Ошибка при поиске значений в макете %1:	Kļūda meklējot vērtības izkārtojumā %1:
Ошибка при получении активной формы.	Kļūda, saņemot aktīvās formas.
Ошибка при получении списка процессов 1С.	Kļūda, saņemot procesu saraksta 1C.
Ошибка при получении текста фичи:	Kļūda, saņemot teksta фичи:
Ошибка при построении дерева из файла <%1>%2%3	Kļūda veidojot koka faila <par 1%> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Kļūda izveidojot datu izkārtojumu. Неуникальное mainīgā nosaukums: [%1]
Ошибка проверки значения таблицы <%1>. %2	Kļūda, pārbaudītu vērtību tabulas <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Kļūda izveidojot pagaidu faila apakšdirektorijā %1.
Ошибка создания скриншота:%1 команда:%2	Kļūda izveidojot screenshot:%1 komandu:%2
Ошибка создания файла %1.	Kļūda izveidojot failu %1.
Ошибка чтения JSON. Неизвестный символ %1	Lasīšanas kļūda JSON. Nezināms simbols %1
Ошибка чтения структуры JSON пропускаем чтение	Lasīšanas kļūda struktūru JSON izlaižam lasīt
Ошибка чтения структуры JSON.	Lasīšanas kļūda struktūru JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Kļūda. Kā zīme par 1% tika atrasti vairāki scenāriji ar nosaukumu %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Kļūda. Atrasts vairāk nekā 1 vērtības kešatmiņā МетаданныеИмя [%1] pēc norādītajiem parametriem %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Parametrs <Darbināts apstrāde> norāda uz neesošu failu.
Параметр <Имя подключения> является обязательным.	Parametrs <savienojuma Nosaukums> ir obligāta.
Параметр <Логин> не задан	Parametrs <Login> nav norādīts
Параметр %1 не найден в таблице параметров.	Parametrs %1 nav atrasts parametru tabulā.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Pirmais parametrs (%1) ir mazāks par otro (%2) un vēlētos, lai būtu lielāks vai vienāds.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Pirmais parametrs (%1) ir mazāks vai vienāds ar otro (%2) bet gribētu, lai ir vairāk.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Nodots tukšu ceļu procedūru <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Nodota datums (%1) nav vienāds datumā (%2) ar precizitāti līdz 2 sekundēm, bet gribētu, lai viņi равнялись. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Jānorāda parametrs (%1) nav iekļauts periodā, %2, bet gribētu, lai arī bija. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Jānorāda parametrs (%1) nav Patiesība, bet gribētu, lai arī bija. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Jānorāda parametrs (%1) nav Meli, bet gribētu, lai arī bija. %2
Передвижение курсора мышки - OK	Pārvietot kursoru - OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Slēdzis ar nosaukumu <%1> nav atrasts.
Переключатель с именем <%1> не найден.	Slēdzis ar nosaukumu <%1> nav atrasts.
Переменная <%1> не найдена.	Mainīgais <%1> netika atrasta.
Переменная <%1> ранее не была сохранена	Mainīgais <%1> iepriekš nav bijusi saglabāta
Пересоздан %1	Reinstantiated %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 nav izdevies atrast iepriekš elementu/grupu [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 nav izdevies izveidot jaunu grupu.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 nav izdevies izveidot jaunu vienumu.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 nav izdevies atrast iepriekš elementu/grupu [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 nav izdevies izveidot jaunu grupu.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 nav izdevies izveidot jaunu vienumu.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 nav izdevies iegūt mezgls šo IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 nav izdevies izveidot jaunu vietni.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 nav izdevies atrast iepriekš elementu/grupu [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 nav izdevies izveidot jaunu grupu.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 nav izdevies izveidot jaunu vienumu.%2
Подключение с именем <%1> перезаполнено в таблице подключений	Savienojums ar nosaukumu <%1> перезаполнено tabulā savienojumu
Подключили для отладки форма %1	Līks, lai atkļūdošanas forma %1
Подключились к сеансу TESTCLIENT.	Izveidojis savienojumu ar sesiju TESTCLIENT.
Подсвет рамки - OK	Подсвет sistēmu - OK
Поле <%1> в данный момент невидимо пользователю.	Laukā <%1> šobrīd nemanāmi lietotājam.
Поле <%1> существует, а ожидали, что его нет.	Laukā <%1> pastāv, un paredzams, ka to nav.
Поле с заголовком <%1> не найдено.	Laukā ar nosaukumu <%1> nav atrasts.
Поле с именем <%1> не найдено.	Laukā ar nosaukumu <%1> nav atrasts.
Получить изменения формы	Iegūt formas izmaiņas
Получить состояние всей формы	Saņemt stāvokli visā veidlapas
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Nezināms КорневойТипКонфигурации <Par 1%>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: Nepieciešams tips ТабличныйДокумент vai ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Karodziņš solis ir uzstādīta.
Пометка снята.	Atzīme jāmaksā.
порт <%1>	port <par 1%>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Portu %1 aizņemts vai ārpus noteiktā diapazona, ostas savienojumu mainīts uz %2
Построение дерева.	Veidot koka.
Превышение таймаутуа ожидания завершения фонового задания.	Pārsniedz таймаутуа gaidīšanas pabeigšanas fona uzdevumi.
Предупреждение с текстом %1 не найдено.	Brīdinājums ar tekstu %1 nav atrasta.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Iepriekšējā kļūda: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Pieslēdzot TestClient parādījās ziņa:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Otrais parametrs-tabula tabulas nav
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: Pirmais parametrs-tabula tabulas nav
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Otrais parametrs-tabula nav табличным dokuments
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: Pirmais parametrs-tabula nav табличным dokuments
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: Tips parametru vērtības ТипИлиИмяТипа jābūt <Tips> vai <Rinda> un ir ieguvuši <par 1%>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Pārbaude sāknēšanas objektu IB no izkārtojuma datu sekmīgi pabeigta.
Проверьте работу команды <%1>	Pārbaudiet komandas darbs ar <%1>
Профиль с именем <%1> не найден.	Profils ar nosaukumu <%1> nav atrasts.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	Tukša adrese снипета pie soli: %1
ПутьКФиче=Неопределено	ПутьКФиче=Неопределено
Работа с ключами для %1 пока не поддерживается	Darbs ar atslēgām, lai par 1%, kamēr netiek atbalstīta
Работаю по сценарию	Strādāju pēc scenārija
Работаю по фиче: %1	Strādāju pa zīme: %1
равно	vienāds
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Atšķirības tabulās:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Runner <%1> nav pievienots.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Aksesuārus <%1> nav atrasts.
с длиной	ar garumu
Сеанс должен быть запущен с ключом TESTMANAGER.	Seanss ir jāvada galvenais, TESTMANAGER.
Снипет <%1> встречается %2 раз.	Снипет <%1> sastopama %2 reizes.
содержащее текст <%1>, а был текст <%2>	kurā ir teksts <%1>, bet bija teksts <%2>
содержит	satur
Создан %1	Izveidota %1
Создан файл: %1	Izveidots fails: %1
Создание epf по фичам закончено.	Izveidot epf par фичам pabeigta.
Создать тестовый mp3 - OK	Izveidot testa mp3 OK
Создаю %1	Radu %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Katalogs.%1 nav izdevies atrast iepriekš elementu/grupu [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Katalogs.%1 nav izdevies izveidot jaunu grupu.%2
Справочник.%1 не удалось создать новый элемент.%2	Katalogs.%1 nav izdevies izveidot jaunu vienumu.%2
Справочник.%1.%2 - получен пустой элемент.	Katalogs.%1.%2 - saņemts tukšs elements.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Salīdzināmās vērtības (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Salīdzināmās vērtības (%1
Странный параметр в логе инструкции HTML: %1	Dīvains uzstādījums apache instrukcijas HTML: %1
Странный параметр в логе инструкции Markdown: %1	Dīvains uzstādījums apache instrukcijas Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	Rinda <%1> failu <%2> netika atrasta failā <%3>
Строка <%1> найдена в окне сообщений пользователю.	Rinda <%1> atrasta ziņojuma logā lietotājam.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	Rinda <%1> atrasta jaunākajā ziņojumā lietotājam. Atrasts: %2
Строка <%1> не найдена в окне сообщений пользователю.	Rinda <%1> netika atrasta ziņojuma logā lietotājam.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	Rinda <%1> netika atrasta jaunākajā ziņojumā lietotājam. Atrasts: %2
