Строка поиска	Translation
Не смог найти сохранненное значение по переменой <%1>	N'a pas pu trouver сохранненное valeur de la variable <%1>
Не смог обработать XML в UILogToScript.	N'a pas pu traiter le XML dans UILogToScript.
Не смог обработать параметры в строке <%1>	N'a pas pu traiter les paramètres dans la ligne <%1>
Не смог определить длительность у файла: %1	N'a pas pu déterminer la durée de fichier: %1
Не смог определить СледующееОжидаемоеКлючевое по: %1	N'a pas pu déterminer СледующееОжидаемоеКлючевое: %1
Не смог определить следующий шаг для выполнения.	N'a pas pu déterminer la prochaine étape pour l'exécution.
Не смог определить тип значения для строки: %1	N'a pas pu déterminer le type de la valeur de la ligne: %1
Не смог перейти к строке фильтра <%1>	N'a pas pu aller à la barre de filtre <%1>
Не смог по переменной <%1> найти сохраненное значение.	N'a pas la variable <%1> trouver la valeur enregistrée.
Не смог подключить TestClient.	N'est pas capable de se connecter TestClient.
Не смог подключить TestClient. Прерывание по таймауту <%1>	N'est pas capable de se connecter TestClient. L'interruption de délai d'attente <%1>
Не смог подключить обработку <%1>	N'est pas capable de se connecter traitement <%1>
Не смог подключить профиль TestClient <%1>	N'est pas capable de se connecter le profil TestClient <%1>
Не смог подставить в строку параметры: <%1>	N'a pas pu remplacer dans la chaîne de paramètres: <%1>
Не смог получить данные файла <%1>	N'a pas pu obtenir les données d'un fichier <%1>
Не смог получить значение из строки запуска	N'a pas pu obtenir la valeur de la ligne de démarrage
Не смог получить значение поля <%1> у таблицы <%2>.%3	N'a pas pu obtenir la valeur du champ <%1> table <%2>.%3
Не смог получить значение таблицы <%1>	N'a pas pu obtenir la valeur de la table <%1>
Не смог получить значение табличного документа <%1>	N'a pas pu obtenir la valeur de la table du document <%1>
Не смог получить количество строк у таблицы <%1>	N'a pas pu obtenir le nombre de lignes de la table <%1>
Не смог получить макет %1	N'a pas pu obtenir la mise en page %1
Не смог получить состяние таблицы <%1>	N'a pas pu obtenir состяние de la table <%1>
Не смог получить строки таблицы <%1>	N'a pas pu obtenir les lignes de la table <%1>
Не смог получить строки таблицы.	N'a pas pu obtenir les lignes de la table.
Не смог получить строки ТЧ <%1>	N'a pas pu obtenir les lignes de PM <%1>
Не смог получить строку сценария.	N'a pas pu obtenir la ligne de script.
Не смог получить строку таблицы %1	N'a pas pu obtenir la chaîne de la table %1
Не смог получить форму текущего окна.	N'a pas pu obtenir la forme de la fenêtre en cours.
Не смог ПолучитьГлавноеОкноТестируемогоПриложения.	N'a pas pu ПолучитьГлавноеОкноТестируемогоПриложения.
Не смог поменять параметры шага местами <%1>	N'a pas pu changer les paramètres de l'étape de places <%1>
Не смог преобразовать к числу PID=%1	N'a pas pu convertir parmi PID=%1
Не смог распаковать %1	N'a pas pu décompresser %1
Не смог сделать выбрать из списка выбора <%1> по строке <%2>	N'a pas pu faire choisir parmi une liste de choix <%1> ligne <%2>
Не смог скопировать сценарий %1, т.к. произошло бы зацикливание.	N'a pas pu copier le script de 1, car se serait passé en boucle.
Не смог создать базу по строке: %1. Статус возврата: %2	N'a pas pu créer une base de la chaîne: %1. Le statut de retour: %2
Не смог создать каталог для отчета Allure: %1	N'a pas pu créer le répertoire pour le rapport Allure: %1
Не смог создать каталог для отчета CucumberJson: %1	N'a pas pu créer le répertoire pour le rapport CucumberJson: %1
Не смог создать каталог для отчета jUnit: %1	N'a pas pu créer le répertoire pour le rapport de jUnit: %1
Не смог создать объект сравнения файлов.	N'a pas pu créer un objet de comparaison de fichiers.
Не смог создать сервисные базы. Статус=%1	N'a pas pu créer de services de base. Statut=%1
Не смог удалить файл %1	N'a pas pu supprimer le fichier %1
Не смогли найти таблицу <%1> в активном окне.	N'ont pas réussi à trouver une table <%1> dans la fenêtre active.
Не стал загружать фичу: %1, т.к. в ней не найдено тегов фильтров.	N'est pas devenu de télécharger caractéristique: %1, car elle n'est pas trouvé la balise de filtres.
Не стал загружать фичу: %1, т.к. обнаружен тег исключение: %2	N'est pas devenu de télécharger caractéristique: %1, car découvert la balise exception: %2
Не удалось авторизоваться в базе.	Impossible de se connecter à la base.
Не удалось дождаться события завершения цикла в течение <%1> секунд.	Impossible d'attendre l'événement de fin de cycle dans un délai de <%1> secondes.
Не удалось найти документ по номеру <%1>. Тип Документ.%2	Impossible de trouver un document au numéro de <%1>. Type De Document.%2
Не удалось перейти к нужной строке в таблице <%1>. %2	Impossible d'aller à la ligne dans la table <%1>. %2
Не удалось подключить COM объект <Shell.Application>	Impossible de se connecter COM <Shell.Application>
Не удалось подключить COM объект <WScript.Shell>	Impossible de se connecter COM <WScript.Shell>
Не удалось подключить клиент тестирования. %1	Impossible de connecter le client de test. %1
Не удалось подключить форма %1 по причине:%2	Impossible de monter la forme de %1 pour une raison:%2
Не удалось получить таймаут для запуска TestClient из значения %1. Используется значение по умолчанию: 25	Impossible d'obtenir un délai pour exécuter TestClient de la valeur %1. Valeur par défaut: 25
Не удалось получить таймаут для работы асинхронных шагов. Было передано значение: %1	Impossible d'obtenir un délai pour le travail asynchrone étapes. A été transféré à la valeur: %1
Не указан каталог для формирования видео инструкции.	Ne spécifiez pas de répertoire pour former une vidéo d'instruction.
Не указан каталог с нужной версией платформы 8.3.10 или выше.	N'est pas spécifié un répertoire avec la version correcte de la plate-forme 8.3.10 ou ci-dessus.
Не указана команада для выполнения скриншотов. Например <%1>	N'est pas indiqué команада pour effectuer des captures d'écran. Par exemple: <%1>
Не указано имя файла лога в параметре <ИмяКаталогаЛогОшибок>	Ne spécifiez pas de nom de fichier de log dans le paramètre <ИмяКаталогаЛогОшибок>
Не указано имя файла лога в параметре <ИмяФайлаЛогВыполненияСценариев>	Ne spécifiez pas de nom de fichier de log dans le paramètre <ИмяФайлаЛогВыполненияСценариев>
Не указано количество кадров.	N'indique pas le nombre d'images.
Не установлен ffmpeg.	N'est pas installé ffmpeg.
Не установлен ImageMagic (convert.exe)	N'est pas installé ImageMagic (convert.exe)
Не установлен ImageMagic (convert.exe).	N'est pas installé ImageMagic (convert.exe).
Не установлен oscript.	N'est pas installé oscript.
Не установлен VLC 2.1.5.	N'est pas installé VLC 2.1.5.
Не установлен ГолосовойДвижок.	N'est pas installé ГолосовойДвижок.
Неверно задан макет. Неверная колонка в первой строке. Не указана обязательная колонка с именем [%1]	N'est pas configuré correctement la mise en page. Mauvaise colonne dans la première ligne. Ne spécifiez pas obligatoire colonne avec le nom de [%1]
Неверное число параметров в строке табилцы. Должно быть <	Un nombre incorrect de paramètres dans la barre de табилцы. Doit être <
Неверное число параметров в строке таблицы. Должно быть <%1> параметров, а в строке найдено <%2>.	Un nombre incorrect de paramètres dans la ligne de la table. Doit être <%1> paramètres, puis dans la barre de résultat <%2>.
Неверный режим поиска: Не поддерживаемый режим поиска. Реквизит <%1>: Искали значение <%2>	Mauvais mode de recherche: Ne prend pas en charge le mode de recherche. Accessoires <%1>: Cherché la valeur <%2>
Неверный формат области <%1>	Format incorrect <%1>
Невидима	Invisible
Недоступна	Indisponible
Неивестный ТипПараметра в ПолучитьАсинхроноСостоянияОбъектовФайловойСистемы: %1	Неивестный ТипПараметра dans ПолучитьАсинхроноСостоянияОбъектовфайловойсистемы: %1
Неизвестная версия поставки Vanessa-Automation: %1	Version inconnue de livraison Vanessa-Automation: %1
Неизвестная ошибка в ПолучитьРезультатПрохожденияТестовСценария.	Une erreur inconnue dans ПолучитьРезультатПрохожденияТестовсценария.
НеизвестнаяОшибка	НеизвестнаяОшибка
Неизвестный идентификатор плагина: <%1>	Inconnu id du plugin: <%1>
Неизвестный КорневойТипКонфигурации <%1>	Inconnu КорневойТипКонфигурации <%1>
Неизвестный КорневойТипКонфигурации <%1> КорневойТипКонфигурации()	Inconnu КорневойТипКонфигурации <%1> КорневойТипКонфигурации()
Неизвестный менеджер регистра %1.%2 . Переменная %3	Inconnu gestionnaire de registre %1.%2 . La variable %3
Неизвестный тип вывода данных по изменению формы.	Inconnu le type de sortie des données sur les changements de forme.
Неизвестный Тип: %1 в ПолучитьЗначениеДляПередачиВМетод	Type inconnu: %1 à ПолучитьЗначениеДляПередачиВМетод
Нельзя изменять текущее поле у зарезервированного подключения <Этот клиент>.	Vous ne pouvez pas modifier le champ en cours de réservé la connexion <Ce client>.
Нельзя получить состав колонок для пустой таблицы.	Vous ne pouvez pas obtenir la composition de colonnes pour une table vide.
Необрабатываемый корневой тип <%1>	Non exécuté par la racine de type <%1>
Необходимо установить программное обеспечение. Подробности тут: %1	Vous devez installer le logiciel. Plus de détails ici: %1
НеСовпадаютЗначенияВЯчейкеТаблицы	НеСовпадаютЗначенияВЯчейкеТаблицы
Нет подключенных TestClient.	Pas connectés TestClient.
Обнаружено несколько полей с заголовком <%1>	Il y en a plusieurs champs de la rubrique <%1>
Обычная фича №%1 из %2. РаннерID=%3. %4	Normal ficha n ° %1 %2. РаннерID=%3. %4
Одна или несколько строк эталонной таблицы не найдена в таблице формы%1	Une ou plusieurs lignes de la table de référence est introuvable dans la table de la forme%1
Однопоточная фича №%1 из %2. РаннерID=%3. %4	Seul thread ficha n ° %1 %2. РаннерID=%3. %4
Ожидали <%1> элементов справочника <%2>, а нашли <%3> элементов.	Attendaient <%1> éléments de manuel de <%2>, et trouvé <%3> éléments.
Ожидали в течение <%1> секунд доступности поля <%2>. Но такой элемент на форме не найден.	Attendaient dans un délai de <%1> secondes disponibilité champs <%2>. Mais un tel élément sur la forme n'a pas été trouvé.
Ожидали в течение <%1> секунд доступности поля <%2>. ТекущаяДоступность=%3	Attendaient dans un délai de <%1> secondes disponibilité champs <%2>. ТекущаяДоступность=%3
Ожидали в течение <%1> секунд появления поля <%2>. Но такой элемент на форме не найден.	Attendaient dans un délai de <%1> secondes l'apparition d'un champ <%2>. Mais un tel élément sur la forme n'a pas été trouvé.
Ожидали в течение <%1> секунд появления поля <%2>. ТекущаяВидимость=%3	Attendaient dans un délai de <%1> secondes l'apparition d'un champ <%2>. ТекущаяВидимость=%3
Ожидали в течение <%1> секунд у поля <%2> значения <%3>. Текущее значение <%4>	Attendaient dans un délai de <%1> secondes sur le parcours <%2> la valeur <%3>. La valeur actuelle de la <%4>
Ожидали в течение <%1> секунд у таблицы <%2> количество строк %3 %4. Текущее количество строк <%5>	Attendaient dans un délai de <%1> secondes de la table <%2> nombre de lignes %3 %4. Le nombre actuel de lignes <%5>
Ожидали в течение <%1> секунд, что закроется окно с заголовком <%2>	Attendaient dans un délai de <%1> secondes, que vous quittiez la fenêtre avec le titre <%2>
Ожидали в течение <%1> секунд, что откроется окно с заголовком <%2>	Attendaient dans un délai de <%1> secondes, une fenêtre s'ouvre avec le titre <%2>
Ожидали в течение <%1> секунд, что поле <%2> будет заполненным.	Attendaient dans un délai de <%1> secondes, que le champ <%2> sera rempli.
Ожидали заполненность ссылки, а получили пустую ссылку.%1	Attendaient le remplissage de référence, et ont reçu une référence nulle.%1
Ожидали идентичность файлов, а получили, что они различны.%1	Attendaient l'identité de fichiers, et obtenu, qu'ils sont différents.%1
Ожидали получить только одну строку таблицы.	Attendions à obtenir une seule ligne de la table.
Ожидали статус <%1>, а получили <%2>	Attendaient le statut <%1> et <%2>
Ожидали существование объекта в ИБ, а получили объект не найден <%1> .%2	Attendaient l'existence de l'objet de l'IB, et a reçu l'objet n'est pas trouvé <%1> .%2
Ожидали у таблицы <%1> в течение <%2> секунд у поля <%3> значения <%4>. Текущее значение <%5>.	Attendaient de la table <%1> pendant <%2> secondes sur le parcours <%3> la valeur <%4>. La valeur actuelle de la <%5>.
Ожидали, что %1 %2 выбросит исключение %3 %4	Attendions %1 %2 lève une exception de %3% 4
Ожидали, что активным окном будет <%1>, а нашли <%2>. Таймаут поиска окна: %3	S'attendaient à ce que la fenêtre active sera <%1>, et trouvé <%2>. Timeout de recherche de la fenêtre: %3
Ожидали, что в сообщениях пользователю будет подстрока <%1>	Attendaient que les messages de l'utilisateur sera substr <%1>
Ожидали, что вторым параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	S'attendaient à ce que le deuxième paramètre est un tableau est transmis paramètres de la méthode <%1>, et a reçu un autre objet de type <%2>
Ожидали, что вторым параметром будет передана структура параметров для метода <СоздатьДанныеПоТабличномуДокументу>, а получили другой объект с типом <%1>	S'attendaient à ce que le deuxième paramètre est transmis à la structure des paramètres de la méthode <СоздатьДанныеПоТабличномуДокументу>, et a reçu un autre objet de type <%1>
Ожидали, что количество строк таблицы <%1> будет равно переменной <%2>. Значение переменной <%3>. Количество строк <%4>	S'attendaient à ce que le nombre de lignes de la table <%1> est égale à la variable <%2>. La valeur de la variable <%3>. Le nombre de lignes <%4>
Ожидали, что окно сообщений пользователю будет пустое. В нём %1 сообщений.	S'attendaient à ce que la fenêtre des messages de l'utilisateur est vide, et il %1 messages.
Ожидали, что переменная <%1> будет равна <%2>. Текущее значение <%3>	S'attendaient à ce que la variable <%1> est égal à <%2>. La valeur actuelle de la <%3>
Ожидали, что поле <%1> будет равно переменной <%2>. Значение переменной <%3>. ЗначениеПоля <%4>	S'attendaient à ce que le champ <%1> est égale à la variable <%2>. La valeur de la variable <%3>. ЗначениеПоля <%4>
Ожидали, что поле с заголовком <%1> будет заполнено, но оно пустое.	S'attendaient à ce que la case <%1> est vide, mais il est vide.
Ожидали, что проверяемое значение (%1) %2 %3 %4	S'attendaient à ce que la valeur (%1) %2 %3 %4
Ожидали, что третьим параметром будет передан массив параметров для метода <%1>, а получили другой объект с типом <%2>	S'attendaient à ce que le troisième paramètre est un tableau est transmis paramètres de la méthode <%1>, et a reçu un autre objet de type <%2>
Ожидали, что у группы <%1> текущей страницей будет <%2>, а оказалась <%3>	S'attendaient à ce que le groupe <%1> la page <%2>, et s'est avéré <%3>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Attendions que le tablespace d'un document <%1> dans la cellule avec l'adresse <%2> valeur <%3> et <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Attendions que le tablespace d'un document <%1> dans la cellule avec l'adresse <%2> valeur <%3> et <%4>
Ожидали, что у табличного документа <%1> в ячейке с адресом <%2> будет значение <%3>, а получили <%4>	Attendions que le tablespace d'un document <%1> dans la cellule avec l'adresse <%2> valeur <%3> et <%4>
Ожидали, что ячейка <%1> будет заполнена.	S'attendaient à ce que la cellule <%1> est remplie.
Ожидали, чтов таблице <%1> поле <%2> будет равно переменной <%3>. Значение переменной <%4>. ЗначениеПоля <%5>	Attendaient, proviennent de la table <%1> le champ <%2> est égale à la variable <%3>. La valeur de la variable <%4>. ЗначениеПоля <%5>
Окно с заголовком <%1> не найдено.	Dialogue avec le titre <%1> n'est pas trouvée.
Описание ошибки: %1	Description de l'erreur: %1
Остановка на брейкпоинте.	Arrêt sur брейкпоинте.
Ошибка в %1. %2	Erreur %1. %2
Ошибка в ДобавитьStepDefinitionВТекстМодуля.	Erreur dans ДобавитьStepDefinitionВТекстМодуля.
Ошибка в ПолучитьУжеСуществующиеСнипетыИзОбработок(). Файл/каталог %1 не существует.	Erreur dans ПолучитьУжеСуществующиеСнипетыИзобработок(). Le fichier/répertoire %1 n'existe pas.
Ошибка в файле %1, снипет %2 уже был в %3	L'erreur dans le fichier %1, extrait google %2 était déjà en %3
Ошибка перегенерации EPF. Файл %1 не найден.	L'erreur перегенерации de l'EPF. Le fichier %1 n'a pas été trouvé.
Ошибка при выгрузке набора записей регистра: %1	Erreur lors du déchargement d'un jeu d'enregistrements de la casse: %1
Ошибка при выгрузке объекта: %1. Тип: %2	Erreur lors du déchargement de l'objet: %1. Type: %2
Ошибка при закрытии всех окон Testclient.	Erreur lors de la fermeture de toutes les fenêtres Testclient.
Ошибка при поиске значений в макете %1:	Erreur lors de la recherche de valeurs dans la mise en page %1:
Ошибка при получении активной формы.	Erreur lors de l'obtention de la forme active de.
Ошибка при получении списка процессов 1С.	Erreur lors de l'obtention de la liste des processus 1S.
Ошибка при получении текста фичи:	Erreur lors de la réception du texte de fonctions:
Ошибка при построении дерева из файла <%1>%2%3	Erreur lors de la construction de l'arbre à partir d'un fichier <%1> %2 %3
Ошибка при создании данных из макета. Неуникальное имя переменной: [%1]	Erreur lors de la création des données de mise en page. Non unique nom de la variable: [%1]
Ошибка проверки значения таблицы <%1>. %2	Erreur lors de la vérification de la valeur de la table <%1>. %2
Ошибка создания временного файла в подкаталоге %1.	Erreur de création du fichier temporaire dans le répertoire %1.
Ошибка создания скриншота:%1 команда:%2	Erreur lors de la création d'une capture d'écran:%1:%2
Ошибка создания файла %1.	Erreur de création du fichier %1.
Ошибка чтения JSON. Неизвестный символ %1	Erreur de lecture JSON. Inconnu symbole %1
Ошибка чтения структуры JSON пропускаем чтение	Erreur de lecture de la structure JSON manquons de lecture
Ошибка чтения структуры JSON.	Erreur lors de la lecture de la structure JSON.
Ошибка. В фиче %1 было найдено несколько сценариев с именем %2	Erreur. Dans la fiche %1 a trouvé plusieurs scénarios avec le nom %2
Ошибка. Найдено более 1 значения в кэше МетаданныеИмя [%1] по указанным параметрам поиска %2	Erreur. Trouvé plus de 1 la valeur dans le cache МетаданныеИмя [%1] est spécifié par les paramètres de la recherche %2
ОшибкаПроверки	ОшибкаПроверки
Параметр <Запускаемая обработка> указывает на несуществующий файл.	Le paramètre <Exécutée traitement> spécifie un fichier inexistant.
Параметр <Имя подключения> является обязательным.	Le paramètre <Nom de la connexion> est obligatoire.
Параметр <Логин> не задан	Le paramètre <Login> n'est pas spécifié
Параметр %1 не найден в таблице параметров.	Le paramètre %1 n'a pas été trouvé dans la table de paramètres.
Первый параметр (%1) меньше второго (%2) а хотели, чтобы был больше или равен.%3	Le premier paramètre (%1) est inférieur au deuxième (%2) a voulu a été supérieur ou égal à.%3
Первый параметр (%1) меньше или равен второму (%2) а хотели, чтобы был больше.%3	Le premier paramètre (%1) est inférieure ou égale à la seconde (%2) a voulu, pour plus.%3
Передан пустой путь в процедуру <СоздатьКаталогЕслиЕгоНет>.	Transmis le chemin vide dans la procédure <СоздатьКаталогЕслиЕгоНет>.
Переданная дата (%1) не равна дате (%2) с точностью до 2-х секунд, а хотели, чтобы они равнялись. %3	Une fois passée la date (%1) n'est pas égal à date (%2) avec une précision de 2 secondes, et veulent, ils étaient égaux. %3
Переданный параметр (%1) не входит в период %2, а хотели, чтобы являлся. %3	Passé en paramètre (%1) n'est pas inclus dans la période de %2, et voulaient était. %3
Переданный параметр (%1) не является Истиной, а хотели, чтобы являлся. %2	Un paramètre transmis (%1) n'est pas la Vérité, et voulaient était. %2
Переданный параметр (%1) не является Ложью, а хотели, чтобы являлся. %2	Un paramètre transmis (%1) n'est pas un Mensonge, et voulaient était. %2
Передвижение курсора мышки - OK	Le mouvement du curseur de la souris sur OK
ПередВыполнениемШага: %1	ПередВыполнениемШага: %1
Переключатель с заголовком <%1> не найден.	Le commutateur avec le titre <%1> n'a pas été trouvé.
Переключатель с именем <%1> не найден.	Le commutateur avec le nom de <%1> n'a pas été trouvé.
Переменная <%1> не найдена.	La variable <%1> n'est pas trouvée.
Переменная <%1> ранее не была сохранена	La variable <%1> n'a pas déjà été enregistrée
Пересоздан %1	Crée de nouveau %1
Пересоздаю %1	Пересоздаю %1
ПланВидовРасчета.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовРасчета.%1 impossible de trouver prédéterminée de l'élément/groupe [%2].%3
ПланВидовРасчета.%1 не удалось создать новую группу.%2	ПланВидовРасчета.%1 impossible de créer un nouveau groupe.%2
ПланВидовРасчета.%1 не удалось создать новый элемент.%2	ПланВидовРасчета.%1 impossible de créer un nouvel élément.%2
ПланВидовХарактеристик.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланВидовХарактеристик.%1 impossible de trouver prédéterminée de l'élément/groupe [%2].%3
ПланВидовХарактеристик.%1 не удалось создать новую группу.%2	ПланВидовХарактеристик.%1 impossible de créer un nouveau groupe.%2
ПланВидовХарактеристик.%1 не удалось создать новый элемент.%2	ПланВидовХарактеристик.%1 impossible de créer un nouvel élément.%2
ПланОбмена.%1 не удалось получить узел этой ИБ.%2	ПланОбмена.%1 n'a pas pu obtenir le nœud de cette IB.%2
ПланОбмена.%1 не удалось создать новый узел.%2	ПланОбмена.%1 impossible de créer un nouveau nœud.%2
ПланСчетов.%1 не удалось найти предопределенный элемент/группу [%2].%3	ПланСчетов.%1 impossible de trouver prédéterminée de l'élément/groupe [%2].%3
ПланСчетов.%1 не удалось создать новую группу.%2	ПланСчетов.%1 impossible de créer un nouveau groupe.%2
ПланСчетов.%1 не удалось создать новый элемент.%2	ПланСчетов.%1 impossible de créer un nouvel élément.%2
Подключение с именем <%1> перезаполнено в таблице подключений	La connexion avec le nom de <%1> перезаполнено dans le tableau de connexions
Подключили для отладки форма %1	Accroché pour le débogage de la forme %1
Подключились к сеансу TESTCLIENT.	Participez à une session de TESTCLIENT.
Подсвет рамки - OK	Eclair cadre - OK
Поле <%1> в данный момент невидимо пользователю.	Le champ <%1> en ce moment, est invisible à l'utilisateur.
Поле <%1> существует, а ожидали, что его нет.	Le champ <%1> il y a une, attendions pas.
Поле с заголовком <%1> не найдено.	Le champ avec le titre <%1> n'est pas trouvée.
Поле с именем <%1> не найдено.	Le champ avec le nom de <%1> n'est pas détecté.
Получить изменения формы	Obtenir des modifications de la forme
Получить состояние всей формы	Obtenir l'état de l'ensemble de la forme
ПолучитьИдентификаторПредставленияПоСсылке() : Неизвестный КорневойТипКонфигурации <%1>	ПолучитьИдентификаторПредставленияпоссылке() : Inconnu КорневойТипКонфигурации <%1>
ПолучитьСостояниеФормыTestClient:%1	ПолучитьСостояниеФормыTestClient:%1
ПолучитьТаблицуЗначенийИзТабличногоДокумента: Требуется тип ТабличныйДокумент или ПолеТабличногоДокумента	ПолучитьТаблицуЗначенийИзТабличногодокумента: type ТабличныйДокумент ou ПолеТабличногоДокумента
ПолучитьУжеСуществующиеСнипетыИзОбработок:%1	ПолучитьУжеСуществующиеСнипетыИзобработок:%1
Пометка для шаг установлена.	Marquage pour l'étape installé.
Пометка снята.	Le marquage facturé.
порт <%1>	port <%1>
Порт %1 занят или находится вне указанного диапазона, порт подключения изменен на %2	Le port %1 occupé ou hors de la plage spécifiée, le port de connexion est modifié sur %2
Построение дерева.	Construction de l'arbre.
Превышение таймаутуа ожидания завершения фонового задания.	Le dépassement de la таймаутуа d'attente de l'achèvement de la tâche en arrière-plan.
Предупреждение с текстом %1 не найдено.	Un message d'avertissement avec le texte %1 n'a pas été trouvé.
Предыдущая ошибка: %1. ТаймаутОжидания=%2	Erreur précédente: %1. ТаймаутОжидания=%2
При подключении TestClient возникло сообщение:	Lors de la connexion TestClient reçu un message:
ПроверитьРавенствоТаблиц: Второй параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: le Deuxième paramètre est un tableau de tableau n'est pas
ПроверитьРавенствоТаблиц: Первый параметр-таблица таблицей не является	ПроверитьРавенствоТаблиц: le Premier paramètre le tableau le tableau n'est pas
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Второй параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: le Deuxième paramètre le tableau n'est pas un document de table
ПроверитьРавенствоТабличныхДокументовТолькоПоЗначениям: Первый параметр-таблица не является табличным документом	ПроверитьРавенствоТабличныхДокументовтолькопозначениям: le Premier paramètre le tableau n'est pas un document de table
ПроверитьТип: Тип значения параметра ТипИлиИмяТипа должен быть <Тип> или <Строка>, а получили <%1>%2	ПроверитьТип: le Type de la valeur d'un paramètre ТипИлиИмяТипа doit être <Type> ou <Chaîne>, <%1>%2
Проверка загрузки объектов в ИБ из макета данных выполнена успешно.	Vérification de l'utilisation des objets à l'IB de la mise en page de données a été effectué avec succès.
Проверьте работу команды <%1>	Vérifiez le fonctionnement de la commande <%1>
Профиль с именем <%1> не найден.	Profil avec le nom de <%1> n'a pas été trouvé.
ПрочитатьПеременныеСреды:%1	ПрочитатьПеременныеСреды:%1
Пустой адрес снипета у шага: %1	L'adresse est vide снипета de l'étape: %1
ПутьКФиче=Неопределено	ПутьКФиче=Non Défini
Работа с ключами для %1 пока не поддерживается	Le travail avec les clés pour %1 n'est pas pris en charge
Работаю по сценарию	Je travaille sur un scénario de
Работаю по фиче: %1	Je travaille sur la fiche: %1
равно	égal
РазличаютсяКолонки	РазличаютсяКолонки
Различия в таблицах:	Les différences dans les tableaux suivants:
РазноеКоличествоСтрок	РазноеКоличествоСтрок
Раннер <%1> не подключен.	Runner <%1> n'est pas connecté.
РежимСовместимостиTestManager	РежимСовместимостиTestManager
Реквизит <%1> не найден.	Accessoires <%1> n'a pas été trouvé.
с длиной	avec une longueur de
Сеанс должен быть запущен с ключом TESTMANAGER.	La session doit être démarré avec la clé TESTMANAGER.
Снипет <%1> встречается %2 раз.	Extrait google <%1> rencontre %2 fois.
содержащее текст <%1>, а был текст <%2>	contenant le texte <%1>, et a été le texte <%2>
содержит	contient
Создан %1	Créé par %1
Создан файл: %1	Créé le fichier: %1
Создание epf по фичам закончено.	La création de l'epf de фичам fini.
Создать тестовый mp3 - OK	Créer un test mp3 - OK
Создаю %1	Crée %1
Справочник.%1 не удалось найти предопределенный элемент/группу [%2].%3	Guide de référence.%1 impossible de trouver prédéterminée de l'élément/groupe [%2].%3
Справочник.%1 не удалось создать новую группу.%2	Guide de référence.%1 impossible de créer un nouveau groupe.%2
Справочник.%1 не удалось создать новый элемент.%2	Guide de référence.%1 impossible de créer un nouvel élément.%2
Справочник.%1.%2 - получен пустой элемент.	Guide de référence.%1.%2 - obtention de l'élément vide.
Сравниваемые значения (%1; %2) не равны, а хотели, чтобы были равны.%3	Les valeurs comparées (%1
Сравниваемые значения (%1; %2) равны, а хотели, чтобы были не равны.%3	Les valeurs comparées (%1
Странный параметр в логе инструкции HTML: %1	Étrange paramètre dans le fichier de log de l'instruction HTML: %1
Странный параметр в логе инструкции Markdown: %1	Étrange paramètre dans le fichier de log de l'instruction Markdown: %1
Строка <%1> из файла <%2> не найдена в файле <%3>	La chaîne <%1> dans le fichier <%2> n'est pas trouvée dans le fichier <%3>
Строка <%1> найдена в окне сообщений пользователю.	La chaîne <%1> trouvée dans la fenêtre des messages à l'utilisateur.
Строка <%1> найдена в последнем сообщении пользователю. Найдено: %2	La chaîne <%1> trouvé dans le dernier message à l'utilisateur. Trouvé: %2
Строка <%1> не найдена в окне сообщений пользователю.	La chaîne <%1> n'est pas trouvée dans la fenêtre de message à l'utilisateur.
Строка <%1> не найдена в последнем сообщении пользователю. Найдено: %2	La chaîne <%1> n'est pas trouvée dans le dernier message à l'utilisateur. Trouvé: %2
Строка %1 не найдена в реквизите %2	Ligne %1 n'est pas trouvée dans реквизите %2
Строка №%1 не найдена в табличном документе на форме	Ligne n ° %1 n'est pas trouvée dans un document sur la forme
Строка №%1, обнаружен символ <|>, хотя не было ключевого слова <Примеры>.	La ligne n ° %1, la détection du caractère < | a>, mais n'a pas été le mot-clé <Exemples>.
Строка №%1, ожидалось (%2), а найдено (%3) ПредыдущееКлючевоеСлово=%4	Ligne n ° %1, prévu (%2), et trouvé (%3) ПредыдущееКлючевоеСлово=%4
Строка должна быть описана таблицей с двумя строками.	La chaîne doit être décrite par un tableau à deux lignes.
Строка с фича-файлом не найдена.	La chaîne avec la fonction fichier n'est pas trouvé.
СтрокаЗапуска=%1	СтрокаЗапуска=%1
существует	il existe
Сценарий <%1> не загружен.	Le script <%1> n'est pas chargé.
Сценарий: %1	Scénario: %1
Таблица <%1> не соответствует эталону. Ожидали <%2> строк, а в ней <%3> строк.	Le tableau <%1> ne correspond pas au standard. Attendaient <%2> les lignes, et il <%3> les lignes.
Таблица <%1> не стала равной за <%2> секунд. %3	Le tableau <%1> n'est pas devenu égal à <%2> secondes. %3
