Шаг оригинал	Описание	Перевод шага	Перевод описания
И в таблице "%1 ИмяТаблицы" из выпадающего списка с именем "%2 ИмяПоля" я выбираю "%3 ЗначениеПоля"	Выбор значения из выпадающего списка	Un tabulā "%1 TabulasVārds" no izkrītošā saraksta ar vārdu "%2 LaukaVārds" es izvēlos "%3 ТestElement21"	Nozīmes izvēle no izkrītošā saraksta
И в таблице "%1 ИмяТаблицы" поле "%2 ИмяФлага" имеет значение "%3 Да"	Проверка значения поля текущей строки таблицы	Un tabulā "%1 TabulasVārds" laukam "%2 KarodziņaVārds" ir nozīme "%3 Jā"	Tabulas pašreizējās rindas lauka nozīmes pārbaude
И в таблице "%1 ИмяТаблицы" я выбираю значение реквизита "%2 Реквизит справочник выбор из формы списка" из формы списка	Выбор значения реквизита из выпадающего списка	Un tabulā "%1 TabulasVārds" es izvēlos rekvizīta nozīmi "%2 Rekvizīts katalogs izvēle no saraksta formas" no saraksta formas	Rekvizīta nozīmes izvēle no izkrītošā saraksta
И в таблице "%1 ИмяТаблицы" я выбираю значение реквизита с именем "%2 Реквизит справочник выбор из формы списка" из формы списка	Выбор значения реквизита из выпадающего списка	Un tabulā "%1 TabulasVārds" es izvēlos rekvizīta nozīmi ar vārdu "%2 Rekvizīts katalogs izvēle no saraksta formas" no saraksta formas	Rekvizīta nozīmes izvēle no izkrītošā saraksta
И в таблице "%1 ИмяТаблицы" я изменяю флаг "%2 ИмяФлага"	Изменяет текущее состояние флага	Un tabulā "%1 TabulasVārds" es mainu karodziņu ar vārdu "%2 KarodziņaVārds"	Maina karodziņa pašreizējo stāvokli
И в таблице "%1 ИмяТаблицы" я изменяю флаг с именем "%2 ИмяФлага"	Изменяет текущее состояние флага	Un tabulā "%1 TabulasVārds" es mainu karodziņu ar vārdu "%2 KarodziņaVārds"	Maina karodziņa pašreizējo stāvokli
И в таблице "%1 ИмяТаблицы" я нажимаю на кнопку с именем "%2 Добавить"	Нажимает на кнопку таблицы. Кнопка ищется по имени.	Un tabulā "%1 TabulasVārds" es nospiežu pogu ar vārdu "%2 Pievienot"	Nospiež tabulas pogu. Poga tiek meklēta pēc vārda.
И в таблице "%1 ИмяТаблицы" я удаляю текущую строку	Удаляет текущую строку таблицы	Un tabulā "%1 TabulasVārds" es dzēšu pašreizējo rindu	Dzēš tabulas pašreizējo rindu
И в Таблицу "%1 ИмяТаблицы" в поле "%2 ИмяПоля" ввожу значение переменной "%3 ИмяПеременной"	Вставка значения ранее сохраненной переменной в реквизит	Un Tabulā "%1 TabulasVārds" laukā "%2 LaukaVārds" ievadu mainīgā nozīmi "%3 MainīgāVārds"	Iepriekš saglabātā mainīgā nozīmes ievietošana rekvizītā
И В таблице "%1 Список" я перехожу на первую строку	Переходим в ТЧ на первую строку	Un Tabulā "%1 Saraksts" es pāreju uz pirmo rindu	Pārejam TD uz pirmo rindu
И В таблице "%1 Список" я перехожу на последнюю строку	Переходим в ТЧ на последнюю строку	Un Tabulā "%1 Saraksts" es pāreju uz pēdējo rindu	Pārejam TD uz pēdējo rindu
И В таблице "%1 ИмяТаблицы" поле "%2 ИмяРеквизита" доступно	Проверка доступности элемента таблицы	Un Tabulā "%1 TabulasVārds" lauks "%2 RekvizītaVārds" pieejams	Tabulas elementa pieejamības pārbaude
И В таблице "%1 ИмяТаблицы" поле "%2 ИмяРеквизита" доступно только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	Un Tabulā "%1 TabulasVārds" lauks "%2 RekvizītaVārds" pieejams tikai pārlūkošanai	Uzstādīta karodziņa "Tikai pārlūkošana" pārbaude rekvizītam tabulā
И В таблице "%1 ИмяТаблицы" поле "%2 ИмяРеквизита" не доступно	Проверка не доступности элемента таблицы	Un Tabulā "%1 TabulasVārds" lauks "%2 RekvizītaVārds" nav pieejams	Tabulas elementa nepieejamības pārbaude
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" доступно	Проверка доступности элемента таблицы	Un Tabulā "%1 TabulasVārds" lauks ar vārdu "%2 RekvizītaVārds" pieejams	Tabulas elementa pieejamības pārbaude
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" доступно не только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	Un Tabulā "%1 TabulasVārds" lauks ar vārdu "%2 RekvizītaVārds" pieejams ne tikai pārlūkošanai	Uzstādīta karodziņa "Tikai pārlūkošana" pārbaude rekvizītam tabulā
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" не доступно	Проверка не доступности элемента таблицы	Un Tabulā "%1 TabulasVārds" lauks ar vārdu "%2 RekvizītaVārds" nav pieejams	Tabulas elementa nepieejamības pārbaude
И в таблице "%1 ИмяТаблицы" я снимаю флаг "%2 ИмяФлага"	Устанавливает флаг в Ложь	Un Tabulā "%1 TabulasVārds" es noņemu karodziņu "%2 KarodziņaVārds"	Uzstāda karodziņu Neīsts
И в таблице "%1 ИмяТаблицы" я устанавливаю флаг "%2 ИмяФлага"	Устанавливает флаг в Истина	Un Tabulā "%1 TabulasVārds" es atzīmēju karodziņu "%2 KarodziņaVārds"	Uzstāda karodziņu Īsts
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяПоля" доступно только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	Un Tabulā "%1 TabulasVārds" lauks ar vārdu "%2 LaukaVārds" pieejams tikai pārlūkošanai	Uzstādīta karodziņa "Tikai pārlūkošana" pārbaude rekvizītam TD
И из выпадающего списка "%1 ИмяПоля" я выбираю "%2 ЗначениеПоля"	Выбор из выпадающего списка	Un no izkrītošā saraksta "%1 LaukaVārds" es izvēlos "%2 LaukaNozīme"	Izvēle no izkrītošā saraksta
И Пауза "%1 1"	Позволяет сделать паузу нужной длительности.	Un Pauze "%1 1"	Ļauj ieturēt vajadzīgā ilguma pauzi.
И поле "%1 Имя поля" не существует	Проверка не существования поля	Un lauks "%1 LaukaVārds" neeksistē	Lauka neesamības pārbaude
И поле "%1 Имя поля" отсутствует на форме	Проверка невидимости поля	Un lauks "%1 LaukaVārds" nav uz formas	Lauka neredzamības pārbaude
И поле "%1 Имя поля" присутствует на форме	Проверка видимости поля	Un lauks "%1 LaukaVārds" ir uz formas	Lauka redzamības pārbaude
И поле "%1 Имя поля" существует	Проверка существования поля	Un lauks "%1 LaukaVārds" eksistē	Lauka esamības pārbaude
И поле с именем "%1 ИмяПоля" имеет заголовок "%2 Заголовок"	Проверка, что у поля нужный заголовок. Поле ищется по внутреннему идентификатору.	Un laukam ar vārdu "%1 LaukaVārds" ir virsraksts "%2 Virsraksts"	Pārbaude, ka laukam ir vajadzīgais virsraksts. Lauks tiek meklēts pēc iekšējā identifikatora.
И поле с именем "%1 ИмяПоля" не существует	Проверка не существования поля	Un lauks ar vārdu "%1 LaukaVārds" neeksistē	Lauka neesamības pārbaude
И поле с именем "%1 ИмяПоля" отсутствует на форме	Проверка невидимости поля	Un lauks ar vārdu "%1 LaukaVārds" nav uz formas	Lauka neredzamības pārbaude
И поле с именем "%1 ИмяПоля" присутствует на форме	Проверка видимости поля	Un lauks ar vārdu "%1 LaukaVārds" ir uz formas	Lauka redzamības pārbaude
И поле с именем "%1 ИмяПоля" существует	Проверка существования поля	Un lauks ar vārdu "%1 LaukaVārds" eksistē	Lauka esamības pārbaude
И таблица формы с именем "%1 ИмяТаблицы" содержит строки	Проверяет, что таблица TestClient содержит строки таблицы Gherkin	Un formas tabula ar vārdu "%1 TabulasVārds" satur rindas	Pārbauda, ka tabula TestClient satur tabulas Gherkin rindas
И таблица формы с именем "%1 ИмяТаблицы" стала равной	Проверяет, что таблица TestClient стала равна таблице Gherkin	Un formas tabula ar vārdu "%1 TabulasVārds" kļuva vienāda	Pārbauda, ka tabula TestClient kļuvusi vienāda ar tabulu Gherkin
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" стал пустым	Проверяет, что табличный документ пустой	Un formas tabulas dokuments ar vārdu "%1 RekvizītsTabulasDokuments" kļuva tukšs	Pārbauda, ka tabulas dokuments ir tukšs
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" стал равен	Проверяет равенство табличного документа переданной таблице Gherkin. Необходимо указать параметры считывания макета.	Un formas tabulas dokuments ar vārdu "%1 RekvizītsTabulasDokuments" kļuva vienāds	Pārbauda vai tabulas dokuments vienāds ar nodoto tabulu Gherkin
И у поля "%1 Имя поля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря	Un pie lauka "%1 Lauka vārds" es pāreju uz datumu "%2 08.04.1981."	Veic pāreju uz datumu kalendāra laukos
И у поля "%1 ИмяПоля" я выбираю пункт контекстного меню "%2 ИмяПунктаМеню"	Выбирает нужный пункт контекстного меню у поля	Un pie lauka "%1 LaukaVārds" es izvēlos kontekstizvēlnes punktu "%2 IzvēlnesPunktaVārds"	Izvēlas vajadzīgo kontekstizvēlnes punktu pie lauka
И у поля с именем "%1 ИмяПоля" я выбираю пункт контекстного меню "%2 ИмяПунктаМеню"	Выбирает нужный пункт контекстного меню у поля	Un pie lauka ar vārdu "%1 LaukaVārds" es izvēlos kontekstizvēlnes punktu "%2 IzvēlnesPunktaVārds"	Izvēlas vajadzīgo kontekstizvēlnes punktu pie lauka
И у поля с именем "%1 ИмяПоля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря	Un pie lauka ar vārdu "%1 LaukaVārds" es pāreju uz datumu "%2 08.04.1981."	Veic pāreju uz datumu kalendāra laukos
И у поля с именем "%1 ИмяПоля" текст подсказки равен "%2 Заголовок"	Проверка, что у поля нужный текст подсказки. Поле ищется по внутреннему идентификатору.	Un laukam ar vārdu "%1 LaukaVārds" uzvednes teksts vienāds "%2 Virsraksts"	Pārbaude, ka laukam ir vajadzīgais uzvednes teksts. Lauks tiek meklēts pēc iekšējā identifikatora.
И у табличного документа с именем "%1 ТабДок" я ввожу текст "%2 222"	Вводит текст в нужную ячейку табличного документа	Un tabulas dokumentam ar vārdu "%1 TabDok" es ievadu tekstu "%2 222"	Ievada tekstu vajadzīgajā tabulas dokumenta šūnā
И у табличного документа с именем "%1 ТабДок" я перехожу к ячейке "%2 R4C2"	Делает нужную ячейку табличного документа активной	Un pie tabulas dokumenta ar vārdu "%1 TabDok" es pāreju uz šūnu "%2 R4C2"	Padara vajadzīgo tabulas dokumenta šūnu par aktīvu
И флаг "%1 ИмяФлага" равен "%2 Истина"	Проверяет значение флага	Un karodziņš "%1 KarodziņaVārds" vienāds ar "%2 Īsts"	Pārbauda karodziņa nozīmi
И элемент формы "%1 ИмяЭлемента" доступен	Проверка доступности элемента формы	Un formas elements "%1 ElementaVārds" ir pieejams	Formas elementa pieejamības pārbaude
И элемент формы "%1 ИмяЭлемента" не доступен	Проверка доступности элемента формы	Un formas elements "%1 ElementaVārds" nav pieejams	Formas elementa pieejamības pārbaude
И элемент формы с именем "%1 ИмяЭлемента" доступен	Проверка доступности элемента формы	Un formas elements ar vārdu "%1 ElementaVārds" ir pieejams	Formas elementa pieejamības pārbaude
И элемент формы с именем "%1 ИмяЭлемента" не доступен	Проверка доступности элемента формы	Un formas elements ar vārdu "%1 ElementaVārds" nav pieejams	Formas elementa pieejamības pārbaude
И я буду выбирать внешний файл "%1 ИмяФайла"	Устанавливает результат диалога выбора файла.	Un es izvēlēšos ārējo failu "%1 FailaVārds"	Nosaka faila izvēles dialoga rezultātu.
И я выбираю значение реквизита "%1 ИмяПоля" из формы списка	Нажимает на кнопку "Выбрать из списка" у поля	Un es izvēlos rekvizīta nozīmi "%1 LaukaVārds" no saraksta formas	Nospiež pogu "Izvēlēties no saraksta" pie lauka
И я выбираю значение реквизита с именем "%1 ИмяПоля" из формы списка	Нажимает на кнопку "Выбрать из списка" у поля	Un es izvēlos rekvizīta nozīmi ar vārdu "%1 LaukaVārds" no saraksta formas	Nospiež pogu "Izvēlēties no saraksta" pie lauka
И я жду когда в табличном документе "%1 РеквизитТабличныйДокумент" заполнится ячейка "%2 r4c2" в течение "%3 120" секунд	По таймеру проверяет, что указанная ячейка табличного документа не пустая.	Un es gaidu kad tabulas dokumentā "%1 RekvizītsTabulasDokuments" tiks aizpildīta šūna "%2 r4c2" 120 sekunžu laikā	Pēc taimera pārbauda, ka norādītā tabulas dokumenta šūna nav tukša.
И Я закрываю окно "%1 ИмяФормы"	Закрывает окно с нужным заголовком	Un Es aizveru logu "%1 FormasVārds"	Aizver logu ar vajadzīgo virsrakstu
И Я закрываю текущее окно	Закрывает активное окно	Un Es aizveru aktīvo logu	Aizver aktīvo logu
И я запоминаю значение поля "%1 ИмяПоля" как "%2 ПеременнаяНомерДокумента"	Сохранение значения поля в переменную Контекст	Un es iegaumēju lauka "%1 LaukaVārds" nozīmi kā "%2 MainīgaisDokumentaNumurs"	Lauka nozīmes saglabāšana mainīgajā Konteksts
И я запоминаю значение поля "%1 ИмяПоля" как "%2 НомерДокумента" глобально	Сохранение значения поля в переменную КонтекстСохраняемый	Un es iegaumēju lauka "%1 LaukaVārds" nozīmi kā "%2 DokumentaNumurs" globāli	Lauka nozīmes saglabāšana mainīgajā KontekstsSaglabājamais
И я запоминаю значение поля "%1 ИмяПоля" с ключом "%2 Номер документа"	Сохранение значения поля в переменную Контекст с произвольным ключом	Un es iegaumēju lauka "%1 LaukaVārds" nozīmi ar atslēgu "%2 Dokumenta numurs"	Lauka nozīmes saglabāšana mainīgajā Konteksts ar izvēlētu atslēgu
И я запоминаю значение поля "%1 ИмяПоля" с ключом "%2 Номер документа" глобально	Сохранение значения поля в переменную КонтекстСохраняемый с произвольным ключом	Un es iegaumēju lauka "%1 LaukaVārds" nozīmi ar atslēgu "%2 Dokumenta numurs" globāli	Lauka nozīmes saglabāšana mainīgajā KontekstsSaglabājamais ar izvēlētu atslēgu
И я запоминаю значение таблицы "%1 ИмяТаблицы" поля "%2 ИмяПоля" как "%3 ПеременнаяНомерДокумента"	Сохранение значения поля таблицы в переменную Контекст	Un es iegaumēju lauka "%2 LaukaVārds" tabulas "%1 TabulasVārds" nozīmi kā "%3 MainīgaisDokumentaNumurs"	Tabulas lauka nozīmes saglabāšana mainīgajā Konteksts
И я изменяю флаг "%1 ИмяФлага"	Изменяет текущее состояние флага	Un es mainu karodziņu "%1 KarodziņaVārds"	Maina karodziņa pašreizējo stāvokli
И я изменяю флаг с именем "%1 ИмяФлага"	Изменяет текущее состояние флага	Un es mainu karodziņu ar vārdu "%1 KarodziņaVārds"	Maina karodziņa pašreizējo stāvokli
И я меняю значение переключателя "%1 Реквизит переключатель" на "%2 Первое значение"	Меняет значение переключателя (радиобаттона)	Un es mainu pārslēdzēja "%1 Rekvizīts pārslēdzējs" nozīmi uz "%2 Pirmā nozīme"	Maina pārslēdzēja (radiopogas) nozīmi
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на "%2 Первое значение"	Меняет значение переключателя (радиобаттона)	Un es mainu pārslēdzēja ar vārdu "%1 RekvizītsPārslēdzējs" nozīmi uz "%2 Pirmā nozīme"	Maina pārslēdzēja (radiopogas) nozīmi
И я нажимаю кнопку выбора у поля "%1 Имя поля"	Нажимает на кнопку выбора у поля	Un es nospiežu izvēles pogu pie lauka "%1 Lauka vārds"	Nospiež izvēles pogu pie lauka
И я нажимаю кнопку очистить у поля "%1 ИмяПоля"	Очищает поле	Un es nospiežu pogu attīrīt pie lauka "%1 LaukaVārds"	Attīra lauku
И я нажимаю кнопку очистить у поля с именем "%1 ИмяПоля"	Очищает поле	Un es nospiežu pogu attīrīt pie lauka ar vārdu "%1 LaukaVārds"	Attīra lauku
И я нажимаю на гиперссылку "%1 Гиперссылка"	Нажатие на гиперссылку.	Un es nospiežu hipersaiti "%1 Hipersaite"	Hipersaites nospiešana.
И я нажимаю на гиперссылку с именем "%1 Гиперссылка"	Нажатие на гиперссылку.	Un es nospiežu hipersaiti ar vārdu "%1 Hipersaite"	Hipersaites nospiešana.
И я открываю выпадающий список "%1 Имя списка"	Открывает выпадающий список	Un es atveru izkrītošo sarakstu "%1 Saraksta vārds"	Atver izkrītošo sarakstu
И Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей"	Открытие формы на основании не проведенного документа	Un Es atveru dokumenta formu "%1 AutoSavstarpējaisIeskaits" kas aizpildīts pamatojoties uz neiegrāmatotu "%2 AutomobiļuSaņemšana"	Formas atvēršana uz neiegrāmatota dokumenta pamata
И Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей"	Открытие формы на основании проведенного документа	Un Es atveru dokumenta formu "%1 AutoSavstarpējaisIeskaits" kas aizpildīts pamatojoties uz iegrāmatotu "%2 AutomobiļuSaņemšana"	Formas atvēršana uz iegrāmatota dokumenta pamata
И Я очищаю окно сообщений пользователю	Очищает окно сообщений пользователю.	Un Es attīru lietotāja ziņojumu logu	Attīra lietotāja ziņojumu logu.
И я разворачиваю группу "%1 ИмяГруппы"	Разворачивает группу	Un es izvēršu grupu "%1 GrupasVārds"	Izvērš grupu
И я разворачиваю группу с именем "%1 ИмяГруппы"	Разворачивает группу	Un es izvēršu grupu ar vārdu "%1 GrupasVārds"	Izvērš grupu
И я сворачиваю группу "%1 ИмяГруппы"	Сворачивает группу	Un es sakļauju grupu "%1 GrupasVārds"	Sakļauj grupu
И я сворачиваю группу с именем "%1 ИмяГруппы"	Сворачивает группу	Un es sakļauju grupu ar vārdu "%1 GrupasVārds"	Sakļauj grupu
И я снимаю флаг "%1 ИмяФлага"	Устанавливает флаг в Ложь	Un es noņemu karodziņu "%1 KarodziņaVārds"	Uzstāda karodziņu uz Neīsts
И я снимаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Ложь	Un es noņemu karodziņu ar vārdu "%1 KarodziņaVārds"	Uzstāda karodziņu uz Neīsts
И Я создаю fixtures по макету "%1 Макет"	Создает данные из макета MXL	Un Es veidoju fixtures pēc maketa "%1 Makets"	Vaido datus no MXL maketa
И я устанавливаю флаг "%1 ИмяФлага"	Устанавливает флаг в Истина	Un es atzīmēju karodziņu "%1 KarodziņaVārds"	Uzstāda karodziņu uz Īsts
И я устанавливаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Истина	Un es atzīmēju karodziņu ar vārdu "%1 KarodziņaVārds"	Uzstāda karodziņu uz Īsts
"И в таблице ""%1 Список"" я разворачиваю строку
		| Наименование |
		|    Товар1    |"	Развернуть группу строк	"Un tabulā ""%1 Saraksts"" es izvēršu rindu:
  | Nosaukums |
  | Prece1 |"	Izvērst rindu grupu
И в таблице "%1 Список" я разворачиваю текущую строку	Развернуть текущую строку таблицы/дерева	Un tabulā "%1 Saraksts" es izvēršu pašreizējo rindu	Izvērst pašreizējo tabulas/koka rindu
"И в таблице ""%1 Список"" я сворачиваю строку
		| Наименование |
		|    Товар1    |"	Свернуть группу строк	"Un tabulā ""%1 Saraksts"" es sakļauju rindu:
  | Nosaukums |
  | Prece1 |"	Sakļaut rindu grupu
И в таблице "%1 Список" я сворачиваю текущую строку	Свернуть текущую строку таблицы/дерева	Un tabulā "%1 Saraksts" es sakļauju pašreizējo rindu	Sakļaut pašreizējo tabulas/koka rindu
И Я закрыл все окна клиентского приложения	Закрывает все окна текущего TestClient.	Un Es aizvēru visus klienta lietotnes logus	Aizver visus pašreizējā TestClient logus.
И Я закрыл все окна клиентского приложения кроме "%1 Нужное окно"	Закрывает все окна текущего TestClient, кроме нужного окна.	Un Es aizvēru visus klienta lietotnes logus izņemot "%1 Vajadzīgais logs"	Aizver visus pašreizējā TestClient logus, izņemot vajadzīgo logu.
И В таблице "%1 ИмяТаблицы" я нажимаю кнопку выбора у реквизита "%2 ИмяКолонки"	Нажатие кнопки выбора у реквизита в таблице	Un Tabulā "%1 TabulasVārds" es nospiežu izvēles pogu pie rekvizīta "%2 KolonnasVārds"	Izvēles pogas nospiešana tabulā pie rekvizīta
И В таблице "%1 ИмяТаблицы" я нажимаю кнопку выбора у реквизита с именем "%2 ИмяКолонки"	Нажатие кнопки выбора у реквизита в таблице	Un Tabulā "%1 TabulasVārds" es nospiežu izvēles pogu pie rekvizīta ar vārdu "%2 KolonnasVārds"	Izvēles pogas nospiešana tabulā pie rekvizīta
И В таблице "%1 ИмяТаблицы" я нажимаю кнопку очистить у поля "%2 ИмяКолонки"	Нажатие кнопки очистить у поля в таблице	Un Tabulā "%1 TabulasVārds" es nospiežu pogu attīrīt pie lauka "%2 KolonnasVārds"	Attīrīšanas pogas nospiešana tabulā pie lauka
И В таблице "%1 ИмяТаблицы" я нажимаю кнопку очистить у поля с именем "%2 ИмяКолонки"	Нажатие кнопки очистить у поля в таблице	Un Tabulā "%1 TabulasVārds" es nospiežu pogu attīrīt pie lauka ar vārdu "%2 KolonnasVārds"	Attīrīšanas pogas nospiešana tabulā pie lauka
И В таблице "%1 ИмяТаблицы" из выпадающего списка "%2 ИмяПоля" я выбираю "%3 ЗначениеПоля" с выбором	Выбор из выпадающего списка в таблице с дополнительным вызовом метода Выбрать(). Применялось на 8.3.6.	Un TD "%1 TabulasVārds" no izkrītošā saraksta "%2 LaukaVārds" es izvēlos "%3 LaukaNozīme" ar izvēli	Izvēle no tabulas izkrītošā saraksta ar metodes Izvēlēties() papildizsaukumu. Tika piemērots 8.3.6.
И выражение внутреннего языка "%1 Контекст.КоличествоФинальное - Контекст.КоличествоНачальное = 1" Истинно	Позволяет проверить произвольное выражение встроенного языка	Un iekšējās valodas izteiksme "%1 Konteksts.FinālaDaudzums - Konteksts.SākumaDaudzums = 1" Īsts	Ļauj pārbaudīt iebūvētās valodas izvēlēto izteiksmi
И для каждой строки таблицы "%1 ИмяТаблицы" я выполняю	Цикл. Выполняет шаги для каждой строки таблицы	Un katrai tabulas "%1 TabulasVārds" rindai es izpildu	Cikls. Izpilda soļus katrai tabulas rindai
И Пока в таблице "%1 ИмяТаблицы" количество строк "%2 >" "%3 0" Тогда	Цикл. Выполняет шаги до тех пор, пока в таблице есть строки	Un Kamēr tabulā "%1 TabulasVārds" rindu daudzums "%2 >" "%3 0" Tad	Cikls. Izpilda soļus tik ilgi, kamēr tabulā ir rindas
И Пока выражение встроенного языка "%1 Контекст.СлужебнаяПеременная < 2" истинно тогда	Цикл. Выполняет шаги пока истинно условие	Un Kamēr iebūvētās valodas izteiksme "%1 Konteksts.ServisaMainīgais < 2" patiess tad	Cikls. Izpilda soļus, kamēr nosacījums patiess
И поле "%1 Имя поля" заполнено	Проверяет заполненность поля формы	Un lauks "%1 Lauka vārds" ir aizpildīts	Pārbauda formas lauka aizpildījumu
И табличный документ "%1 ТабДок" соответствует макету "%2 ИмяТабличногоДокумента"	Сравнивает значения макета с эталоном. Макет ищется сначала в обработке фича файла, затем в каталоге проекта.	Un tabulas dokuments "%1 TabDok" atbilst meketam %2 "TabulasDokumentaVārds"	Salīdzina maketa nozīmes ar etalonu. Makets tiek meklēts vispirms faila apstrādē, pēc tam projekta katalogā.
И у элемента "%1 Имя элемента" я жду значения "%2 Значение"	Ожидание что элемент формы примет нужное значение (таймаут 10)	Un elementam "%1 Elementa vārds" es gaidu nozīmi "%2 Nozīme"	Tiek gaidīts, ka formas elements pieņems vajadzīgo nozīmi (taimauts 10)
И у элемента "%1 Имя элемента" я жду значения "%2 Значение" в течении "%3 20" секунд	Ожидание что элемент формы примет нужное значение в течении нужного времени. Иначе будет вызвано исключение.	Un elementam "%1 Elementa vārds" es gaidu nozīmi "%2 Nozīme" "%3 20" sekunžu laikā	Tiek gaidīts, ka formas elements pieņems vajadzīgo nozīmi vajadzīgajā laikā. Citādi tiks izsaukts izņēmums.
И у элемента с именем "%1 ИмяЭлемента" я жду значения "%2 Значение"	Ожидание что элемент формы примет нужное значение (таймаут 10)	Un elementam ar vārdu "%1 ElementaVārds" es gaidu nozīmi "%2 Nozīme"	Tiek gaidīts, ka formas elements pieņems vajadzīgo nozīmi (taimauts 10)
И у элемента с именем "%1 ИмяЭлемента" я жду значения "%2 Значение" в течении "%3 20" секунд	Ожидание что элемент формы примет нужное значение в течении нужного времени. Иначе будет вызвано исключение.	Un elementam ar vārdu "%1 ElementaVārds" es gaidu nozīmi "%2 Nozīme" "%3 20" sekunžu laikā	Tiek gaidīts, ka formas elements pieņems vajadzīgo nozīmi vajadzīgajā laikā. Citādi tiks izsaukts izņēmums.
И элемент "%1 Имя элемента" доступен для просмотра	Проверка отсутствия флага "Только просмотр"	Un elements "%1 Elementa vārds" pieejams pārlūkošanai	Pārbaude, ka nav karodziņa "Tikai pārlūkošana"
И элемент "%1 ИмяПоля" доступен не только для просмотра	Проверка установленного флага "Только просмотр"	Un elements "%1 LaukaVārds" pieejams ne tikai pārlūkošanai	Pārbaude, ka karodziņš "Tikai pārlūkošana" ir atzīmēts
И элемент с именем "%1 ИмяЭлемента" доступен для просмотра	Проверка отсутствия флага "Только просмотр"	Un elements ar vārdu "%1 ElementaVārds" pieejams pārlūkošanai	Pārbaude, ka nav karodziņa "Tikai pārlūkošana"
И элемент с именем "%1 ИмяПоля" доступен не только для просмотра	Проверка установленного флага "Только просмотр"	Un elements ar vārdu "%1 LaukaVārds" pieejams ne tikai pārlūkošanai	Pārbaude, ka karodziņš "Tikai pārlūkošana" ir atzīmēts
И я активизирую TestClient "%1 ИмяКлиента"	Позволяет переключить контекст на нужный TestClient	Un es aktivizēju TestClient "%1 KlientaVārds"	Ļauj pārslēgt kontekstu uz vajadzīgo TestClient
И я активизирую окно "%1 ИмяФормы"	Активизирует окно с нужным заголовком	Un es aktivizēju logu "%1 FormasVārds"	Aktivizē logu ar vajadzīgo virsrakstu
И я активизирую поле "%1 Имя поля"	Сделать поле активным	Un es aktivizēju lauku "%1 Lauka vārds"	Padarīt lauku par aktīvu
И я активизирую поле с именем "%1 ИмяПоля"	Сделать поле активным	Un es aktivizēju lauku ar vārdu "%1 LaukaVārds"	Padarīt lauku par aktīvu
И я вижу элемент "%1 Имя элемента"	Проверяет видимость элемента на форме	Un es redzu elementu "%1 Elementa vārds"	Pārbauda elementa redzamību uz formas
И я вижу элемент "%1 Имя элемента" на форме	Проверяет видимость элемента на форме	Un es redzu elementu "%1 Elementa vārds" uz formas	Pārbauda elementa redzamību uz formas
И я вижу элемент с именем "%1 ИмяЭлемента"	Проверяет видимость элемента на форме	Un es redzu elementu ar vārdu "%1 ElementaVārds"	Pārbauda elementa redzamību uz formas
И я вижу элемент с именем "%1 ИмяЭлемента" на форме	Проверяет видимость элемента на форме	Un es redzu elementu ar vārdu "%1 ElementaVārds" uz formas	Pārbauda elementa redzamību uz formas
И я жду закрытия окна "%1 Имя окна" в течении "%2 600" секунд	Ожидает, что окно исчезнет в течении указанного числа секунд	Un es gaidu loga "%1 Loga vārds" aizvēršanu "%2 600" sekunžu laikā	Gaida, ka logs pazudīs pēc vajadzīgā sekunžu daudzuma
И я жду появления элемента "%1 Имя элемента"	Ожидание появления элемента формы с нужным заголовком	Un es gaidu elementa "%1 Elementa vārds" parādīšanos	Tiek gaidīta formas elementa parādīšanās ar vajadzīgo virsrakstu
И я жду появления элемента "%1 Имя элемента" в течении "%2 Таймаут" секунд	Ожидание появления элемента формы с нужным заголовком в течении указанного числа секунд	Un es gaidu elementa "%1 Elementa vārds" parādīšanos "%2 Taimauts" sekunžu laikā	Tiek gaidīta formas elementa ar vajadzīgo virsrakstu parādīšanās pēc vajadzīgā sekunžu daudzuma
И я жду появления элемента с именем "%1 ИмяЭлемента"	Ожидание появления элемента формы с нужным именем	Un es gaidu elementa parādīšanos ar vārdu "%1 ElementaVārds"	Tiek gaidīta formas elementa parādīšanās ar vajadzīgo vārdu
