Шаг оригинал	Описание	Перевод шага	Перевод описания
И я вращаю колесо мышки "%1 Направление" "%2 3" раз с зажатой клавишей ctrl	Эмулирует вращение колеса мышки с зажатой клавишей Ctrl. Нужно для эмуляции изменения масштаба. Параметр <Направление> может принимать значения "Вверх" или "Вниз"	And I rotate "%1 Direction" mouse wheel "%2 Times" with CTRL pressed	Emulates mouse wheel rotation with the CTRL key pressed. It is necessary for scale change emulation. The <Direction> parameter value is "Up" or "Down"
"И я выполняю код встроенного языка
	| 'Сообщить(""Hellow world."")' |"	Позволяет выполнить произвольный код на встроенном языке. Код передаётся через таблицу Gherkin.	"And I execute 1C:Enterprise script
 | ""Message (""Hello world."") "" |"	Allows execution of 1C:Enterprise language code. Code is passed through the Gherkin table.
И Я запоминаю значение переменной среды '%1 MY_ENV_VAR' в переменную '%2 ЗначениеПеременнойСреды'	Позволяет сохранить переменную среды как переменную контекста.	And I save "%1 MY_ENV_VAR" environment variable value to the variable "%2 EnvironmentVariableValue"	Allows environment variable saving as a context variable.
И я запоминаю строку "%1 НужнаяСтрока" в переменную "%2 ИмяПеременной"	Запоминает значение строки в переменную.	And I save "%1 RequiredLine" line to to the variable "%2 VariableName"	Saves line value into the variable.
"И я рисую рамку вокруг картинки ""%1 ИмяКартинки""
		|'Цвет'          | 'Зеленый'        |
		|'Длительность'  | '2000'           |
		|'Толщина'  	 | '3'           	|"	"Рисует рамку вокруг картинки.
- Цвет (Color) - строка, из перечисления WebЦвета, например ""Зеленый"".
- Длительность (Duration) - сколько милисекунд рамка будет находится на экране, например - 2000.
- Толщина (Width) - толщина рамки, например - 3."	And I draw a frame around the picture "%1 PictureName"	Draws frame around the picture.
И Я устанавливаю в константу "%1 ИмяКонстанты" значение "%2 ЗначениеКонстанты"	Устанавливает константе нужное значение.	And I set "%2 ConstantValue" value to the constant "%1 ConstantName"	Sets the required value of the constant.
И я устанавливаю текущему сеансу заголовок приложения "%1 Управляющий сеанс"	Устанавливает текущему сеансу 1С нужный заголовок приложения.	And I set "%1 ManagerSession" application header to the current session	Sets the required header to the current 1C session.
Дано я нажимаю ENTER	Эмулирует нажатие клавиши ENTER с помощью SikuliX.	Given I press ENTER	Emulates ENTER button pressing with SikuliX.
Дано я нажимаю хоткей "%1 ХотКей" "%2 Модификатор"	Эмулирует нажатие хоткея с помощью SikuliX.	Given I press hotkey "%1 Hotkey" "%2 Modifier"	Emulates hotkey pressing with SikuliX.
Если Файл "%1 ИмяФайла" существует тогда	Условие. Проверяет существование файла.	If "%1 File" Exists then	Condition. Checks file existence
Затем я выгружаю базу "%1 СтрокаСоединенияСБазой" в DT "%2 ПутьКDT"	Выгружает базу в DT файл.	Then I dump "%1 DatabaseConnectionString" database to DT "%2 DTPath"	Dumps database to DT file.
"Затем я рисую стрелку от ""%1 Картинка1"" до ""%2 Картинка2""
		|'Цвет'          | 'Зеленый'        |
		|'Длительность'  | '2000'           |
		|'ТочкаКуда'     | 'СерединаНиз'    |
		|'Толщина'  	 | '10'           	|"	"Рисует стрелку от одной картинки до другой. Поиск картинок на экране делается с помощью SikuliX. Если первый параметр равен пустой сроке, тогда точкой ""от"" будет центр экрана. Дополнительные параметры задаются через таблицу Gherkin. 
- Цвет (Color) - строка, из перечисления WebЦвета, например ""Зеленый"".
- Длительность (Duration) - сколько милисекунд стрелка будет находится на экране, например - 2000.
- ТочкаКуда (PointTo), ТочкаОткуда (PointFrom) - место, в которое будет указывать/исходить стрелка. Возможные значения: СерединаНиз (MiddleDown), СерединаВерх (MiddleUp), СерединаПраво (MiddleRight), СерединаЛево (MiddleLeft), Центр (Center).
- Толщина (Width) - толщина стрелки, например - 10."	"Then I draw an arrow from ""%1 Vanessa_Automation"" to ""%2 Scripts_Launch""
		|'Color'          | Green'              |
		|'Duration'     | '2000'                |
		|'PointTo'       | 'MiddleDown'    |"	Draws an arrow from one picture to another. Image search is provided with SikuliX. If the first parameter is empty string, then "from" point is screen center. Additional parameters are specified in Gherkin table.
И в таблице "%1 ИмяТаблицы" в текущее поле я ввожу текст "%2 НужныйМнеТекст"	Ввод текста в текущее поле таблицы.	And I input "%2 MyText" text in "%1 TableName" table	Text input to the current table field.
И в таблице "%1 ИмяТаблицы" я активизирую колонку "%2 Заголовок колонки" в группе "%3 ИмяГруппыКолонок"	Активизирует поле таблицы в указанной группе колонок.	And I activate "%2 ColumnName" column in "%3 ColumnGroupName" column group of "%1 TableName" table	Activates table field in the specified column group.
И в таблице "%1 ИмяТаблицы" я активизирую колонку с именем "%2 ИмяКолонки" в группе "%3 ИмяГруппыКолонок"	Активизирует поле таблицы в указанной группе колонок.	And I activate the column named "%2 ColumnName" in the colu"%3 ColumnGroupName" column group of "%1 TableName" table	Activates table field in the specified column group.
"И в таблице ""%1 ИмяТаблицы"" я разворачиваю строку с подчиненными:
		| 'ИмяКолонки' |
		| 'ЗначениеКолонки' |"	Развернуть группу строк со всеми подчиненными строками. Нужен режим совместимости 8.3.13 или выше.	"And I expand a line and its subordinates in ""%1 TableName"" table
 | ""ColumnName"" |
 | ""ColumnValue"" |"	Expand lines group with subordinate lines. Compatibility mode 8.3.13 or greater is required.
И в таблице "%1 ИмяТаблицы" я разворачиваю текущую строку с подчиненными	Развернуть текущую строку таблицы/дерева со всеми подчиненными строками. Нужен режим совместимости 8.3.13 или выше.	And I expand current line and its subordinates in "%1 TableName" table	Expands current line of the table/tree and its subordinates. Compatibility mode 8.3.13 or greater is required.
И Файл "%1 ИмяФайла" существует	Проверяет существование файла.	And "%1 File" Exists	Checks file existence
"И я выполняю код встроенного языка на сервере
	| 'Сообщить(""Hellow world."")' |"	Позволяет выполнить произвольный код на встроенном языке на сервере. При этом можно вызвать метод Объект(), чтобы обратиться к объекту VA. Код передаётся через таблицу Gherkin.	"And I execute 1C:Enterprise script at server
 | ""Message (""Hello world."") "" |"	Allows execution of 1C:Enterprise language code at server. Code is passed through the Gherkin table.
И я добавляю информацию в лог "%1 Текст"	Делает запись строки в текстовый лог, который определен в настройке "Лог выполнения сценариев".	And I add information to log "%1 Text"	Writes the string to text log specified in "Script execution log" setting.
И я жду картинки "%1 ИмяКартинки" в течение "%2 20" секунд	Ожидает появления картинки на экране в течение нужного числа секунд.	And I wait for "%1 ImageName" image in "%2 Timeout" seconds	Waits for the image appearance for secified number of seconds.
"И я заполняю таблицу ""%1 ИмяТаблицы"" данными
	| 'ИмяКолонки1' | 'ИмяКолонки2' |
	| 'Значение1'     | 'Значение2'     |"	Заполняет указанную таблицу данными, переданными в таблице Gherkin. Предполагается, что целевая таблица изначально пустая, и в неё будут добавляться новые строки.	"And I fill ""%1 TableName"" table with data
 | ""ColumnName1"" | ""ColumnName2"" |
 | ""Value1"" | ""Value2"" |"	Fills the specified table with Gherkin table data.
И я запоминаю версию конфигурации "%1 ИмяКонфигурации" как "%2 Версия"	Для типовых конфигураций. Требует наличия прав на открытие регистра сведений "ВерсииПодсистем".	And I save "%1 ConfigurationName" configuration version as "%2 Version"	For standard configurations. Requires rights for "SubsystemVersions" information register.
И я запускаю SikuliX сервер	Запускает SikuliX сервер.	And I run SikuliX server	Runs SikuliX server.
И я меняю значение переключателя '%1 Заголовок элемента' на '%2 Значение переключателя' по шаблону	Меняет значение переключателя (радиобаттона). При этом возможно использовать символ * в значении. Работает в 8.3.12 и выше.	And I change "%1 ItemHeader" switch value to "%2 SwitchValue" by template	Changes radiobutton value. You an use * character in the value. Works in 8.3.12 and greater.
И я меняю значение переключателя с именем '%1 ИмяЭлемента' на '%2 Значение переключателя' по шаблону	Меняет значение переключателя (радиобаттона). При этом возможно использовать символ * в значении. Работает в 8.3.12 и выше.	And I change the switch named "%1 ItemHeader" value to "%2 SwitchValue" by template	Changes radiobutton value. You an use * character in the value. Works in 8.3.12 and greater.
И я определяю координаты картинки "%1 ИмяКартинки" как "%2 ИмяПеременной"	Определяет коордианты картинки с помощью SikuliX и сохраняет структуру с координатами в переменную	And I define image coordinates "%1 ImageName " as " %2 VariableName"	Defines image coordinates with SikuliX and saves the structure containing coordinates into variable
И я помещаю в буфер обмена строку '%1 Нужная строка'	Помещает строку в буфер обмена.	And I place "%1 Line" text to the clipboard	Places the text to the clipboard.
"Когда Я подключаю уже запущенный клиент тестирования с параметрами:
    | 'Имя'             | 'Синоним'        | 'Порт' | 'Строка соединения'                     | 'Логин' | 'Пароль' | 'Запускаемая обработка' |  'Дополнительные параметры строки запуска'  |
    | 'ИмяПрофиля'      | 'СинонимПрофиля' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Подключает запущенный ранее клиент тестирования, который мог быть запущен из другой программы. Если сеанс не найден - выдёт исключение.	"When I connect already started TestClient with parameters
 | ""Connection name"" | ""Synonym"" | ""Port"" | ""Connection String"" | ""Username"" | ""Password"" | ""Data processor"" | ""Additional command line parameters"" |
 | ""ProfileName"" | ""ProfileSynonym"" | ""1538"" | ""Srvr=""localhost:1941"";Ref=""Test"";"" | ""Admin"" | ""Admin"" | ""c:\СуперОбработка.epf"" | ""/UC"" |"	Connect previously started test client, wich could be launched from another application. Raises an exception If the session is not found.
Тогда значение поля "%1 Заголовок поля" не содержит текст "%2 Подстрока"	Проверка, что значение поля формы содержит текст	Then "%1 FieldName" field value does not contain "%2 Substring" text	Checks is form field value contains text
Тогда значение поля с именем "%1 ИмяПоля" не содержит текст "%2 Подстрока"	Проверка, что значение поля формы содержит текст	Then the field named "%1 FieldName" value does not contain "%2 Substring" text	Checks is form field value contains text
Тогда я удаляю файл "%1 ИмяФайла"	Удаляет файл.	Then I delete "%1 Filename" file	Deletes file
Если установлен режим совместимости "%1 8.3.12" Тогда	Условие. Проверяет, что установлен нужный режим совместимости в базе, в которой запущен TestManager.	If compatibility mode for "%1 8.3.12" has been set Then	Condition. Checks if the required compatibility mode has been set in TestManager database.
"И затем я выполняю код встроенного языка на сервере
 | 'Сообщить(""Hellow world."")' |"	Позволяет выполнить произвольный код на встроенном языке на сервере. Код передаётся через таблицу Gherkin.	"And then I execute 1C:Enterprise script at server
 | ""Message (""Hello world."") "" |"	Allows execution of 1C:Enterprise language code at server. Code is passed through the Gherkin table.
И поле таблицы "%1 ИмяТаблицы" с именем "%2 ИмяРеквизита" имеет заголовок "%3 Заголовок"	Проверка, что у поля таблицы нужный заголовок. Поле ищется по внутреннему идентификатору.	And "%1 TableName" table field named "%2 AttributeName" has "%3 Title" header	Check if the table field has specified header. Field search by internal ID.
И у поля таблицы "%1 ИмяТаблицы" с именем "%2 ИмяРеквизита" текст подсказки равен "%3 Текст подсказки"	Проверка, что у поля таблицы нужный текст подсказки. Поле ищется по внутреннему идентификатору.	And "%1 TableName" table field named "%2 AttributeName" has "%3 TooltipText" tooltip	Check if the table field has specified tooltip. Field search by internal ID.
И элемент формы "%1 Заголовок поля" существует и невидим на форме	Проверка невидимости поля. Поле обязано существовать.	And "%1 FieldName" form attribute exists and is invisible	Field invisibility check. The field must exist.
И элемент формы с именем "%1 ИмяПоля" существует и невидим на форме	Проверка невидимости поля. Поле обязано существовать.	And form attribute named "%1 FieldName" exists and is invisible	Field invisibility check. The field must exist.
И я жду, что поле с именем "%1 ИмяПоля" перестанет быть пустым в течение "%2 30" секунд	Проверяет, что в течение нужного числа секунд текстовое поле станет заполненным.	And I wait the field named "%1 FieldName" will be filled in "%2 30" seconds	Waits for text field filling for specified number of seconds.
И я нажимаю на кнопку текущего месяца	Нажимает на кнопку текущего месяца в форме ввода даты.	And I click current month button	Clicks current month button in date entry form.
И я включаю проверку доступности элементов с учётом доступности групп элементов	Включает проверку доступности элементов с учетом родителя.	And I turn ON items availability checking considering item groups availability	Turns on availability check considering the parent.
И я выключаю проверку доступности элементов с учётом доступности групп элементов	Выключает проверку доступности элементов с учетом родителя.	And I turn OFF items availability checking considering item groups availability	Turns off availability check considering the parent.
Затем клик на картинку "%1 ИмяКартинки"	Эмулирует клик левой кнопкой мышки по картинке. Картинка, поиск которой будет происходить на экране, должна находится в каталоге проекта.	Then click "%1 PictureName" picture	Clicks the picture. Picture search area is the project directory.
"И в группе ""%1 Заголовок группы"" не содержатся элементы
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что в группа с указанным заголовком не содержит элементы из таблицы. Элемент по умолчанию ищется заголовку. Чтобы искать по внутреннему имени нужно перед именем элемента добавить символ "!".	"And ""%1 GroupName"" group does not contain items
 | Item1"" |
 | Item2"" |"	Checks if the group with specified header does not contain table items. Default search mode for item is by header. To search by internal name add "!" as item name prefix.
"И в группе ""%1 Заголовок группы"" содержатся элементы
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что в группа с указанным заголовком содержит элементы из таблицы. Элемент по умолчанию ищется заголовку. Чтобы искать по внутреннему имени нужно перед именем элемента добавить символ "!".	"And ""%1 GroupName"" group contains items
 | Item1"" |
 | Item2"" |"	Checks if the group with specified header contains table items. Default search mode for item is by header. To search by internal name add "!" as item name prefix.
"И в группе с именем ""%1 ИмяГруппы"" не содержатся элементы
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что в группа с указанным заголовком не содержит элементы из таблицы. Элемент по умолчанию ищется заголовку. Чтобы искать по внутреннему имени нужно перед именем элемента добавить символ "!".	"And the group named ""%1 GroupName"" does not contain items
 | Item1"" |
 | Item2"" |"	Checks if the group with specified header does not contain table items. Default search mode for item is by header. To search by internal name add "!" as item name prefix.
"И в группе с именем ""%1 ИмяГруппы"" содержатся элементы
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что в группа с указанным именем содержит элементы из таблицы. Элемент по умолчанию ищется заголовку. Чтобы искать по внутреннему имени нужно перед именем элемента добавить символ "!".	"And the group named ""%1 GroupName"" contains items
 | Item1"" |
 | Item2"" |"	Checks if the group with specified name contains table items. Default search mode for item is by header. To search by internal name add "!" as item name prefix.
И в таблице "%1 ИмяТаблицы" у поля "%2 Заголовок элемента" я жду значения отличного от "%3 Значение" в течение "%4 20" секунд	Ожидает значения отличного от указанного в ячейке таблицы в текущей строке в течение указанного числа секунд. Ячейка указывается по её заголовку.	And I wait other than "%3 Value" value of "%2 FieldName" field in "%1 TableName" table for "%4 20" seconds	Awaits table cell value, different from the specified one in the current line for the specified number of seconds. The cell is specified by its header.
И в таблице "%1 ИмяТаблицы" у поля с именем "%2 ИмяЭлемента" я жду значения отличного от "%3 Значение" в течение "%4 20" секунд	Ожидает значения отличного от указанного в ячейке таблицы в текущей строке в течение указанного числа секунд. Ячейка указывается по её имени.	And I wait other than "%3 Value" value of the field named "%2 FieldName" in "%1 TableName" table for "%4 20" seconds	Awaits table cell value, different from the specified one in the current line for the specified number of seconds. The cell is specified by its name.
"И в таблице ""%1 ИмяТаблицы"" я перехожу к строке с переключением выделения:
		| 'ИмяКолонки' |
		| 'ЗначениеКолонки' |"	Переход к нужной строке данной таблицы со сменой выделения строки (клавиша Ctrl). Если обернуть значение с помощью символа $, тогда значение будет взято из переменной Контекст. Если $$, тогда из КонтекстСохраняемый.	"And I go to line in ""%1 TableName"" table and invert selection:
 |""Name""|
 | Item1"" |"	Move to the specific line in the table and selection switch (Ctrl button). The value is taken from Context variable if the value has been wrapped in "$" characters. If it is wrapped in "$$", then from SavedContext variable.
"И панель разделов не содержит пункты меню
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что панель разделов не содержит элементы из переданной таблицы, содержащей пункты панели разделов.	"And section panel does not contain menu items
 | Item1"" |
 | Item2"" |"	Verifies that sections panel does not contain items from the passed table containing sections panel items.
"И панель разделов равна
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет равенство панели разделов переданной таблице, содержащей пункты панели разделов.	"And section panel is equal to
 | Item1"" |
 | Item2"" |"	Verifies the equality of sections panel and the passed table containing sections panel items.
"И панель разделов содержит пункты меню
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что панель разделов содержит элементы из переданной таблицы, содержащей пункты панели разделов.	"And section panel contains menu items
 | Item1"" |
 | Item2"" |"	Verifies that sections panel contains items from the passed table containing sections panel items.
"И панель функций не содержит пункты меню
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что панель функций не содержит элементы из переданной таблицы, содержащей пункты панели функций.	"And functions panel does not contain menu items
 | Item1"" |
 | Item2"" |"	Verifies that functions panel does not contain items from the passed table containing functions panel items.
"И панель функций равна
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет равенство панели функция переданной таблице, содержащей пункты панели функий.	"And functions panel is equal to
 | Item1"" |
 | Item2"" |"	Verifies the equality of functions panel and the passed table containing functions panel items.
"И панель функций содержит пункты меню
	| 'ИмяЭлемента1' |
	| 'ИмяЭлемента2' |"	Проверяет, что панель функций содержит элементы из переданной таблицы, содержащей пункты панели функций.	"And functions panel contains menu items
 | Item1"" |
 | Item2"" |"	Verifies that functions panel contains items from the passed table containing functions panel items.
И я включаю проверку видимости элементов с учётом видимости групп элементов	Включает проверку видимости элементов с учетом родителя.	And I turn ON items visibility checking considering item groups visibility	Turns on visibility check considering the parent.
И я выключаю проверку видимости элементов с учётом видимости групп элементов	Выключает проверку видимости элементов с учетом родителя.	And I turn OFF items visibility checking considering item groups visibility	Turns off visibility check considering the parent.
"И я запоминаю выделенные строки таблицы ""%1 Таблица1"" как ""%2 ИмяПеременной""
	| 'ИмяКолонки1' |
	| 'ИмяКолонки2' |"	Запоминает значение выделенных строк указанных колонок таблицы в переменную.	"And I save selected lines of ""%1 TableName"" table as ""%2 VariableName""
 |ColumnName1 |
 |ColumnName2 |"	Saves the values of specified columns in selected lines to the variable.
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я ввожу конец следующего месяца	Вводит в поле таблицы текстовое представление значения даты равной концу следующего месяца. Например "31.01.2018".	And I input next month end date in the field named "%2 FieldName" of "%1 TableName" table	Inputs text representation of next month end date to the table field. E.g. "31.01.2018".
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я ввожу конец текущего месяца	Вводит в поле таблицы текстовое представление значения даты равной концу текущего месяца. Например "31.01.2018".	And I input current month end date in the field named "%2 FieldName" of "%1 TableName" table	Inputs text representation of current month end date to the table field. E.g. "31.01.2018".
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я ввожу начало следующего месяца	Вводит в поле таблицы текстовое представление значения даты равной началу следующего месяца. Например "01.01.2018".	And I input next month beginning date in the field named "%2 FieldName" of "%1 TableName" table	Inputs text representation of next month begin date to the table field. E.g. "01.01.2018".
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я ввожу начало текущего месяца	Вводит в поле таблицы текстовое представление значения даты равной началу текущего месяца. Например "01.01.2018".	And I input current month beginning date in the field named "%2 FieldName" of "%1 TableName" table	Inputs text representation of current month begin date to the table field. E.g. "01.01.2018".
И в таблице "%1 ИмяТаблицы" заголовок активной колонки "%2 Текст"	Проверяет, что у активная колока таблицы имеет нужный заголовок	And in "%1 TableName" table active column header is "%2 Text"	Checks if active column of the table has the required header
И в таблице "%1 ИмяТаблицы" имя активной колонки "%2 Текст"	Проверяет, что у активная колока таблицы имеет нужное имя	And in "%1 TableName" table active column name is "%2 Text"	Checks if active column of the table has the required name
И таблица "%1 ИмяПеременной1" содержится в таблице "%2 ИмяПеременной2"	Проверяет, что одна таблица содержится в другой. Значения таблиц должны были быть сохранены ранее с помощью шага: И я запоминаю значение таблицы "Таблица1" как "Таб1"	And the table "%1 Variable1" is included in the table "%2 Variable2"	Checks if one table is included into another. Table values should have been saved using the step: And I save the value of "Table1" table as "Tab1"
И я жду, что в табличном документе "%1 ИмяРеквизита" ячейка "%2 АдресЯчейки" станет равна "%3 Значение" в течение "%4 20" секунд	Ожидает в течение нужного числа секунд, что нужная ячейка табличного документа станет равна заданному значению.	And I wait "%2 CellAddress" cell in "%1 SpreadsheetDocName" spreadsheet document becomes equal to "%3 Value" for "%4 20" seconds	Waits the required spreadsheet document cell becomes equal to the specified value for the specified number of seconds.
"И я жду, что таблица ""%1 ИмяТаблицы"" станет содержать строки в течение ""%2 20"" секунд:
	| ИмяКолонки1 | ИмяКолонки2 |
	| Значение1 | Значение2 |"	Проверяет, что таблица TestClient станет содержать в себе строки из переданной таблицы Gherkin в течение нужного числа секунд.	"And I wait that ""%1 TableName"" table will contain lines for ""%2 20"" seconds
 | ColumnName1 | ColumnName2 |
 | Value1 | Value2 |"	Checks if the TestClient table will contain Gherkin table lines for the specified number of seconds.
И я запоминаю значение поля "%1 Заголовок поля" таблицы "%2 ИмяТаблицы" как "%3 ИмяПеременной"	Сохранение значения поля таблицы в переменную Контекст	And I save the value of "%1 FieldName" field of "%2 TableName" table as "%3 VariableName"	Save table field value to Context variable
И я запоминаю значение поля с именем "%1 ИмяПоля" таблицы "%2 ИмяТаблицы" как "%3 ИмяПеременной"	Сохранение значения поля таблицы в переменную Контекст	And I save the value of the field named "%1 FieldName" of "%2 TableName" table as "%3 VariableName"	Save table field value to Context variable
"И я запоминаю значение таблицы ""%1 Таблица1"" как ""%2 ИмяПеременной""
	| 'ИмяКолонки1' |
	| 'ИмяКолонки2' |"	Запоминает значение указанных колонок таблицы в переменную.	And I save the value of "%1 TableName" table as "%2 VariableName"	Saves specified table columns values into the variable
И я запоминаю имя текущего поля как "%1 ИмяПеременной"	Запоминает имя активного поля в переменную	And I save the current field name as "%1 VariableName"	Saves active field name into the variable
"Когда в логе сообщений TestClient есть сообщения только из списка
	| 'Сообщение1' |
	| 'Сообщение2' |"	Проверяет, что с сообщениях пользователя есть только те сообщения, которые указаны в списке. Порядок сообщений неважен.	"When TestClient messages log contains messages from the list only
 | ""Message1"" |
 | ""Message2"" |"	Checks if user messages contain only messages from the list. Messages order is not important.
И в таблице текущее поле заполнено	Проверяет, что текущая ячейка текущей таблицы заполнена.	And current field in the table is filled	Checks if current cell of the current table is filled.
И в таблице текущее поле не заполнено	Проверяет, что текущая ячейка текущей таблицы не заполнена.	And current field in the table is not filled	Checks if current cell of the current table is blank.
"И выпадающий список ""%1 Заголовок элемента"" не содержит значения
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список не содержит ни одного значения из переданного набора значений. Поиск элемента формы выполняется по заголовку.	"And ""%1 AttributeName"" drop-down list does not contain values
 | Value1 |
 | Value2 |"	Checks if opened drop-down list contains no values from the passed value set. Form attribute search by header.
"И выпадающий список ""%1 Заголовок элемента"" содержит значения
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список в содержит каждое значение из переданного набора значений. Поиск элемента формы выполняется по заголовку.	"And ""%1 AttributeName"" drop-down list contains values
 | Value1 |
 | Value2 |"	Checks if opened drop-down list contains all values from the passed value set. Form attribute search by header.
"И выпадающий список ""%1 Заголовок элемента"" стал равен:
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список в точности равен переданному набору значений. Поиск элемента формы выполняется по заголовку.	"And drop-down list ""%1 AttributeName"" is equal to:
 | Value1 |
 | Value2 |"	Checks if opened drop-down list is equal to the passed value set exactly. Form attribute search by header.
"И выпадающий список с именем ""%1 ИмяЭлемента"" не содержит значения
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список не содержит ни одного значения из переданного набора значений. Поиск элемента формы выполняется по имени.	"And drop-down list named ""%1 AttributeName"" does not contain values
 | Value1 |
 | Value2 |"	Checks if opened drop-down list contains no values from the passed value set. Form attribute search by name.
"И выпадающий список с именем ""%1 ИмяЭлемента"" содержит значения
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список в содержит каждое значение из переданного набора значений. Поиск элемента формы выполняется по имени.	"And drop-down list named ""%1 AttributeName"" contains values
 | Value1 |
 | Value2 |"	Checks if opened drop-down list contains all values from the passed value set. Form attribute search by name.
"И выпадающий список с именем ""%1 ИмяЭлемента"" стал равен:
	| 'Значение1' |
	| 'Значение2' |"	Проверяет, что открытый выпадающий список в точности равен переданному набору значений. Поиск элемента формы выполняется по имени.	"And drop-down list named ""%1 AttributeName"" is equal to:
 | Value1 |
 | Value2 |"	Checks if opened drop-down list is equal to the passed value set exactly. Form attribute search by name.
И у поля "%1 Заголовок поля" я нажимаю гиперссылку '%2 ИмяГиперссылки'	Нажимает на гиперссылку в поле с данным заголовком. Гиперссылка задаётся либо по её представлению, либо по номеру.	And I click "%2 HyperlinkName" hyperlink of "%1 FieldName" field	Clicks the hyperlink in the field with required header. Hyperlink search either by presentation or number.
И у поля с именем "%1 ИмяПоля" я нажимаю гиперссылку '%2 ИмяГиперссылки'	Нажимает на гиперссылку в поле с данным заголовком. Гиперссылка задаётся либо по её представлению, либо по номеру.	And I click "%2 HyperlinkName" hyperlink of the field named "%1 FieldName"	Clicks the hyperlink in the field with required header. Hyperlink search either by presentation or number.
И я выполняю скрипт SikuliX "%1 ИмяСкрипта"	Выполняет скрипт SikuliX. Скрипт сначала ищется в кталоге проекта, за тем в каталогах библиотек, затем в стандартных скриптах Vanessa-Automation.	And I execute "%1 ScriptName" SikuliX script	Executes SikuliX script. Script search order: Project catalog, then Library catalogs, then Vanessa-Automation standard scripts.
И я жду, что в таблице текущее поле будет заполнено в течение "%1 10" секунд.	Проверяет, что текущая ячейка текущей таблицы перестанет быть пустой в течение нужного числа секунд.	And I wait current table field filling in "%1 Timeout" seconds	Checks for the current cell of the current table become filled in required number of seconds.
И я жду, что в таблице текущее поле будет не заполнено в течение "%1 10" секунд.	Проверяет, что текущая ячейка текущей таблицы станет пустой в течение нужного числа секунд.	And I wait current table field remaining blank in "%1 Timeout" seconds	Checks for the current cell of the current table become blank in required number of seconds.
И я устанавливаю максимальное время выполнения действия	Устанавливает максимальное время выполнения действий, которые возвращают значение в менеджер тестирования.	And I set the maximum action duration	Sets maximum duration for the actions that return values to the Test manager.
Если это web клиент Тогда	Условие. Проверяет, что текущий TestClient - это web клиент.	If it is Web client Then	Condition. Checks if the current TestClient is Web client.
Если это тонкий клиент тогда	Условие. Проверяет, что текущий TestClient - это тонкий клиент.	If it is Thin client then	Condition. Checks if the current TestClient is Thin client.
И в таблице "%1 ИмяТаблицы" у поля "%2 Заголовок элемента" я жду значения "%3 Значение" в течение "%4 20" секунд	Ожидает значения в ячейке таблицы в текущей строке в течение указанного числа секунд. Ячейка указывается по её заголовку.	And I wait "%3 Value" value of "%2 FieldName" field in "%1 TableName" table for "%4 20" seconds	Awaits table cell value in the current line for the specified number of seconds. The cell is specified by its header.
И в таблице "%1 ИмяТаблицы" у поля с именем "%2 ИмяЭлемента" я жду значения "%3 Значение" в течение "%4 20" секунд	Ожидает значения в ячейке таблицы в текущей строке в течение указанного числа секунд. Ячейка указывается по её имени.	And I wait "%3 Value" value of the field named "%2 FieldName" in "%1 TableName" table for "%4 20" seconds	Awaits table cell value in the current line for the specified number of seconds. The cell is specified by its name.
